system:index,fa,ia,.geo
0_2391,1.1865166425704956,0.6867757439613342,"{""type"":""Point"",""coordinates"":[15.991403811497946,-1.2191664613047866]}"
0_2398,1.3496360778808594,1.08629310131073,"{""type"":""Point"",""coordinates"":[-49.52884241519525,-8.12739134036414]}"
0_2467,1.3131123781204224,1.655361533164978,"{""type"":""Point"",""coordinates"":[10.857830714718201,1.9481048431035526]}"
0_2468,1.7841334342956543,1.1702100038528442,"{""type"":""Point"",""coordinates"":[-98.63959166512251,20.984468947613728]}"
0_2491,3.0289204120635986,0.9892884492874146,"{""type"":""Point"",""coordinates"":[11.088106878459447,6.915479509529949]}"
0_2498,1.0846446752548218,1.7506811618804932,"{""type"":""Point"",""coordinates"":[-55.94038694068526,-22.627825585240725]}"
0_2508,0.5537218451499939,1.5341070890426636,"{""type"":""Point"",""coordinates"":[-60.634567203901355,-15.512193070285738]}"
0_2519,2.3666257858276367,0.929668664932251,"{""type"":""Point"",""coordinates"":[-97.00376819984339,19.54060284623389]}"
0_2656,0.31382009387016296,0.7182496786117554,"{""type"":""Point"",""coordinates"":[-65.69621477668613,7.091168533110809]}"
0_2728,1.0401105880737305,1.034575343132019,"{""type"":""Point"",""coordinates"":[-94.39929516611872,16.658100875887794]}"
0_2730,0.5310976505279541,2.1944620609283447,"{""type"":""Point"",""coordinates"":[-83.86530366760974,10.401011333436898]}"
0_2763,2.1732563972473145,1.0371687412261963,"{""type"":""Point"",""coordinates"":[-98.755928724249,16.893022617725006]}"
0_2785,0.3651517927646637,0.6558916568756104,"{""type"":""Point"",""coordinates"":[17.91817756375242,0.11728208554248688]}"
0_2804,0.5459839105606079,1.7134194374084473,"{""type"":""Point"",""coordinates"":[-50.424985657959965,-26.470936430980192]}"
0_2848,0.5411447286605835,0.9561566114425659,"{""type"":""Point"",""coordinates"":[-58.80013351075712,-17.241177167091053]}"
0_2922,2.6808829307556152,0.705668568611145,"{""type"":""Point"",""coordinates"":[-41.63398206638998,-5.114230629195298]}"
0_2925,0.8174775242805481,1.2900339365005493,"{""type"":""Point"",""coordinates"":[-90.25683535511783,16.289184548933125]}"
0_2941,2.933373212814331,1.0387053489685059,"{""type"":""Point"",""coordinates"":[-86.8545520103455,13.684832577896026]}"
0_2958,2.189913272857666,0.7157734632492065,"{""type"":""Point"",""coordinates"":[-42.81661844877082,-7.9563335611990205]}"
0_2998,2.062903881072998,0.9148063063621521,"{""type"":""Point"",""coordinates"":[-92.2885212018713,16.188375261580514]}"
0_3019,0.6120330691337585,2.2778708934783936,"{""type"":""Point"",""coordinates"":[-53.856338441998545,-26.120252422287347]}"
0_3052,0.5275247097015381,1.084076166152954,"{""type"":""Point"",""coordinates"":[28.360247673382705,-2.244720211925798]}"
0_3121,2.900606155395508,1.7801575660705566,"{""type"":""Point"",""coordinates"":[-40.94775920936375,-17.477387436058677]}"
0_3207,1.865155816078186,0.7199256420135498,"{""type"":""Point"",""coordinates"":[-81.18309325251779,8.357020228742467]}"
0_3398,2.1843905448913574,1.6390634775161743,"{""type"":""Point"",""coordinates"":[-92.5140904032908,17.56698256300876]}"
0_3462,0.6224501729011536,1.214296579360962,"{""type"":""Point"",""coordinates"":[-83.06271596144775,8.916087997087926]}"
0_3570,1.600085973739624,1.231389045715332,"{""type"":""Point"",""coordinates"":[-43.016112174406196,-9.2625503118427]}"
0_3585,0.22146812081336975,1.4273022413253784,"{""type"":""Point"",""coordinates"":[-61.4774672529079,7.043964003161699]}"
0_3608,1.121840000152588,0.675876259803772,"{""type"":""Point"",""coordinates"":[-47.43570279707829,-9.265948568214082]}"
0_3622,0.29321497678756714,1.4983413219451904,"{""type"":""Point"",""coordinates"":[-64.34256834893027,-16.461363765679238]}"
0_3633,2.533444881439209,1.920796513557434,"{""type"":""Point"",""coordinates"":[-71.78891321906437,8.547417783641189]}"
0_3645,1.2414987087249756,1.262374997138977,"{""type"":""Point"",""coordinates"":[-73.17860112714051,9.790359757435327]}"
0_3697,0.30596935749053955,1.2445141077041626,"{""type"":""Point"",""coordinates"":[-58.173941802061876,-19.10127135241162]}"
0_3743,2.9426486492156982,2.045485734939575,"{""type"":""Point"",""coordinates"":[-70.65624875498659,9.7368877164025]}"
0_3813,0.24602849781513214,0.7305023074150085,"{""type"":""Point"",""coordinates"":[-90.42989624488071,19.448203458717696]}"
0_3873,0.6196975708007812,1.8703683614730835,"{""type"":""Point"",""coordinates"":[-75.95646564305498,-8.825057216946442]}"
0_3883,2.9227728843688965,0.6687180399894714,"{""type"":""Point"",""coordinates"":[-0.3603700727702427,6.104182386994941]}"
0_3889,2.033231258392334,2.0008673667907715,"{""type"":""Point"",""coordinates"":[-42.18575188948576,-20.68726100837161]}"
0_3918,1.4168412685394287,1.7120201587677002,"{""type"":""Point"",""coordinates"":[-63.58219437746446,-17.732056561081]}"
0_3922,0.30439433455467224,0.6957957148551941,"{""type"":""Point"",""coordinates"":[-46.72689426409312,-3.9593190803333225]}"
0_3937,0.5387861132621765,2.2679548263549805,"{""type"":""Point"",""coordinates"":[-76.52441065977727,4.001594667563549]}"
0_4046,0.20815791189670563,1.2325286865234375,"{""type"":""Point"",""coordinates"":[-52.710561851147865,-3.0239238078445116]}"
0_4113,0.5487898588180542,0.8597514629364014,"{""type"":""Point"",""coordinates"":[-8.150128149243798,6.013508839450738]}"
0_4136,0.1777472048997879,1.2521289587020874,"{""type"":""Point"",""coordinates"":[-55.08407388169677,-3.4645071943906554]}"
0_4140,0.18464753031730652,0.8016814589500427,"{""type"":""Point"",""coordinates"":[-51.79812843796407,0.7287805948314471]}"
0_4146,1.356049656867981,2.048128366470337,"{""type"":""Point"",""coordinates"":[-75.50216586332746,1.336755422088179]}"
0_4160,0.5465040802955627,1.225760817527771,"{""type"":""Point"",""coordinates"":[17.6187251141969,4.076227397284397]}"
0_4163,1.5505925416946411,1.0495915412902832,"{""type"":""Point"",""coordinates"":[-45.974340185598045,-3.7859651998880106]}"
0_4279,0.21463969349861145,1.080069661140442,"{""type"":""Point"",""coordinates"":[23.4765064534592,5.376121886395863]}"
0_4295,2.327626943588257,1.3802462816238403,"{""type"":""Point"",""coordinates"":[-101.78390747873715,18.034391457240464]}"
0_4305,0.5275883078575134,0.7555654644966125,"{""type"":""Point"",""coordinates"":[19.45843138315632,2.3489182012942367]}"
0_4382,1.1574383974075317,0.767824113368988,"{""type"":""Point"",""coordinates"":[-79.82627070810162,22.333044341388266]}"
0_4428,0.7915405631065369,1.2133406400680542,"{""type"":""Point"",""coordinates"":[-66.30315627817104,-14.5520121196354]}"
0_4503,0.6560095548629761,0.668178141117096,"{""type"":""Point"",""coordinates"":[-59.65525007375471,4.19399095584633]}"
0_4534,2.2488620281219482,0.974618673324585,"{""type"":""Point"",""coordinates"":[-38.60670993510561,-12.604340701160778]}"
0_4562,2.1423323154449463,1.0431329011917114,"{""type"":""Point"",""coordinates"":[14.95940923315133,-1.0610243289525962]}"
0_4563,0.25655418634414673,0.7305023074150085,"{""type"":""Point"",""coordinates"":[-61.4719197691256,0.14871360926291194]}"
0_4571,0.22731339931488037,1.0750888586044312,"{""type"":""Point"",""coordinates"":[-59.61615306830611,1.6493218602791433]}"
0_4574,0.19594039022922516,0.7695624232292175,"{""type"":""Point"",""coordinates"":[-51.19619287660373,2.4943774754384043]}"
0_4586,0.5055583715438843,0.7787563800811768,"{""type"":""Point"",""coordinates"":[-10.954586629412542,6.85201989586116]}"
0_4623,0.5378803014755249,1.6033433675765991,"{""type"":""Point"",""coordinates"":[-54.66582700290687,-26.96587475217042]}"
0_4647,0.17447814345359802,0.7400265336036682,"{""type"":""Point"",""coordinates"":[-53.60154268006002,-2.1222482913533725]}"
0_4652,1.3438947200775146,0.6652213335037231,"{""type"":""Point"",""coordinates"":[-10.891308279510197,7.480121736596807]}"
0_4655,0.469637006521225,0.7857323288917542,"{""type"":""Point"",""coordinates"":[10.187337519497273,-0.14952600559362314]}"
0_4689,1.1412832736968994,1.002135157585144,"{""type"":""Point"",""coordinates"":[-43.06719860425969,-5.868616630505909]}"
0_4721,0.2738626301288605,1.100097417831421,"{""type"":""Point"",""coordinates"":[-60.20885882925886,-1.9504609672544784]}"
0_4722,1.4850592613220215,0.6727533340454102,"{""type"":""Point"",""coordinates"":[-77.27561605564114,18.259937764228237]}"
0_4810,1.0719846487045288,0.682102382183075,"{""type"":""Point"",""coordinates"":[-47.55693676451862,-9.294307146839328]}"
0_4927,1.3678051233291626,2.4072868824005127,"{""type"":""Point"",""coordinates"":[-99.14133600719363,23.118900517326164]}"
0_5001,0.18846005201339722,1.3909140825271606,"{""type"":""Point"",""coordinates"":[-63.277871938492055,6.14080141519268]}"
0_5014,2.0410733222961426,1.4375903606414795,"{""type"":""Point"",""coordinates"":[-72.18895041506097,18.821904259265178]}"
0_5027,2.3907549381256104,1.1898672580718994,"{""type"":""Point"",""coordinates"":[-55.713848296701784,-26.080384708142287]}"
0_5051,0.31074047088623047,1.1210973262786865,"{""type"":""Point"",""coordinates"":[12.623908268444096,-0.5698475066675627]}"
0_5097,2.933373212814331,0.6857762336730957,"{""type"":""Point"",""coordinates"":[-88.32425811105244,13.299715029686116]}"
0_5136,0.4744580090045929,0.837950587272644,"{""type"":""Point"",""coordinates"":[12.286393416924433,-0.656793141140707]}"
0_5143,2.256122350692749,0.7475535869598389,"{""type"":""Point"",""coordinates"":[-107.23371381462027,24.33527271802657]}"
0_5148,2.995793104171753,0.7169967889785767,"{""type"":""Point"",""coordinates"":[-73.7055107995954,18.347190757937906]}"
0_5185,1.9040470123291016,1.2456883192062378,"{""type"":""Point"",""coordinates"":[-70.45900219793988,10.291253709497107]}"
0_5198,0.2040487378835678,1.5798383951187134,"{""type"":""Point"",""coordinates"":[-60.87705112131485,5.5454114781636745]}"
0_5276,0.6366521716117859,1.3182774782180786,"{""type"":""Point"",""coordinates"":[-62.64777553093245,-11.181920807970114]}"
0_5294,2.9732987880706787,0.7305023074150085,"{""type"":""Point"",""coordinates"":[-12.71926062550586,8.841525753623873]}"
0_5412,0.5902047157287598,1.118119716644287,"{""type"":""Point"",""coordinates"":[9.618787982357833,5.411830667219595]}"
0_5429,2.9227728843688965,0.7760069966316223,"{""type"":""Point"",""coordinates"":[4.190184431890104,7.607055775174101]}"
0_5490,0.22007247805595398,0.7291427850723267,"{""type"":""Point"",""coordinates"":[-67.19655002114413,-12.335092670116916]}"
0_5535,2.369137763977051,0.9779194593429565,"{""type"":""Point"",""coordinates"":[-55.48787276839151,-27.580678133461134]}"
0_5766,0.5547078847885132,1.489989995956421,"{""type"":""Point"",""coordinates"":[-43.72781360893958,-4.773436668608387]}"
0_5830,1.3273026943206787,0.7727012038230896,"{""type"":""Point"",""coordinates"":[-49.507935641181255,-28.86831273115446]}"
0_5855,0.5006266236305237,2.714080810546875,"{""type"":""Point"",""coordinates"":[-64.19422061845559,-23.207682109810673]}"
0_5860,1.448724389076233,1.2850250005722046,"{""type"":""Point"",""coordinates"":[-86.51622655103655,15.488075351681266]}"
0_5867,0.22556822001934052,0.7274293303489685,"{""type"":""Point"",""coordinates"":[-59.75540656987079,2.1501721912348937]}"
0_5894,1.6229099035263062,1.2603015899658203,"{""type"":""Point"",""coordinates"":[-42.70217298176768,-11.626439205799908]}"
0_5907,1.5281702280044556,1.9334187507629395,"{""type"":""Point"",""coordinates"":[-43.25361376142571,-19.909992489852765]}"
0_6000,1.59464693069458,0.9208046197891235,"{""type"":""Point"",""coordinates"":[-92.13879364032402,15.227463991879404]}"
0_6060,0.538826584815979,1.1048142910003662,"{""type"":""Point"",""coordinates"":[-75.52428183644183,1.0432180718544835]}"
0_6062,1.215997338294983,1.4772568941116333,"{""type"":""Point"",""coordinates"":[-64.21189454971928,-21.868315632601995]}"
0_6080,1.075918436050415,1.2232393026351929,"{""type"":""Point"",""coordinates"":[-41.47881237623491,-21.372084179407302]}"
0_6113,0.5751080513000488,1.4520680904388428,"{""type"":""Point"",""coordinates"":[-84.49195868276988,9.740187720703672]}"
0_6204,1.6229099035263062,1.2219312191009521,"{""type"":""Point"",""coordinates"":[-71.76677440407852,18.31578304737367]}"
0_6205,0.3781220316886902,0.6544145345687866,"{""type"":""Point"",""coordinates"":[-77.3958634248214,8.231424551480035]}"
0_6216,0.6261656880378723,2.259019374847412,"{""type"":""Point"",""coordinates"":[12.253572532252514,-2.58636835490566]}"
0_6230,1.313923954963684,0.7430330514907837,"{""type"":""Point"",""coordinates"":[-9.299259326643183,5.976301022089985]}"
0_6233,1.923723578453064,0.7915562391281128,"{""type"":""Point"",""coordinates"":[7.229752341498092,5.875099032361134]}"
0_6242,0.5967324376106262,1.3643137216567993,"{""type"":""Point"",""coordinates"":[-54.418018840511074,-26.086980289732818]}"
0_6267,0.5233815312385559,1.0610613822937012,"{""type"":""Point"",""coordinates"":[-89.2437586128043,16.845559962226034]}"
0_6273,1.9045532941818237,1.273796796798706,"{""type"":""Point"",""coordinates"":[-86.6825240910517,15.391266639531285]}"
0_6275,0.1499629020690918,0.8117355704307556,"{""type"":""Point"",""coordinates"":[-89.90784735666075,17.500039912825198]}"
0_6328,0.28841304779052734,1.9827916622161865,"{""type"":""Point"",""coordinates"":[11.916283015848952,1.7819341878605093]}"
0_6369,1.126151442527771,1.2162424325942993,"{""type"":""Point"",""coordinates"":[-62.03401229546369,-11.561209995634224]}"
0_6373,1.1865166425704956,0.6680899858474731,"{""type"":""Point"",""coordinates"":[-7.082017758233731,5.640767591398119]}"
0_6380,0.32287973165512085,1.6505073308944702,"{""type"":""Point"",""coordinates"":[-74.82387323041105,2.385568109346057]}"
0_6405,2.0187606811523438,1.0797781944274902,"{""type"":""Point"",""coordinates"":[9.560199964022113,6.030209267906077]}"
0_6419,2.1149985790252686,0.7511312365531921,"{""type"":""Point"",""coordinates"":[-80.32382145344185,-0.7670873234968992]}"
0_6454,2.6808829307556152,1.4430789947509766,"{""type"":""Point"",""coordinates"":[-38.87151095360594,-12.390017980760943]}"
0_6479,2.9387717247009277,0.7787563800811768,"{""type"":""Point"",""coordinates"":[-41.47371083692489,-3.110017003772747]}"
0_6496,2.033231258392334,1.3913700580596924,"{""type"":""Point"",""coordinates"":[-42.94457122922926,-9.51113006388304]}"
0_6503,0.22184860706329346,1.1460531949996948,"{""type"":""Point"",""coordinates"":[11.086347906414755,-1.3734794991485326]}"
0_6520,0.2983018755912781,0.6645058989524841,"{""type"":""Point"",""coordinates"":[-63.75987611207445,-12.5181329921473]}"
0_6532,3.0278210639953613,0.7420064806938171,"{""type"":""Point"",""coordinates"":[-12.647253613272404,9.24426894743039]}"
0_6579,0.38082677125930786,1.6602482795715332,"{""type"":""Point"",""coordinates"":[-76.76151740177362,3.5545339324268537]}"
0_6627,1.2874997854232788,1.3109437227249146,"{""type"":""Point"",""coordinates"":[-55.903804990397454,-24.64027582698311]}"
0_6653,0.4602292478084564,1.807795763015747,"{""type"":""Point"",""coordinates"":[-50.56538621065845,-25.901769419446097]}"
0_6668,0.8482038378715515,1.1630046367645264,"{""type"":""Point"",""coordinates"":[-49.90945909537703,-28.21564151387437]}"
0_6719,1.3565973043441772,2.2076096534729004,"{""type"":""Point"",""coordinates"":[-75.08765543441295,5.658423459156617]}"
0_6739,1.3175380229949951,1.0328713655471802,"{""type"":""Point"",""coordinates"":[18.39440705343261,3.8365109497624634]}"
0_6751,0.573090136051178,0.7149789929389954,"{""type"":""Point"",""coordinates"":[-7.232537909920509,5.257727793745578]}"
0_6769,2.6808829307556152,0.7576037049293518,"{""type"":""Point"",""coordinates"":[-86.99270091424918,12.911185998215979]}"
0_6841,0.5422331094741821,0.9977450370788574,"{""type"":""Point"",""coordinates"":[-43.94312768325678,-5.428712071260146]}"
0_6895,1.8864095211029053,2.2891170978546143,"{""type"":""Point"",""coordinates"":[-92.16823436962106,17.091200040506465]}"
0_6964,0.5276538729667664,0.6920977234840393,"{""type"":""Point"",""coordinates"":[-84.54360658533545,14.614662402908195]}"
0_6965,2.6326048374176025,1.1004157066345215,"{""type"":""Point"",""coordinates"":[-92.77474630187368,15.524930368927532]}"
0_7007,0.2023928016424179,1.1184113025665283,"{""type"":""Point"",""coordinates"":[-51.55205941401879,-7.982148106096659]}"
0_7028,0.16681863367557526,1.2462718486785889,"{""type"":""Point"",""coordinates"":[-51.56129244151882,-2.5334582488956445]}"
0_7166,0.7367411255836487,0.7412423491477966,"{""type"":""Point"",""coordinates"":[9.283405824167968,4.038624602212007]}"
0_7178,2.09149169921875,0.7808882594108582,"{""type"":""Point"",""coordinates"":[7.99392988491823,5.531191143428358]}"
0_7233,0.5424103140830994,1.4034810066223145,"{""type"":""Point"",""coordinates"":[10.454722419721215,1.9111776819865423]}"
0_7294,0.3781220316886902,0.7149789929389954,"{""type"":""Point"",""coordinates"":[9.850869992265862,0.6563062645986328]}"
0_7297,0.6157227754592896,1.4028023481369019,"{""type"":""Point"",""coordinates"":[-84.96869855859188,14.478554114847931]}"
0_7355,1.4632353782653809,0.7852191925048828,"{""type"":""Point"",""coordinates"":[-66.25918567174783,18.338406164866456]}"
0_7377,3.0020358562469482,2.170428514480591,"{""type"":""Point"",""coordinates"":[-43.10816328353531,-22.232956643037408]}"
0_7403,2.9313888549804688,1.0755324363708496,"{""type"":""Point"",""coordinates"":[-87.72835732291594,13.742735685455042]}"
0_7434,2.933373212814331,1.2451809644699097,"{""type"":""Point"",""coordinates"":[-89.59826409344467,13.923798638902408]}"
0_7477,1.9549312591552734,1.0835936069488525,"{""type"":""Point"",""coordinates"":[-92.42231571081238,16.81748829658113]}"
0_7483,0.1756531447172165,1.4512581825256348,"{""type"":""Point"",""coordinates"":[12.53423248460121,0.2933751171777187]}"
0_7576,0.2023928016424179,1.2355958223342896,"{""type"":""Point"",""coordinates"":[-65.8729985021784,6.5616949812417005]}"
0_7609,1.638187050819397,0.8079420328140259,"{""type"":""Point"",""coordinates"":[-98.86268293663348,22.47948121376892]}"
0_7783,0.23719753324985504,0.9790830016136169,"{""type"":""Point"",""coordinates"":[-70.52101565411584,3.7757650600440833]}"
0_7845,0.6026275157928467,1.266796350479126,"{""type"":""Point"",""coordinates"":[-82.52160724935511,9.135172972818827]}"
0_7962,3.1029253005981445,0.9746809005737305,"{""type"":""Point"",""coordinates"":[11.086583567068436,6.781626679270156]}"
0_7966,0.5905488133430481,1.4301683902740479,"{""type"":""Point"",""coordinates"":[-64.46395484454929,-23.00744426160824]}"
0_8010,2.8423054218292236,1.0738544464111328,"{""type"":""Point"",""coordinates"":[-97.704461966992,16.271725485357344]}"
0_8013,0.2754451036453247,1.175339698791504,"{""type"":""Point"",""coordinates"":[-62.23485805957153,-12.318284458150647]}"
0_8193,1.884819746017456,1.035702109336853,"{""type"":""Point"",""coordinates"":[-80.30200916208526,-3.8566967444172238]}"
0_8200,1.5006804466247559,1.4285588264465332,"{""type"":""Point"",""coordinates"":[-64.24174622490588,-14.227744921980754]}"
0_8235,0.7571074366569519,1.7101163864135742,"{""type"":""Point"",""coordinates"":[-76.20149042076872,1.3824382966064683]}"
0_8263,2.24517822265625,0.6585257053375244,"{""type"":""Point"",""coordinates"":[-73.80496580451279,10.006955457761846]}"
0_8279,0.3243420124053955,1.1113123893737793,"{""type"":""Point"",""coordinates"":[-54.37275473794807,-26.64770712229845]}"
0_8356,2.6808829307556152,0.751935601234436,"{""type"":""Point"",""coordinates"":[6.523911672675729,6.287456573564377]}"
0_8366,1.24532949924469,1.0674717426300049,"{""type"":""Point"",""coordinates"":[-48.22745418677535,-6.934842895548434]}"
0_8409,1.3771746158599854,1.1251689195632935,"{""type"":""Point"",""coordinates"":[-107.93180488898126,25.99444833158815]}"
0_8427,1.4281840324401855,1.0519440174102783,"{""type"":""Point"",""coordinates"":[-8.375579646186562,4.711295597136016]}"
0_8480,0.6679970622062683,0.7368029356002808,"{""type"":""Point"",""coordinates"":[19.1192168950073,2.129568965649696]}"
0_8508,0.9554955363273621,0.8122922778129578,"{""type"":""Point"",""coordinates"":[-7.3365365276314085,6.186917200387308]}"
0_8513,1.0648488998413086,1.3911480903625488,"{""type"":""Point"",""coordinates"":[-43.04554896342253,-11.09146011001322]}"
0_8537,0.5140424370765686,1.7685143947601318,"{""type"":""Point"",""coordinates"":[-85.20530201003372,14.309363504501471]}"
0_8558,0.2688494622707367,1.47831392288208,"{""type"":""Point"",""coordinates"":[9.876903170947863,-2.1919582106054465]}"
0_8572,1.1581380367279053,1.1386733055114746,"{""type"":""Point"",""coordinates"":[-73.46273509487459,10.702568069778389]}"
