system:index,ia,va,.geo
0_1533,1.705254077911377,0.7844791412353516,"{""type"":""Point"",""coordinates"":[-43.24371973254598,-19.30009931652522]}"
0_1654,1.0755324363708496,0.9460088014602661,"{""type"":""Point"",""coordinates"":[-103.20818585832946,18.38308076411996]}"
0_1671,1.9334187507629395,1.21364164352417,"{""type"":""Point"",""coordinates"":[-72.31867693116918,8.244721718941484]}"
0_1690,0.9923906326293945,0.8739837408065796,"{""type"":""Point"",""coordinates"":[-43.47529049592408,-18.445638567142627]}"
0_1735,2.2298738956451416,1.5188727378845215,"{""type"":""Point"",""coordinates"":[-72.57576059054969,5.319005063616833]}"
0_1739,0.7683822512626648,0.7539039850234985,"{""type"":""Point"",""coordinates"":[-7.7374280914672475,4.941029570356647]}"
0_1764,0.7401411533355713,0.4121134579181671,"{""type"":""Point"",""coordinates"":[-87.33812771123678,33.23688458079653]}"
0_1797,1.0942384004592896,0.4341262876987457,"{""type"":""Point"",""coordinates"":[-99.30138012765362,22.527365462761132]}"
0_1799,0.7502092719078064,0.6046966314315796,"{""type"":""Point"",""coordinates"":[10.4366120921913,2.944165702229527]}"
0_1956,1.0835936069488525,1.1553353071212769,"{""type"":""Point"",""coordinates"":[-75.172046269941,3.355170010895166]}"
0_1959,1.18221914768219,0.4308602809906006,"{""type"":""Point"",""coordinates"":[-59.58372146370953,-10.136651011306057]}"
0_1963,1.5140972137451172,0.5746121406555176,"{""type"":""Point"",""coordinates"":[-44.43256216212988,-22.59256257815732]}"
0_2005,1.7112884521484375,0.21465128660202026,"{""type"":""Point"",""coordinates"":[-75.08319848929096,-9.065693696166923]}"
0_2031,0.935140073299408,0.5513087511062622,"{""type"":""Point"",""coordinates"":[-60.17335497253457,2.45298353607257]}"
0_2035,1.2473020553588867,0.33388450741767883,"{""type"":""Point"",""coordinates"":[27.782590614719233,0.9093049607446123]}"
0_2050,0.9859668612480164,0.9204186797142029,"{""type"":""Point"",""coordinates"":[-76.91374124128716,7.371686328178448]}"
0_2085,0.9123091101646423,1.6606863737106323,"{""type"":""Point"",""coordinates"":[12.981688338020264,-3.760772669728656]}"
0_2134,2.3960652351379395,0.7850404381752014,"{""type"":""Point"",""coordinates"":[-85.72496502038769,14.54761994709367]}"
0_2142,1.2816323041915894,1.2894755601882935,"{""type"":""Point"",""coordinates"":[-41.75087764274986,-11.168203702897921]}"
0_2167,0.9264876246452332,0.5695276260375977,"{""type"":""Point"",""coordinates"":[-55.825782843510495,-3.139563308624419]}"
0_2186,1.0837771892547607,0.7123115062713623,"{""type"":""Point"",""coordinates"":[-65.09549727283029,-25.82595172025077]}"
0_2194,1.406389594078064,0.4537842571735382,"{""type"":""Point"",""coordinates"":[-63.019789018059534,-17.165806844863138]}"
0_2208,1.4007627964019775,0.6094983816146851,"{""type"":""Point"",""coordinates"":[-62.65361358429318,-17.01673661328209]}"
0_2210,2.0308282375335693,0.29550448060035706,"{""type"":""Point"",""coordinates"":[-61.76758033717604,-15.969768966875815]}"
0_2246,1.36532461643219,0.8032828569412231,"{""type"":""Point"",""coordinates"":[-52.06302082653102,-11.525229856897116]}"
0_2247,0.9794989824295044,0.4368470311164856,"{""type"":""Point"",""coordinates"":[-63.75190449620168,-15.61441752390075]}"
0_2271,1.4092001914978027,1.255543828010559,"{""type"":""Point"",""coordinates"":[-70.48541849454313,19.45669791388108]}"
0_2307,0.7705380320549011,0.39814314246177673,"{""type"":""Point"",""coordinates"":[-51.304032706763984,0.35669029600100655]}"
0_2354,0.6943036913871765,0.8160400986671448,"{""type"":""Point"",""coordinates"":[-62.44405058278699,-17.096950143176244]}"
0_2378,0.9456933736801147,0.5844423770904541,"{""type"":""Point"",""coordinates"":[-102.53456471565298,28.884778519688894]}"
0_2391,0.6867757439613342,0.6730341911315918,"{""type"":""Point"",""coordinates"":[15.991403811497946,-1.2191664613047866]}"
0_2398,1.08629310131073,0.4599214196205139,"{""type"":""Point"",""coordinates"":[-49.52884241519525,-8.12739134036414]}"
0_2410,1.29234778881073,0.38339167833328247,"{""type"":""Point"",""coordinates"":[-64.76193872472668,-26.51310622007925]}"
0_2412,1.4037150144577026,0.5493550896644592,"{""type"":""Point"",""coordinates"":[-40.49396628536954,-9.788398724995538]}"
0_2462,1.2050209045410156,0.429100900888443,"{""type"":""Point"",""coordinates"":[-64.0757494502283,-9.716698687848597]}"
0_2467,1.655361533164978,1.2121933698654175,"{""type"":""Point"",""coordinates"":[10.857830714718201,1.9481048431035526]}"
0_2468,1.1702100038528442,0.9665666222572327,"{""type"":""Point"",""coordinates"":[-98.63959166512251,20.984468947613728]}"
0_2491,0.9892884492874146,1.4718031883239746,"{""type"":""Point"",""coordinates"":[11.088106878459447,6.915479509529949]}"
0_2498,1.7506811618804932,0.5322510004043579,"{""type"":""Point"",""coordinates"":[-55.94038694068526,-22.627825585240725]}"
0_2500,1.2232393026351929,0.7717933058738708,"{""type"":""Point"",""coordinates"":[-49.60814116595845,-5.703710933380447]}"
0_2508,1.5341070890426636,0.33696305751800537,"{""type"":""Point"",""coordinates"":[-60.634567203901355,-15.512193070285738]}"
0_2512,1.0407679080963135,0.36875757575035095,"{""type"":""Point"",""coordinates"":[-49.484742517809785,-6.8733189326627535]}"
0_2519,0.929668664932251,0.8551101684570312,"{""type"":""Point"",""coordinates"":[-97.00376819984339,19.54060284623389]}"
0_2534,1.0349138975143433,0.7607673406600952,"{""type"":""Point"",""coordinates"":[-39.972241722311715,-8.9382277044568]}"
0_2538,1.1664165258407593,0.6448870301246643,"{""type"":""Point"",""coordinates"":[-52.142239622589706,-12.510460466197264]}"
0_2656,0.7182496786117554,0.8143226504325867,"{""type"":""Point"",""coordinates"":[-65.69621477668613,7.091168533110809]}"
0_2707,1.283198595046997,0.3265904188156128,"{""type"":""Point"",""coordinates"":[-61.15972247701096,-10.614109642793569]}"
0_2728,1.034575343132019,1.351309061050415,"{""type"":""Point"",""coordinates"":[-94.39929516611872,16.658100875887794]}"
0_2730,2.1944620609283447,0.41707736253738403,"{""type"":""Point"",""coordinates"":[-83.86530366760974,10.401011333436898]}"
0_2763,1.0371687412261963,1.5084784030914307,"{""type"":""Point"",""coordinates"":[-98.755928724249,16.893022617725006]}"
0_2804,1.7134194374084473,0.9076135158538818,"{""type"":""Point"",""coordinates"":[-50.424985657959965,-26.470936430980192]}"
0_2840,1.214296579360962,1.4556175470352173,"{""type"":""Point"",""coordinates"":[-41.94354281864364,-13.758481171891063]}"
0_2917,0.7620626091957092,1.1617099046707153,"{""type"":""Point"",""coordinates"":[-36.35649071031165,-5.345172683878306]}"
0_2922,0.705668568611145,1.3294227123260498,"{""type"":""Point"",""coordinates"":[-41.63398206638998,-5.114230629195298]}"
0_2938,1.128228783607483,1.2538058757781982,"{""type"":""Point"",""coordinates"":[-87.83967648117205,14.243675940426899]}"
0_2941,1.0387053489685059,1.1398578882217407,"{""type"":""Point"",""coordinates"":[-86.8545520103455,13.684832577896026]}"
0_2958,0.7157734632492065,1.0336453914642334,"{""type"":""Point"",""coordinates"":[-42.81661844877082,-7.9563335611990205]}"
0_2998,0.9148063063621521,1.3191955089569092,"{""type"":""Point"",""coordinates"":[-92.2885212018713,16.188375261580514]}"
0_3019,2.2778708934783936,0.9503333568572998,"{""type"":""Point"",""coordinates"":[-53.856338441998545,-26.120252422287347]}"
0_3052,1.084076166152954,1.0649558305740356,"{""type"":""Point"",""coordinates"":[28.360247673382705,-2.244720211925798]}"
0_3121,1.7801575660705566,1.055823564529419,"{""type"":""Point"",""coordinates"":[-40.94775920936375,-17.477387436058677]}"
0_3156,0.7270765900611877,0.6366015076637268,"{""type"":""Point"",""coordinates"":[-52.228617255506876,-11.681488332597441]}"
0_3377,1.2323403358459473,0.45501863956451416,"{""type"":""Point"",""coordinates"":[-54.5465257303568,-10.50820659829147]}"
0_3398,1.6390634775161743,0.48406627774238586,"{""type"":""Point"",""coordinates"":[-92.5140904032908,17.56698256300876]}"
0_3401,0.9876337051391602,1.2399576902389526,"{""type"":""Point"",""coordinates"":[-88.68709818139992,14.484197325196991]}"
0_3462,1.214296579360962,0.39509159326553345,"{""type"":""Point"",""coordinates"":[-83.06271596144775,8.916087997087926]}"
0_3558,1.1463712453842163,1.1271687746047974,"{""type"":""Point"",""coordinates"":[-86.86865186907471,14.18184150711683]}"
0_3565,2.0383121967315674,1.5677545070648193,"{""type"":""Point"",""coordinates"":[-40.75375425825485,-5.677134709623416]}"
0_3570,1.231389045715332,0.8628390431404114,"{""type"":""Point"",""coordinates"":[-43.016112174406196,-9.2625503118427]}"
0_3585,1.4273022413253784,0.41188713908195496,"{""type"":""Point"",""coordinates"":[-61.4774672529079,7.043964003161699]}"
0_3622,1.4983413219451904,0.4954994022846222,"{""type"":""Point"",""coordinates"":[-64.34256834893027,-16.461363765679238]}"
0_3633,1.920796513557434,1.2056337594985962,"{""type"":""Point"",""coordinates"":[-71.78891321906437,8.547417783641189]}"
0_3645,1.262374997138977,1.325523853302002,"{""type"":""Point"",""coordinates"":[-73.17860112714051,9.790359757435327]}"
0_3668,1.0808205604553223,0.30238497257232666,"{""type"":""Point"",""coordinates"":[26.810973710245083,0.7051072969555986]}"
0_3676,1.0459250211715698,0.3304457664489746,"{""type"":""Point"",""coordinates"":[-109.83591860992775,28.187980140177185]}"
0_3697,1.2445141077041626,0.31506484746932983,"{""type"":""Point"",""coordinates"":[-58.173941802061876,-19.10127135241162]}"
0_3743,2.045485734939575,1.1949535608291626,"{""type"":""Point"",""coordinates"":[-70.65624875498659,9.7368877164025]}"
0_3764,0.8573710918426514,0.3860180675983429,"{""type"":""Point"",""coordinates"":[-53.7877690137542,-0.06168536781853996]}"
0_3771,1.2809547185897827,0.9422458410263062,"{""type"":""Point"",""coordinates"":[-40.60677149666787,-8.708938292839239]}"
0_3783,2.016601800918579,0.9953697919845581,"{""type"":""Point"",""coordinates"":[-57.29469799911744,-14.388791492884607]}"
0_3791,1.2162424325942993,0.6295992136001587,"{""type"":""Point"",""coordinates"":[-69.36103770549285,-10.365623222694014]}"
0_3813,0.7305023074150085,1.0940781831741333,"{""type"":""Point"",""coordinates"":[-90.42989624488071,19.448203458717696]}"
0_3846,1.1409821510314941,0.43475452065467834,"{""type"":""Point"",""coordinates"":[-54.267806611469425,-11.281006665093871]}"
0_3871,0.7423819899559021,0.35779640078544617,"{""type"":""Point"",""coordinates"":[-81.96908131613024,33.73044879370322]}"
0_3873,1.8703683614730835,0.9123172163963318,"{""type"":""Point"",""coordinates"":[-75.95646564305498,-8.825057216946442]}"
0_3889,2.0008673667907715,1.1579089164733887,"{""type"":""Point"",""coordinates"":[-42.18575188948576,-20.68726100837161]}"
0_3918,1.7120201587677002,0.442668080329895,"{""type"":""Point"",""coordinates"":[-63.58219437746446,-17.732056561081]}"
0_3922,0.6957957148551941,1.1338595151901245,"{""type"":""Point"",""coordinates"":[-46.72689426409312,-3.9593190803333225]}"
0_3924,1.0425422191619873,1.3342671394348145,"{""type"":""Point"",""coordinates"":[-93.37944456357289,16.68863248081319]}"
0_3937,2.2679548263549805,0.5151791572570801,"{""type"":""Point"",""coordinates"":[-76.52441065977727,4.001594667563549]}"
0_3944,1.2069156169891357,0.8306704759597778,"{""type"":""Point"",""coordinates"":[-69.7287155450621,-10.818058892845363]}"
0_4016,0.9463638663291931,0.3665589988231659,"{""type"":""Point"",""coordinates"":[-98.74483929814674,18.32159071424905]}"
0_4046,1.2325286865234375,0.8828771114349365,"{""type"":""Point"",""coordinates"":[-52.710561851147865,-3.0239238078445116]}"
0_4051,0.6513213515281677,0.44069886207580566,"{""type"":""Point"",""coordinates"":[-37.41363030569717,-5.881709200043379]}"
0_4056,0.7774126529693604,0.41639062762260437,"{""type"":""Point"",""coordinates"":[-61.311576769474534,-10.447371472094035]}"
0_4102,2.259019374847412,1.4379642009735107,"{""type"":""Point"",""coordinates"":[-40.63476040756757,-12.614684198887481]}"
0_4113,0.8597514629364014,0.9699426293373108,"{""type"":""Point"",""coordinates"":[-8.150128149243798,6.013508839450738]}"
0_4132,1.2608850002288818,1.2146670818328857,"{""type"":""Point"",""coordinates"":[11.780182521779103,4.042101934146785]}"
0_4136,1.2521289587020874,0.3750644624233246,"{""type"":""Point"",""coordinates"":[-55.08407388169677,-3.4645071943906554]}"
0_4140,0.8016814589500427,0.5469049215316772,"{""type"":""Point"",""coordinates"":[-51.79812843796407,0.7287805948314471]}"
0_4146,2.048128366470337,1.0402402877807617,"{""type"":""Point"",""coordinates"":[-75.50216586332746,1.336755422088179]}"
0_4155,1.223635196685791,0.9210404753684998,"{""type"":""Point"",""coordinates"":[-50.55281348023329,-18.821234376697685]}"
0_4160,1.225760817527771,0.5989747643470764,"{""type"":""Point"",""coordinates"":[17.6187251141969,4.076227397284397]}"
0_4163,1.0495915412902832,1.4580729007720947,"{""type"":""Point"",""coordinates"":[-45.974340185598045,-3.7859651998880106]}"
0_4279,1.080069661140442,0.5620378255844116,"{""type"":""Point"",""coordinates"":[23.4765064534592,5.376121886395863]}"
0_4293,0.7584361433982849,0.3142538368701935,"{""type"":""Point"",""coordinates"":[-60.80838430858855,-17.582865728407523]}"
0_4295,1.3802462816238403,1.1270816326141357,"{""type"":""Point"",""coordinates"":[-101.78390747873715,18.034391457240464]}"
0_4305,0.7555654644966125,1.1202483177185059,"{""type"":""Point"",""coordinates"":[19.45843138315632,2.3489182012942367]}"
0_4376,1.1603786945343018,0.4715205132961273,"{""type"":""Point"",""coordinates"":[-56.54612087974751,-10.476152507454792]}"
0_4382,0.767824113368988,0.9456067085266113,"{""type"":""Point"",""coordinates"":[-79.82627070810162,22.333044341388266]}"
0_4389,1.4883087873458862,1.1306685209274292,"{""type"":""Point"",""coordinates"":[-38.23480937571158,-5.19452780928399]}"
0_4406,1.376754879951477,0.44217053055763245,"{""type"":""Point"",""coordinates"":[-57.16194667692444,-11.048387439997366]}"
0_4426,1.2258427143096924,0.3946380913257599,"{""type"":""Point"",""coordinates"":[-51.11294971065152,-21.163435714935822]}"
0_4428,1.2133406400680542,0.9161081314086914,"{""type"":""Point"",""coordinates"":[-66.30315627817104,-14.5520121196354]}"
0_4445,1.2478342056274414,1.6764882802963257,"{""type"":""Point"",""coordinates"":[-37.975216623826796,-7.891379838510319]}"
0_4453,1.2919490337371826,1.1730481386184692,"{""type"":""Point"",""coordinates"":[-36.60876688087857,-8.211344936555179]}"
0_4459,1.4308639764785767,0.469078004360199,"{""type"":""Point"",""coordinates"":[-54.84067538172123,-9.54429947090634]}"
0_4503,0.668178141117096,0.679120659828186,"{""type"":""Point"",""coordinates"":[-59.65525007375471,4.19399095584633]}"
0_4534,0.974618673324585,0.7336305379867554,"{""type"":""Point"",""coordinates"":[-38.60670993510561,-12.604340701160778]}"
0_4535,2.2622785568237305,0.7180196046829224,"{""type"":""Point"",""coordinates"":[-44.756670386771944,-20.88040515715589]}"
0_4556,0.731521487236023,1.1205241680145264,"{""type"":""Point"",""coordinates"":[-39.154740840509774,-3.4436067810391897]}"
0_4562,1.0431329011917114,0.9452429413795471,"{""type"":""Point"",""coordinates"":[14.95940923315133,-1.0610243289525962]}"
0_4567,1.0087578296661377,1.2130215167999268,"{""type"":""Point"",""coordinates"":[-44.80030259278346,-4.551566473918913]}"
0_4574,0.7695624232292175,0.32763931155204773,"{""type"":""Point"",""coordinates"":[-51.19619287660373,2.4943774754384043]}"
0_4586,0.7787563800811768,0.43881869316101074,"{""type"":""Point"",""coordinates"":[-10.954586629412542,6.85201989586116]}"
0_4598,0.6766889691352844,1.2525925636291504,"{""type"":""Point"",""coordinates"":[-35.85039864420541,-6.372038956494653]}"
0_4623,1.6033433675765991,1.0202499628067017,"{""type"":""Point"",""coordinates"":[-54.66582700290687,-26.96587475217042]}"
0_4647,0.7400265336036682,0.6222435832023621,"{""type"":""Point"",""coordinates"":[-53.60154268006002,-2.1222482913533725]}"
0_4652,0.6652213335037231,0.6866418719291687,"{""type"":""Point"",""coordinates"":[-10.891308279510197,7.480121736596807]}"
0_4655,0.7857323288917542,0.9017737507820129,"{""type"":""Point"",""coordinates"":[10.187337519497273,-0.14952600559362314]}"
0_4689,1.002135157585144,0.578566312789917,"{""type"":""Point"",""coordinates"":[-43.06719860425969,-5.868616630505909]}"
0_4699,2.4244298934936523,0.295487642288208,"{""type"":""Point"",""coordinates"":[-61.70031778974278,-16.01355582426069]}"
0_4721,1.100097417831421,0.9419255256652832,"{""type"":""Point"",""coordinates"":[-60.20885882925886,-1.9504609672544784]}"
0_4722,0.6727533340454102,1.1696629524230957,"{""type"":""Point"",""coordinates"":[-77.27561605564114,18.259937764228237]}"
0_4735,1.4969768524169922,0.21421141922473907,"{""type"":""Point"",""coordinates"":[-55.660895356681316,-12.0301762488694]}"
0_4736,1.034575343132019,0.688281238079071,"{""type"":""Point"",""coordinates"":[-50.93720098104367,-20.148312853377703]}"
0_4740,1.016583800315857,1.145036220550537,"{""type"":""Point"",""coordinates"":[-72.84890886612337,18.425494754835952]}"
0_4756,1.033454418182373,1.232001543045044,"{""type"":""Point"",""coordinates"":[-87.72966357151023,14.878748985108464]}"
0_4802,0.8653364181518555,1.2379823923110962,"{""type"":""Point"",""coordinates"":[-75.417181410099,8.509832437944349]}"
0_4810,0.682102382183075,0.6751927733421326,"{""type"":""Point"",""coordinates"":[-47.55693676451862,-9.294307146839328]}"
0_4902,0.7944181561470032,0.39578011631965637,"{""type"":""Point"",""coordinates"":[18.249396939081322,2.566778594216302]}"
0_4912,1.223635196685791,0.7129106521606445,"{""type"":""Point"",""coordinates"":[24.04834165452986,3.7066533647616686]}"
0_4924,1.0445427894592285,1.0437970161437988,"{""type"":""Point"",""coordinates"":[19.637652128413993,3.118279139207896]}"
0_4966,0.6785572171211243,0.9492108821868896,"{""type"":""Point"",""coordinates"":[-40.03739486390332,-3.7318284527896584]}"
0_4993,1.1330794095993042,0.5551105737686157,"{""type"":""Point"",""coordinates"":[21.72083348964027,1.0045348413030377]}"
0_5001,1.3909140825271606,0.421030730009079,"{""type"":""Point"",""coordinates"":[-63.277871938492055,6.14080141519268]}"
0_5014,1.4375903606414795,1.32162606716156,"{""type"":""Point"",""coordinates"":[-72.18895041506097,18.821904259265178]}"
