system:index,fr,ir,.geo
0_7846,0.5227708220481873,0.09776105731725693,"{""type"":""Point"",""coordinates"":[-67.31797314307283,-15.93503896902254]}"
0_7852,0.5313565135002136,0.17366228997707367,"{""type"":""Point"",""coordinates"":[-12.111957281174295,8.180702983450004]}"
0_7944,0.5903753638267517,0.10092957317829132,"{""type"":""Point"",""coordinates"":[-48.87212380995952,-23.479675257824713]}"
0_7963,0.5997341275215149,0.10134875029325485,"{""type"":""Point"",""coordinates"":[-50.38324459479957,-22.03933465155009]}"
0_7966,0.1974836140871048,0.097043976187706,"{""type"":""Point"",""coordinates"":[-64.46395484454929,-23.00744426160824]}"
0_7969,0.08579973876476288,0.40282896161079407,"{""type"":""Point"",""coordinates"":[-1.0155121103740434,6.915228047149223]}"
0_8009,0.6682016849517822,0.2373388558626175,"{""type"":""Point"",""coordinates"":[-78.21091891952987,-3.962135381180432]}"
0_8010,0.1944771409034729,0.097043976187706,"{""type"":""Point"",""coordinates"":[-97.704461966992,16.271725485357344]}"
0_8199,0.8990264534950256,0.1071968823671341,"{""type"":""Point"",""coordinates"":[-94.84241708425512,33.22812461360589]}"
0_8200,0.4068995714187622,0.17563962936401367,"{""type"":""Point"",""coordinates"":[-64.24174622490588,-14.227744921980754]}"
0_8214,0.45384785532951355,0.3469066917896271,"{""type"":""Point"",""coordinates"":[-82.13377680472271,9.283875753663468]}"
0_8232,0.9855244159698486,0.13591846823692322,"{""type"":""Point"",""coordinates"":[-65.00039994566215,-16.935914803696885]}"
0_8235,0.3274983763694763,0.17293739318847656,"{""type"":""Point"",""coordinates"":[-76.20149042076872,1.3824382966064683]}"
0_8256,0.6024636030197144,0.12311907857656479,"{""type"":""Point"",""coordinates"":[-45.45181263805854,-3.440719380860309]}"
0_8353,0.1974836140871048,0.4191327393054962,"{""type"":""Point"",""coordinates"":[-76.09565515471935,8.168669190360756]}"
0_8366,0.5490997433662415,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-48.22745418677535,-6.934842895548434]}"
0_8422,0.30600905418395996,0.1658705472946167,"{""type"":""Point"",""coordinates"":[-73.02824195946992,8.544149333280835]}"
0_8442,0.3589566946029663,0.10559406876564026,"{""type"":""Point"",""coordinates"":[26.090196060618812,2.7166086034079986]}"
0_8471,0.17142121493816376,0.12114167958498001,"{""type"":""Point"",""coordinates"":[-42.478874832039445,-4.757479216297017]}"
0_8480,0.5654229521751404,0.3939822316169739,"{""type"":""Point"",""coordinates"":[19.1192168950073,2.129568965649696]}"
0_8495,0.38303059339523315,0.17465583980083466,"{""type"":""Point"",""coordinates"":[-60.3954463796998,-11.080718325536647]}"
0_8508,0.581337034702301,0.39516961574554443,"{""type"":""Point"",""coordinates"":[-7.3365365276314085,6.186917200387308]}"
0_8525,0.5541772246360779,0.15844129025936127,"{""type"":""Point"",""coordinates"":[18.686336524941144,-0.14523984701624998]}"
0_8537,0.8369745016098022,0.10460006445646286,"{""type"":""Point"",""coordinates"":[-85.20530201003372,14.309363504501471]}"
0_8558,0.7431631088256836,0.162054643034935,"{""type"":""Point"",""coordinates"":[9.876903170947863,-2.1919582106054465]}"
0_8586,0.5175049901008606,0.16334941983222961,"{""type"":""Point"",""coordinates"":[-56.91502652587858,-3.0480729971655847]}"
0_8675,0.3473810851573944,0.16536067426204681,"{""type"":""Point"",""coordinates"":[-61.51853689460841,1.7848446438667838]}"
0_8701,0.6277819275856018,0.16591493785381317,"{""type"":""Point"",""coordinates"":[-71.78372614373049,-12.523621890991523]}"
0_8703,1.3853685855865479,0.2135934829711914,"{""type"":""Point"",""coordinates"":[-50.183883752557634,-27.57660160643202]}"
0_8730,1.3824518918991089,0.2513301968574524,"{""type"":""Point"",""coordinates"":[-68.73412170382562,-9.125160869927667]}"
0_8806,0.35790330171585083,0.1748378723859787,"{""type"":""Point"",""coordinates"":[-53.63948938304182,-22.44489043554134]}"
0_8820,0.5758967995643616,0.16603714227676392,"{""type"":""Point"",""coordinates"":[15.402289097257826,3.399002869954482]}"
0_8826,0.3944900631904602,0.09941306710243225,"{""type"":""Point"",""coordinates"":[26.93763188333484,2.5434491868661038]}"
0_8859,1.4447520971298218,0.16536067426204681,"{""type"":""Point"",""coordinates"":[-93.3222397775716,34.8743344940279]}"
0_8862,0.7143253684043884,0.11601380258798599,"{""type"":""Point"",""coordinates"":[19.356787583667458,-2.6911652429906305]}"
0_8863,0.24785290658473969,0.12201938033103943,"{""type"":""Point"",""coordinates"":[11.379402443402345,5.226184275788543]}"
0_8864,0.29634344577789307,0.15236184000968933,"{""type"":""Point"",""coordinates"":[23.23319484479621,5.653237386425193]}"
0_8877,0.4642125964164734,0.1537066549062729,"{""type"":""Point"",""coordinates"":[23.676923801250684,5.070886954515266]}"
0_8895,0.0873098224401474,0.12179573625326157,"{""type"":""Point"",""coordinates"":[-86.8188254529254,15.037705709798072]}"
0_8941,0.3413318395614624,0.28084176778793335,"{""type"":""Point"",""coordinates"":[-55.024149673180936,-27.585031485937176]}"
0_8973,0.3164791762828827,0.10182438790798187,"{""type"":""Point"",""coordinates"":[-62.23980623607833,9.343919634205042]}"
0_8977,1.360467791557312,0.1748080998659134,"{""type"":""Point"",""coordinates"":[-54.640446320659954,-8.128970832433897]}"
0_9027,0.5481492877006531,0.17446891963481903,"{""type"":""Point"",""coordinates"":[-48.62683503696664,-0.43789747292709147]}"
0_9194,0.15155936777591705,0.1579550951719284,"{""type"":""Point"",""coordinates"":[-75.74659893101374,2.2814436394329753]}"
0_9208,1.4423760175704956,0.19673168659210205,"{""type"":""Point"",""coordinates"":[-50.488423231332426,-26.95360285239426]}"
0_9224,0.6146930456161499,0.15359598398208618,"{""type"":""Point"",""coordinates"":[-44.269375891207176,-4.002324133814791]}"
0_9249,0.6284021735191345,0.23135246336460114,"{""type"":""Point"",""coordinates"":[15.11569249586811,1.5709054373329534]}"
0_9263,0.45426806807518005,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-77.56201653080828,-7.075929979016767]}"
0_9361,0.5641220808029175,0.10442867130041122,"{""type"":""Point"",""coordinates"":[18.17230954171627,2.3885535266928666]}"
0_9367,0.5759105682373047,0.15535880625247955,"{""type"":""Point"",""coordinates"":[18.911578404691422,-0.31780754911136644]}"
0_9443,0.39484745264053345,0.15025992691516876,"{""type"":""Point"",""coordinates"":[-96.58938285999469,17.72745203914707]}"
0_9465,1.3158210515975952,0.1489161103963852,"{""type"":""Point"",""coordinates"":[-46.13313126790916,-4.0049304275468405]}"
0_9481,0.6659862995147705,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-68.6824504109067,4.242779650315725]}"
0_9497,0.5641986727714539,0.23417603969573975,"{""type"":""Point"",""coordinates"":[-70.29724489116526,-12.877978275611587]}"
0_9531,0.3882749676704407,0.17563962936401367,"{""type"":""Point"",""coordinates"":[-65.99077846974514,6.831831960004608]}"
0_9579,0.6753023862838745,0.23135246336460114,"{""type"":""Point"",""coordinates"":[12.404782841997747,-0.5742805137460758]}"
0_9659,0.19013629853725433,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-41.69220319640527,-4.7928445855068675]}"
0_9686,0.1530700922012329,0.1510637104511261,"{""type"":""Point"",""coordinates"":[-79.49707538552921,-4.6324816068266434]}"
0_9731,0.29390233755111694,0.22868189215660095,"{""type"":""Point"",""coordinates"":[-82.61389773072001,34.90018267374577]}"
0_9751,0.5230276584625244,0.09227094799280167,"{""type"":""Point"",""coordinates"":[27.1218317167981,-2.3010991996563828]}"
0_9777,1.0177479982376099,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-72.57297331681731,8.551696312613629]}"
0_9829,0.4008476436138153,0.09575941413640976,"{""type"":""Point"",""coordinates"":[-87.41068271247215,15.35711256017352]}"
0_9833,1.4001861810684204,0.1658770740032196,"{""type"":""Point"",""coordinates"":[-75.3934258438282,-9.77741221915228]}"
0_9838,0.44126373529434204,0.16334941983222961,"{""type"":""Point"",""coordinates"":[-70.01070421413556,3.784397950620534]}"
0_9863,0.7887672781944275,0.15072669088840485,"{""type"":""Point"",""coordinates"":[-95.42588070374913,17.31038142886102]}"
0_9870,0.25392547249794006,0.13321971893310547,"{""type"":""Point"",""coordinates"":[-73.77334344556571,-12.822630768107453]}"
0_9882,0.38967928290367126,0.2222190648317337,"{""type"":""Point"",""coordinates"":[-71.26577294364247,-7.738274930084839]}"
0_9894,0.2500794529914856,0.09939565509557724,"{""type"":""Point"",""coordinates"":[-9.577480683314384,8.256169191065604]}"
0_9935,0.16153530776500702,0.08867131918668747,"{""type"":""Point"",""coordinates"":[-98.71056756008076,16.932624197660385]}"
0_9937,0.3196660280227661,0.15529228746891022,"{""type"":""Point"",""coordinates"":[18.885416444911904,3.598487179980697]}"
0_9993,0.3977437913417816,0.16063717007637024,"{""type"":""Point"",""coordinates"":[21.390578096277928,-0.36454859149057567]}"
0_9996,0.163249209523201,0.10450856387615204,"{""type"":""Point"",""coordinates"":[-3.3189523340391496,7.594083704598571]}"
0_10028,0.411452054977417,0.1653137505054474,"{""type"":""Point"",""coordinates"":[12.965691510051629,3.7171160338945053]}"
0_10046,0.2951542139053345,0.12201938033103943,"{""type"":""Point"",""coordinates"":[23.84306745828822,3.467312846523775]}"
0_10061,0.18536323308944702,0.17393893003463745,"{""type"":""Point"",""coordinates"":[-63.59117239647399,6.596218271915389]}"
0_10086,0.5858632922172546,0.18377119302749634,"{""type"":""Point"",""coordinates"":[-75.96904213420785,-8.912109572443443]}"
0_10133,1.0871763229370117,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-85.2857687807161,34.44524894125209]}"
0_10147,0.6569477319717407,0.16536067426204681,"{""type"":""Point"",""coordinates"":[-59.305271857615935,6.097080836379723]}"
0_10148,0.6763058304786682,0.09190532565116882,"{""type"":""Point"",""coordinates"":[-7.483807608309694,7.709282770188341]}"
0_10167,0.22079777717590332,0.11659713834524155,"{""type"":""Point"",""coordinates"":[11.99760000448607,4.270096819649907]}"
0_10182,0.5062316656112671,0.17520391941070557,"{""type"":""Point"",""coordinates"":[13.417841130729173,4.398456370029031]}"
0_10237,0.23006857931613922,0.17397375404834747,"{""type"":""Point"",""coordinates"":[-55.69761551784361,-23.060855588999015]}"
0_10242,0.6872259378433228,0.1846800446510315,"{""type"":""Point"",""coordinates"":[11.565419813331953,-1.68163345908082]}"
0_10270,0.3323206901550293,0.10229308903217316,"{""type"":""Point"",""coordinates"":[-71.29527254371108,6.8584897641252]}"
0_10271,0.5060805082321167,0.2341909557580948,"{""type"":""Point"",""coordinates"":[-77.46016832670912,2.440943750168684]}"
0_10278,0.49625223875045776,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-49.422577570283295,-18.82830397039987]}"
0_10285,0.3265109956264496,0.15119439363479614,"{""type"":""Point"",""coordinates"":[21.9895920008218,5.258289561711707]}"
0_10307,0.279888391494751,0.10049191117286682,"{""type"":""Point"",""coordinates"":[-35.25307364034862,-6.379615166341726]}"
0_10330,0.5819560289382935,0.16536067426204681,"{""type"":""Point"",""coordinates"":[-44.40043346755396,-22.278132502196083]}"
0_10432,0.8369579911231995,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-56.23227911020204,-3.9949058778170192]}"
0_10466,0.26952701807022095,0.12097320705652237,"{""type"":""Point"",""coordinates"":[-105.79193225135454,23.513842117268553]}"
0_10630,0.5784978270530701,0.16209197044372559,"{""type"":""Point"",""coordinates"":[14.1698113618803,2.8978298583751525]}"
0_10678,1.315824270248413,0.17285585403442383,"{""type"":""Point"",""coordinates"":[-50.97697891274593,-6.476043707497358]}"
0_10692,0.15833483636379242,0.09027453511953354,"{""type"":""Point"",""coordinates"":[-95.76440338702201,16.879193843760653]}"
0_10728,0.8644593954086304,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-85.14142524797809,14.944463551074291]}"
0_10736,0.4403713345527649,0.15956100821495056,"{""type"":""Point"",""coordinates"":[17.746040144868008,-1.112689378954893]}"
0_10741,0.20618808269500732,0.11304328590631485,"{""type"":""Point"",""coordinates"":[-11.2145212804627,9.049709928050385]}"
0_10779,0.2962334156036377,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-47.18657931985497,-22.043310255120648]}"
0_10792,0.6988480687141418,0.17573468387126923,"{""type"":""Point"",""coordinates"":[-53.05038207717014,-9.774893080207812]}"
0_10806,0.5387555360794067,0.21241413056850433,"{""type"":""Point"",""coordinates"":[-44.97074781466764,-3.097622637589501]}"
0_10843,0.43067532777786255,0.09895280748605728,"{""type"":""Point"",""coordinates"":[11.850818675623803,3.7024938582328266]}"
0_10860,0.9074670076370239,0.15025992691516876,"{""type"":""Point"",""coordinates"":[-49.47354356175165,-7.978620129958698]}"
0_10891,0.20845498144626617,0.15140379965305328,"{""type"":""Point"",""coordinates"":[-55.61952542471959,-22.779742043566934]}"
0_10895,0.5235230922698975,0.11467305570840836,"{""type"":""Point"",""coordinates"":[18.988132558403247,-3.2615237241474397]}"
0_10918,0.7122582197189331,0.16853134334087372,"{""type"":""Point"",""coordinates"":[-77.78291377375702,8.88750568653982]}"
0_11025,0.5196779370307922,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-50.16530288962592,-1.3904656597071565]}"
0_11099,0.4664604067802429,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-62.166152177084456,3.7484861361999204]}"
0_11129,0.299606591463089,0.1739947497844696,"{""type"":""Point"",""coordinates"":[-51.53966550773324,-23.014716515207585]}"
0_11167,0.20904557406902313,0.17516636848449707,"{""type"":""Point"",""coordinates"":[-43.04095120635762,-20.585169538023575]}"
0_11237,0.2307654321193695,0.12155560404062271,"{""type"":""Point"",""coordinates"":[-35.161538464725005,-7.003516811256919]}"
0_11246,0.5897049307823181,0.11938165128231049,"{""type"":""Point"",""coordinates"":[26.479627442465894,-0.8891315149937385]}"
0_11298,0.16886886954307556,0.12334372103214264,"{""type"":""Point"",""coordinates"":[-54.5977786090007,-24.813420673311256]}"
0_11304,0.7386597990989685,0.165805846452713,"{""type"":""Point"",""coordinates"":[15.763160384551307,2.672561175009213]}"
0_11313,0.203346848487854,0.09557922184467316,"{""type"":""Point"",""coordinates"":[22.109557398730303,4.497623996066937]}"
0_11334,0.6106885671615601,0.2274814248085022,"{""type"":""Point"",""coordinates"":[-64.2307064898067,2.38936500739554]}"
0_11376,0.16819986701011658,0.11129670590162277,"{""type"":""Point"",""coordinates"":[-56.352344566536864,-25.728341335461725]}"
0_11385,0.6695486903190613,0.1658705472946167,"{""type"":""Point"",""coordinates"":[-56.02381299769457,-1.2832108645059979]}"
0_11403,0.45651718974113464,0.12038354575634003,"{""type"":""Point"",""coordinates"":[19.658417273178447,-0.17406190933572152]}"
0_11479,0.630935788154602,0.17520441114902496,"{""type"":""Point"",""coordinates"":[-52.37264665689381,-3.8786501952168013]}"
0_11531,0.45855948328971863,0.23417603969573975,"{""type"":""Point"",""coordinates"":[-48.86424717340637,-25.86763974941749]}"
0_11586,1.0085256099700928,0.19775262475013733,"{""type"":""Point"",""coordinates"":[-54.03726768903866,-26.365123693604055]}"
0_11665,0.08707340806722641,0.21936339139938354,"{""type"":""Point"",""coordinates"":[-76.14412315356478,4.222889020136532]}"
0_11675,0.8413900136947632,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-58.0120835131193,-18.72669846104581]}"
0_11677,0.44245561957359314,0.1657777577638626,"{""type"":""Point"",""coordinates"":[9.996519906886649,-0.04208917614201295]}"
0_11678,0.10173837095499039,0.32402294874191284,"{""type"":""Point"",""coordinates"":[-88.47801707972278,17.147662908143424]}"
0_11693,0.7546933889389038,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-49.306183893667864,-7.763887534596605]}"
0_11717,0.7803195118904114,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-52.96142874624889,-12.388452973085245]}"
0_11744,0.6706164479255676,0.2222190648317337,"{""type"":""Point"",""coordinates"":[13.795241391464401,0.19474731745563836]}"
0_11800,0.6682016849517822,0.1745651513338089,"{""type"":""Point"",""coordinates"":[-59.24238562538098,3.2705662767018104]}"
0_11886,0.47874385118484497,0.1642223596572876,"{""type"":""Point"",""coordinates"":[-71.68684443627798,-12.732154823890037]}"
0_11903,1.2253354787826538,0.11268982291221619,"{""type"":""Point"",""coordinates"":[-49.702580104630165,-2.656451837254565]}"
0_11939,0.16111256182193756,0.09633857756853104,"{""type"":""Point"",""coordinates"":[-72.63563938477492,10.254201743682378]}"
0_11963,0.6357424855232239,0.17279398441314697,"{""type"":""Point"",""coordinates"":[-74.18255489931755,-8.445016643781052]}"
0_12034,0.497052937746048,0.38266706466674805,"{""type"":""Point"",""coordinates"":[19.881556249897255,2.316110736637771]}"
0_12040,0.3178841173648834,0.162054643034935,"{""type"":""Point"",""coordinates"":[-74.25685060313263,-10.458060085527254]}"
0_12174,1.3853685855865479,0.09897246211767197,"{""type"":""Point"",""coordinates"":[-1.905844291459805,5.66963755256609]}"
0_12188,0.6051700711250305,0.16678498685359955,"{""type"":""Point"",""coordinates"":[-93.68879080520406,34.96406008185057]}"
0_12201,0.12774042785167694,0.31496086716651917,"{""type"":""Point"",""coordinates"":[-41.09465518814429,-20.740179448934374]}"
0_12322,1.2408331632614136,0.16563992202281952,"{""type"":""Point"",""coordinates"":[-55.33769692278458,-4.37624003737377]}"
0_12400,0.37761422991752625,0.17762479186058044,"{""type"":""Point"",""coordinates"":[-8.149560159420297,5.352878963849928]}"
0_12438,0.5726763606071472,0.17516636848449707,"{""type"":""Point"",""coordinates"":[-66.24736022216912,4.595932764918254]}"
0_12522,1.367069125175476,0.1748378723859787,"{""type"":""Point"",""coordinates"":[-57.07276420246904,-14.151115568012976]}"
0_12525,0.9419505596160889,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-60.19556963982912,-16.371877308425027]}"
0_12569,0.37857818603515625,0.1165420264005661,"{""type"":""Point"",""coordinates"":[-66.97692777719205,-15.684376113681289]}"
0_12606,0.6404848098754883,0.16536067426204681,"{""type"":""Point"",""coordinates"":[-67.19053082497152,-12.660618924180822]}"
0_12617,0.56809002161026,0.2199305146932602,"{""type"":""Point"",""coordinates"":[-69.38515081514349,-12.794273410527456]}"
0_12650,0.18665611743927002,0.1719418466091156,"{""type"":""Point"",""coordinates"":[-76.07371458498301,7.335776914530004]}"
0_12740,0.3856632709503174,0.16153810918331146,"{""type"":""Point"",""coordinates"":[-48.80005905083886,-27.377479747694935]}"
0_12781,0.4750816822052002,0.35474032163619995,"{""type"":""Point"",""coordinates"":[-46.761721443914,-22.765023886876687]}"
0_12784,0.2518097758293152,0.17563962936401367,"{""type"":""Point"",""coordinates"":[-78.578794892772,9.398245372660606]}"
0_12808,0.5341347455978394,0.2081696093082428,"{""type"":""Point"",""coordinates"":[19.094969095182137,-1.8656706889562056]}"
0_12872,0.4006267189979553,0.097043976187706,"{""type"":""Point"",""coordinates"":[24.26958996453497,-12.80091149380235]}"
0_12875,0.8879749774932861,0.12201938033103943,"{""type"":""Point"",""coordinates"":[-56.11450770012087,-23.074190509203962]}"
0_12912,0.2388293445110321,0.1658480316400528,"{""type"":""Point"",""coordinates"":[15.101742233884083,3.473236551611737]}"
0_12937,0.9302375912666321,0.1164139062166214,"{""type"":""Point"",""coordinates"":[-72.29212206660256,2.445433062926144]}"
0_12942,0.5762545466423035,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-60.46076302351681,6.280030711862534]}"
0_12961,0.5240971446037292,0.17405538260936737,"{""type"":""Point"",""coordinates"":[-54.42702637112634,-8.418886141260312]}"
0_13041,0.475527286529541,0.1725202351808548,"{""type"":""Point"",""coordinates"":[18.79259267713021,-1.9594438838231423]}"
0_13044,0.583775520324707,0.16429686546325684,"{""type"":""Point"",""coordinates"":[-58.67370824275087,-3.5450164626653637]}"
0_13088,1.412992238998413,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-56.236755967381505,-4.280216214946512]}"
0_13089,0.20398755371570587,0.11160995811223984,"{""type"":""Point"",""coordinates"":[-91.77800865753424,16.422449480115972]}"
0_13135,0.16326941549777985,0.10730618983507156,"{""type"":""Point"",""coordinates"":[-68.65494916315923,8.484795025123871]}"
0_13196,0.1480637788772583,0.1071968823671341,"{""type"":""Point"",""coordinates"":[-73.62206497079849,-12.696965746145823]}"
0_13203,0.86007159948349,0.1164139062166214,"{""type"":""Point"",""coordinates"":[-73.64956610154188,7.517229770641216]}"
0_13272,0.3485686480998993,0.10613580793142319,"{""type"":""Point"",""coordinates"":[13.008297091657555,-4.790779678260872]}"
0_13322,1.498101830482483,0.10391145199537277,"{""type"":""Point"",""coordinates"":[-48.65246579690973,-23.8186681635108]}"
0_13344,0.16539767384529114,0.1119086891412735,"{""type"":""Point"",""coordinates"":[-69.24329638586833,8.64931658760963]}"
0_13381,0.5309489965438843,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-50.53353305770808,-1.484576755930539]}"
0_13428,0.16539767384529114,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-85.04233732318106,11.718920906014882]}"
0_13437,0.34998902678489685,0.2939520478248596,"{""type"":""Point"",""coordinates"":[-45.8628158615919,-23.40398501848629]}"
0_13459,0.35334011912345886,0.22590084373950958,"{""type"":""Point"",""coordinates"":[-45.241061262703695,-4.2151120968280225]}"
0_13500,0.6659862995147705,0.21936339139938354,"{""type"":""Point"",""coordinates"":[10.633644730203013,0.7246002116855497]}"
0_13513,0.4512459337711334,0.13742466270923615,"{""type"":""Point"",""coordinates"":[-44.86394844845346,-16.07748672047208]}"
0_13544,0.7452871799468994,0.13812340795993805,"{""type"":""Point"",""coordinates"":[19.345273316965002,-2.162625703480688]}"
0_13555,0.7362691164016724,0.16527636349201202,"{""type"":""Point"",""coordinates"":[15.736532276339961,2.319442829146846]}"
0_13568,0.16534581780433655,0.23786398768424988,"{""type"":""Point"",""coordinates"":[-98.50308805741571,16.736463196135617]}"
0_13577,0.5122935771942139,0.10862942785024643,"{""type"":""Point"",""coordinates"":[11.77550453979739,2.591658572080945]}"
0_13615,1.3601027727127075,0.12304496020078659,"{""type"":""Point"",""coordinates"":[-75.09517066485355,7.617864627989849]}"
0_13624,1.4557303190231323,0.17563962936401367,"{""type"":""Point"",""coordinates"":[-53.970553809661226,-12.2429861864624]}"
0_13626,0.17060983180999756,0.12412542849779129,"{""type"":""Point"",""coordinates"":[-73.33364820062943,4.26801800720971]}"
0_13637,0.25677061080932617,0.10628350079059601,"{""type"":""Point"",""coordinates"":[-83.43614060974829,8.584547883724621]}"
0_13645,0.5227708220481873,0.15115781128406525,"{""type"":""Point"",""coordinates"":[-49.01851265178312,-8.402809940164872]}"
0_13672,0.30025503039360046,0.10440823435783386,"{""type"":""Point"",""coordinates"":[-71.98977690786981,8.203155763962908]}"
0_13729,0.299308717250824,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-91.03256455635795,29.865828082431463]}"
0_13855,0.9066166877746582,0.24991777539253235,"{""type"":""Point"",""coordinates"":[-51.275980719374296,-25.178658438141973]}"
0_13889,0.5309489965438843,0.19199725985527039,"{""type"":""Point"",""coordinates"":[11.454072727544924,0.23516801175375238]}"
0_13895,0.10369685292243958,0.33079472184181213,"{""type"":""Point"",""coordinates"":[-98.37620320069773,16.632223629801057]}"
0_13973,0.20174403488636017,0.09061231464147568,"{""type"":""Point"",""coordinates"":[-72.12147850676617,6.268268103138558]}"
0_13981,0.7163611054420471,0.19268740713596344,"{""type"":""Point"",""coordinates"":[15.254737772710635,-0.08887237078393512]}"
0_13994,0.6385577917098999,0.09907197207212448,"{""type"":""Point"",""coordinates"":[9.553284673479832,5.201591254358207]}"
0_14098,1.0542176961898804,0.2338307648897171,"{""type"":""Point"",""coordinates"":[-43.93395619006048,-4.3822757703409625]}"
0_14110,0.6511473655700684,0.2152039259672165,"{""type"":""Point"",""coordinates"":[-77.90223934624068,-3.234552314155152]}"
0_14136,0.3787600100040436,0.19202739000320435,"{""type"":""Point"",""coordinates"":[-47.09989452325798,-23.77886845274092]}"
0_14165,0.5108336210250854,0.14381244778633118,"{""type"":""Point"",""coordinates"":[19.567245868941658,-1.850021379006067]}"
0_14195,0.49438562989234924,0.1653137505054474,"{""type"":""Point"",""coordinates"":[-69.46689015642282,-11.367295900894344]}"
0_14233,0.19237147271633148,0.2337907999753952,"{""type"":""Point"",""coordinates"":[-52.27834214545375,-25.640546157096576]}"
0_14276,0.4818745255470276,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-50.397224932642196,-18.33609439307995]}"
0_14290,0.5407205820083618,0.19268740713596344,"{""type"":""Point"",""coordinates"":[15.12102953832063,-0.2707364774221499]}"
0_14304,0.43043798208236694,0.11258172243833542,"{""type"":""Point"",""coordinates"":[11.624880968138886,2.6451783866557568]}"
0_14333,0.5967577695846558,0.1658480316400528,"{""type"":""Point"",""coordinates"":[-51.5165587506445,1.2783925487110797]}"
0_14358,0.7957721948623657,0.1540166288614273,"{""type"":""Point"",""coordinates"":[-76.8270838533717,-0.5025233556161635]}"
0_14436,0.8399309515953064,0.09499940276145935,"{""type"":""Point"",""coordinates"":[-84.7430354335923,11.47631916582299]}"
0_14438,0.14832541346549988,0.3523705005645752,"{""type"":""Point"",""coordinates"":[-41.197201071447196,-20.789309462044525]}"
0_14500,0.5428167581558228,0.41586363315582275,"{""type"":""Point"",""coordinates"":[11.916742634345635,3.988499387689268]}"
0_14545,0.3265441358089447,0.11475032567977905,"{""type"":""Point"",""coordinates"":[0.5992081491247909,7.424127856672176]}"
0_14678,0.16271433234214783,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-41.94881915381852,-19.112402365119383]}"
0_14758,0.19009530544281006,0.12321408092975616,"{""type"":""Point"",""coordinates"":[-61.40494214871116,7.20711834559523]}"
0_14788,0.5230276584625244,0.17516636848449707,"{""type"":""Point"",""coordinates"":[-64.64252162826344,-12.352191944027226]}"
0_14793,0.3363149166107178,0.16085270047187805,"{""type"":""Point"",""coordinates"":[-55.20267194975113,-22.851262780173396]}"
0_14811,0.573164701461792,0.1164139062166214,"{""type"":""Point"",""coordinates"":[18.793381205141202,-3.454229576938172]}"
0_14966,0.2234647423028946,0.14156469702720642,"{""type"":""Point"",""coordinates"":[-46.66763284352156,-21.38235613981213]}"
0_14980,0.5638712644577026,0.17071035504341125,"{""type"":""Point"",""coordinates"":[-59.55375297870966,-3.829904288672024]}"
0_14986,0.3833882212638855,0.2489059567451477,"{""type"":""Point"",""coordinates"":[-50.73434632238198,-28.304653227043993]}"
0_14997,0.5797479152679443,0.09237618744373322,"{""type"":""Point"",""coordinates"":[9.346659566876612,-0.429874299671539]}"
0_15042,0.7991182804107666,0.12457017600536346,"{""type"":""Point"",""coordinates"":[-53.06377448543324,-28.656440630259027]}"
0_15043,0.11208190768957138,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-41.15401788146952,-16.38629516847841]}"
0_15077,0.6752861738204956,0.22178348898887634,"{""type"":""Point"",""coordinates"":[21.10063152548665,-1.6227925540989452]}"
0_15082,0.5654229521751404,0.10296190530061722,"{""type"":""Point"",""coordinates"":[-9.046076789097404,6.374376731866291]}"
0_15083,0.6513676047325134,0.10145542025566101,"{""type"":""Point"",""coordinates"":[-71.96415886649368,9.242258092724647]}"
0_15124,0.6810373663902283,0.1515679806470871,"{""type"":""Point"",""coordinates"":[-75.46821183377806,7.420675206391432]}"
0_15148,0.4379338026046753,0.11359289288520813,"{""type"":""Point"",""coordinates"":[19.91620609386475,0.9408995249414526]}"
0_15230,0.5185561776161194,0.1023765578866005,"{""type"":""Point"",""coordinates"":[26.155359351631926,-1.3786998772667403]}"
0_15239,0.6704800724983215,0.17563962936401367,"{""type"":""Point"",""coordinates"":[-57.64797428283028,-15.033267141984195]}"
0_15255,0.6623793840408325,0.09271441400051117,"{""type"":""Point"",""coordinates"":[9.368510945767198,-0.7704884564604118]}"
