system:index,fr,ir,.geo
0_3652,0.2951542139053345,0.12931829690933228,"{""type"":""Point"",""coordinates"":[-3.03813341058362,6.442844948306417]}"
0_3668,0.5410317778587341,0.20894205570220947,"{""type"":""Point"",""coordinates"":[26.810973710245083,0.7051072969555986]}"
0_3743,0.2017820179462433,0.10385619848966599,"{""type"":""Point"",""coordinates"":[-70.65624875498659,9.7368877164025]}"
0_3783,0.6563971638679504,0.17573468387126923,"{""type"":""Point"",""coordinates"":[-57.29469799911744,-14.388791492884607]}"
0_3791,0.37876492738723755,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-69.36103770549285,-10.365623222694014]}"
0_3873,0.6388732194900513,0.21748614311218262,"{""type"":""Point"",""coordinates"":[-75.95646564305498,-8.825057216946442]}"
0_3889,0.20394083857536316,0.13518016040325165,"{""type"":""Point"",""coordinates"":[-42.18575188948576,-20.68726100837161]}"
0_3922,1.4069324731826782,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-46.72689426409312,-3.9593190803333225]}"
0_3937,0.20849238336086273,0.1813056617975235,"{""type"":""Point"",""coordinates"":[-76.52441065977727,4.001594667563549]}"
0_3944,0.4845358431339264,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-69.7287155450621,-10.818058892845363]}"
0_4017,1.498101830482483,0.11774694919586182,"{""type"":""Point"",""coordinates"":[-4.604738588697627,5.372591397091229]}"
0_4019,0.1884443312883377,0.11135909706354141,"{""type"":""Point"",""coordinates"":[-72.980675028626,9.562387799829347]}"
0_4056,1.4404065608978271,0.16678498685359955,"{""type"":""Point"",""coordinates"":[-61.311576769474534,-10.447371472094035]}"
0_4113,0.368967741727829,0.1045299544930458,"{""type"":""Point"",""coordinates"":[-8.150128149243798,6.013508839450738]}"
0_4132,0.455426424741745,0.41586363315582275,"{""type"":""Point"",""coordinates"":[11.780182521779103,4.042101934146785]}"
0_4136,0.5175049901008606,0.16470886766910553,"{""type"":""Point"",""coordinates"":[-55.08407388169677,-3.4645071943906554]}"
0_4140,0.5144395232200623,0.16536067426204681,"{""type"":""Point"",""coordinates"":[-51.79812843796407,0.7287805948314471]}"
0_4146,0.6036558151245117,0.18717359006404877,"{""type"":""Point"",""coordinates"":[-75.50216586332746,1.336755422088179]}"
0_4152,0.14516068994998932,0.11947288364171982,"{""type"":""Point"",""coordinates"":[-78.48908407035923,-5.8458491726769894]}"
0_4155,0.569225013256073,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-50.55281348023329,-18.821234376697685]}"
0_4160,0.4829285144805908,0.1014864444732666,"{""type"":""Point"",""coordinates"":[17.6187251141969,4.076227397284397]}"
0_4163,1.390987753868103,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-45.974340185598045,-3.7859651998880106]}"
0_4277,0.6385577917098999,0.10673440247774124,"{""type"":""Point"",""coordinates"":[17.345295408934376,2.5145436523659606]}"
0_4293,0.8399309515953064,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-60.80838430858855,-17.582865728407523]}"
0_4305,0.9050731658935547,0.38266706466674805,"{""type"":""Point"",""coordinates"":[19.45843138315632,2.3489182012942367]}"
0_4347,0.12148177623748779,0.11302673816680908,"{""type"":""Point"",""coordinates"":[-73.86114339509619,-12.434274283050415]}"
0_4406,1.4069324731826782,0.17563962936401367,"{""type"":""Point"",""coordinates"":[-57.16194667692444,-11.048387439997366]}"
0_4454,0.5539636015892029,0.1658770740032196,"{""type"":""Point"",""coordinates"":[-51.308668937161755,3.7998200431526206]}"
0_4503,0.3110958933830261,0.17573468387126923,"{""type"":""Point"",""coordinates"":[-59.65525007375471,4.19399095584633]}"
0_4535,0.5126913785934448,0.1745651513338089,"{""type"":""Point"",""coordinates"":[-44.756670386771944,-20.88040515715589]}"
0_4562,0.5096237063407898,0.11601380258798599,"{""type"":""Point"",""coordinates"":[14.95940923315133,-1.0610243289525962]}"
0_4567,0.2951542139053345,0.10586641728878021,"{""type"":""Point"",""coordinates"":[-44.80030259278346,-4.551566473918913]}"
0_4574,0.5531587600708008,0.16588127613067627,"{""type"":""Point"",""coordinates"":[-51.19619287660373,2.4943774754384043]}"
0_4586,0.5657497048377991,0.0965174213051796,"{""type"":""Point"",""coordinates"":[-10.954586629412542,6.85201989586116]}"
0_4647,0.5953625440597534,0.15137235820293427,"{""type"":""Point"",""coordinates"":[-53.60154268006002,-2.1222482913533725]}"
0_4652,0.456752210855484,0.09925242513418198,"{""type"":""Point"",""coordinates"":[-10.891308279510197,7.480121736596807]}"
0_4655,0.40201541781425476,0.16165854036808014,"{""type"":""Point"",""coordinates"":[10.187337519497273,-0.14952600559362314]}"
0_4683,0.49741312861442566,0.1195039302110672,"{""type"":""Point"",""coordinates"":[-75.17026579586513,-11.173343621826026]}"
0_4699,0.30242276191711426,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-61.70031778974278,-16.01355582426069]}"
0_4702,0.39848050475120544,0.1658770740032196,"{""type"":""Point"",""coordinates"":[-51.03854502118254,-2.3193909227926732]}"
0_4721,0.45928964018821716,0.22252701222896576,"{""type"":""Point"",""coordinates"":[-60.20885882925886,-1.9504609672544784]}"
0_4722,0.18566635251045227,0.10712588578462601,"{""type"":""Point"",""coordinates"":[-77.27561605564114,18.259937764228237]}"
0_4736,0.35472962260246277,0.2291582077741623,"{""type"":""Point"",""coordinates"":[-50.93720098104367,-20.148312853377703]}"
0_4810,0.25056660175323486,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-47.55693676451862,-9.294307146839328]}"
0_4902,0.5442087054252625,0.10121651738882065,"{""type"":""Point"",""coordinates"":[18.249396939081322,2.566778594216302]}"
0_4912,0.2984994947910309,0.12321408092975616,"{""type"":""Point"",""coordinates"":[24.04834165452986,3.7066533647616686]}"
0_4993,0.4429446756839752,0.23721762001514435,"{""type"":""Point"",""coordinates"":[21.72083348964027,1.0045348413030377]}"
0_5001,0.328462690114975,0.16525357961654663,"{""type"":""Point"",""coordinates"":[-63.277871938492055,6.14080141519268]}"
0_5027,0.9360967874526978,0.1658770740032196,"{""type"":""Point"",""coordinates"":[-55.713848296701784,-26.080384708142287]}"
0_5051,0.483936607837677,0.25259169936180115,"{""type"":""Point"",""coordinates"":[12.623908268444096,-0.5698475066675627]}"
0_5136,0.7163448929786682,0.14877790212631226,"{""type"":""Point"",""coordinates"":[12.286393416924433,-0.656793141140707]}"
0_5164,0.17352195084095,0.12209056317806244,"{""type"":""Point"",""coordinates"":[-85.09967276792109,12.512020194060758]}"
0_5198,0.6736111044883728,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-60.87705112131485,5.5454114781636745]}"
0_5266,0.9921980500221252,0.0903247818350792,"{""type"":""Point"",""coordinates"":[-9.549958813287933,6.934325258048278]}"
0_5292,0.6635805368423462,0.16018851101398468,"{""type"":""Point"",""coordinates"":[26.729106414801322,1.6959569851749428]}"
0_5296,0.44247061014175415,0.16429686546325684,"{""type"":""Point"",""coordinates"":[-74.48051522248394,-10.190139110513543]}"
0_5390,0.1480637788772583,0.09066283702850342,"{""type"":""Point"",""coordinates"":[0.6690239863942391,7.677461839214407]}"
0_5412,0.8173496723175049,0.09775492548942566,"{""type"":""Point"",""coordinates"":[9.618787982357833,5.411830667219595]}"
0_5434,0.39342227578163147,0.11355585604906082,"{""type"":""Point"",""coordinates"":[-85.61248990364541,34.813430156329844]}"
0_5490,0.5838456749916077,0.16536067426204681,"{""type"":""Point"",""coordinates"":[-67.19655002114413,-12.335092670116916]}"
0_5503,0.6659862995147705,0.20621630549430847,"{""type"":""Point"",""coordinates"":[-76.15536732152404,-4.580341287294458]}"
0_5504,0.5016340017318726,0.17573468387126923,"{""type"":""Point"",""coordinates"":[-40.83507889463441,-19.414065559633695]}"
0_5535,0.8590202331542969,0.10151121765375137,"{""type"":""Point"",""coordinates"":[-55.48787276839151,-27.580678133461134]}"
0_5605,1.1316502094268799,0.17071035504341125,"{""type"":""Point"",""coordinates"":[-59.676836777552566,-3.7436591429969597]}"
0_5670,0.37890586256980896,0.10557509958744049,"{""type"":""Point"",""coordinates"":[10.918585146021012,3.9403773103080733]}"
0_5678,0.1470508724451065,0.09875517338514328,"{""type"":""Point"",""coordinates"":[-79.58368001064048,-3.2628413649066323]}"
0_5680,0.5138967633247375,0.3120562434196472,"{""type"":""Point"",""coordinates"":[-6.860714877881736,7.794278302345287]}"
0_5757,0.3110958933830261,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-104.62334543619579,20.641874285998327]}"
0_5766,1.0871763229370117,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-43.72781360893958,-4.773436668608387]}"
0_5825,1.0209444761276245,0.09771675616502762,"{""type"":""Point"",""coordinates"":[-54.89153452330826,-26.46974372843309]}"
0_5830,0.18853022158145905,0.3225598931312561,"{""type"":""Point"",""coordinates"":[-49.507935641181255,-28.86831273115446]}"
0_5867,0.5999097228050232,0.17399102449417114,"{""type"":""Point"",""coordinates"":[-59.75540656987079,2.1501721912348937]}"
0_5907,0.7160889506340027,0.1343933790922165,"{""type"":""Point"",""coordinates"":[-43.25361376142571,-19.909992489852765]}"
0_5945,0.5866366624832153,0.21550793945789337,"{""type"":""Point"",""coordinates"":[-45.12699719146973,-3.2453152449928724]}"
0_5957,0.49741312861442566,0.16429686546325684,"{""type"":""Point"",""coordinates"":[-74.53905304364787,-10.566748303617885]}"
0_5963,0.39797425270080566,0.09951233118772507,"{""type"":""Point"",""coordinates"":[-66.96166774533751,-7.676413798194999]}"
0_6013,0.12846289575099945,0.10695954412221909,"{""type"":""Point"",""coordinates"":[-6.3003884128008565,7.539413829658322]}"
0_6025,1.412992238998413,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-56.1108974454589,-4.137090122621819]}"
0_6059,0.7340700030326843,0.165805846452713,"{""type"":""Point"",""coordinates"":[15.528279143252128,2.9772693045598495]}"
0_6062,0.16275914013385773,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-64.21189454971928,-21.868315632601995]}"
0_6080,0.3880976140499115,0.13541924953460693,"{""type"":""Point"",""coordinates"":[-41.47881237623491,-21.372084179407302]}"
0_6113,0.3112047016620636,0.10586641728878021,"{""type"":""Point"",""coordinates"":[-84.49195868276988,9.740187720703672]}"
0_6205,0.16764700412750244,0.16546019911766052,"{""type"":""Point"",""coordinates"":[-77.3958634248214,8.231424551480035]}"
0_6230,0.5812814235687256,0.1479228287935257,"{""type"":""Point"",""coordinates"":[-9.299259326643183,5.976301022089985]}"
0_6328,0.6752861738204956,0.25259169936180115,"{""type"":""Point"",""coordinates"":[11.916283015848952,1.7819341878605093]}"
0_6373,0.4036804139614105,0.3678620457649231,"{""type"":""Point"",""coordinates"":[-7.082017758233731,5.640767591398119]}"
0_6377,0.7991182804107666,0.1748378723859787,"{""type"":""Point"",""coordinates"":[-66.30558846835534,-16.731263087673085]}"
0_6380,1.2894419431686401,0.20126283168792725,"{""type"":""Point"",""coordinates"":[-74.82387323041105,2.385568109346057]}"
0_6405,0.7863830924034119,0.10566525161266327,"{""type"":""Point"",""coordinates"":[9.560199964022113,6.030209267906077]}"
0_6479,0.20731423795223236,0.09057416021823883,"{""type"":""Point"",""coordinates"":[-41.47371083692489,-3.110017003772747]}"
0_6503,0.5901973843574524,0.18500462174415588,"{""type"":""Point"",""coordinates"":[11.086347906414755,-1.3734794991485326]}"
0_6532,0.5767359137535095,0.3830532431602478,"{""type"":""Point"",""coordinates"":[-12.647253613272404,9.24426894743039]}"
0_6538,0.16630828380584717,0.10172039270401001,"{""type"":""Point"",""coordinates"":[-86.01125655383547,14.500700756366916]}"
0_6579,0.24970366060733795,0.1640646755695343,"{""type"":""Point"",""coordinates"":[-76.76151740177362,3.5545339324268537]}"
0_6611,0.44855692982673645,0.14453835785388947,"{""type"":""Point"",""coordinates"":[12.309338613503323,4.533202468043622]}"
0_6653,1.517661452293396,0.24336035549640656,"{""type"":""Point"",""coordinates"":[-50.56538621065845,-25.901769419446097]}"
0_6660,0.5016523003578186,0.1164139062166214,"{""type"":""Point"",""coordinates"":[18.38998185259439,-3.2390755701214116]}"
0_6668,0.6012229919433594,0.19899006187915802,"{""type"":""Point"",""coordinates"":[-49.90945909537703,-28.21564151387437]}"
0_6719,0.2001720517873764,0.18117505311965942,"{""type"":""Point"",""coordinates"":[-75.08765543441295,5.658423459156617]}"
0_6739,0.2975532114505768,0.10898852348327637,"{""type"":""Point"",""coordinates"":[18.39440705343261,3.8365109497624634]}"
0_6744,0.37642937898635864,0.17187097668647766,"{""type"":""Point"",""coordinates"":[27.30969129731444,-1.3312450199574857]}"
0_6751,1.4110814332962036,0.10698255151510239,"{""type"":""Point"",""coordinates"":[-7.232537909920509,5.257727793745578]}"
0_6776,0.17261134088039398,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-95.99650774259266,30.850696973715017]}"
0_6786,1.5004875659942627,0.1370004117488861,"{""type"":""Point"",""coordinates"":[-86.81486061405505,34.003022684853626]}"
0_6841,0.9788214564323425,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-43.94312768325678,-5.428712071260146]}"
0_6842,0.4770435094833374,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-49.671503597700855,-16.146656648570257]}"
0_6951,0.18521173298358917,0.10176654160022736,"{""type"":""Point"",""coordinates"":[-79.31112147056699,-4.931026699524799]}"
0_6964,0.15878386795520782,0.11807684600353241,"{""type"":""Point"",""coordinates"":[-84.54360658533545,14.614662402908195]}"
0_6965,0.21798257529735565,0.10643517225980759,"{""type"":""Point"",""coordinates"":[-92.77474630187368,15.524930368927532]}"
0_6977,0.40069645643234253,0.09586076438426971,"{""type"":""Point"",""coordinates"":[-42.49185101259724,-2.962561656154931]}"
0_6990,0.0930948331952095,0.2780497968196869,"{""type"":""Point"",""coordinates"":[-86.74612721947997,13.586528755841947]}"
0_7004,0.9101730585098267,0.1748378723859787,"{""type"":""Point"",""coordinates"":[-60.303617394790244,-13.956106376997786]}"
0_7028,0.6253811717033386,0.16678498685359955,"{""type"":""Point"",""coordinates"":[-51.56129244151882,-2.5334582488956445]}"
0_7114,0.5138490796089172,0.10367357730865479,"{""type"":""Point"",""coordinates"":[-7.079233700649486,7.352692719744513]}"
0_7189,0.5788163542747498,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-64.6296261516456,-17.805716654271503]}"
0_7221,0.3493914306163788,0.309609055519104,"{""type"":""Point"",""coordinates"":[-53.13511018618368,-22.970846186822]}"
0_7269,0.39850184321403503,0.20613618195056915,"{""type"":""Point"",""coordinates"":[-70.35871159991365,-3.937005104136653]}"
0_7294,0.44247061014175415,0.1846800446510315,"{""type"":""Point"",""coordinates"":[9.850869992265862,0.6563062645986328]}"
0_7297,0.21115075051784515,0.11218567192554474,"{""type"":""Point"",""coordinates"":[-84.96869855859188,14.478554114847931]}"
0_7349,0.3164953589439392,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-62.49090706386002,-15.793754321513958]}"
0_7392,0.3126665949821472,0.4426594078540802,"{""type"":""Point"",""coordinates"":[-73.97429188671501,4.113271065800904]}"
0_7400,0.6580933928489685,0.17972001433372498,"{""type"":""Point"",""coordinates"":[21.111367314007744,1.0360235749940268]}"
0_7483,0.6659862995147705,0.23840509355068207,"{""type"":""Point"",""coordinates"":[12.53423248460121,0.2933751171777187]}"
0_7546,0.34998902678489685,0.13692468404769897,"{""type"":""Point"",""coordinates"":[-39.34170254646531,-14.084281002133483]}"
0_7576,0.5514392256736755,0.17573468387126923,"{""type"":""Point"",""coordinates"":[-65.8729985021784,6.5616949812417005]}"
0_7748,0.39628463983535767,0.1348298043012619,"{""type"":""Point"",""coordinates"":[27.49864959664095,-1.3752171414383705]}"
0_7760,0.5388175249099731,0.23394235968589783,"{""type"":""Point"",""coordinates"":[-61.634606467923604,-4.025601432798993]}"
0_7783,0.4684235751628876,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-70.52101565411584,3.7757650600440833]}"
0_7845,0.5288019180297852,0.21209192276000977,"{""type"":""Point"",""coordinates"":[-82.52160724935511,9.135172972818827]}"
