system:index,va,vr,.geo
0_5572,1.3224282264709473,0.7746248841285706,"{""type"":""Point"",""coordinates"":[-75.45918107794418,2.4111961173309253]}"
0_5580,0.4694647192955017,0.17864985764026642,"{""type"":""Point"",""coordinates"":[-50.42894142420556,-8.797173195066135]}"
0_5605,0.5923495888710022,0.3608722686767578,"{""type"":""Point"",""coordinates"":[-59.676836777552566,-3.7436591429969597]}"
0_5670,1.0853804349899292,0.07519573718309402,"{""type"":""Point"",""coordinates"":[10.918585146021012,3.9403773103080733]}"
0_5766,0.7062078714370728,0.12279071658849716,"{""type"":""Point"",""coordinates"":[-43.72781360893958,-4.773436668608387]}"
0_5825,0.5253112316131592,0.09297993779182434,"{""type"":""Point"",""coordinates"":[-54.89153452330826,-26.46974372843309]}"
0_5855,0.9564754366874695,0.11215772479772568,"{""type"":""Point"",""coordinates"":[-64.19422061845559,-23.207682109810673]}"
0_5860,1.1882439851760864,0.6349443197250366,"{""type"":""Point"",""coordinates"":[-86.51622655103655,15.488075351681266]}"
0_5864,0.6435807347297668,0.14712926745414734,"{""type"":""Point"",""coordinates"":[-77.00115612446437,5.602630353309457]}"
0_5867,0.5751060843467712,0.13867191970348358,"{""type"":""Point"",""coordinates"":[-59.75540656987079,2.1501721912348937]}"
0_5894,1.1115142107009888,0.10205439478158951,"{""type"":""Point"",""coordinates"":[-42.70217298176768,-11.626439205799908]}"
0_5907,0.9191938638687134,0.19561675190925598,"{""type"":""Point"",""coordinates"":[-43.25361376142571,-19.909992489852765]}"
0_5945,1.4778660535812378,0.26113244891166687,"{""type"":""Point"",""coordinates"":[-45.12699719146973,-3.2453152449928724]}"
0_5963,0.555920422077179,0.09562989324331284,"{""type"":""Point"",""coordinates"":[-66.96166774533751,-7.676413798194999]}"
0_6025,0.43818384408950806,0.11048340052366257,"{""type"":""Point"",""coordinates"":[-56.1108974454589,-4.137090122621819]}"
0_6062,0.5239425301551819,0.21247880160808563,"{""type"":""Point"",""coordinates"":[-64.21189454971928,-21.868315632601995]}"
0_6080,0.463510125875473,0.277185320854187,"{""type"":""Point"",""coordinates"":[-41.47881237623491,-21.372084179407302]}"
0_6113,0.3848765790462494,0.3535398244857788,"{""type"":""Point"",""coordinates"":[-84.49195868276988,9.740187720703672]}"
0_6141,0.32520025968551636,0.12104001641273499,"{""type"":""Point"",""coordinates"":[-61.03872205426095,8.634654923251828]}"
0_6204,0.8865165114402771,1.0860565900802612,"{""type"":""Point"",""coordinates"":[-71.76677440407852,18.31578304737367]}"
0_6205,0.6113283634185791,0.3315437138080597,"{""type"":""Point"",""coordinates"":[-77.3958634248214,8.231424551480035]}"
0_6230,1.1934363842010498,0.09465151280164719,"{""type"":""Point"",""coordinates"":[-9.299259326643183,5.976301022089985]}"
0_6269,0.8331831693649292,1.3446624279022217,"{""type"":""Point"",""coordinates"":[-91.54541021984126,15.179207191797241]}"
0_6270,0.6957953572273254,0.08631303161382675,"{""type"":""Point"",""coordinates"":[-39.51203013286628,-8.930394674012675]}"
0_6273,1.5990387201309204,0.4013310968875885,"{""type"":""Point"",""coordinates"":[-86.6825240910517,15.391266639531285]}"
0_6277,0.5711097121238708,0.24188674986362457,"{""type"":""Point"",""coordinates"":[10.959839880202843,1.3253944773861863]}"
0_6328,0.5113238096237183,0.12263018637895584,"{""type"":""Point"",""coordinates"":[11.916283015848952,1.7819341878605093]}"
0_6359,0.23675747215747833,0.11858383566141129,"{""type"":""Point"",""coordinates"":[-49.26465970825061,-6.168497223819605]}"
