system:index,ir,va,.geo
0_6842,0.15236184000968933,0.19687199592590332,"{""type"":""Point"",""coordinates"":[-49.671503597700855,-16.146656648570257]}"
0_6931,0.17563962936401367,0.4967668056488037,"{""type"":""Point"",""coordinates"":[-50.05197498071013,-7.239104603008401]}"
0_6951,0.10176654160022736,1.2926338911056519,"{""type"":""Point"",""coordinates"":[-79.31112147056699,-4.931026699524799]}"
0_6964,0.11807684600353241,0.6007483601570129,"{""type"":""Point"",""coordinates"":[-84.54360658533545,14.614662402908195]}"
0_6965,0.10643517225980759,1.0741897821426392,"{""type"":""Point"",""coordinates"":[-92.77474630187368,15.524930368927532]}"
0_6977,0.09586076438426971,0.7821042537689209,"{""type"":""Point"",""coordinates"":[-42.49185101259724,-2.962561656154931]}"
0_6990,0.2780497968196869,1.1434179544448853,"{""type"":""Point"",""coordinates"":[-86.74612721947997,13.586528755841947]}"
0_7004,0.1748378723859787,0.5933477878570557,"{""type"":""Point"",""coordinates"":[-60.303617394790244,-13.956106376997786]}"
0_7028,0.16678498685359955,0.3788585960865021,"{""type"":""Point"",""coordinates"":[-51.56129244151882,-2.5334582488956445]}"
0_7189,0.13776135444641113,0.7073164582252502,"{""type"":""Point"",""coordinates"":[-64.6296261516456,-17.805716654271503]}"
0_7221,0.309609055519104,0.6774892807006836,"{""type"":""Point"",""coordinates"":[-53.13511018618368,-22.970846186822]}"
0_7240,0.1748378723859787,0.4285607635974884,"{""type"":""Point"",""coordinates"":[-58.46383491672986,-10.063440959123572]}"
0_7264,0.17399102449417114,0.4476430118083954,"{""type"":""Point"",""coordinates"":[-52.174945891806765,-6.879039889073307]}"
0_7294,0.1846800446510315,0.7134707570075989,"{""type"":""Point"",""coordinates"":[9.850869992265862,0.6563062645986328]}"
0_7297,0.11218567192554474,0.6022647023200989,"{""type"":""Point"",""coordinates"":[-84.96869855859188,14.478554114847931]}"
0_7349,0.13776135444641113,0.5625379085540771,"{""type"":""Point"",""coordinates"":[-62.49090706386002,-15.793754321513958]}"
0_7392,0.4426594078540802,0.894493818283081,"{""type"":""Point"",""coordinates"":[-73.97429188671501,4.113271065800904]}"
0_7403,0.2521823048591614,1.1993894577026367,"{""type"":""Point"",""coordinates"":[-87.72835732291594,13.742735685455042]}"
0_7546,0.13692468404769897,0.8266496062278748,"{""type"":""Point"",""coordinates"":[-39.34170254646531,-14.084281002133483]}"
0_7576,0.17573468387126923,0.4561938941478729,"{""type"":""Point"",""coordinates"":[-65.8729985021784,6.5616949812417005]}"
0_7783,0.16527636349201202,0.44890713691711426,"{""type"":""Point"",""coordinates"":[-70.52101565411584,3.7757650600440833]}"
0_7845,0.21209192276000977,0.2294357270002365,"{""type"":""Point"",""coordinates"":[-82.52160724935511,9.135172972818827]}"
0_7846,0.09776105731725693,1.0099588632583618,"{""type"":""Point"",""coordinates"":[-67.31797314307283,-15.93503896902254]}"
0_7913,0.11162421852350235,0.4905999004840851,"{""type"":""Point"",""coordinates"":[-79.14284874128366,-3.4083333249532166]}"
0_7924,0.12311907857656479,0.45076701045036316,"{""type"":""Point"",""coordinates"":[-62.137286467864804,9.494312247238476]}"
0_7944,0.10092957317829132,0.30173259973526,"{""type"":""Point"",""coordinates"":[-48.87212380995952,-23.479675257824713]}"
0_7963,0.10134875029325485,0.5087074637413025,"{""type"":""Point"",""coordinates"":[-50.38324459479957,-22.03933465155009]}"
0_7966,0.097043976187706,0.7270683646202087,"{""type"":""Point"",""coordinates"":[-64.46395484454929,-23.00744426160824]}"
0_8010,0.097043976187706,1.047357201576233,"{""type"":""Point"",""coordinates"":[-97.704461966992,16.271725485357344]}"
0_8018,0.16527636349201202,0.24747750163078308,"{""type"":""Point"",""coordinates"":[-64.26460223742602,-9.310085106253679]}"
0_8195,0.151117205619812,0.6107555627822876,"{""type"":""Point"",""coordinates"":[-50.83174389507422,-10.186033327367584]}"
0_8200,0.17563962936401367,0.9448545575141907,"{""type"":""Point"",""coordinates"":[-64.24174622490588,-14.227744921980754]}"
0_8205,0.12401041388511658,0.548234224319458,"{""type"":""Point"",""coordinates"":[-92.5992208208621,18.183436759588496]}"
0_8232,0.13591846823692322,0.8706210255622864,"{""type"":""Point"",""coordinates"":[-65.00039994566215,-16.935914803696885]}"
0_8235,0.17293739318847656,0.9680483937263489,"{""type"":""Point"",""coordinates"":[-76.20149042076872,1.3824382966064683]}"
0_8256,0.12311907857656479,1.4366166591644287,"{""type"":""Point"",""coordinates"":[-45.45181263805854,-3.440719380860309]}"
0_8279,0.13999098539352417,0.4625963568687439,"{""type"":""Point"",""coordinates"":[-54.37275473794807,-26.64770712229845]}"
0_8353,0.4191327393054962,1.2864593267440796,"{""type"":""Point"",""coordinates"":[-76.09565515471935,8.168669190360756]}"
0_8366,0.15764562785625458,0.525507926940918,"{""type"":""Point"",""coordinates"":[-48.22745418677535,-6.934842895548434]}"
0_8387,0.162054643034935,0.41646310687065125,"{""type"":""Point"",""coordinates"":[-59.94370873874721,-7.06469161301004]}"
0_8413,0.14447185397148132,0.5224685668945312,"{""type"":""Point"",""coordinates"":[-76.79273050796932,-9.972962980646505]}"
0_8422,0.1658705472946167,1.5648548603057861,"{""type"":""Point"",""coordinates"":[-73.02824195946992,8.544149333280835]}"
0_8442,0.10559406876564026,0.7978342175483704,"{""type"":""Point"",""coordinates"":[26.090196060618812,2.7166086034079986]}"
0_8471,0.12114167958498001,1.062694787979126,"{""type"":""Point"",""coordinates"":[-42.478874832039445,-4.757479216297017]}"
0_8480,0.3939822316169739,0.7006372213363647,"{""type"":""Point"",""coordinates"":[19.1192168950073,2.129568965649696]}"
0_8495,0.17465583980083466,0.311714768409729,"{""type"":""Point"",""coordinates"":[-60.3954463796998,-11.080718325536647]}"
0_8508,0.39516961574554443,0.6650704741477966,"{""type"":""Point"",""coordinates"":[-7.3365365276314085,6.186917200387308]}"
0_8525,0.15844129025936127,0.9050077199935913,"{""type"":""Point"",""coordinates"":[18.686336524941144,-0.14523984701624998]}"
0_8537,0.10460006445646286,0.5838013291358948,"{""type"":""Point"",""coordinates"":[-85.20530201003372,14.309363504501471]}"
0_8558,0.162054643034935,0.635668933391571,"{""type"":""Point"",""coordinates"":[9.876903170947863,-2.1919582106054465]}"
0_8586,0.16334941983222961,0.9936521649360657,"{""type"":""Point"",""coordinates"":[-56.91502652587858,-3.0480729971655847]}"
0_8592,0.11451317369937897,1.2979261875152588,"{""type"":""Point"",""coordinates"":[-93.06319052067973,16.481292353641713]}"
0_8629,0.1278509497642517,0.8214946985244751,"{""type"":""Point"",""coordinates"":[-90.77217294446659,16.362164915107144]}"
0_8675,0.16536067426204681,0.2944762706756592,"{""type"":""Point"",""coordinates"":[-61.51853689460841,1.7848446438667838]}"
0_8677,0.13776135444641113,0.4243232309818268,"{""type"":""Point"",""coordinates"":[-105.7825455477622,23.853815086195887]}"
0_8703,0.2135934829711914,0.4056200683116913,"{""type"":""Point"",""coordinates"":[-50.183883752557634,-27.57660160643202]}"
0_8706,0.17573468387126923,0.7465962171554565,"{""type"":""Point"",""coordinates"":[-49.83059618753544,-5.148660824363571]}"
0_8712,0.1658705472946167,0.2840662896633148,"{""type"":""Point"",""coordinates"":[-68.20556754563141,-9.943765733768469]}"
0_8730,0.2513301968574524,0.47034069895744324,"{""type"":""Point"",""coordinates"":[-68.73412170382562,-9.125160869927667]}"
0_8758,0.17452526092529297,0.6501805782318115,"{""type"":""Point"",""coordinates"":[-50.13553012482956,-4.035323353433794]}"
0_8765,0.132866770029068,0.42587384581565857,"{""type"":""Point"",""coordinates"":[-72.12859822500116,-14.26302330409967]}"
0_8806,0.1748378723859787,0.9332922101020813,"{""type"":""Point"",""coordinates"":[-53.63948938304182,-22.44489043554134]}"
0_8824,0.1368928849697113,0.22916491329669952,"{""type"":""Point"",""coordinates"":[-61.35559718921086,2.3964373863899016]}"
0_8863,0.12201938033103943,1.5539705753326416,"{""type"":""Point"",""coordinates"":[11.379402443402345,5.226184275788543]}"
0_8864,0.15236184000968933,0.6624581217765808,"{""type"":""Point"",""coordinates"":[23.23319484479621,5.653237386425193]}"
0_8877,0.1537066549062729,0.4447001814842224,"{""type"":""Point"",""coordinates"":[23.676923801250684,5.070886954515266]}"
0_8895,0.12179573625326157,1.3731436729431152,"{""type"":""Point"",""coordinates"":[-86.8188254529254,15.037705709798072]}"
0_8941,0.28084176778793335,0.559194028377533,"{""type"":""Point"",""coordinates"":[-55.024149673180936,-27.585031485937176]}"
0_8973,0.10182438790798187,0.48020073771476746,"{""type"":""Point"",""coordinates"":[-62.23980623607833,9.343919634205042]}"
0_8977,0.1748080998659134,0.3585749566555023,"{""type"":""Point"",""coordinates"":[-54.640446320659954,-8.128970832433897]}"
0_9004,0.17452526092529297,0.5583810806274414,"{""type"":""Point"",""coordinates"":[-50.69395801819556,-7.260110457847814]}"
0_9027,0.17446891963481903,0.8831291794776917,"{""type"":""Point"",""coordinates"":[-48.62683503696664,-0.43789747292709147]}"
0_9053,0.1658770740032196,0.6240004897117615,"{""type"":""Point"",""coordinates"":[-61.58076303010956,-9.217892515193004]}"
0_9148,0.08887451887130737,1.2838871479034424,"{""type"":""Point"",""coordinates"":[-92.8256304890894,16.1921275382069]}"
0_9194,0.1579550951719284,1.3829973936080933,"{""type"":""Point"",""coordinates"":[-75.74659893101374,2.2814436394329753]}"
0_9208,0.19673168659210205,0.6019587516784668,"{""type"":""Point"",""coordinates"":[-50.488423231332426,-26.95360285239426]}"
0_9224,0.15359598398208618,1.70344877243042,"{""type"":""Point"",""coordinates"":[-44.269375891207176,-4.002324133814791]}"
0_9263,0.15764562785625458,1.1786341667175293,"{""type"":""Point"",""coordinates"":[-77.56201653080828,-7.075929979016767]}"
0_9286,0.17333483695983887,0.46833211183547974,"{""type"":""Point"",""coordinates"":[-55.50741397050901,-7.587056562901045]}"
0_9361,0.10442867130041122,0.4052354395389557,"{""type"":""Point"",""coordinates"":[18.17230954171627,2.3885535266928666]}"
0_9367,0.15535880625247955,0.8811760544776917,"{""type"":""Point"",""coordinates"":[18.911578404691422,-0.31780754911136644]}"
0_9426,0.17573468387126923,0.44756656885147095,"{""type"":""Point"",""coordinates"":[-57.75039806772023,-10.840876340775672]}"
0_9440,0.17563962936401367,0.3637288510799408,"{""type"":""Point"",""coordinates"":[-55.76681943238941,-11.755597347402677]}"
0_9443,0.15025992691516876,0.5309697389602661,"{""type"":""Point"",""coordinates"":[-96.58938285999469,17.72745203914707]}"
0_9453,0.1745651513338089,0.4419299364089966,"{""type"":""Point"",""coordinates"":[-57.97343522834107,-9.641797918497087]}"
0_9465,0.1489161103963852,1.2679754495620728,"{""type"":""Point"",""coordinates"":[-46.13313126790916,-4.0049304275468405]}"
0_9497,0.23417603969573975,0.4078649580478668,"{""type"":""Point"",""coordinates"":[-70.29724489116526,-12.877978275611587]}"
0_9506,0.1744937151670456,0.4902556836605072,"{""type"":""Point"",""coordinates"":[-58.19122237046656,-10.049898753300731]}"
0_9531,0.17563962936401367,0.42077457904815674,"{""type"":""Point"",""coordinates"":[-65.99077846974514,6.831831960004608]}"
0_9659,0.13776135444641113,1.3164641857147217,"{""type"":""Point"",""coordinates"":[-41.69220319640527,-4.7928445855068675]}"
0_9686,0.1510637104511261,1.4923499822616577,"{""type"":""Point"",""coordinates"":[-79.49707538552921,-4.6324816068266434]}"
0_9713,0.11511361598968506,0.37314775586128235,"{""type"":""Point"",""coordinates"":[-84.99076673025621,32.89167954007539]}"
0_9751,0.09227094799280167,0.5677632093429565,"{""type"":""Point"",""coordinates"":[27.1218317167981,-2.3010991996563828]}"
0_9777,0.16527636349201202,1.2956748008728027,"{""type"":""Point"",""coordinates"":[-72.57297331681731,8.551696312613629]}"
0_9829,0.09575941413640976,1.048681378364563,"{""type"":""Point"",""coordinates"":[-87.41068271247215,15.35711256017352]}"
0_9830,0.15719076991081238,0.5191943049430847,"{""type"":""Point"",""coordinates"":[-90.48240268987566,17.972543301645096]}"
0_9833,0.1658770740032196,0.23913057148456573,"{""type"":""Point"",""coordinates"":[-75.3934258438282,-9.77741221915228]}"
0_9863,0.15072669088840485,1.6588835716247559,"{""type"":""Point"",""coordinates"":[-95.42588070374913,17.31038142886102]}"
0_9870,0.13321971893310547,0.5164464712142944,"{""type"":""Point"",""coordinates"":[-73.77334344556571,-12.822630768107453]}"
0_9882,0.2222190648317337,0.29252609610557556,"{""type"":""Point"",""coordinates"":[-71.26577294364247,-7.738274930084839]}"
0_9888,0.1732666790485382,0.5550698637962341,"{""type"":""Point"",""coordinates"":[-55.74700344804577,-23.653497135926823]}"
0_9894,0.09939565509557724,1.026362657546997,"{""type"":""Point"",""coordinates"":[-9.577480683314384,8.256169191065604]}"
0_9935,0.08867131918668747,1.430055856704712,"{""type"":""Point"",""coordinates"":[-98.71056756008076,16.932624197660385]}"
0_9937,0.15529228746891022,0.7552291750907898,"{""type"":""Point"",""coordinates"":[18.885416444911904,3.598487179980697]}"
0_9944,0.16603714227676392,0.6751643419265747,"{""type"":""Point"",""coordinates"":[-55.90904994325708,-2.6277176744970894]}"
0_9960,0.19268740713596344,0.295382022857666,"{""type"":""Point"",""coordinates"":[14.239624886482021,2.0182240673655194]}"
0_9993,0.16063717007637024,1.1453661918640137,"{""type"":""Point"",""coordinates"":[21.390578096277928,-0.36454859149057567]}"
0_10046,0.12201938033103943,1.129167914390564,"{""type"":""Point"",""coordinates"":[23.84306745828822,3.467312846523775]}"
0_10061,0.17393893003463745,0.6582496762275696,"{""type"":""Point"",""coordinates"":[-63.59117239647399,6.596218271915389]}"
0_10086,0.18377119302749634,1.0133893489837646,"{""type"":""Point"",""coordinates"":[-75.96904213420785,-8.912109572443443]}"
0_10133,0.16527636349201202,0.42522165179252625,"{""type"":""Point"",""coordinates"":[-85.2857687807161,34.44524894125209]}"
0_10167,0.11659713834524155,1.2334105968475342,"{""type"":""Point"",""coordinates"":[11.99760000448607,4.270096819649907]}"
0_10182,0.17520391941070557,1.021279215812683,"{""type"":""Point"",""coordinates"":[13.417841130729173,4.398456370029031]}"
0_10237,0.17397375404834747,0.5669777989387512,"{""type"":""Point"",""coordinates"":[-55.69761551784361,-23.060855588999015]}"
0_10242,0.1846800446510315,0.917251467704773,"{""type"":""Point"",""coordinates"":[11.565419813331953,-1.68163345908082]}"
0_10271,0.2341909557580948,0.9833760857582092,"{""type"":""Point"",""coordinates"":[-77.46016832670912,2.440943750168684]}"
0_10278,0.15236184000968933,0.8161284327507019,"{""type"":""Point"",""coordinates"":[-49.422577570283295,-18.82830397039987]}"
0_10307,0.10049191117286682,1.2584127187728882,"{""type"":""Point"",""coordinates"":[-35.25307364034862,-6.379615166341726]}"
0_10330,0.16536067426204681,0.5125567317008972,"{""type"":""Point"",""coordinates"":[-44.40043346755396,-22.278132502196083]}"
0_10432,0.16527636349201202,0.4542770981788635,"{""type"":""Point"",""coordinates"":[-56.23227911020204,-3.9949058778170192]}"
0_10466,0.12097320705652237,0.472950279712677,"{""type"":""Point"",""coordinates"":[-105.79193225135454,23.513842117268553]}"
0_10666,0.17399102449417114,0.3453402817249298,"{""type"":""Point"",""coordinates"":[-95.1304083834432,34.6670175991881]}"
0_10671,0.165805846452713,0.3107362985610962,"{""type"":""Point"",""coordinates"":[-62.99686220285029,-9.544863757785617]}"
0_10678,0.17285585403442383,0.5054839253425598,"{""type"":""Point"",""coordinates"":[-50.97697891274593,-6.476043707497358]}"
0_10692,0.09027453511953354,1.1190835237503052,"{""type"":""Point"",""coordinates"":[-95.76440338702201,16.879193843760653]}"
0_10694,0.10674815624952316,0.5534217953681946,"{""type"":""Point"",""coordinates"":[-63.418684165377876,-17.331602694155123]}"
0_10728,0.16527636349201202,0.516177237033844,"{""type"":""Point"",""coordinates"":[-85.14142524797809,14.944463551074291]}"
0_10736,0.15956100821495056,0.5510854721069336,"{""type"":""Point"",""coordinates"":[17.746040144868008,-1.112689378954893]}"
0_10741,0.11304328590631485,1.0929288864135742,"{""type"":""Point"",""coordinates"":[-11.2145212804627,9.049709928050385]}"
0_10779,0.15764562785625458,0.7139775156974792,"{""type"":""Point"",""coordinates"":[-47.18657931985497,-22.043310255120648]}"
0_10792,0.17573468387126923,0.311714768409729,"{""type"":""Point"",""coordinates"":[-53.05038207717014,-9.774893080207812]}"
0_10806,0.21241413056850433,0.9855254888534546,"{""type"":""Point"",""coordinates"":[-44.97074781466764,-3.097622637589501]}"
0_10826,0.1164139062166214,0.3870712220668793,"{""type"":""Point"",""coordinates"":[-85.56186028240185,34.15312748752981]}"
0_10843,0.09895280748605728,1.0695573091506958,"{""type"":""Point"",""coordinates"":[11.850818675623803,3.7024938582328266]}"
0_10860,0.15025992691516876,0.45043814182281494,"{""type"":""Point"",""coordinates"":[-49.47354356175165,-7.978620129958698]}"
0_10891,0.15140379965305328,0.5711092352867126,"{""type"":""Point"",""coordinates"":[-55.61952542471959,-22.779742043566934]}"
0_10892,0.10527526587247849,0.7988712787628174,"{""type"":""Point"",""coordinates"":[-64.56812772377296,-17.062232815071635]}"
0_10895,0.11467305570840836,0.8612174391746521,"{""type"":""Point"",""coordinates"":[18.988132558403247,-3.2615237241474397]}"
0_10918,0.16853134334087372,1.1844755411148071,"{""type"":""Point"",""coordinates"":[-77.78291377375702,8.88750568653982]}"
0_11129,0.1739947497844696,0.8133772015571594,"{""type"":""Point"",""coordinates"":[-51.53966550773324,-23.014716515207585]}"
0_11167,0.17516636848449707,0.6833598017692566,"{""type"":""Point"",""coordinates"":[-43.04095120635762,-20.585169538023575]}"
0_11208,0.16527636349201202,0.3309343159198761,"{""type"":""Point"",""coordinates"":[-62.727477154039214,-9.277038014807216]}"
0_11237,0.12155560404062271,1.193315863609314,"{""type"":""Point"",""coordinates"":[-35.161538464725005,-7.003516811256919]}"
0_11246,0.11938165128231049,0.8327247500419617,"{""type"":""Point"",""coordinates"":[26.479627442465894,-0.8891315149937385]}"
0_11254,0.16429686546325684,0.2993564307689667,"{""type"":""Point"",""coordinates"":[-64.44076169166415,-7.462859539301704]}"
0_11290,0.12288672477006912,1.0138750076293945,"{""type"":""Point"",""coordinates"":[-46.70207661408833,-4.560954021932518]}"
0_11298,0.12334372103214264,0.5486472249031067,"{""type"":""Point"",""coordinates"":[-54.5977786090007,-24.813420673311256]}"
0_11313,0.09557922184467316,0.7604209184646606,"{""type"":""Point"",""coordinates"":[22.109557398730303,4.497623996066937]}"
0_11334,0.2274814248085022,0.3471601903438568,"{""type"":""Point"",""coordinates"":[-64.2307064898067,2.38936500739554]}"
0_11364,0.13776135444641113,1.2577903270721436,"{""type"":""Point"",""coordinates"":[-90.50260701348363,19.34536758329527]}"
0_11376,0.11129670590162277,1.1288609504699707,"{""type"":""Point"",""coordinates"":[-56.352344566536864,-25.728341335461725]}"
0_11384,0.17261116206645966,0.8052299618721008,"{""type"":""Point"",""coordinates"":[-89.31851912678921,20.31543275232655]}"
0_11385,0.1658705472946167,0.5306114554405212,"{""type"":""Point"",""coordinates"":[-56.02381299769457,-1.2832108645059979]}"
0_11403,0.12038354575634003,0.6294595003128052,"{""type"":""Point"",""coordinates"":[19.658417273178447,-0.17406190933572152]}"
0_11408,0.13466915488243103,0.4826640486717224,"{""type"":""Point"",""coordinates"":[-67.59912955370957,-10.552214100130877]}"
0_11418,0.2520948052406311,0.8412837982177734,"{""type"":""Point"",""coordinates"":[-75.15915135730154,0.9671886767202437]}"
0_11479,0.17520441114902496,0.562386691570282,"{""type"":""Point"",""coordinates"":[-52.37264665689381,-3.8786501952168013]}"
0_11531,0.23417603969573975,0.4089342951774597,"{""type"":""Point"",""coordinates"":[-48.86424717340637,-25.86763974941749]}"
0_11547,0.15236184000968933,0.3811112940311432,"{""type"":""Point"",""coordinates"":[-51.346976135147806,-21.484655426498545]}"
0_11586,0.19775262475013733,0.5490782260894775,"{""type"":""Point"",""coordinates"":[-54.03726768903866,-26.365123693604055]}"
0_11629,0.15764562785625458,0.48063647747039795,"{""type"":""Point"",""coordinates"":[-51.28424324337486,-9.611568844433354]}"
0_11665,0.21936339139938354,0.3854760229587555,"{""type"":""Point"",""coordinates"":[-76.14412315356478,4.222889020136532]}"
0_11675,0.13776135444641113,0.4420505464076996,"{""type"":""Point"",""coordinates"":[-58.0120835131193,-18.72669846104581]}"
0_11677,0.1657777577638626,0.588547945022583,"{""type"":""Point"",""coordinates"":[9.996519906886649,-0.04208917614201295]}"
0_11678,0.32402294874191284,1.106527328491211,"{""type"":""Point"",""coordinates"":[-88.47801707972278,17.147662908143424]}"
0_11693,0.15764562785625458,0.45419222116470337,"{""type"":""Point"",""coordinates"":[-49.306183893667864,-7.763887534596605]}"
0_11717,0.15764562785625458,0.4153025448322296,"{""type"":""Point"",""coordinates"":[-52.96142874624889,-12.388452973085245]}"
0_11743,0.15359598398208618,0.5832670331001282,"{""type"":""Point"",""coordinates"":[-87.69777781303208,19.823080499170196]}"
0_11744,0.2222190648317337,0.3517930507659912,"{""type"":""Point"",""coordinates"":[13.795241391464401,0.19474731745563836]}"
0_11830,0.16525357961654663,0.6054006218910217,"{""type"":""Point"",""coordinates"":[-55.329102009756824,-6.851697777811029]}"
0_11886,0.1642223596572876,0.4131301939487457,"{""type"":""Point"",""coordinates"":[-71.68684443627798,-12.732154823890037]}"
0_11903,0.11268982291221619,1.2739216089248657,"{""type"":""Point"",""coordinates"":[-49.702580104630165,-2.656451837254565]}"
0_11920,0.14696159958839417,0.4200860261917114,"{""type"":""Point"",""coordinates"":[-92.66069339183962,32.6818460529823]}"
0_11937,0.11928607523441315,0.5538575649261475,"{""type"":""Point"",""coordinates"":[-90.2018334026767,17.30848605928111]}"
0_11939,0.09633857756853104,1.801072120666504,"{""type"":""Point"",""coordinates"":[-72.63563938477492,10.254201743682378]}"
0_11963,0.17279398441314697,0.2574053406715393,"{""type"":""Point"",""coordinates"":[-74.18255489931755,-8.445016643781052]}"
0_12034,0.38266706466674805,0.8050746917724609,"{""type"":""Point"",""coordinates"":[19.881556249897255,2.316110736637771]}"
0_12201,0.31496086716651917,0.578289270401001,"{""type"":""Point"",""coordinates"":[-41.09465518814429,-20.740179448934374]}"
0_12322,0.16563992202281952,0.506617546081543,"{""type"":""Point"",""coordinates"":[-55.33769692278458,-4.37624003737377]}"
0_12336,0.1642223596572876,0.47174909710884094,"{""type"":""Point"",""coordinates"":[-53.050079755635885,-6.500153918529147]}"
0_12352,0.10450856387615204,0.5350629687309265,"{""type"":""Point"",""coordinates"":[-72.17744122564169,-13.90894151056666]}"
0_12378,0.165805846452713,0.31118112802505493,"{""type"":""Point"",""coordinates"":[-61.93300436040526,1.7492147302991317]}"
0_12400,0.17762479186058044,0.6957097053527832,"{""type"":""Point"",""coordinates"":[-8.149560159420297,5.352878963849928]}"
0_12435,0.11305314302444458,0.8945183753967285,"{""type"":""Point"",""coordinates"":[-50.35586098981501,-4.580610640037669]}"
0_12438,0.17516636848449707,0.4385886490345001,"{""type"":""Point"",""coordinates"":[-66.24736022216912,4.595932764918254]}"
0_12468,0.15359598398208618,0.2746409475803375,"{""type"":""Point"",""coordinates"":[-87.5681684094175,20.50588860644403]}"
0_12508,0.3579355776309967,0.616154134273529,"{""type"":""Point"",""coordinates"":[-89.55454043299946,15.980075821182266]}"
0_12522,0.1748378723859787,0.658863365650177,"{""type"":""Point"",""coordinates"":[-57.07276420246904,-14.151115568012976]}"
0_12525,0.15236184000968933,0.3120948374271393,"{""type"":""Point"",""coordinates"":[-60.19556963982912,-16.371877308425027]}"
0_12569,0.1165420264005661,0.6943416595458984,"{""type"":""Point"",""coordinates"":[-66.97692777719205,-15.684376113681289]}"
0_12600,0.1364409625530243,0.4862542748451233,"{""type"":""Point"",""coordinates"":[-64.60718696631518,-9.661759823175402]}"
0_12606,0.16536067426204681,0.3189198970794678,"{""type"":""Point"",""coordinates"":[-67.19053082497152,-12.660618924180822]}"
0_12617,0.2199305146932602,0.6105810403823853,"{""type"":""Point"",""coordinates"":[-69.38515081514349,-12.794273410527456]}"
0_12650,0.1719418466091156,0.8324686884880066,"{""type"":""Point"",""coordinates"":[-76.07371458498301,7.335776914530004]}"
0_12731,0.13776135444641113,0.5764622092247009,"{""type"":""Point"",""coordinates"":[-106.70847774590167,25.540566281062265]}"
0_12740,0.16153810918331146,0.8743646740913391,"{""type"":""Point"",""coordinates"":[-48.80005905083886,-27.377479747694935]}"
0_12781,0.35474032163619995,0.9330366849899292,"{""type"":""Point"",""coordinates"":[-46.761721443914,-22.765023886876687]}"
0_12784,0.17563962936401367,0.4573298394680023,"{""type"":""Point"",""coordinates"":[-78.578794892772,9.398245372660606]}"
0_12822,0.12321408092975616,0.576637327671051,"{""type"":""Point"",""coordinates"":[-90.40869777139164,17.718759847955745]}"
0_12872,0.097043976187706,0.4096093475818634,"{""type"":""Point"",""coordinates"":[24.26958996453497,-12.80091149380235]}"
0_12875,0.12201938033103943,0.5009004473686218,"{""type"":""Point"",""coordinates"":[-56.11450770012087,-23.074190509203962]}"
0_12912,0.1658480316400528,0.5688738226890564,"{""type"":""Point"",""coordinates"":[15.101742233884083,3.473236551611737]}"
0_12937,0.1164139062166214,0.7904228568077087,"{""type"":""Point"",""coordinates"":[-72.29212206660256,2.445433062926144]}"
0_12961,0.17405538260936737,0.3113398849964142,"{""type"":""Point"",""coordinates"":[-54.42702637112634,-8.418886141260312]}"
0_13044,0.16429686546325684,0.880519449710846,"{""type"":""Point"",""coordinates"":[-58.67370824275087,-3.5450164626653637]}"
0_13069,0.15271468460559845,0.39479634165763855,"{""type"":""Point"",""coordinates"":[-77.75967052611858,-7.384057878245482]}"
0_13088,0.16527636349201202,0.41483503580093384,"{""type"":""Point"",""coordinates"":[-56.236755967381505,-4.280216214946512]}"
0_13089,0.11160995811223984,1.3890776634216309,"{""type"":""Point"",""coordinates"":[-91.77800865753424,16.422449480115972]}"
0_13116,0.33903178572654724,1.0146913528442383,"{""type"":""Point"",""coordinates"":[-70.54613100094751,18.350440040012273]}"
0_13135,0.10730618983507156,1.204309344291687,"{""type"":""Point"",""coordinates"":[-68.65494916315923,8.484795025123871]}"
0_13203,0.1164139062166214,0.5114380121231079,"{""type"":""Point"",""coordinates"":[-73.64956610154188,7.517229770641216]}"
0_13272,0.10613580793142319,1.240357756614685,"{""type"":""Point"",""coordinates"":[13.008297091657555,-4.790779678260872]}"
0_13322,0.10391145199537277,0.285169780254364,"{""type"":""Point"",""coordinates"":[-48.65246579690973,-23.8186681635108]}"
0_13381,0.16527636349201202,0.6204828023910522,"{""type"":""Point"",""coordinates"":[-50.53353305770808,-1.484576755930539]}"
0_13437,0.2939520478248596,0.7896870970726013,"{""type"":""Point"",""coordinates"":[-45.8628158615919,-23.40398501848629]}"
0_13459,0.22590084373950958,1.1184109449386597,"{""type"":""Point"",""coordinates"":[-45.241061262703695,-4.2151120968280225]}"
0_13513,0.13742466270923615,1.0833723545074463,"{""type"":""Point"",""coordinates"":[-44.86394844845346,-16.07748672047208]}"
0_13544,0.13812340795993805,0.5500258207321167,"{""type"":""Point"",""coordinates"":[19.345273316965002,-2.162625703480688]}"
0_13548,0.10256952792406082,1.2106060981750488,"{""type"":""Point"",""coordinates"":[-85.05350295420442,13.783228041101603]}"
0_13577,0.10862942785024643,0.7681839466094971,"{""type"":""Point"",""coordinates"":[11.77550453979739,2.591658572080945]}"
0_13615,0.12304496020078659,1.1362093687057495,"{""type"":""Point"",""coordinates"":[-75.09517066485355,7.617864627989849]}"
0_13624,0.17563962936401367,0.4457350969314575,"{""type"":""Point"",""coordinates"":[-53.970553809661226,-12.2429861864624]}"
0_13626,0.12412542849779129,0.4438401758670807,"{""type"":""Point"",""coordinates"":[-73.33364820062943,4.26801800720971]}"
0_13637,0.10628350079059601,0.8335258960723877,"{""type"":""Point"",""coordinates"":[-83.43614060974829,8.584547883724621]}"
