system:index,ir,va,.geo
0_5221,0.16525357961654663,0.36221951246261597,"{""type"":""Point"",""coordinates"":[-92.7069745468701,30.97277223583049]}"
0_5225,0.16603714227676392,0.36143770813941956,"{""type"":""Point"",""coordinates"":[-93.06674758007705,30.518906710323083]}"
0_5292,0.16018851101398468,0.32082870602607727,"{""type"":""Point"",""coordinates"":[26.729106414801322,1.6959569851749428]}"
0_5390,0.09066283702850342,1.4663474559783936,"{""type"":""Point"",""coordinates"":[0.6690239863942391,7.677461839214407]}"
0_5412,0.09775492548942566,0.3075828552246094,"{""type"":""Point"",""coordinates"":[9.618787982357833,5.411830667219595]}"
0_5434,0.11355585604906082,0.3880671262741089,"{""type"":""Point"",""coordinates"":[-85.61248990364541,34.813430156329844]}"
0_5469,0.15764562785625458,0.4662325978279114,"{""type"":""Point"",""coordinates"":[-50.78373693506922,-8.74771104963072]}"
0_5480,0.16470886766910553,0.3449160158634186,"{""type"":""Point"",""coordinates"":[-92.47227062823218,32.17435348535829]}"
0_5488,0.1537066549062729,0.6311370134353638,"{""type"":""Point"",""coordinates"":[-51.547748895006066,-10.516250530692293]}"
0_5490,0.16536067426204681,0.390503853559494,"{""type"":""Point"",""coordinates"":[-67.19655002114413,-12.335092670116916]}"
0_5504,0.17573468387126923,0.4713025987148285,"{""type"":""Point"",""coordinates"":[-40.83507889463441,-19.414065559633695]}"
0_5535,0.10151121765375137,0.22789976000785828,"{""type"":""Point"",""coordinates"":[-55.48787276839151,-27.580678133461134]}"
0_5580,0.09878503531217575,0.4694647192955017,"{""type"":""Point"",""coordinates"":[-50.42894142420556,-8.797173195066135]}"
0_5605,0.17071035504341125,0.5923495888710022,"{""type"":""Point"",""coordinates"":[-59.676836777552566,-3.7436591429969597]}"
0_5670,0.10557509958744049,1.0853804349899292,"{""type"":""Point"",""coordinates"":[10.918585146021012,3.9403773103080733]}"
0_5678,0.09875517338514328,0.7899733781814575,"{""type"":""Point"",""coordinates"":[-79.58368001064048,-3.2628413649066323]}"
0_5766,0.15236184000968933,0.7062078714370728,"{""type"":""Point"",""coordinates"":[-43.72781360893958,-4.773436668608387]}"
0_5825,0.09771675616502762,0.5253112316131592,"{""type"":""Point"",""coordinates"":[-54.89153452330826,-26.46974372843309]}"
0_5855,0.10496696829795837,0.9564754366874695,"{""type"":""Point"",""coordinates"":[-64.19422061845559,-23.207682109810673]}"
0_5867,0.17399102449417114,0.5751060843467712,"{""type"":""Point"",""coordinates"":[-59.75540656987079,2.1501721912348937]}"
0_5907,0.1343933790922165,0.9191938638687134,"{""type"":""Point"",""coordinates"":[-43.25361376142571,-19.909992489852765]}"
0_5945,0.21550793945789337,1.4778660535812378,"{""type"":""Point"",""coordinates"":[-45.12699719146973,-3.2453152449928724]}"
0_5963,0.09951233118772507,0.555920422077179,"{""type"":""Point"",""coordinates"":[-66.96166774533751,-7.676413798194999]}"
0_5984,0.11584766209125519,0.8199329376220703,"{""type"":""Point"",""coordinates"":[-88.48276409000138,18.913543473469105]}"
0_6025,0.16527636349201202,0.43818384408950806,"{""type"":""Point"",""coordinates"":[-56.1108974454589,-4.137090122621819]}"
0_6062,0.13776135444641113,0.5239425301551819,"{""type"":""Point"",""coordinates"":[-64.21189454971928,-21.868315632601995]}"
0_6080,0.13541924953460693,0.463510125875473,"{""type"":""Point"",""coordinates"":[-41.47881237623491,-21.372084179407302]}"
0_6113,0.10586641728878021,0.3848765790462494,"{""type"":""Point"",""coordinates"":[-84.49195868276988,9.740187720703672]}"
0_6141,0.16536067426204681,0.32520025968551636,"{""type"":""Point"",""coordinates"":[-61.03872205426095,8.634654923251828]}"
0_6205,0.16546019911766052,0.6113283634185791,"{""type"":""Point"",""coordinates"":[-77.3958634248214,8.231424551480035]}"
0_6230,0.1479228287935257,1.1934363842010498,"{""type"":""Point"",""coordinates"":[-9.299259326643183,5.976301022089985]}"
0_6242,0.11690158396959305,0.47292956709861755,"{""type"":""Point"",""coordinates"":[-54.418018840511074,-26.086980289732818]}"
0_6273,0.3431675136089325,1.5990387201309204,"{""type"":""Point"",""coordinates"":[-86.6825240910517,15.391266639531285]}"
0_6275,0.1586868017911911,0.43744221329689026,"{""type"":""Point"",""coordinates"":[-89.90784735666075,17.500039912825198]}"
0_6328,0.25259169936180115,0.5113238096237183,"{""type"":""Point"",""coordinates"":[11.916283015848952,1.7819341878605093]}"
0_6359,0.17563962936401367,0.23675747215747833,"{""type"":""Point"",""coordinates"":[-49.26465970825061,-6.168497223819605]}"
0_6373,0.3678620457649231,1.0352410078048706,"{""type"":""Point"",""coordinates"":[-7.082017758233731,5.640767591398119]}"
0_6377,0.1748378723859787,0.5576274991035461,"{""type"":""Point"",""coordinates"":[-66.30558846835534,-16.731263087673085]}"
0_6380,0.20126283168792725,0.8984624743461609,"{""type"":""Point"",""coordinates"":[-74.82387323041105,2.385568109346057]}"
0_6405,0.10566525161266327,0.8510813117027283,"{""type"":""Point"",""coordinates"":[9.560199964022113,6.030209267906077]}"
0_6479,0.09057416021823883,1.1288096904754639,"{""type"":""Point"",""coordinates"":[-41.47371083692489,-3.110017003772747]}"
0_6517,0.17573468387126923,0.9337424039840698,"{""type"":""Point"",""coordinates"":[-47.679299060544544,-3.369199884211868]}"
0_6520,0.1732666790485382,0.432759165763855,"{""type"":""Point"",""coordinates"":[-63.75987611207445,-12.5181329921473]}"
0_6539,0.17452526092529297,0.4323295056819916,"{""type"":""Point"",""coordinates"":[-56.849853470192194,-12.347045191696562]}"
0_6545,0.15201810002326965,0.5524634718894958,"{""type"":""Point"",""coordinates"":[-88.46596318100335,19.27810541010987]}"
0_6579,0.1640646755695343,0.48354923725128174,"{""type"":""Point"",""coordinates"":[-76.76151740177362,3.5545339324268537]}"
0_6611,0.14453835785388947,1.7446749210357666,"{""type"":""Point"",""coordinates"":[12.309338613503323,4.533202468043622]}"
0_6627,0.1047392189502716,0.5870841145515442,"{""type"":""Point"",""coordinates"":[-55.903804990397454,-24.64027582698311]}"
0_6653,0.24336035549640656,0.6639634370803833,"{""type"":""Point"",""coordinates"":[-50.56538621065845,-25.901769419446097]}"
0_6660,0.1164139062166214,0.5777976512908936,"{""type"":""Point"",""coordinates"":[18.38998185259439,-3.2390755701214116]}"
0_6668,0.19899006187915802,0.17663852870464325,"{""type"":""Point"",""coordinates"":[-49.90945909537703,-28.21564151387437]}"
0_6691,0.17563962936401367,0.5191583037376404,"{""type"":""Point"",""coordinates"":[-48.83294371706731,-6.668747017093801]}"
0_6719,0.18117505311965942,0.7240340113639832,"{""type"":""Point"",""coordinates"":[-75.08765543441295,5.658423459156617]}"
0_6739,0.10898852348327637,0.44787365198135376,"{""type"":""Point"",""coordinates"":[18.39440705343261,3.8365109497624634]}"
0_6744,0.17187097668647766,0.6139516830444336,"{""type"":""Point"",""coordinates"":[27.30969129731444,-1.3312450199574857]}"
0_6751,0.10698255151510239,0.4403817057609558,"{""type"":""Point"",""coordinates"":[-7.232537909920509,5.257727793745578]}"
0_6757,0.20938780903816223,0.5707113146781921,"{""type"":""Point"",""coordinates"":[-98.43356178035701,20.35603535942918]}"
0_6758,0.09283262491226196,0.7908552289009094,"{""type"":""Point"",""coordinates"":[-77.30749563062636,21.484968236758387]}"
0_6786,0.1370004117488861,0.46107345819473267,"{""type"":""Point"",""coordinates"":[-86.81486061405505,34.003022684853626]}"
0_6802,0.17573468387126923,0.9069790244102478,"{""type"":""Point"",""coordinates"":[-47.88962830228315,-3.3638704862846533]}"
0_6841,0.13776135444641113,1.1334350109100342,"{""type"":""Point"",""coordinates"":[-43.94312768325678,-5.428712071260146]}"
