system:index,ia,vr,.geo
0_5014,1.4375903606414795,0.26132848858833313,"{""type"":""Point"",""coordinates"":[-72.18895041506097,18.821904259265178]}"
0_5027,1.1898672580718994,0.09751970320940018,"{""type"":""Point"",""coordinates"":[-55.713848296701784,-26.080384708142287]}"
0_5051,1.1210973262786865,0.11796499043703079,"{""type"":""Point"",""coordinates"":[12.623908268444096,-0.5698475066675627]}"
0_5094,0.7374873161315918,0.1246660053730011,"{""type"":""Point"",""coordinates"":[17.146543814197514,1.7652313165183746]}"
0_5097,0.6857762336730957,0.28003770112991333,"{""type"":""Point"",""coordinates"":[-88.32425811105244,13.299715029686116]}"
0_5136,0.837950587272644,0.10420814156532288,"{""type"":""Point"",""coordinates"":[12.286393416924433,-0.656793141140707]}"
0_5164,1.2704191207885742,0.11798521131277084,"{""type"":""Point"",""coordinates"":[-85.09967276792109,12.512020194060758]}"
0_5185,1.2456883192062378,0.09854404628276825,"{""type"":""Point"",""coordinates"":[-70.45900219793988,10.291253709497107]}"
0_5245,1.2604210376739502,0.12055889517068863,"{""type"":""Point"",""coordinates"":[-44.3554503627107,-15.466535323414975]}"
0_5266,0.7768916487693787,0.12325656414031982,"{""type"":""Point"",""coordinates"":[-9.549958813287933,6.934325258048278]}"
0_5292,1.0849642753601074,0.0924057587981224,"{""type"":""Point"",""coordinates"":[26.729106414801322,1.6959569851749428]}"
0_5294,0.7305023074150085,0.26367080211639404,"{""type"":""Point"",""coordinates"":[-12.71926062550586,8.841525753623873]}"
0_5296,2.0454483032226562,1.11171293258667,"{""type"":""Point"",""coordinates"":[-74.48051522248394,-10.190139110513543]}"
0_5327,1.247765064239502,0.12163671106100082,"{""type"":""Point"",""coordinates"":[11.850441862753497,8.228865588340573]}"
0_5390,0.65382319688797,0.13342660665512085,"{""type"":""Point"",""coordinates"":[0.6690239863942391,7.677461839214407]}"
0_5412,1.118119716644287,0.1052585169672966,"{""type"":""Point"",""coordinates"":[9.618787982357833,5.411830667219595]}"
0_5434,0.7403450608253479,0.10896959155797958,"{""type"":""Point"",""coordinates"":[-85.61248990364541,34.813430156329844]}"
0_5469,1.3602598905563354,0.1185692697763443,"{""type"":""Point"",""coordinates"":[-50.78373693506922,-8.74771104963072]}"
0_5480,0.731521487236023,0.14814262092113495,"{""type"":""Point"",""coordinates"":[-92.47227062823218,32.17435348535829]}"
0_5488,1.1416699886322021,0.10899506509304047,"{""type"":""Point"",""coordinates"":[-51.547748895006066,-10.516250530692293]}"
0_5490,0.7291427850723267,0.1286049783229828,"{""type"":""Point"",""coordinates"":[-67.19655002114413,-12.335092670116916]}"
0_5535,0.9779194593429565,0.0923701599240303,"{""type"":""Point"",""coordinates"":[-55.48787276839151,-27.580678133461134]}"
0_5536,1.0780993700027466,0.756654679775238,"{""type"":""Point"",""coordinates"":[-86.48187366504219,13.534326736698462]}"
0_5580,0.8270250558853149,0.17864985764026642,"{""type"":""Point"",""coordinates"":[-50.42894142420556,-8.797173195066135]}"
0_5670,1.4264034032821655,0.07519573718309402,"{""type"":""Point"",""coordinates"":[10.918585146021012,3.9403773103080733]}"
0_5680,0.6510263681411743,0.3473637104034424,"{""type"":""Point"",""coordinates"":[-6.860714877881736,7.794278302345287]}"
0_5699,1.2073791027069092,0.9250462651252747,"{""type"":""Point"",""coordinates"":[-74.35210809407259,-6.639230844934204]}"
0_5757,0.9221105575561523,0.3629915118217468,"{""type"":""Point"",""coordinates"":[-104.62334543619579,20.641874285998327]}"
0_5766,1.489989995956421,0.12279071658849716,"{""type"":""Point"",""coordinates"":[-43.72781360893958,-4.773436668608387]}"
0_5855,2.714080810546875,0.11215772479772568,"{""type"":""Point"",""coordinates"":[-64.19422061845559,-23.207682109810673]}"
0_5860,1.2850250005722046,0.6349443197250366,"{""type"":""Point"",""coordinates"":[-86.51622655103655,15.488075351681266]}"
0_5864,1.2477413415908813,0.14712926745414734,"{""type"":""Point"",""coordinates"":[-77.00115612446437,5.602630353309457]}"
0_5867,0.7274293303489685,0.13867191970348358,"{""type"":""Point"",""coordinates"":[-59.75540656987079,2.1501721912348937]}"
0_5894,1.2603015899658203,0.10205439478158951,"{""type"":""Point"",""coordinates"":[-42.70217298176768,-11.626439205799908]}"
0_5907,1.9334187507629395,0.19561675190925598,"{""type"":""Point"",""coordinates"":[-43.25361376142571,-19.909992489852765]}"
0_5954,1.2241511344909668,0.13881367444992065,"{""type"":""Point"",""coordinates"":[-57.56960599673008,-11.214718186404244]}"
0_5963,1.4695976972579956,0.09562989324331284,"{""type"":""Point"",""coordinates"":[-66.96166774533751,-7.676413798194999]}"
0_6013,0.7125208973884583,0.2060779482126236,"{""type"":""Point"",""coordinates"":[-6.3003884128008565,7.539413829658322]}"
0_6025,1.254034161567688,0.11048340052366257,"{""type"":""Point"",""coordinates"":[-56.1108974454589,-4.137090122621819]}"
0_6028,0.8300862908363342,0.23445439338684082,"{""type"":""Point"",""coordinates"":[-2.724121060904722,6.593060135817924]}"
0_6059,1.2389663457870483,0.5530775785446167,"{""type"":""Point"",""coordinates"":[15.528279143252128,2.9772693045598495]}"
0_6062,1.4772568941116333,0.21247880160808563,"{""type"":""Point"",""coordinates"":[-64.21189454971928,-21.868315632601995]}"
0_6080,1.2232393026351929,0.277185320854187,"{""type"":""Point"",""coordinates"":[-41.47881237623491,-21.372084179407302]}"
0_6113,1.4520680904388428,0.3535398244857788,"{""type"":""Point"",""coordinates"":[-84.49195868276988,9.740187720703672]}"
0_6204,1.2219312191009521,1.0860565900802612,"{""type"":""Point"",""coordinates"":[-71.76677440407852,18.31578304737367]}"
