system:index,fa,ir,.geo
0_3462,0.6224501729011536,0.162054643034935,"{""type"":""Point"",""coordinates"":[-83.06271596144775,8.916087997087926]}"
0_3489,0.465713769197464,0.17393893003463745,"{""type"":""Point"",""coordinates"":[-50.09501465820328,0.17624457314534442]}"
0_3585,0.22146812081336975,0.12311907857656479,"{""type"":""Point"",""coordinates"":[-61.4774672529079,7.043964003161699]}"
0_3608,1.121840000152588,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-47.43570279707829,-9.265948568214082]}"
0_3622,0.29321497678756714,0.11355585604906082,"{""type"":""Point"",""coordinates"":[-64.34256834893027,-16.461363765679238]}"
0_3645,1.2414987087249756,0.151117205619812,"{""type"":""Point"",""coordinates"":[-73.17860112714051,9.790359757435327]}"
0_3743,2.9426486492156982,0.10385619848966599,"{""type"":""Point"",""coordinates"":[-70.65624875498659,9.7368877164025]}"
0_3873,0.6196975708007812,0.21748614311218262,"{""type"":""Point"",""coordinates"":[-75.95646564305498,-8.825057216946442]}"
0_3889,2.033231258392334,0.13518016040325165,"{""type"":""Point"",""coordinates"":[-42.18575188948576,-20.68726100837161]}"
0_3922,0.30439433455467224,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-46.72689426409312,-3.9593190803333225]}"
0_3937,0.5387861132621765,0.1813056617975235,"{""type"":""Point"",""coordinates"":[-76.52441065977727,4.001594667563549]}"
0_4017,2.669506072998047,0.11774694919586182,"{""type"":""Point"",""coordinates"":[-4.604738588697627,5.372591397091229]}"
0_4019,1.8031121492385864,0.11135909706354141,"{""type"":""Point"",""coordinates"":[-72.980675028626,9.562387799829347]}"
0_4046,0.20815791189670563,0.17452526092529297,"{""type"":""Point"",""coordinates"":[-52.710561851147865,-3.0239238078445116]}"
0_4113,0.5487898588180542,0.1045299544930458,"{""type"":""Point"",""coordinates"":[-8.150128149243798,6.013508839450738]}"
0_4136,0.1777472048997879,0.16470886766910553,"{""type"":""Point"",""coordinates"":[-55.08407388169677,-3.4645071943906554]}"
0_4140,0.18464753031730652,0.16536067426204681,"{""type"":""Point"",""coordinates"":[-51.79812843796407,0.7287805948314471]}"
0_4146,1.356049656867981,0.18717359006404877,"{""type"":""Point"",""coordinates"":[-75.50216586332746,1.336755422088179]}"
0_4152,2.031153678894043,0.11947288364171982,"{""type"":""Point"",""coordinates"":[-78.48908407035923,-5.8458491726769894]}"
0_4160,0.5465040802955627,0.1014864444732666,"{""type"":""Point"",""coordinates"":[17.6187251141969,4.076227397284397]}"
0_4163,1.5505925416946411,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-45.974340185598045,-3.7859651998880106]}"
0_4259,0.22137229144573212,0.11206849664449692,"{""type"":""Point"",""coordinates"":[-61.449396756639196,8.924049260766285]}"
0_4279,0.21463969349861145,0.15236184000968933,"{""type"":""Point"",""coordinates"":[23.4765064534592,5.376121886395863]}"
0_4305,0.5275883078575134,0.38266706466674805,"{""type"":""Point"",""coordinates"":[19.45843138315632,2.3489182012942367]}"
0_4347,0.45410609245300293,0.11302673816680908,"{""type"":""Point"",""coordinates"":[-73.86114339509619,-12.434274283050415]}"
0_4382,1.1574383974075317,0.1045018881559372,"{""type"":""Point"",""coordinates"":[-79.82627070810162,22.333044341388266]}"
0_4454,0.14139795303344727,0.1658770740032196,"{""type"":""Point"",""coordinates"":[-51.308668937161755,3.7998200431526206]}"
0_4503,0.6560095548629761,0.17573468387126923,"{""type"":""Point"",""coordinates"":[-59.65525007375471,4.19399095584633]}"
0_4562,2.1423323154449463,0.11601380258798599,"{""type"":""Point"",""coordinates"":[14.95940923315133,-1.0610243289525962]}"
0_4563,0.25655418634414673,0.24899029731750488,"{""type"":""Point"",""coordinates"":[-61.4719197691256,0.14871360926291194]}"
0_4574,0.19594039022922516,0.16588127613067627,"{""type"":""Point"",""coordinates"":[-51.19619287660373,2.4943774754384043]}"
0_4586,0.5055583715438843,0.0965174213051796,"{""type"":""Point"",""coordinates"":[-10.954586629412542,6.85201989586116]}"
0_4623,0.5378803014755249,0.10355082154273987,"{""type"":""Point"",""coordinates"":[-54.66582700290687,-26.96587475217042]}"
0_4647,0.17447814345359802,0.15137235820293427,"{""type"":""Point"",""coordinates"":[-53.60154268006002,-2.1222482913533725]}"
0_4652,1.3438947200775146,0.09925242513418198,"{""type"":""Point"",""coordinates"":[-10.891308279510197,7.480121736596807]}"
0_4655,0.469637006521225,0.16165854036808014,"{""type"":""Point"",""coordinates"":[10.187337519497273,-0.14952600559362314]}"
0_4683,1.5020272731781006,0.1195039302110672,"{""type"":""Point"",""coordinates"":[-75.17026579586513,-11.173343621826026]}"
0_4721,0.2738626301288605,0.22252701222896576,"{""type"":""Point"",""coordinates"":[-60.20885882925886,-1.9504609672544784]}"
0_4722,1.4850592613220215,0.10712588578462601,"{""type"":""Point"",""coordinates"":[-77.27561605564114,18.259937764228237]}"
0_4810,1.0719846487045288,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-47.55693676451862,-9.294307146839328]}"
0_5001,0.18846005201339722,0.16525357961654663,"{""type"":""Point"",""coordinates"":[-63.277871938492055,6.14080141519268]}"
0_5027,2.3907549381256104,0.1658770740032196,"{""type"":""Point"",""coordinates"":[-55.713848296701784,-26.080384708142287]}"
0_5051,0.31074047088623047,0.25259169936180115,"{""type"":""Point"",""coordinates"":[12.623908268444096,-0.5698475066675627]}"
0_5097,2.933373212814331,0.23356300592422485,"{""type"":""Point"",""coordinates"":[-88.32425811105244,13.299715029686116]}"
0_5136,0.4744580090045929,0.14877790212631226,"{""type"":""Point"",""coordinates"":[12.286393416924433,-0.656793141140707]}"
0_5185,1.9040470123291016,0.09183002263307571,"{""type"":""Point"",""coordinates"":[-70.45900219793988,10.291253709497107]}"
0_5198,0.2040487378835678,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-60.87705112131485,5.5454114781636745]}"
0_5412,0.5902047157287598,0.09775492548942566,"{""type"":""Point"",""coordinates"":[9.618787982357833,5.411830667219595]}"
0_5490,0.22007247805595398,0.16536067426204681,"{""type"":""Point"",""coordinates"":[-67.19655002114413,-12.335092670116916]}"
0_5504,2.369340419769287,0.17573468387126923,"{""type"":""Point"",""coordinates"":[-40.83507889463441,-19.414065559633695]}"
0_5535,2.369137763977051,0.10151121765375137,"{""type"":""Point"",""coordinates"":[-55.48787276839151,-27.580678133461134]}"
0_5605,0.599351167678833,0.17071035504341125,"{""type"":""Point"",""coordinates"":[-59.676836777552566,-3.7436591429969597]}"
0_5678,1.7841334342956543,0.09875517338514328,"{""type"":""Point"",""coordinates"":[-79.58368001064048,-3.2628413649066323]}"
0_5766,0.5547078847885132,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-43.72781360893958,-4.773436668608387]}"
0_5825,0.6036010384559631,0.09771675616502762,"{""type"":""Point"",""coordinates"":[-54.89153452330826,-26.46974372843309]}"
0_5830,1.3273026943206787,0.3225598931312561,"{""type"":""Point"",""coordinates"":[-49.507935641181255,-28.86831273115446]}"
0_5855,0.5006266236305237,0.10496696829795837,"{""type"":""Point"",""coordinates"":[-64.19422061845559,-23.207682109810673]}"
0_5867,0.22556822001934052,0.17399102449417114,"{""type"":""Point"",""coordinates"":[-59.75540656987079,2.1501721912348937]}"
0_5907,1.5281702280044556,0.1343933790922165,"{""type"":""Point"",""coordinates"":[-43.25361376142571,-19.909992489852765]}"
0_5945,2.0004634857177734,0.21550793945789337,"{""type"":""Point"",""coordinates"":[-45.12699719146973,-3.2453152449928724]}"
0_5984,0.6315469741821289,0.11584766209125519,"{""type"":""Point"",""coordinates"":[-88.48276409000138,18.913543473469105]}"
0_6062,1.215997338294983,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-64.21189454971928,-21.868315632601995]}"
0_6080,1.075918436050415,0.13541924953460693,"{""type"":""Point"",""coordinates"":[-41.47881237623491,-21.372084179407302]}"
0_6113,0.5751080513000488,0.10586641728878021,"{""type"":""Point"",""coordinates"":[-84.49195868276988,9.740187720703672]}"
0_6205,0.3781220316886902,0.16546019911766052,"{""type"":""Point"",""coordinates"":[-77.3958634248214,8.231424551480035]}"
0_6230,1.313923954963684,0.1479228287935257,"{""type"":""Point"",""coordinates"":[-9.299259326643183,5.976301022089985]}"
0_6242,0.5967324376106262,0.11690158396959305,"{""type"":""Point"",""coordinates"":[-54.418018840511074,-26.086980289732818]}"
0_6267,0.5233815312385559,0.13606490194797516,"{""type"":""Point"",""coordinates"":[-89.2437586128043,16.845559962226034]}"
0_6273,1.9045532941818237,0.3431675136089325,"{""type"":""Point"",""coordinates"":[-86.6825240910517,15.391266639531285]}"
0_6275,0.1499629020690918,0.1586868017911911,"{""type"":""Point"",""coordinates"":[-89.90784735666075,17.500039912825198]}"
0_6328,0.28841304779052734,0.25259169936180115,"{""type"":""Point"",""coordinates"":[11.916283015848952,1.7819341878605093]}"
0_6373,1.1865166425704956,0.3678620457649231,"{""type"":""Point"",""coordinates"":[-7.082017758233731,5.640767591398119]}"
0_6377,0.4733428657054901,0.1748378723859787,"{""type"":""Point"",""coordinates"":[-66.30558846835534,-16.731263087673085]}"
0_6380,0.32287973165512085,0.20126283168792725,"{""type"":""Point"",""coordinates"":[-74.82387323041105,2.385568109346057]}"
0_6405,2.0187606811523438,0.10566525161266327,"{""type"":""Point"",""coordinates"":[9.560199964022113,6.030209267906077]}"
0_6479,2.9387717247009277,0.09057416021823883,"{""type"":""Point"",""coordinates"":[-41.47371083692489,-3.110017003772747]}"
0_6503,0.22184860706329346,0.18500462174415588,"{""type"":""Point"",""coordinates"":[11.086347906414755,-1.3734794991485326]}"
0_6520,0.2983018755912781,0.1732666790485382,"{""type"":""Point"",""coordinates"":[-63.75987611207445,-12.5181329921473]}"
0_6532,3.0278210639953613,0.3830532431602478,"{""type"":""Point"",""coordinates"":[-12.647253613272404,9.24426894743039]}"
0_6545,0.6261656880378723,0.15201810002326965,"{""type"":""Point"",""coordinates"":[-88.46596318100335,19.27810541010987]}"
0_6579,0.38082677125930786,0.1640646755695343,"{""type"":""Point"",""coordinates"":[-76.76151740177362,3.5545339324268537]}"
0_6627,1.2874997854232788,0.1047392189502716,"{""type"":""Point"",""coordinates"":[-55.903804990397454,-24.64027582698311]}"
0_6653,0.4602292478084564,0.24336035549640656,"{""type"":""Point"",""coordinates"":[-50.56538621065845,-25.901769419446097]}"
0_6668,0.8482038378715515,0.19899006187915802,"{""type"":""Point"",""coordinates"":[-49.90945909537703,-28.21564151387437]}"
0_6719,1.3565973043441772,0.18117505311965942,"{""type"":""Point"",""coordinates"":[-75.08765543441295,5.658423459156617]}"
0_6739,1.3175380229949951,0.10898852348327637,"{""type"":""Point"",""coordinates"":[18.39440705343261,3.8365109497624634]}"
0_6751,0.573090136051178,0.10698255151510239,"{""type"":""Point"",""coordinates"":[-7.232537909920509,5.257727793745578]}"
0_6757,1.6239938735961914,0.20938780903816223,"{""type"":""Point"",""coordinates"":[-98.43356178035701,20.35603535942918]}"
0_6758,1.6224807500839233,0.09283262491226196,"{""type"":""Point"",""coordinates"":[-77.30749563062636,21.484968236758387]}"
0_6841,0.5422331094741821,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-43.94312768325678,-5.428712071260146]}"
0_6951,1.1052461862564087,0.10176654160022736,"{""type"":""Point"",""coordinates"":[-79.31112147056699,-4.931026699524799]}"
0_6964,0.5276538729667664,0.11807684600353241,"{""type"":""Point"",""coordinates"":[-84.54360658533545,14.614662402908195]}"
0_6965,2.6326048374176025,0.10643517225980759,"{""type"":""Point"",""coordinates"":[-92.77474630187368,15.524930368927532]}"
0_6977,1.7841334342956543,0.09586076438426971,"{""type"":""Point"",""coordinates"":[-42.49185101259724,-2.962561656154931]}"
0_7028,0.16681863367557526,0.16678498685359955,"{""type"":""Point"",""coordinates"":[-51.56129244151882,-2.5334582488956445]}"
0_7189,0.7075798511505127,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-64.6296261516456,-17.805716654271503]}"
0_7294,0.3781220316886902,0.1846800446510315,"{""type"":""Point"",""coordinates"":[9.850869992265862,0.6563062645986328]}"
0_7297,0.6157227754592896,0.11218567192554474,"{""type"":""Point"",""coordinates"":[-84.96869855859188,14.478554114847931]}"
0_7392,1.2190464735031128,0.4426594078540802,"{""type"":""Point"",""coordinates"":[-73.97429188671501,4.113271065800904]}"
0_7403,2.9313888549804688,0.2521823048591614,"{""type"":""Point"",""coordinates"":[-87.72835732291594,13.742735685455042]}"
0_7483,0.1756531447172165,0.23840509355068207,"{""type"":""Point"",""coordinates"":[12.53423248460121,0.2933751171777187]}"
0_7576,0.2023928016424179,0.17573468387126923,"{""type"":""Point"",""coordinates"":[-65.8729985021784,6.5616949812417005]}"
0_7609,1.638187050819397,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-98.86268293663348,22.47948121376892]}"
0_7760,0.23408059775829315,0.23394235968589783,"{""type"":""Point"",""coordinates"":[-61.634606467923604,-4.025601432798993]}"
0_7783,0.23719753324985504,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-70.52101565411584,3.7757650600440833]}"
0_7845,0.6026275157928467,0.21209192276000977,"{""type"":""Point"",""coordinates"":[-82.52160724935511,9.135172972818827]}"
0_7846,1.4127613306045532,0.09776105731725693,"{""type"":""Point"",""coordinates"":[-67.31797314307283,-15.93503896902254]}"
0_7913,1.1515569686889648,0.11162421852350235,"{""type"":""Point"",""coordinates"":[-79.14284874128366,-3.4083333249532166]}"
0_7924,0.5706844329833984,0.12311907857656479,"{""type"":""Point"",""coordinates"":[-62.137286467864804,9.494312247238476]}"
0_7966,0.5905488133430481,0.097043976187706,"{""type"":""Point"",""coordinates"":[-64.46395484454929,-23.00744426160824]}"
0_8010,2.8423054218292236,0.097043976187706,"{""type"":""Point"",""coordinates"":[-97.704461966992,16.271725485357344]}"
0_8200,1.5006804466247559,0.17563962936401367,"{""type"":""Point"",""coordinates"":[-64.24174622490588,-14.227744921980754]}"
0_8205,1.5058614015579224,0.12401041388511658,"{""type"":""Point"",""coordinates"":[-92.5992208208621,18.183436759588496]}"
0_8214,0.6035548448562622,0.3469066917896271,"{""type"":""Point"",""coordinates"":[-82.13377680472271,9.283875753663468]}"
0_8232,0.5126270055770874,0.13591846823692322,"{""type"":""Point"",""coordinates"":[-65.00039994566215,-16.935914803696885]}"
0_8235,0.7571074366569519,0.17293739318847656,"{""type"":""Point"",""coordinates"":[-76.20149042076872,1.3824382966064683]}"
0_8279,0.3243420124053955,0.13999098539352417,"{""type"":""Point"",""coordinates"":[-54.37275473794807,-26.64770712229845]}"
0_8366,1.24532949924469,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-48.22745418677535,-6.934842895548434]}"
0_8480,0.6679970622062683,0.3939822316169739,"{""type"":""Point"",""coordinates"":[19.1192168950073,2.129568965649696]}"
0_8508,0.9554955363273621,0.39516961574554443,"{""type"":""Point"",""coordinates"":[-7.3365365276314085,6.186917200387308]}"
0_8537,0.5140424370765686,0.10460006445646286,"{""type"":""Point"",""coordinates"":[-85.20530201003372,14.309363504501471]}"
0_8558,0.2688494622707367,0.162054643034935,"{""type"":""Point"",""coordinates"":[9.876903170947863,-2.1919582106054465]}"
0_8586,0.3592189848423004,0.16334941983222961,"{""type"":""Point"",""coordinates"":[-56.91502652587858,-3.0480729971655847]}"
0_8629,0.6184530258178711,0.1278509497642517,"{""type"":""Point"",""coordinates"":[-90.77217294446659,16.362164915107144]}"
0_8675,0.2543410658836365,0.16536067426204681,"{""type"":""Point"",""coordinates"":[-61.51853689460841,1.7848446438667838]}"
0_8677,0.8409755825996399,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-105.7825455477622,23.853815086195887]}"
0_8701,0.17830127477645874,0.16591493785381317,"{""type"":""Point"",""coordinates"":[-71.78372614373049,-12.523621890991523]}"
0_8706,0.29071712493896484,0.17573468387126923,"{""type"":""Point"",""coordinates"":[-49.83059618753544,-5.148660824363571]}"
0_8712,0.1351822018623352,0.1658705472946167,"{""type"":""Point"",""coordinates"":[-68.20556754563141,-9.943765733768469]}"
0_8820,0.6372692584991455,0.16603714227676392,"{""type"":""Point"",""coordinates"":[15.402289097257826,3.399002869954482]}"
0_8824,0.2213795930147171,0.1368928849697113,"{""type"":""Point"",""coordinates"":[-61.35559718921086,2.3964373863899016]}"
0_8863,1.266977310180664,0.12201938033103943,"{""type"":""Point"",""coordinates"":[11.379402443402345,5.226184275788543]}"
0_8864,0.24021218717098236,0.15236184000968933,"{""type"":""Point"",""coordinates"":[23.23319484479621,5.653237386425193]}"
0_8877,0.1600891649723053,0.1537066549062729,"{""type"":""Point"",""coordinates"":[23.676923801250684,5.070886954515266]}"
0_8926,0.13455598056316376,0.16536067426204681,"{""type"":""Point"",""coordinates"":[-51.03709613758279,-0.4630540622264521]}"
0_8941,1.8890069723129272,0.28084176778793335,"{""type"":""Point"",""coordinates"":[-55.024149673180936,-27.585031485937176]}"
0_8973,0.6360564827919006,0.10182438790798187,"{""type"":""Point"",""coordinates"":[-62.23980623607833,9.343919634205042]}"
0_9027,1.1400229930877686,0.17446891963481903,"{""type"":""Point"",""coordinates"":[-48.62683503696664,-0.43789747292709147]}"
0_9194,1.3328436613082886,0.1579550951719284,"{""type"":""Point"",""coordinates"":[-75.74659893101374,2.2814436394329753]}"
0_9208,0.48721078038215637,0.19673168659210205,"{""type"":""Point"",""coordinates"":[-50.488423231332426,-26.95360285239426]}"
0_9263,0.7841245532035828,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-77.56201653080828,-7.075929979016767]}"
0_9443,1.9023048877716064,0.15025992691516876,"{""type"":""Point"",""coordinates"":[-96.58938285999469,17.72745203914707]}"
0_9465,0.6370660066604614,0.1489161103963852,"{""type"":""Point"",""coordinates"":[-46.13313126790916,-4.0049304275468405]}"
0_9481,0.14405974745750427,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-68.6824504109067,4.242779650315725]}"
0_9531,0.24982810020446777,0.17563962936401367,"{""type"":""Point"",""coordinates"":[-65.99077846974514,6.831831960004608]}"
0_9579,0.3785444498062134,0.23135246336460114,"{""type"":""Point"",""coordinates"":[12.404782841997747,-0.5742805137460758]}"
0_9659,2.7859301567077637,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-41.69220319640527,-4.7928445855068675]}"
0_9686,1.4423232078552246,0.1510637104511261,"{""type"":""Point"",""coordinates"":[-79.49707538552921,-4.6324816068266434]}"
0_9829,1.9045532941818237,0.09575941413640976,"{""type"":""Point"",""coordinates"":[-87.41068271247215,15.35711256017352]}"
0_9830,0.17193454504013062,0.15719076991081238,"{""type"":""Point"",""coordinates"":[-90.48240268987566,17.972543301645096]}"
0_9833,0.6234306693077087,0.1658770740032196,"{""type"":""Point"",""coordinates"":[-75.3934258438282,-9.77741221915228]}"
0_9838,0.1697888821363449,0.16334941983222961,"{""type"":""Point"",""coordinates"":[-70.01070421413556,3.784397950620534]}"
0_9870,1.0438729524612427,0.13321971893310547,"{""type"":""Point"",""coordinates"":[-73.77334344556571,-12.822630768107453]}"
0_9888,1.3346835374832153,0.1732666790485382,"{""type"":""Point"",""coordinates"":[-55.74700344804577,-23.653497135926823]}"
0_9935,2.125136613845825,0.08867131918668747,"{""type"":""Point"",""coordinates"":[-98.71056756008076,16.932624197660385]}"
0_9944,0.5575613975524902,0.16603714227676392,"{""type"":""Point"",""coordinates"":[-55.90904994325708,-2.6277176744970894]}"
0_9983,1.6229099035263062,0.13742466270923615,"{""type"":""Point"",""coordinates"":[-76.4698267407474,20.440561334487878]}"
0_10028,0.6436221599578857,0.1653137505054474,"{""type"":""Point"",""coordinates"":[12.965691510051629,3.7171160338945053]}"
