system:index,fr,vr,.geo
0_4655,0.40201541781425476,0.10243535041809082,"{""type"":""Point"",""coordinates"":[10.187337519497273,-0.14952600559362314]}"
0_4689,0.23558484017848969,0.09466540813446045,"{""type"":""Point"",""coordinates"":[-43.06719860425969,-5.868616630505909]}"
0_4699,0.30242276191711426,0.12087592482566833,"{""type"":""Point"",""coordinates"":[-61.70031778974278,-16.01355582426069]}"
0_4702,0.39848050475120544,0.10296285897493362,"{""type"":""Point"",""coordinates"":[-51.03854502118254,-2.3193909227926732]}"
0_4721,0.45928964018821716,0.07557034492492676,"{""type"":""Point"",""coordinates"":[-60.20885882925886,-1.9504609672544784]}"
0_4722,0.18566635251045227,0.21387983858585358,"{""type"":""Point"",""coordinates"":[-77.27561605564114,18.259937764228237]}"
0_4736,0.35472962260246277,0.2647418677806854,"{""type"":""Point"",""coordinates"":[-50.93720098104367,-20.148312853377703]}"
0_4802,0.16661137342453003,0.2908916473388672,"{""type"":""Point"",""coordinates"":[-75.417181410099,8.509832437944349]}"
0_4810,0.25056660175323486,0.14092205464839935,"{""type"":""Point"",""coordinates"":[-47.55693676451862,-9.294307146839328]}"
0_4966,0.25309309363365173,0.11399073153734207,"{""type"":""Point"",""coordinates"":[-40.03739486390332,-3.7318284527896584]}"
0_4993,0.4429446756839752,1.2199400663375854,"{""type"":""Point"",""coordinates"":[21.72083348964027,1.0045348413030377]}"
0_5001,0.328462690114975,0.08381058275699615,"{""type"":""Point"",""coordinates"":[-63.277871938492055,6.14080141519268]}"
0_5027,0.9360967874526978,0.09751970320940018,"{""type"":""Point"",""coordinates"":[-55.713848296701784,-26.080384708142287]}"
0_5051,0.483936607837677,0.11796499043703079,"{""type"":""Point"",""coordinates"":[12.623908268444096,-0.5698475066675627]}"
0_5136,0.7163448929786682,0.10420814156532288,"{""type"":""Point"",""coordinates"":[12.286393416924433,-0.656793141140707]}"
0_5164,0.17352195084095,0.11798521131277084,"{""type"":""Point"",""coordinates"":[-85.09967276792109,12.512020194060758]}"
0_5245,0.12846289575099945,0.12055889517068863,"{""type"":""Point"",""coordinates"":[-44.3554503627107,-15.466535323414975]}"
0_5266,0.9921980500221252,0.12325656414031982,"{""type"":""Point"",""coordinates"":[-9.549958813287933,6.934325258048278]}"
0_5292,0.6635805368423462,0.0924057587981224,"{""type"":""Point"",""coordinates"":[26.729106414801322,1.6959569851749428]}"
0_5294,0.4100635349750519,0.26367080211639404,"{""type"":""Point"",""coordinates"":[-12.71926062550586,8.841525753623873]}"
0_5296,0.44247061014175415,1.11171293258667,"{""type"":""Point"",""coordinates"":[-74.48051522248394,-10.190139110513543]}"
0_5327,0.3665850758552551,0.12163671106100082,"{""type"":""Point"",""coordinates"":[11.850441862753497,8.228865588340573]}"
0_5362,0.1775389462709427,0.7658371329307556,"{""type"":""Point"",""coordinates"":[-78.84403579221217,-5.817669684869397]}"
0_5390,0.1480637788772583,0.13342660665512085,"{""type"":""Point"",""coordinates"":[0.6690239863942391,7.677461839214407]}"
0_5412,0.8173496723175049,0.1052585169672966,"{""type"":""Point"",""coordinates"":[9.618787982357833,5.411830667219595]}"
0_5434,0.39342227578163147,0.10896959155797958,"{""type"":""Point"",""coordinates"":[-85.61248990364541,34.813430156329844]}"
0_5490,0.5838456749916077,0.1286049783229828,"{""type"":""Point"",""coordinates"":[-67.19655002114413,-12.335092670116916]}"
0_5504,0.5016340017318726,0.35207873582839966,"{""type"":""Point"",""coordinates"":[-40.83507889463441,-19.414065559633695]}"
0_5535,0.8590202331542969,0.0923701599240303,"{""type"":""Point"",""coordinates"":[-55.48787276839151,-27.580678133461134]}"
0_5572,0.1936449259519577,0.7746248841285706,"{""type"":""Point"",""coordinates"":[-75.45918107794418,2.4111961173309253]}"
0_5605,1.1316502094268799,0.3608722686767578,"{""type"":""Point"",""coordinates"":[-59.676836777552566,-3.7436591429969597]}"
0_5670,0.37890586256980896,0.07519573718309402,"{""type"":""Point"",""coordinates"":[10.918585146021012,3.9403773103080733]}"
0_5680,0.5138967633247375,0.3473637104034424,"{""type"":""Point"",""coordinates"":[-6.860714877881736,7.794278302345287]}"
0_5757,0.3110958933830261,0.3629915118217468,"{""type"":""Point"",""coordinates"":[-104.62334543619579,20.641874285998327]}"
0_5766,1.0871763229370117,0.12279071658849716,"{""type"":""Point"",""coordinates"":[-43.72781360893958,-4.773436668608387]}"
0_5825,1.0209444761276245,0.09297993779182434,"{""type"":""Point"",""coordinates"":[-54.89153452330826,-26.46974372843309]}"
0_5860,0.17965209484100342,0.6349443197250366,"{""type"":""Point"",""coordinates"":[-86.51622655103655,15.488075351681266]}"
0_5864,0.8130900263786316,0.14712926745414734,"{""type"":""Point"",""coordinates"":[-77.00115612446437,5.602630353309457]}"
0_5867,0.5999097228050232,0.13867191970348358,"{""type"":""Point"",""coordinates"":[-59.75540656987079,2.1501721912348937]}"
0_5894,0.1548936367034912,0.10205439478158951,"{""type"":""Point"",""coordinates"":[-42.70217298176768,-11.626439205799908]}"
0_5907,0.7160889506340027,0.19561675190925598,"{""type"":""Point"",""coordinates"":[-43.25361376142571,-19.909992489852765]}"
0_5945,0.5866366624832153,0.26113244891166687,"{""type"":""Point"",""coordinates"":[-45.12699719146973,-3.2453152449928724]}"
0_5963,0.39797425270080566,0.09562989324331284,"{""type"":""Point"",""coordinates"":[-66.96166774533751,-7.676413798194999]}"
0_6013,0.12846289575099945,0.2060779482126236,"{""type"":""Point"",""coordinates"":[-6.3003884128008565,7.539413829658322]}"
0_6025,1.412992238998413,0.11048340052366257,"{""type"":""Point"",""coordinates"":[-56.1108974454589,-4.137090122621819]}"
0_6028,0.19489291310310364,0.23445439338684082,"{""type"":""Point"",""coordinates"":[-2.724121060904722,6.593060135817924]}"
0_6059,0.7340700030326843,0.5530775785446167,"{""type"":""Point"",""coordinates"":[15.528279143252128,2.9772693045598495]}"
0_6062,0.16275914013385773,0.21247880160808563,"{""type"":""Point"",""coordinates"":[-64.21189454971928,-21.868315632601995]}"
0_6080,0.3880976140499115,0.277185320854187,"{""type"":""Point"",""coordinates"":[-41.47881237623491,-21.372084179407302]}"
0_6113,0.3112047016620636,0.3535398244857788,"{""type"":""Point"",""coordinates"":[-84.49195868276988,9.740187720703672]}"
0_6204,0.10258549451828003,1.0860565900802612,"{""type"":""Point"",""coordinates"":[-71.76677440407852,18.31578304737367]}"
0_6205,0.16764700412750244,0.3315437138080597,"{""type"":""Point"",""coordinates"":[-77.3958634248214,8.231424551480035]}"
0_6230,0.5812814235687256,0.09465151280164719,"{""type"":""Point"",""coordinates"":[-9.299259326643183,5.976301022089985]}"
0_6269,0.17155984044075012,1.3446624279022217,"{""type"":""Point"",""coordinates"":[-91.54541021984126,15.179207191797241]}"
0_6270,0.28421393036842346,0.08631303161382675,"{""type"":""Point"",""coordinates"":[-39.51203013286628,-8.930394674012675]}"
0_6277,0.5199496746063232,0.24188674986362457,"{""type"":""Point"",""coordinates"":[10.959839880202843,1.3253944773861863]}"
0_6328,0.6752861738204956,0.12263018637895584,"{""type"":""Point"",""coordinates"":[11.916283015848952,1.7819341878605093]}"
0_6373,0.4036804139614105,0.28841909766197205,"{""type"":""Point"",""coordinates"":[-7.082017758233731,5.640767591398119]}"
0_6380,1.2894419431686401,0.24134141206741333,"{""type"":""Point"",""coordinates"":[-74.82387323041105,2.385568109346057]}"
0_6405,0.7863830924034119,0.31986358761787415,"{""type"":""Point"",""coordinates"":[9.560199964022113,6.030209267906077]}"
0_6454,0.23159953951835632,0.23935817182064056,"{""type"":""Point"",""coordinates"":[-38.87151095360594,-12.390017980760943]}"
0_6496,0.15848681330680847,0.1398950070142746,"{""type"":""Point"",""coordinates"":[-42.94457122922926,-9.51113006388304]}"
0_6503,0.5901973843574524,0.56800377368927,"{""type"":""Point"",""coordinates"":[11.086347906414755,-1.3734794991485326]}"
0_6532,0.5767359137535095,0.3154183626174927,"{""type"":""Point"",""coordinates"":[-12.647253613272404,9.24426894743039]}"
0_6538,0.16630828380584717,0.43093785643577576,"{""type"":""Point"",""coordinates"":[-86.01125655383547,14.500700756366916]}"
0_6579,0.24970366060733795,0.4266330599784851,"{""type"":""Point"",""coordinates"":[-76.76151740177362,3.5545339324268537]}"
0_6611,0.44855692982673645,0.10752212256193161,"{""type"":""Point"",""coordinates"":[12.309338613503323,4.533202468043622]}"
0_6636,0.38974615931510925,0.13359124958515167,"{""type"":""Point"",""coordinates"":[-75.94365003291907,-0.162714256372731]}"
0_6653,1.517661452293396,0.10577455163002014,"{""type"":""Point"",""coordinates"":[-50.56538621065845,-25.901769419446097]}"
0_6660,0.5016523003578186,0.1271744966506958,"{""type"":""Point"",""coordinates"":[18.38998185259439,-3.2390755701214116]}"
0_6668,0.6012229919433594,0.10150256007909775,"{""type"":""Point"",""coordinates"":[-49.90945909537703,-28.21564151387437]}"
0_6678,0.41444653272628784,0.569475531578064,"{""type"":""Point"",""coordinates"":[-73.5796267830371,5.9348662117090125]}"
0_6739,0.2975532114505768,0.09770805388689041,"{""type"":""Point"",""coordinates"":[18.39440705343261,3.8365109497624634]}"
0_6744,0.37642937898635864,0.09507904946804047,"{""type"":""Point"",""coordinates"":[27.30969129731444,-1.3312450199574857]}"
0_6751,1.4110814332962036,0.12388850003480911,"{""type"":""Point"",""coordinates"":[-7.232537909920509,5.257727793745578]}"
0_6776,0.17261134088039398,0.1484457105398178,"{""type"":""Point"",""coordinates"":[-95.99650774259266,30.850696973715017]}"
0_6786,1.5004875659942627,0.0903301015496254,"{""type"":""Point"",""coordinates"":[-86.81486061405505,34.003022684853626]}"
0_6807,1.4423760175704956,1.35494065284729,"{""type"":""Point"",""coordinates"":[22.447891055363872,2.689457241220959]}"
0_6841,0.9788214564323425,0.09946305304765701,"{""type"":""Point"",""coordinates"":[-43.94312768325678,-5.428712071260146]}"
0_6842,0.4770435094833374,0.11631704121828079,"{""type"":""Point"",""coordinates"":[-49.671503597700855,-16.146656648570257]}"
0_6895,0.46285420656204224,1.4665755033493042,"{""type"":""Point"",""coordinates"":[-92.16823436962106,17.091200040506465]}"
0_6964,0.15878386795520782,0.09440243244171143,"{""type"":""Point"",""coordinates"":[-84.54360658533545,14.614662402908195]}"
0_6990,0.0930948331952095,1.5271897315979004,"{""type"":""Point"",""coordinates"":[-86.74612721947997,13.586528755841947]}"
0_7004,0.9101730585098267,0.12226676940917969,"{""type"":""Point"",""coordinates"":[-60.303617394790244,-13.956106376997786]}"
0_7028,0.6253811717033386,0.5339668989181519,"{""type"":""Point"",""coordinates"":[-51.56129244151882,-2.5334582488956445]}"
0_7040,0.6763058304786682,0.27224206924438477,"{""type"":""Point"",""coordinates"":[-8.122208920746845,7.35187372613572]}"
0_7087,0.18164658546447754,0.12078450620174408,"{""type"":""Point"",""coordinates"":[22.742339049843185,-33.90331906171225]}"
0_7114,0.5138490796089172,0.16113145649433136,"{""type"":""Point"",""coordinates"":[-7.079233700649486,7.352692719744513]}"
0_7189,0.5788163542747498,0.32077381014823914,"{""type"":""Point"",""coordinates"":[-64.6296261516456,-17.805716654271503]}"
0_7221,0.3493914306163788,0.14279048144817352,"{""type"":""Point"",""coordinates"":[-53.13511018618368,-22.970846186822]}"
