system:index,fr,va,.geo
0_3937,0.20849238336086273,0.5151791572570801,"{""type"":""Point"",""coordinates"":[-76.52441065977727,4.001594667563549]}"
0_3944,0.4845358431339264,0.8306704759597778,"{""type"":""Point"",""coordinates"":[-69.7287155450621,-10.818058892845363]}"
0_4019,0.1884443312883377,1.3867602348327637,"{""type"":""Point"",""coordinates"":[-72.980675028626,9.562387799829347]}"
0_4056,1.4404065608978271,0.41639062762260437,"{""type"":""Point"",""coordinates"":[-61.311576769474534,-10.447371472094035]}"
0_4102,0.17261134088039398,1.4379642009735107,"{""type"":""Point"",""coordinates"":[-40.63476040756757,-12.614684198887481]}"
0_4113,0.368967741727829,0.9699426293373108,"{""type"":""Point"",""coordinates"":[-8.150128149243798,6.013508839450738]}"
0_4132,0.455426424741745,1.2146670818328857,"{""type"":""Point"",""coordinates"":[11.780182521779103,4.042101934146785]}"
0_4136,0.5175049901008606,0.3750644624233246,"{""type"":""Point"",""coordinates"":[-55.08407388169677,-3.4645071943906554]}"
0_4140,0.5144395232200623,0.5469049215316772,"{""type"":""Point"",""coordinates"":[-51.79812843796407,0.7287805948314471]}"
0_4146,0.6036558151245117,1.0402402877807617,"{""type"":""Point"",""coordinates"":[-75.50216586332746,1.336755422088179]}"
0_4152,0.14516068994998932,1.5648785829544067,"{""type"":""Point"",""coordinates"":[-78.48908407035923,-5.8458491726769894]}"
0_4155,0.569225013256073,0.9210404753684998,"{""type"":""Point"",""coordinates"":[-50.55281348023329,-18.821234376697685]}"
0_4160,0.4829285144805908,0.5989747643470764,"{""type"":""Point"",""coordinates"":[17.6187251141969,4.076227397284397]}"
0_4163,1.390987753868103,1.4580729007720947,"{""type"":""Point"",""coordinates"":[-45.974340185598045,-3.7859651998880106]}"
0_4293,0.8399309515953064,0.3142538368701935,"{""type"":""Point"",""coordinates"":[-60.80838430858855,-17.582865728407523]}"
0_4305,0.9050731658935547,1.1202483177185059,"{""type"":""Point"",""coordinates"":[19.45843138315632,2.3489182012942367]}"
0_4347,0.12148177623748779,0.5256528854370117,"{""type"":""Point"",""coordinates"":[-73.86114339509619,-12.434274283050415]}"
0_4406,1.4069324731826782,0.44217053055763245,"{""type"":""Point"",""coordinates"":[-57.16194667692444,-11.048387439997366]}"
0_4426,0.3641090989112854,0.3946380913257599,"{""type"":""Point"",""coordinates"":[-51.11294971065152,-21.163435714935822]}"
0_4428,0.24691444635391235,0.9161081314086914,"{""type"":""Point"",""coordinates"":[-66.30315627817104,-14.5520121196354]}"
0_4454,0.5539636015892029,0.709847092628479,"{""type"":""Point"",""coordinates"":[-51.308668937161755,3.7998200431526206]}"
0_4503,0.3110958933830261,0.679120659828186,"{""type"":""Point"",""coordinates"":[-59.65525007375471,4.19399095584633]}"
0_4534,0.2803214490413666,0.7336305379867554,"{""type"":""Point"",""coordinates"":[-38.60670993510561,-12.604340701160778]}"
0_4535,0.5126913785934448,0.7180196046829224,"{""type"":""Point"",""coordinates"":[-44.756670386771944,-20.88040515715589]}"
0_4556,0.1738349050283432,1.1205241680145264,"{""type"":""Point"",""coordinates"":[-39.154740840509774,-3.4436067810391897]}"
0_4562,0.5096237063407898,0.9452429413795471,"{""type"":""Point"",""coordinates"":[14.95940923315133,-1.0610243289525962]}"
0_4567,0.2951542139053345,1.2130215167999268,"{""type"":""Point"",""coordinates"":[-44.80030259278346,-4.551566473918913]}"
0_4574,0.5531587600708008,0.32763931155204773,"{""type"":""Point"",""coordinates"":[-51.19619287660373,2.4943774754384043]}"
0_4586,0.5657497048377991,0.43881869316101074,"{""type"":""Point"",""coordinates"":[-10.954586629412542,6.85201989586116]}"
0_4587,0.3782246708869934,0.5452099442481995,"{""type"":""Point"",""coordinates"":[-70.00772935600351,-7.488670082841903]}"
0_4647,0.5953625440597534,0.6222435832023621,"{""type"":""Point"",""coordinates"":[-53.60154268006002,-2.1222482913533725]}"
0_4652,0.456752210855484,0.6866418719291687,"{""type"":""Point"",""coordinates"":[-10.891308279510197,7.480121736596807]}"
0_4655,0.40201541781425476,0.9017737507820129,"{""type"":""Point"",""coordinates"":[10.187337519497273,-0.14952600559362314]}"
0_4683,0.49741312861442566,0.516054093837738,"{""type"":""Point"",""coordinates"":[-75.17026579586513,-11.173343621826026]}"
0_4689,0.23558484017848969,0.578566312789917,"{""type"":""Point"",""coordinates"":[-43.06719860425969,-5.868616630505909]}"
0_4699,0.30242276191711426,0.295487642288208,"{""type"":""Point"",""coordinates"":[-61.70031778974278,-16.01355582426069]}"
0_4702,0.39848050475120544,0.5598649978637695,"{""type"":""Point"",""coordinates"":[-51.03854502118254,-2.3193909227926732]}"
0_4721,0.45928964018821716,0.9419255256652832,"{""type"":""Point"",""coordinates"":[-60.20885882925886,-1.9504609672544784]}"
0_4722,0.18566635251045227,1.1696629524230957,"{""type"":""Point"",""coordinates"":[-77.27561605564114,18.259937764228237]}"
0_4736,0.35472962260246277,0.688281238079071,"{""type"":""Point"",""coordinates"":[-50.93720098104367,-20.148312853377703]}"
0_4802,0.16661137342453003,1.2379823923110962,"{""type"":""Point"",""coordinates"":[-75.417181410099,8.509832437944349]}"
0_4810,0.25056660175323486,0.6751927733421326,"{""type"":""Point"",""coordinates"":[-47.55693676451862,-9.294307146839328]}"
0_4854,0.09729384630918503,0.8322110176086426,"{""type"":""Point"",""coordinates"":[-74.7472294503907,4.954959806064131]}"
0_4902,0.5442087054252625,0.39578011631965637,"{""type"":""Point"",""coordinates"":[18.249396939081322,2.566778594216302]}"
0_4912,0.2984994947910309,0.7129106521606445,"{""type"":""Point"",""coordinates"":[24.04834165452986,3.7066533647616686]}"
0_4924,0.8681593537330627,1.0437970161437988,"{""type"":""Point"",""coordinates"":[19.637652128413993,3.118279139207896]}"
0_4966,0.25309309363365173,0.9492108821868896,"{""type"":""Point"",""coordinates"":[-40.03739486390332,-3.7318284527896584]}"
0_4993,0.4429446756839752,0.5551105737686157,"{""type"":""Point"",""coordinates"":[21.72083348964027,1.0045348413030377]}"
0_5001,0.328462690114975,0.421030730009079,"{""type"":""Point"",""coordinates"":[-63.277871938492055,6.14080141519268]}"
0_5027,0.9360967874526978,0.9051308035850525,"{""type"":""Point"",""coordinates"":[-55.713848296701784,-26.080384708142287]}"
0_5099,1.3925763368606567,0.5129886865615845,"{""type"":""Point"",""coordinates"":[25.34091094357035,0.6078917854724107]}"
0_5245,0.12846289575099945,1.087816596031189,"{""type"":""Point"",""coordinates"":[-44.3554503627107,-15.466535323414975]}"
0_5272,0.11049426347017288,0.6895081400871277,"{""type"":""Point"",""coordinates"":[-37.17522108471669,-7.351761955828931]}"
0_5292,0.6635805368423462,0.32082870602607727,"{""type"":""Point"",""coordinates"":[26.729106414801322,1.6959569851749428]}"
0_5327,0.3665850758552551,1.2328356504440308,"{""type"":""Point"",""coordinates"":[11.850441862753497,8.228865588340573]}"
0_5362,0.1775389462709427,1.5324918031692505,"{""type"":""Point"",""coordinates"":[-78.84403579221217,-5.817669684869397]}"
0_5390,0.1480637788772583,1.4663474559783936,"{""type"":""Point"",""coordinates"":[0.6690239863942391,7.677461839214407]}"
0_5412,0.8173496723175049,0.3075828552246094,"{""type"":""Point"",""coordinates"":[9.618787982357833,5.411830667219595]}"
0_5434,0.39342227578163147,0.3880671262741089,"{""type"":""Point"",""coordinates"":[-85.61248990364541,34.813430156329844]}"
0_5490,0.5838456749916077,0.390503853559494,"{""type"":""Point"",""coordinates"":[-67.19655002114413,-12.335092670116916]}"
0_5504,0.5016340017318726,0.4713025987148285,"{""type"":""Point"",""coordinates"":[-40.83507889463441,-19.414065559633695]}"
0_5535,0.8590202331542969,0.22789976000785828,"{""type"":""Point"",""coordinates"":[-55.48787276839151,-27.580678133461134]}"
0_5572,0.1936449259519577,1.3224282264709473,"{""type"":""Point"",""coordinates"":[-75.45918107794418,2.4111961173309253]}"
0_5605,1.1316502094268799,0.5923495888710022,"{""type"":""Point"",""coordinates"":[-59.676836777552566,-3.7436591429969597]}"
0_5653,1.4559235572814941,0.7994930744171143,"{""type"":""Point"",""coordinates"":[-51.357675847728096,-26.686923295631964]}"
0_5664,0.25334876775741577,0.7964234352111816,"{""type"":""Point"",""coordinates"":[-72.17930191696051,6.5775696012598655]}"
0_5670,0.37890586256980896,1.0853804349899292,"{""type"":""Point"",""coordinates"":[10.918585146021012,3.9403773103080733]}"
0_5678,0.1470508724451065,0.7899733781814575,"{""type"":""Point"",""coordinates"":[-79.58368001064048,-3.2628413649066323]}"
0_5766,1.0871763229370117,0.7062078714370728,"{""type"":""Point"",""coordinates"":[-43.72781360893958,-4.773436668608387]}"
0_5798,0.21105876564979553,0.4688291549682617,"{""type"":""Point"",""coordinates"":[-90.07224116935483,29.906926447167773]}"
0_5825,1.0209444761276245,0.5253112316131592,"{""type"":""Point"",""coordinates"":[-54.89153452330826,-26.46974372843309]}"
0_5860,0.17965209484100342,1.1882439851760864,"{""type"":""Point"",""coordinates"":[-86.51622655103655,15.488075351681266]}"
0_5864,0.8130900263786316,0.6435807347297668,"{""type"":""Point"",""coordinates"":[-77.00115612446437,5.602630353309457]}"
0_5867,0.5999097228050232,0.5751060843467712,"{""type"":""Point"",""coordinates"":[-59.75540656987079,2.1501721912348937]}"
0_5894,0.1548936367034912,1.1115142107009888,"{""type"":""Point"",""coordinates"":[-42.70217298176768,-11.626439205799908]}"
0_5907,0.7160889506340027,0.9191938638687134,"{""type"":""Point"",""coordinates"":[-43.25361376142571,-19.909992489852765]}"
0_5945,0.5866366624832153,1.4778660535812378,"{""type"":""Point"",""coordinates"":[-45.12699719146973,-3.2453152449928724]}"
0_5963,0.39797425270080566,0.555920422077179,"{""type"":""Point"",""coordinates"":[-66.96166774533751,-7.676413798194999]}"
0_6000,0.18450172245502472,0.5407646298408508,"{""type"":""Point"",""coordinates"":[-92.13879364032402,15.227463991879404]}"
0_6025,1.412992238998413,0.43818384408950806,"{""type"":""Point"",""coordinates"":[-56.1108974454589,-4.137090122621819]}"
