system:index,fr,ia,.geo
0_3398,0.08862687647342682,1.6390634775161743,"{""type"":""Point"",""coordinates"":[-92.5140904032908,17.56698256300876]}"
0_3401,0.1650228202342987,0.9876337051391602,"{""type"":""Point"",""coordinates"":[-88.68709818139992,14.484197325196991]}"
0_3407,0.5835157036781311,1.8610800504684448,"{""type"":""Point"",""coordinates"":[-65.05225249739841,5.260786466613584]}"
0_3462,0.30955106019973755,1.214296579360962,"{""type"":""Point"",""coordinates"":[-83.06271596144775,8.916087997087926]}"
0_3481,0.3884839117527008,2.296689033508301,"{""type"":""Point"",""coordinates"":[-74.47893074903683,-9.60584836426627]}"
0_3565,0.17965209484100342,2.0383121967315674,"{""type"":""Point"",""coordinates"":[-40.75375425825485,-5.677134709623416]}"
0_3570,0.16508714854717255,1.231389045715332,"{""type"":""Point"",""coordinates"":[-43.016112174406196,-9.2625503118427]}"
0_3585,0.2117203176021576,1.4273022413253784,"{""type"":""Point"",""coordinates"":[-61.4774672529079,7.043964003161699]}"
0_3608,0.22151191532611847,0.675876259803772,"{""type"":""Point"",""coordinates"":[-47.43570279707829,-9.265948568214082]}"
0_3622,0.938338577747345,1.4983413219451904,"{""type"":""Point"",""coordinates"":[-64.34256834893027,-16.461363765679238]}"
0_3633,0.13099004328250885,1.920796513557434,"{""type"":""Point"",""coordinates"":[-71.78891321906437,8.547417783641189]}"
0_3645,0.08044254779815674,1.262374997138977,"{""type"":""Point"",""coordinates"":[-73.17860112714051,9.790359757435327]}"
0_3652,0.2951542139053345,0.6505032181739807,"{""type"":""Point"",""coordinates"":[-3.03813341058362,6.442844948306417]}"
0_3668,0.5410317778587341,1.0808205604553223,"{""type"":""Point"",""coordinates"":[26.810973710245083,0.7051072969555986]}"
0_3697,0.16539767384529114,1.2445141077041626,"{""type"":""Point"",""coordinates"":[-58.173941802061876,-19.10127135241162]}"
0_3743,0.2017820179462433,2.045485734939575,"{""type"":""Point"",""coordinates"":[-70.65624875498659,9.7368877164025]}"
0_3771,0.20419427752494812,1.2809547185897827,"{""type"":""Point"",""coordinates"":[-40.60677149666787,-8.708938292839239]}"
0_3783,0.6563971638679504,2.016601800918579,"{""type"":""Point"",""coordinates"":[-57.29469799911744,-14.388791492884607]}"
0_3791,0.37876492738723755,1.2162424325942993,"{""type"":""Point"",""coordinates"":[-69.36103770549285,-10.365623222694014]}"
0_3873,0.6388732194900513,1.8703683614730835,"{""type"":""Point"",""coordinates"":[-75.95646564305498,-8.825057216946442]}"
0_3883,0.16326941549777985,0.6687180399894714,"{""type"":""Point"",""coordinates"":[-0.3603700727702427,6.104182386994941]}"
0_3889,0.20394083857536316,2.0008673667907715,"{""type"":""Point"",""coordinates"":[-42.18575188948576,-20.68726100837161]}"
0_3918,0.6222296953201294,1.7120201587677002,"{""type"":""Point"",""coordinates"":[-63.58219437746446,-17.732056561081]}"
0_3922,1.4069324731826782,0.6957957148551941,"{""type"":""Point"",""coordinates"":[-46.72689426409312,-3.9593190803333225]}"
0_3937,0.20849238336086273,2.2679548263549805,"{""type"":""Point"",""coordinates"":[-76.52441065977727,4.001594667563549]}"
0_3944,0.4845358431339264,1.2069156169891357,"{""type"":""Point"",""coordinates"":[-69.7287155450621,-10.818058892845363]}"
0_4056,1.4404065608978271,0.7774126529693604,"{""type"":""Point"",""coordinates"":[-61.311576769474534,-10.447371472094035]}"
0_4102,0.17261134088039398,2.259019374847412,"{""type"":""Point"",""coordinates"":[-40.63476040756757,-12.614684198887481]}"
0_4113,0.368967741727829,0.8597514629364014,"{""type"":""Point"",""coordinates"":[-8.150128149243798,6.013508839450738]}"
0_4132,0.455426424741745,1.2608850002288818,"{""type"":""Point"",""coordinates"":[11.780182521779103,4.042101934146785]}"
0_4136,0.5175049901008606,1.2521289587020874,"{""type"":""Point"",""coordinates"":[-55.08407388169677,-3.4645071943906554]}"
0_4140,0.5144395232200623,0.8016814589500427,"{""type"":""Point"",""coordinates"":[-51.79812843796407,0.7287805948314471]}"
0_4146,0.6036558151245117,2.048128366470337,"{""type"":""Point"",""coordinates"":[-75.50216586332746,1.336755422088179]}"
0_4155,0.569225013256073,1.223635196685791,"{""type"":""Point"",""coordinates"":[-50.55281348023329,-18.821234376697685]}"
0_4160,0.4829285144805908,1.225760817527771,"{""type"":""Point"",""coordinates"":[17.6187251141969,4.076227397284397]}"
0_4163,1.390987753868103,1.0495915412902832,"{""type"":""Point"",""coordinates"":[-45.974340185598045,-3.7859651998880106]}"
0_4277,0.6385577917098999,1.0280570983886719,"{""type"":""Point"",""coordinates"":[17.345295408934376,2.5145436523659606]}"
0_4293,0.8399309515953064,0.7584361433982849,"{""type"":""Point"",""coordinates"":[-60.80838430858855,-17.582865728407523]}"
0_4305,0.9050731658935547,0.7555654644966125,"{""type"":""Point"",""coordinates"":[19.45843138315632,2.3489182012942367]}"
0_4406,1.4069324731826782,1.376754879951477,"{""type"":""Point"",""coordinates"":[-57.16194667692444,-11.048387439997366]}"
0_4426,0.3641090989112854,1.2258427143096924,"{""type"":""Point"",""coordinates"":[-51.11294971065152,-21.163435714935822]}"
0_4428,0.24691444635391235,1.2133406400680542,"{""type"":""Point"",""coordinates"":[-66.30315627817104,-14.5520121196354]}"
0_4503,0.3110958933830261,0.668178141117096,"{""type"":""Point"",""coordinates"":[-59.65525007375471,4.19399095584633]}"
0_4534,0.2803214490413666,0.974618673324585,"{""type"":""Point"",""coordinates"":[-38.60670993510561,-12.604340701160778]}"
0_4535,0.5126913785934448,2.2622785568237305,"{""type"":""Point"",""coordinates"":[-44.756670386771944,-20.88040515715589]}"
0_4556,0.1738349050283432,0.731521487236023,"{""type"":""Point"",""coordinates"":[-39.154740840509774,-3.4436067810391897]}"
0_4562,0.5096237063407898,1.0431329011917114,"{""type"":""Point"",""coordinates"":[14.95940923315133,-1.0610243289525962]}"
0_4567,0.2951542139053345,1.0087578296661377,"{""type"":""Point"",""coordinates"":[-44.80030259278346,-4.551566473918913]}"
0_4574,0.5531587600708008,0.7695624232292175,"{""type"":""Point"",""coordinates"":[-51.19619287660373,2.4943774754384043]}"
0_4586,0.5657497048377991,0.7787563800811768,"{""type"":""Point"",""coordinates"":[-10.954586629412542,6.85201989586116]}"
0_4647,0.5953625440597534,0.7400265336036682,"{""type"":""Point"",""coordinates"":[-53.60154268006002,-2.1222482913533725]}"
0_4652,0.456752210855484,0.6652213335037231,"{""type"":""Point"",""coordinates"":[-10.891308279510197,7.480121736596807]}"
0_4655,0.40201541781425476,0.7857323288917542,"{""type"":""Point"",""coordinates"":[10.187337519497273,-0.14952600559362314]}"
0_4689,0.23558484017848969,1.002135157585144,"{""type"":""Point"",""coordinates"":[-43.06719860425969,-5.868616630505909]}"
0_4699,0.30242276191711426,2.4244298934936523,"{""type"":""Point"",""coordinates"":[-61.70031778974278,-16.01355582426069]}"
0_4721,0.45928964018821716,1.100097417831421,"{""type"":""Point"",""coordinates"":[-60.20885882925886,-1.9504609672544784]}"
0_4722,0.18566635251045227,0.6727533340454102,"{""type"":""Point"",""coordinates"":[-77.27561605564114,18.259937764228237]}"
0_4736,0.35472962260246277,1.034575343132019,"{""type"":""Point"",""coordinates"":[-50.93720098104367,-20.148312853377703]}"
0_4802,0.16661137342453003,0.8653364181518555,"{""type"":""Point"",""coordinates"":[-75.417181410099,8.509832437944349]}"
0_4810,0.25056660175323486,0.682102382183075,"{""type"":""Point"",""coordinates"":[-47.55693676451862,-9.294307146839328]}"
0_4859,0.6731057167053223,0.8745226860046387,"{""type"":""Point"",""coordinates"":[-74.22450131210006,-8.910456818362528]}"
0_4902,0.5442087054252625,0.7944181561470032,"{""type"":""Point"",""coordinates"":[18.249396939081322,2.566778594216302]}"
0_4912,0.2984994947910309,1.223635196685791,"{""type"":""Point"",""coordinates"":[24.04834165452986,3.7066533647616686]}"
0_4924,0.8681593537330627,1.0445427894592285,"{""type"":""Point"",""coordinates"":[19.637652128413993,3.118279139207896]}"
0_4966,0.25309309363365173,0.6785572171211243,"{""type"":""Point"",""coordinates"":[-40.03739486390332,-3.7318284527896584]}"
0_4993,0.4429446756839752,1.1330794095993042,"{""type"":""Point"",""coordinates"":[21.72083348964027,1.0045348413030377]}"
0_5001,0.328462690114975,1.3909140825271606,"{""type"":""Point"",""coordinates"":[-63.277871938492055,6.14080141519268]}"
0_5027,0.9360967874526978,1.1898672580718994,"{""type"":""Point"",""coordinates"":[-55.713848296701784,-26.080384708142287]}"
0_5051,0.483936607837677,1.1210973262786865,"{""type"":""Point"",""coordinates"":[12.623908268444096,-0.5698475066675627]}"
0_5099,1.3925763368606567,2.6515722274780273,"{""type"":""Point"",""coordinates"":[25.34091094357035,0.6078917854724107]}"
0_5136,0.7163448929786682,0.837950587272644,"{""type"":""Point"",""coordinates"":[12.286393416924433,-0.656793141140707]}"
0_5164,0.17352195084095,1.2704191207885742,"{""type"":""Point"",""coordinates"":[-85.09967276792109,12.512020194060758]}"
0_5189,0.33816981315612793,1.0357215404510498,"{""type"":""Point"",""coordinates"":[-82.50767969376649,34.81924858811577]}"
0_5198,0.6736111044883728,1.5798383951187134,"{""type"":""Point"",""coordinates"":[-60.87705112131485,5.5454114781636745]}"
0_5245,0.12846289575099945,1.2604210376739502,"{""type"":""Point"",""coordinates"":[-44.3554503627107,-15.466535323414975]}"
0_5266,0.9921980500221252,0.7768916487693787,"{""type"":""Point"",""coordinates"":[-9.549958813287933,6.934325258048278]}"
0_5272,0.11049426347017288,1.451492190361023,"{""type"":""Point"",""coordinates"":[-37.17522108471669,-7.351761955828931]}"
0_5292,0.6635805368423462,1.0849642753601074,"{""type"":""Point"",""coordinates"":[26.729106414801322,1.6959569851749428]}"
0_5294,0.4100635349750519,0.7305023074150085,"{""type"":""Point"",""coordinates"":[-12.71926062550586,8.841525753623873]}"
0_5296,0.44247061014175415,2.0454483032226562,"{""type"":""Point"",""coordinates"":[-74.48051522248394,-10.190139110513543]}"
0_5327,0.3665850758552551,1.247765064239502,"{""type"":""Point"",""coordinates"":[11.850441862753497,8.228865588340573]}"
0_5390,0.1480637788772583,0.65382319688797,"{""type"":""Point"",""coordinates"":[0.6690239863942391,7.677461839214407]}"
0_5412,0.8173496723175049,1.118119716644287,"{""type"":""Point"",""coordinates"":[9.618787982357833,5.411830667219595]}"
0_5429,0.16380558907985687,0.7760069966316223,"{""type"":""Point"",""coordinates"":[4.190184431890104,7.607055775174101]}"
0_5434,0.39342227578163147,0.7403450608253479,"{""type"":""Point"",""coordinates"":[-85.61248990364541,34.813430156329844]}"
0_5490,0.5838456749916077,0.7291427850723267,"{""type"":""Point"",""coordinates"":[-67.19655002114413,-12.335092670116916]}"
0_5503,0.6659862995147705,0.7762784957885742,"{""type"":""Point"",""coordinates"":[-76.15536732152404,-4.580341287294458]}"
0_5535,0.8590202331542969,0.9779194593429565,"{""type"":""Point"",""coordinates"":[-55.48787276839151,-27.580678133461134]}"
0_5653,1.4559235572814941,1.1448619365692139,"{""type"":""Point"",""coordinates"":[-51.357675847728096,-26.686923295631964]}"
0_5670,0.37890586256980896,1.4264034032821655,"{""type"":""Point"",""coordinates"":[10.918585146021012,3.9403773103080733]}"
0_5680,0.5138967633247375,0.6510263681411743,"{""type"":""Point"",""coordinates"":[-6.860714877881736,7.794278302345287]}"
0_5757,0.3110958933830261,0.9221105575561523,"{""type"":""Point"",""coordinates"":[-104.62334543619579,20.641874285998327]}"
0_5766,1.0871763229370117,1.489989995956421,"{""type"":""Point"",""coordinates"":[-43.72781360893958,-4.773436668608387]}"
0_5830,0.18853022158145905,0.7727012038230896,"{""type"":""Point"",""coordinates"":[-49.507935641181255,-28.86831273115446]}"
0_5860,0.17965209484100342,1.2850250005722046,"{""type"":""Point"",""coordinates"":[-86.51622655103655,15.488075351681266]}"
0_5864,0.8130900263786316,1.2477413415908813,"{""type"":""Point"",""coordinates"":[-77.00115612446437,5.602630353309457]}"
0_5867,0.5999097228050232,0.7274293303489685,"{""type"":""Point"",""coordinates"":[-59.75540656987079,2.1501721912348937]}"
0_5894,0.1548936367034912,1.2603015899658203,"{""type"":""Point"",""coordinates"":[-42.70217298176768,-11.626439205799908]}"
0_5907,0.7160889506340027,1.9334187507629395,"{""type"":""Point"",""coordinates"":[-43.25361376142571,-19.909992489852765]}"
0_5957,0.49741312861442566,1.4576162099838257,"{""type"":""Point"",""coordinates"":[-74.53905304364787,-10.566748303617885]}"
0_5963,0.39797425270080566,1.4695976972579956,"{""type"":""Point"",""coordinates"":[-66.96166774533751,-7.676413798194999]}"
0_6000,0.18450172245502472,0.9208046197891235,"{""type"":""Point"",""coordinates"":[-92.13879364032402,15.227463991879404]}"
0_6013,0.12846289575099945,0.7125208973884583,"{""type"":""Point"",""coordinates"":[-6.3003884128008565,7.539413829658322]}"
0_6025,1.412992238998413,1.254034161567688,"{""type"":""Point"",""coordinates"":[-56.1108974454589,-4.137090122621819]}"
0_6028,0.19489291310310364,0.8300862908363342,"{""type"":""Point"",""coordinates"":[-2.724121060904722,6.593060135817924]}"
0_6059,0.7340700030326843,1.2389663457870483,"{""type"":""Point"",""coordinates"":[15.528279143252128,2.9772693045598495]}"
0_6060,1.4559235572814941,1.1048142910003662,"{""type"":""Point"",""coordinates"":[-75.52428183644183,1.0432180718544835]}"
0_6062,0.16275914013385773,1.4772568941116333,"{""type"":""Point"",""coordinates"":[-64.21189454971928,-21.868315632601995]}"
0_6080,0.3880976140499115,1.2232393026351929,"{""type"":""Point"",""coordinates"":[-41.47881237623491,-21.372084179407302]}"
0_6113,0.3112047016620636,1.4520680904388428,"{""type"":""Point"",""coordinates"":[-84.49195868276988,9.740187720703672]}"
0_6204,0.10258549451828003,1.2219312191009521,"{""type"":""Point"",""coordinates"":[-71.76677440407852,18.31578304737367]}"
0_6205,0.16764700412750244,0.6544145345687866,"{""type"":""Point"",""coordinates"":[-77.3958634248214,8.231424551480035]}"
0_6214,0.24528717994689941,1.1325594186782837,"{""type"":""Point"",""coordinates"":[-44.095332205912065,-14.073538494620411]}"
