system:index,fa,fr,.geo
0_3922,0.30439433455467224,1.4069324731826782,"{""type"":""Point"",""coordinates"":[-46.72689426409312,-3.9593190803333225]}"
0_3937,0.5387861132621765,0.20849238336086273,"{""type"":""Point"",""coordinates"":[-76.52441065977727,4.001594667563549]}"
0_4017,2.669506072998047,1.498101830482483,"{""type"":""Point"",""coordinates"":[-4.604738588697627,5.372591397091229]}"
0_4019,1.8031121492385864,0.1884443312883377,"{""type"":""Point"",""coordinates"":[-72.980675028626,9.562387799829347]}"
0_4113,0.5487898588180542,0.368967741727829,"{""type"":""Point"",""coordinates"":[-8.150128149243798,6.013508839450738]}"
0_4136,0.1777472048997879,0.5175049901008606,"{""type"":""Point"",""coordinates"":[-55.08407388169677,-3.4645071943906554]}"
0_4140,0.18464753031730652,0.5144395232200623,"{""type"":""Point"",""coordinates"":[-51.79812843796407,0.7287805948314471]}"
0_4146,1.356049656867981,0.6036558151245117,"{""type"":""Point"",""coordinates"":[-75.50216586332746,1.336755422088179]}"
0_4152,2.031153678894043,0.14516068994998932,"{""type"":""Point"",""coordinates"":[-78.48908407035923,-5.8458491726769894]}"
0_4160,0.5465040802955627,0.4829285144805908,"{""type"":""Point"",""coordinates"":[17.6187251141969,4.076227397284397]}"
0_4163,1.5505925416946411,1.390987753868103,"{""type"":""Point"",""coordinates"":[-45.974340185598045,-3.7859651998880106]}"
0_4305,0.5275883078575134,0.9050731658935547,"{""type"":""Point"",""coordinates"":[19.45843138315632,2.3489182012942367]}"
0_4347,0.45410609245300293,0.12148177623748779,"{""type"":""Point"",""coordinates"":[-73.86114339509619,-12.434274283050415]}"
0_4428,0.7915405631065369,0.24691444635391235,"{""type"":""Point"",""coordinates"":[-66.30315627817104,-14.5520121196354]}"
0_4454,0.14139795303344727,0.5539636015892029,"{""type"":""Point"",""coordinates"":[-51.308668937161755,3.7998200431526206]}"
0_4503,0.6560095548629761,0.3110958933830261,"{""type"":""Point"",""coordinates"":[-59.65525007375471,4.19399095584633]}"
0_4534,2.2488620281219482,0.2803214490413666,"{""type"":""Point"",""coordinates"":[-38.60670993510561,-12.604340701160778]}"
0_4562,2.1423323154449463,0.5096237063407898,"{""type"":""Point"",""coordinates"":[14.95940923315133,-1.0610243289525962]}"
0_4574,0.19594039022922516,0.5531587600708008,"{""type"":""Point"",""coordinates"":[-51.19619287660373,2.4943774754384043]}"
0_4586,0.5055583715438843,0.5657497048377991,"{""type"":""Point"",""coordinates"":[-10.954586629412542,6.85201989586116]}"
0_4647,0.17447814345359802,0.5953625440597534,"{""type"":""Point"",""coordinates"":[-53.60154268006002,-2.1222482913533725]}"
0_4652,1.3438947200775146,0.456752210855484,"{""type"":""Point"",""coordinates"":[-10.891308279510197,7.480121736596807]}"
0_4655,0.469637006521225,0.40201541781425476,"{""type"":""Point"",""coordinates"":[10.187337519497273,-0.14952600559362314]}"
0_4683,1.5020272731781006,0.49741312861442566,"{""type"":""Point"",""coordinates"":[-75.17026579586513,-11.173343621826026]}"
0_4689,1.1412832736968994,0.23558484017848969,"{""type"":""Point"",""coordinates"":[-43.06719860425969,-5.868616630505909]}"
0_4721,0.2738626301288605,0.45928964018821716,"{""type"":""Point"",""coordinates"":[-60.20885882925886,-1.9504609672544784]}"
0_4722,1.4850592613220215,0.18566635251045227,"{""type"":""Point"",""coordinates"":[-77.27561605564114,18.259937764228237]}"
0_4810,1.0719846487045288,0.25056660175323486,"{""type"":""Point"",""coordinates"":[-47.55693676451862,-9.294307146839328]}"
0_5001,0.18846005201339722,0.328462690114975,"{""type"":""Point"",""coordinates"":[-63.277871938492055,6.14080141519268]}"
0_5027,2.3907549381256104,0.9360967874526978,"{""type"":""Point"",""coordinates"":[-55.713848296701784,-26.080384708142287]}"
0_5051,0.31074047088623047,0.483936607837677,"{""type"":""Point"",""coordinates"":[12.623908268444096,-0.5698475066675627]}"
0_5136,0.4744580090045929,0.7163448929786682,"{""type"":""Point"",""coordinates"":[12.286393416924433,-0.656793141140707]}"
0_5198,0.2040487378835678,0.6736111044883728,"{""type"":""Point"",""coordinates"":[-60.87705112131485,5.5454114781636745]}"
0_5294,2.9732987880706787,0.4100635349750519,"{""type"":""Point"",""coordinates"":[-12.71926062550586,8.841525753623873]}"
0_5362,2.504889488220215,0.1775389462709427,"{""type"":""Point"",""coordinates"":[-78.84403579221217,-5.817669684869397]}"
0_5412,0.5902047157287598,0.8173496723175049,"{""type"":""Point"",""coordinates"":[9.618787982357833,5.411830667219595]}"
0_5429,2.9227728843688965,0.16380558907985687,"{""type"":""Point"",""coordinates"":[4.190184431890104,7.607055775174101]}"
0_5490,0.22007247805595398,0.5838456749916077,"{""type"":""Point"",""coordinates"":[-67.19655002114413,-12.335092670116916]}"
0_5504,2.369340419769287,0.5016340017318726,"{""type"":""Point"",""coordinates"":[-40.83507889463441,-19.414065559633695]}"
0_5535,2.369137763977051,0.8590202331542969,"{""type"":""Point"",""coordinates"":[-55.48787276839151,-27.580678133461134]}"
0_5572,1.2764090299606323,0.1936449259519577,"{""type"":""Point"",""coordinates"":[-75.45918107794418,2.4111961173309253]}"
0_5605,0.599351167678833,1.1316502094268799,"{""type"":""Point"",""coordinates"":[-59.676836777552566,-3.7436591429969597]}"
0_5664,1.6247975826263428,0.25334876775741577,"{""type"":""Point"",""coordinates"":[-72.17930191696051,6.5775696012598655]}"
0_5678,1.7841334342956543,0.1470508724451065,"{""type"":""Point"",""coordinates"":[-79.58368001064048,-3.2628413649066323]}"
0_5766,0.5547078847885132,1.0871763229370117,"{""type"":""Point"",""coordinates"":[-43.72781360893958,-4.773436668608387]}"
0_5825,0.6036010384559631,1.0209444761276245,"{""type"":""Point"",""coordinates"":[-54.89153452330826,-26.46974372843309]}"
0_5830,1.3273026943206787,0.18853022158145905,"{""type"":""Point"",""coordinates"":[-49.507935641181255,-28.86831273115446]}"
0_5860,1.448724389076233,0.17965209484100342,"{""type"":""Point"",""coordinates"":[-86.51622655103655,15.488075351681266]}"
0_5867,0.22556822001934052,0.5999097228050232,"{""type"":""Point"",""coordinates"":[-59.75540656987079,2.1501721912348937]}"
0_5894,1.6229099035263062,0.1548936367034912,"{""type"":""Point"",""coordinates"":[-42.70217298176768,-11.626439205799908]}"
0_5907,1.5281702280044556,0.7160889506340027,"{""type"":""Point"",""coordinates"":[-43.25361376142571,-19.909992489852765]}"
0_5945,2.0004634857177734,0.5866366624832153,"{""type"":""Point"",""coordinates"":[-45.12699719146973,-3.2453152449928724]}"
0_6000,1.59464693069458,0.18450172245502472,"{""type"":""Point"",""coordinates"":[-92.13879364032402,15.227463991879404]}"
0_6060,0.538826584815979,1.4559235572814941,"{""type"":""Point"",""coordinates"":[-75.52428183644183,1.0432180718544835]}"
0_6062,1.215997338294983,0.16275914013385773,"{""type"":""Point"",""coordinates"":[-64.21189454971928,-21.868315632601995]}"
0_6080,1.075918436050415,0.3880976140499115,"{""type"":""Point"",""coordinates"":[-41.47881237623491,-21.372084179407302]}"
0_6113,0.5751080513000488,0.3112047016620636,"{""type"":""Point"",""coordinates"":[-84.49195868276988,9.740187720703672]}"
0_6204,1.6229099035263062,0.10258549451828003,"{""type"":""Point"",""coordinates"":[-71.76677440407852,18.31578304737367]}"
0_6205,0.3781220316886902,0.16764700412750244,"{""type"":""Point"",""coordinates"":[-77.3958634248214,8.231424551480035]}"
0_6216,0.6261656880378723,0.6570505499839783,"{""type"":""Point"",""coordinates"":[12.253572532252514,-2.58636835490566]}"
0_6230,1.313923954963684,0.5812814235687256,"{""type"":""Point"",""coordinates"":[-9.299259326643183,5.976301022089985]}"
0_6233,1.923723578453064,0.3045186400413513,"{""type"":""Point"",""coordinates"":[7.229752341498092,5.875099032361134]}"
0_6269,1.8400357961654663,0.17155984044075012,"{""type"":""Point"",""coordinates"":[-91.54541021984126,15.179207191797241]}"
0_6277,0.6172738075256348,0.5199496746063232,"{""type"":""Point"",""coordinates"":[10.959839880202843,1.3253944773861863]}"
0_6326,2.062903881072998,0.5571513175964355,"{""type"":""Point"",""coordinates"":[-45.06309300100283,-3.321391897325328]}"
0_6328,0.28841304779052734,0.6752861738204956,"{""type"":""Point"",""coordinates"":[11.916283015848952,1.7819341878605093]}"
0_6373,1.1865166425704956,0.4036804139614105,"{""type"":""Point"",""coordinates"":[-7.082017758233731,5.640767591398119]}"
0_6377,0.4733428657054901,0.7991182804107666,"{""type"":""Point"",""coordinates"":[-66.30558846835534,-16.731263087673085]}"
0_6380,0.32287973165512085,1.2894419431686401,"{""type"":""Point"",""coordinates"":[-74.82387323041105,2.385568109346057]}"
0_6405,2.0187606811523438,0.7863830924034119,"{""type"":""Point"",""coordinates"":[9.560199964022113,6.030209267906077]}"
0_6454,2.6808829307556152,0.23159953951835632,"{""type"":""Point"",""coordinates"":[-38.87151095360594,-12.390017980760943]}"
0_6479,2.9387717247009277,0.20731423795223236,"{""type"":""Point"",""coordinates"":[-41.47371083692489,-3.110017003772747]}"
0_6496,2.033231258392334,0.15848681330680847,"{""type"":""Point"",""coordinates"":[-42.94457122922926,-9.51113006388304]}"
0_6503,0.22184860706329346,0.5901973843574524,"{""type"":""Point"",""coordinates"":[11.086347906414755,-1.3734794991485326]}"
0_6532,3.0278210639953613,0.5767359137535095,"{""type"":""Point"",""coordinates"":[-12.647253613272404,9.24426894743039]}"
0_6579,0.38082677125930786,0.24970366060733795,"{""type"":""Point"",""coordinates"":[-76.76151740177362,3.5545339324268537]}"
0_6653,0.4602292478084564,1.517661452293396,"{""type"":""Point"",""coordinates"":[-50.56538621065845,-25.901769419446097]}"
0_6668,0.8482038378715515,0.6012229919433594,"{""type"":""Point"",""coordinates"":[-49.90945909537703,-28.21564151387437]}"
0_6678,2.0130879878997803,0.41444653272628784,"{""type"":""Point"",""coordinates"":[-73.5796267830371,5.9348662117090125]}"
0_6719,1.3565973043441772,0.2001720517873764,"{""type"":""Point"",""coordinates"":[-75.08765543441295,5.658423459156617]}"
0_6739,1.3175380229949951,0.2975532114505768,"{""type"":""Point"",""coordinates"":[18.39440705343261,3.8365109497624634]}"
0_6751,0.573090136051178,1.4110814332962036,"{""type"":""Point"",""coordinates"":[-7.232537909920509,5.257727793745578]}"
0_6769,2.6808829307556152,0.08561950922012329,"{""type"":""Point"",""coordinates"":[-86.99270091424918,12.911185998215979]}"
0_6841,0.5422331094741821,0.9788214564323425,"{""type"":""Point"",""coordinates"":[-43.94312768325678,-5.428712071260146]}"
0_6895,1.8864095211029053,0.46285420656204224,"{""type"":""Point"",""coordinates"":[-92.16823436962106,17.091200040506465]}"
0_6951,1.1052461862564087,0.18521173298358917,"{""type"":""Point"",""coordinates"":[-79.31112147056699,-4.931026699524799]}"
0_6964,0.5276538729667664,0.15878386795520782,"{""type"":""Point"",""coordinates"":[-84.54360658533545,14.614662402908195]}"
0_6965,2.6326048374176025,0.21798257529735565,"{""type"":""Point"",""coordinates"":[-92.77474630187368,15.524930368927532]}"
0_6977,1.7841334342956543,0.40069645643234253,"{""type"":""Point"",""coordinates"":[-42.49185101259724,-2.962561656154931]}"
0_7007,0.2023928016424179,0.6592910289764404,"{""type"":""Point"",""coordinates"":[-51.55205941401879,-7.982148106096659]}"
0_7028,0.16681863367557526,0.6253811717033386,"{""type"":""Point"",""coordinates"":[-51.56129244151882,-2.5334582488956445]}"
0_7166,0.7367411255836487,0.48082104325294495,"{""type"":""Point"",""coordinates"":[9.283405824167968,4.038624602212007]}"
0_7178,2.09149169921875,0.24431782960891724,"{""type"":""Point"",""coordinates"":[7.99392988491823,5.531191143428358]}"
0_7189,0.7075798511505127,0.5788163542747498,"{""type"":""Point"",""coordinates"":[-64.6296261516456,-17.805716654271503]}"
0_7233,0.5424103140830994,0.5199496746063232,"{""type"":""Point"",""coordinates"":[10.454722419721215,1.9111776819865423]}"
0_7294,0.3781220316886902,0.44247061014175415,"{""type"":""Point"",""coordinates"":[9.850869992265862,0.6563062645986328]}"
0_7297,0.6157227754592896,0.21115075051784515,"{""type"":""Point"",""coordinates"":[-84.96869855859188,14.478554114847931]}"
0_7355,1.4632353782653809,0.24720996618270874,"{""type"":""Point"",""coordinates"":[-66.25918567174783,18.338406164866456]}"
0_7377,3.0020358562469482,0.2179804891347885,"{""type"":""Point"",""coordinates"":[-43.10816328353531,-22.232956643037408]}"
0_7392,1.2190464735031128,0.3126665949821472,"{""type"":""Point"",""coordinates"":[-73.97429188671501,4.113271065800904]}"
0_7428,2.403001070022583,0.19017645716667175,"{""type"":""Point"",""coordinates"":[-79.2590381117174,-0.9303648122346947]}"
0_7434,2.933373212814331,0.12888427078723907,"{""type"":""Point"",""coordinates"":[-89.59826409344467,13.923798638902408]}"
0_7477,1.9549312591552734,0.2017820179462433,"{""type"":""Point"",""coordinates"":[-92.42231571081238,16.81748829658113]}"
0_7483,0.1756531447172165,0.6659862995147705,"{""type"":""Point"",""coordinates"":[12.53423248460121,0.2933751171777187]}"
0_7576,0.2023928016424179,0.5514392256736755,"{""type"":""Point"",""coordinates"":[-65.8729985021784,6.5616949812417005]}"
0_7760,0.23408059775829315,0.5388175249099731,"{""type"":""Point"",""coordinates"":[-61.634606467923604,-4.025601432798993]}"
0_7783,0.23719753324985504,0.4684235751628876,"{""type"":""Point"",""coordinates"":[-70.52101565411584,3.7757650600440833]}"
0_7845,0.6026275157928467,0.5288019180297852,"{""type"":""Point"",""coordinates"":[-82.52160724935511,9.135172972818827]}"
0_7846,1.4127613306045532,0.5227708220481873,"{""type"":""Point"",""coordinates"":[-67.31797314307283,-15.93503896902254]}"
0_7962,3.1029253005981445,0.3058648407459259,"{""type"":""Point"",""coordinates"":[11.086583567068436,6.781626679270156]}"
0_7966,0.5905488133430481,0.1974836140871048,"{""type"":""Point"",""coordinates"":[-64.46395484454929,-23.00744426160824]}"
0_8010,2.8423054218292236,0.1944771409034729,"{""type"":""Point"",""coordinates"":[-97.704461966992,16.271725485357344]}"
0_8193,1.884819746017456,0.23428578674793243,"{""type"":""Point"",""coordinates"":[-80.30200916208526,-3.8566967444172238]}"
0_8200,1.5006804466247559,0.4068995714187622,"{""type"":""Point"",""coordinates"":[-64.24174622490588,-14.227744921980754]}"
0_8214,0.6035548448562622,0.45384785532951355,"{""type"":""Point"",""coordinates"":[-82.13377680472271,9.283875753663468]}"
0_8232,0.5126270055770874,0.9855244159698486,"{""type"":""Point"",""coordinates"":[-65.00039994566215,-16.935914803696885]}"
0_8235,0.7571074366569519,0.3274983763694763,"{""type"":""Point"",""coordinates"":[-76.20149042076872,1.3824382966064683]}"
0_8356,2.6808829307556152,0.23528318107128143,"{""type"":""Point"",""coordinates"":[6.523911672675729,6.287456573564377]}"
0_8366,1.24532949924469,0.5490997433662415,"{""type"":""Point"",""coordinates"":[-48.22745418677535,-6.934842895548434]}"
0_8427,1.4281840324401855,0.3810555636882782,"{""type"":""Point"",""coordinates"":[-8.375579646186562,4.711295597136016]}"
0_8480,0.6679970622062683,0.5654229521751404,"{""type"":""Point"",""coordinates"":[19.1192168950073,2.129568965649696]}"
0_8508,0.9554955363273621,0.581337034702301,"{""type"":""Point"",""coordinates"":[-7.3365365276314085,6.186917200387308]}"
0_8537,0.5140424370765686,0.8369745016098022,"{""type"":""Point"",""coordinates"":[-85.20530201003372,14.309363504501471]}"
