system:index,ia,ir,.geo
0_6611,1.2895187139511108,0.14453835785388947,"{""type"":""Point"",""coordinates"":[12.309338613503323,4.533202468043622]}"
0_6627,1.3109437227249146,0.1047392189502716,"{""type"":""Point"",""coordinates"":[-55.903804990397454,-24.64027582698311]}"
0_6653,1.807795763015747,0.24336035549640656,"{""type"":""Point"",""coordinates"":[-50.56538621065845,-25.901769419446097]}"
0_6660,0.7456051111221313,0.1164139062166214,"{""type"":""Point"",""coordinates"":[18.38998185259439,-3.2390755701214116]}"
0_6668,1.1630046367645264,0.19899006187915802,"{""type"":""Point"",""coordinates"":[-49.90945909537703,-28.21564151387437]}"
0_6719,2.2076096534729004,0.18117505311965942,"{""type"":""Point"",""coordinates"":[-75.08765543441295,5.658423459156617]}"
0_6739,1.0328713655471802,0.10898852348327637,"{""type"":""Point"",""coordinates"":[18.39440705343261,3.8365109497624634]}"
0_6744,1.3849380016326904,0.17187097668647766,"{""type"":""Point"",""coordinates"":[27.30969129731444,-1.3312450199574857]}"
0_6751,0.7149789929389954,0.10698255151510239,"{""type"":""Point"",""coordinates"":[-7.232537909920509,5.257727793745578]}"
0_6776,0.774551272392273,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-95.99650774259266,30.850696973715017]}"
0_6786,0.78689044713974,0.1370004117488861,"{""type"":""Point"",""coordinates"":[-86.81486061405505,34.003022684853626]}"
0_6802,1.0887999534606934,0.17573468387126923,"{""type"":""Point"",""coordinates"":[-47.88962830228315,-3.3638704862846533]}"
0_6841,0.9977450370788574,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-43.94312768325678,-5.428712071260146]}"
0_6842,2.3342220783233643,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-49.671503597700855,-16.146656648570257]}"
0_6931,0.7905308604240417,0.17563962936401367,"{""type"":""Point"",""coordinates"":[-50.05197498071013,-7.239104603008401]}"
0_6964,0.6920977234840393,0.11807684600353241,"{""type"":""Point"",""coordinates"":[-84.54360658533545,14.614662402908195]}"
0_6965,1.1004157066345215,0.10643517225980759,"{""type"":""Point"",""coordinates"":[-92.77474630187368,15.524930368927532]}"
0_6990,1.0340065956115723,0.2780497968196869,"{""type"":""Point"",""coordinates"":[-86.74612721947997,13.586528755841947]}"
0_7002,2.027972936630249,0.2152039259672165,"{""type"":""Point"",""coordinates"":[-77.58311812764676,-3.4130511551601694]}"
0_7004,1.0311495065689087,0.1748378723859787,"{""type"":""Point"",""coordinates"":[-60.303617394790244,-13.956106376997786]}"
0_7028,1.2462718486785889,0.16678498685359955,"{""type"":""Point"",""coordinates"":[-51.56129244151882,-2.5334582488956445]}"
0_7114,0.767170250415802,0.10367357730865479,"{""type"":""Point"",""coordinates"":[-7.079233700649486,7.352692719744513]}"
0_7221,1.3888598680496216,0.309609055519104,"{""type"":""Point"",""coordinates"":[-53.13511018618368,-22.970846186822]}"
0_7240,1.4183441400527954,0.1748378723859787,"{""type"":""Point"",""coordinates"":[-58.46383491672986,-10.063440959123572]}"
0_7264,0.7099696397781372,0.17399102449417114,"{""type"":""Point"",""coordinates"":[-52.174945891806765,-6.879039889073307]}"
0_7269,0.8837921023368835,0.20613618195056915,"{""type"":""Point"",""coordinates"":[-70.35871159991365,-3.937005104136653]}"
0_7294,0.7149789929389954,0.1846800446510315,"{""type"":""Point"",""coordinates"":[9.850869992265862,0.6563062645986328]}"
0_7297,1.4028023481369019,0.11218567192554474,"{""type"":""Point"",""coordinates"":[-84.96869855859188,14.478554114847931]}"
0_7349,2.4234139919281006,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-62.49090706386002,-15.793754321513958]}"
0_7400,1.14388108253479,0.17972001433372498,"{""type"":""Point"",""coordinates"":[21.111367314007744,1.0360235749940268]}"
0_7403,1.0755324363708496,0.2521823048591614,"{""type"":""Point"",""coordinates"":[-87.72835732291594,13.742735685455042]}"
0_7483,1.4512581825256348,0.23840509355068207,"{""type"":""Point"",""coordinates"":[12.53423248460121,0.2933751171777187]}"
0_7546,0.9944722652435303,0.13692468404769897,"{""type"":""Point"",""coordinates"":[-39.34170254646531,-14.084281002133483]}"
0_7576,1.2355958223342896,0.17573468387126923,"{""type"":""Point"",""coordinates"":[-65.8729985021784,6.5616949812417005]}"
0_7609,0.8079420328140259,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-98.86268293663348,22.47948121376892]}"
0_7748,1.8078227043151855,0.1348298043012619,"{""type"":""Point"",""coordinates"":[27.49864959664095,-1.3752171414383705]}"
0_7783,0.9790830016136169,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-70.52101565411584,3.7757650600440833]}"
0_7789,0.7753678560256958,0.16511039435863495,"{""type"":""Point"",""coordinates"":[-60.5424365358587,8.20600125638181]}"
0_7796,0.7428373098373413,0.1276419758796692,"{""type"":""Point"",""coordinates"":[-94.85498485094683,31.18164866285531]}"
0_7832,0.993152916431427,0.23417603969573975,"{""type"":""Point"",""coordinates"":[-62.08683940473341,-2.019003035995174]}"
0_7845,1.266796350479126,0.21209192276000977,"{""type"":""Point"",""coordinates"":[-82.52160724935511,9.135172972818827]}"
0_7852,0.7731172442436218,0.17366228997707367,"{""type"":""Point"",""coordinates"":[-12.111957281174295,8.180702983450004]}"
0_7944,1.2720575332641602,0.10092957317829132,"{""type"":""Point"",""coordinates"":[-48.87212380995952,-23.479675257824713]}"
0_7963,2.2718112468719482,0.10134875029325485,"{""type"":""Point"",""coordinates"":[-50.38324459479957,-22.03933465155009]}"
0_7966,1.4301683902740479,0.097043976187706,"{""type"":""Point"",""coordinates"":[-64.46395484454929,-23.00744426160824]}"
0_7969,0.7476397156715393,0.40282896161079407,"{""type"":""Point"",""coordinates"":[-1.0155121103740434,6.915228047149223]}"
0_8009,1.7049882411956787,0.2373388558626175,"{""type"":""Point"",""coordinates"":[-78.21091891952987,-3.962135381180432]}"
0_8010,1.0738544464111328,0.097043976187706,"{""type"":""Point"",""coordinates"":[-97.704461966992,16.271725485357344]}"
0_8018,0.9913901686668396,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-64.26460223742602,-9.310085106253679]}"
0_8195,1.5285321474075317,0.151117205619812,"{""type"":""Point"",""coordinates"":[-50.83174389507422,-10.186033327367584]}"
0_8199,0.7393103837966919,0.1071968823671341,"{""type"":""Point"",""coordinates"":[-94.84241708425512,33.22812461360589]}"
0_8200,1.4285588264465332,0.17563962936401367,"{""type"":""Point"",""coordinates"":[-64.24174622490588,-14.227744921980754]}"
0_8235,1.7101163864135742,0.17293739318847656,"{""type"":""Point"",""coordinates"":[-76.20149042076872,1.3824382966064683]}"
0_8279,1.1113123893737793,0.13999098539352417,"{""type"":""Point"",""coordinates"":[-54.37275473794807,-26.64770712229845]}"
0_8353,1.2268263101577759,0.4191327393054962,"{""type"":""Point"",""coordinates"":[-76.09565515471935,8.168669190360756]}"
0_8366,1.0674717426300049,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-48.22745418677535,-6.934842895548434]}"
0_8387,1.0024163722991943,0.162054643034935,"{""type"":""Point"",""coordinates"":[-59.94370873874721,-7.06469161301004]}"
0_8422,1.7688982486724854,0.1658705472946167,"{""type"":""Point"",""coordinates"":[-73.02824195946992,8.544149333280835]}"
0_8442,1.1004157066345215,0.10559406876564026,"{""type"":""Point"",""coordinates"":[26.090196060618812,2.7166086034079986]}"
0_8471,1.2481844425201416,0.12114167958498001,"{""type"":""Point"",""coordinates"":[-42.478874832039445,-4.757479216297017]}"
0_8480,0.7368029356002808,0.3939822316169739,"{""type"":""Point"",""coordinates"":[19.1192168950073,2.129568965649696]}"
0_8495,1.1048142910003662,0.17465583980083466,"{""type"":""Point"",""coordinates"":[-60.3954463796998,-11.080718325536647]}"
0_8508,0.8122922778129578,0.39516961574554443,"{""type"":""Point"",""coordinates"":[-7.3365365276314085,6.186917200387308]}"
0_8525,0.6702616810798645,0.15844129025936127,"{""type"":""Point"",""coordinates"":[18.686336524941144,-0.14523984701624998]}"
0_8537,1.7685143947601318,0.10460006445646286,"{""type"":""Point"",""coordinates"":[-85.20530201003372,14.309363504501471]}"
0_8558,1.47831392288208,0.162054643034935,"{""type"":""Point"",""coordinates"":[9.876903170947863,-2.1919582106054465]}"
0_8592,0.9876450300216675,0.11451317369937897,"{""type"":""Point"",""coordinates"":[-93.06319052067973,16.481292353641713]}"
0_8629,1.400721788406372,0.1278509497642517,"{""type"":""Point"",""coordinates"":[-90.77217294446659,16.362164915107144]}"
0_8675,0.670401394367218,0.16536067426204681,"{""type"":""Point"",""coordinates"":[-61.51853689460841,1.7848446438667838]}"
0_8703,1.9357566833496094,0.2135934829711914,"{""type"":""Point"",""coordinates"":[-50.183883752557634,-27.57660160643202]}"
0_8706,1.207877516746521,0.17573468387126923,"{""type"":""Point"",""coordinates"":[-49.83059618753544,-5.148660824363571]}"
0_8712,1.4367151260375977,0.1658705472946167,"{""type"":""Point"",""coordinates"":[-68.20556754563141,-9.943765733768469]}"
0_8716,0.8070412278175354,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-52.699543032478736,2.396624886451674]}"
0_8730,1.2220284938812256,0.2513301968574524,"{""type"":""Point"",""coordinates"":[-68.73412170382562,-9.125160869927667]}"
0_8758,1.000427007675171,0.17452526092529297,"{""type"":""Point"",""coordinates"":[-50.13553012482956,-4.035323353433794]}"
0_8806,1.6112779378890991,0.1748378723859787,"{""type"":""Point"",""coordinates"":[-53.63948938304182,-22.44489043554134]}"
0_8820,1.074313998222351,0.16603714227676392,"{""type"":""Point"",""coordinates"":[15.402289097257826,3.399002869954482]}"
0_8824,1.2477413415908813,0.1368928849697113,"{""type"":""Point"",""coordinates"":[-61.35559718921086,2.3964373863899016]}"
0_8826,1.0988805294036865,0.09941306710243225,"{""type"":""Point"",""coordinates"":[26.93763188333484,2.5434491868661038]}"
0_8859,0.78689044713974,0.16536067426204681,"{""type"":""Point"",""coordinates"":[-93.3222397775716,34.8743344940279]}"
0_8862,0.7385196685791016,0.11601380258798599,"{""type"":""Point"",""coordinates"":[19.356787583667458,-2.6911652429906305]}"
0_8863,1.1164156198501587,0.12201938033103943,"{""type"":""Point"",""coordinates"":[11.379402443402345,5.226184275788543]}"
0_8864,1.1103639602661133,0.15236184000968933,"{""type"":""Point"",""coordinates"":[23.23319484479621,5.653237386425193]}"
0_8877,1.10935640335083,0.1537066549062729,"{""type"":""Point"",""coordinates"":[23.676923801250684,5.070886954515266]}"
0_8895,1.198835015296936,0.12179573625326157,"{""type"":""Point"",""coordinates"":[-86.8188254529254,15.037705709798072]}"
0_8941,1.0876941680908203,0.28084176778793335,"{""type"":""Point"",""coordinates"":[-55.024149673180936,-27.585031485937176]}"
0_8977,1.228342890739441,0.1748080998659134,"{""type"":""Point"",""coordinates"":[-54.640446320659954,-8.128970832433897]}"
0_9004,1.4904502630233765,0.17452526092529297,"{""type"":""Point"",""coordinates"":[-50.69395801819556,-7.260110457847814]}"
0_9053,0.7441600561141968,0.1658770740032196,"{""type"":""Point"",""coordinates"":[-61.58076303010956,-9.217892515193004]}"
0_9148,1.093030571937561,0.08887451887130737,"{""type"":""Point"",""coordinates"":[-92.8256304890894,16.1921275382069]}"
0_9208,1.9211339950561523,0.19673168659210205,"{""type"":""Point"",""coordinates"":[-50.488423231332426,-26.95360285239426]}"
0_9224,0.7756521701812744,0.15359598398208618,"{""type"":""Point"",""coordinates"":[-44.269375891207176,-4.002324133814791]}"
0_9249,1.2262850999832153,0.23135246336460114,"{""type"":""Point"",""coordinates"":[15.11569249586811,1.5709054373329534]}"
0_9286,0.8920906782150269,0.17333483695983887,"{""type"":""Point"",""coordinates"":[-55.50741397050901,-7.587056562901045]}"
0_9296,1.9897499084472656,0.16546019911766052,"{""type"":""Point"",""coordinates"":[-65.15286481940731,5.643171886652551]}"
0_9361,0.787137508392334,0.10442867130041122,"{""type"":""Point"",""coordinates"":[18.17230954171627,2.3885535266928666]}"
0_9367,0.6875385642051697,0.15535880625247955,"{""type"":""Point"",""coordinates"":[18.911578404691422,-0.31780754911136644]}"
0_9426,1.2241511344909668,0.17573468387126923,"{""type"":""Point"",""coordinates"":[-57.75039806772023,-10.840876340775672]}"
0_9433,1.2877346277236938,0.25259169936180115,"{""type"":""Point"",""coordinates"":[14.11249977618206,1.6334943203504646]}"
0_9440,0.7858575582504272,0.17563962936401367,"{""type"":""Point"",""coordinates"":[-55.76681943238941,-11.755597347402677]}"
0_9443,0.9191006422042847,0.15025992691516876,"{""type"":""Point"",""coordinates"":[-96.58938285999469,17.72745203914707]}"
0_9453,1.176452875137329,0.1745651513338089,"{""type"":""Point"",""coordinates"":[-57.97343522834107,-9.641797918497087]}"
0_9455,0.752300500869751,0.23191767930984497,"{""type"":""Point"",""coordinates"":[-68.20984046030937,2.3977014976962874]}"
0_9465,0.7184372544288635,0.1489161103963852,"{""type"":""Point"",""coordinates"":[-46.13313126790916,-4.0049304275468405]}"
0_9481,0.7762420773506165,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-68.6824504109067,4.242779650315725]}"
0_9497,2.0288894176483154,0.23417603969573975,"{""type"":""Point"",""coordinates"":[-70.29724489116526,-12.877978275611587]}"
0_9506,0.7570343613624573,0.1744937151670456,"{""type"":""Point"",""coordinates"":[-58.19122237046656,-10.049898753300731]}"
0_9531,0.6686466336250305,0.17563962936401367,"{""type"":""Point"",""coordinates"":[-65.99077846974514,6.831831960004608]}"
0_9579,0.8006723523139954,0.23135246336460114,"{""type"":""Point"",""coordinates"":[12.404782841997747,-0.5742805137460758]}"
0_9644,2.0383121967315674,0.17563962936401367,"{""type"":""Point"",""coordinates"":[-98.08098201180297,20.900430138049284]}"
0_9655,0.6513213515281677,0.23191767930984497,"{""type"":""Point"",""coordinates"":[-68.59155572165417,2.2457620251071932]}"
0_9659,1.325720191001892,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-41.69220319640527,-4.7928445855068675]}"
0_9713,0.803115963935852,0.11511361598968506,"{""type"":""Point"",""coordinates"":[-84.99076673025621,32.89167954007539]}"
0_9731,1.225760817527771,0.22868189215660095,"{""type"":""Point"",""coordinates"":[-82.61389773072001,34.90018267374577]}"
0_9751,2.324333667755127,0.09227094799280167,"{""type"":""Point"",""coordinates"":[27.1218317167981,-2.3010991996563828]}"
0_9777,1.2258427143096924,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-72.57297331681731,8.551696312613629]}"
0_9829,1.4159066677093506,0.09575941413640976,"{""type"":""Point"",""coordinates"":[-87.41068271247215,15.35711256017352]}"
0_9830,0.7855629324913025,0.15719076991081238,"{""type"":""Point"",""coordinates"":[-90.48240268987566,17.972543301645096]}"
0_9838,0.8050504326820374,0.16334941983222961,"{""type"":""Point"",""coordinates"":[-70.01070421413556,3.784397950620534]}"
0_9863,2.4244298934936523,0.15072669088840485,"{""type"":""Point"",""coordinates"":[-95.42588070374913,17.31038142886102]}"
0_9882,1.30670166015625,0.2222190648317337,"{""type"":""Point"",""coordinates"":[-71.26577294364247,-7.738274930084839]}"
0_9888,0.7205793261528015,0.1732666790485382,"{""type"":""Point"",""coordinates"":[-55.74700344804577,-23.653497135926823]}"
0_9894,1.0856218338012695,0.09939565509557724,"{""type"":""Point"",""coordinates"":[-9.577480683314384,8.256169191065604]}"
0_9935,1.031600832939148,0.08867131918668747,"{""type"":""Point"",""coordinates"":[-98.71056756008076,16.932624197660385]}"
0_9937,1.034575343132019,0.15529228746891022,"{""type"":""Point"",""coordinates"":[18.885416444911904,3.598487179980697]}"
0_9944,1.2538866996765137,0.16603714227676392,"{""type"":""Point"",""coordinates"":[-55.90904994325708,-2.6277176744970894]}"
0_9960,1.2429622411727905,0.19268740713596344,"{""type"":""Point"",""coordinates"":[14.239624886482021,2.0182240673655194]}"
0_9983,0.6473996639251709,0.13742466270923615,"{""type"":""Point"",""coordinates"":[-76.4698267407474,20.440561334487878]}"
0_9993,1.14388108253479,0.16063717007637024,"{""type"":""Point"",""coordinates"":[21.390578096277928,-0.36454859149057567]}"
0_9996,1.5341070890426636,0.10450856387615204,"{""type"":""Point"",""coordinates"":[-3.3189523340391496,7.594083704598571]}"
0_10028,1.1211100816726685,0.1653137505054474,"{""type"":""Point"",""coordinates"":[12.965691510051629,3.7171160338945053]}"
0_10041,1.3607267141342163,0.17465583980083466,"{""type"":""Point"",""coordinates"":[-54.065392972044116,-8.020480603164527]}"
0_10046,1.2553551197052002,0.12201938033103943,"{""type"":""Point"",""coordinates"":[23.84306745828822,3.467312846523775]}"
0_10061,0.6996832489967346,0.17393893003463745,"{""type"":""Point"",""coordinates"":[-63.59117239647399,6.596218271915389]}"
0_10086,1.8580951690673828,0.18377119302749634,"{""type"":""Point"",""coordinates"":[-75.96904213420785,-8.912109572443443]}"
0_10133,0.657522439956665,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-85.2857687807161,34.44524894125209]}"
0_10147,0.7762420773506165,0.16536067426204681,"{""type"":""Point"",""coordinates"":[-59.305271857615935,6.097080836379723]}"
0_10148,1.0341119766235352,0.09190532565116882,"{""type"":""Point"",""coordinates"":[-7.483807608309694,7.709282770188341]}"
0_10167,1.2603015899658203,0.11659713834524155,"{""type"":""Point"",""coordinates"":[11.99760000448607,4.270096819649907]}"
0_10182,1.2875169515609741,0.17520391941070557,"{""type"":""Point"",""coordinates"":[13.417841130729173,4.398456370029031]}"
0_10237,2.3995392322540283,0.17397375404834747,"{""type"":""Point"",""coordinates"":[-55.69761551784361,-23.060855588999015]}"
0_10242,2.6902718544006348,0.1846800446510315,"{""type"":""Point"",""coordinates"":[11.565419813331953,-1.68163345908082]}"
0_10270,1.44181489944458,0.10229308903217316,"{""type"":""Point"",""coordinates"":[-71.29527254371108,6.8584897641252]}"
0_10271,1.777309775352478,0.2341909557580948,"{""type"":""Point"",""coordinates"":[-77.46016832670912,2.440943750168684]}"
0_10278,1.2721834182739258,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-49.422577570283295,-18.82830397039987]}"
0_10285,1.10935640335083,0.15119439363479614,"{""type"":""Point"",""coordinates"":[21.9895920008218,5.258289561711707]}"
0_10307,0.8203986883163452,0.10049191117286682,"{""type"":""Point"",""coordinates"":[-35.25307364034862,-6.379615166341726]}"
0_10330,2.2891170978546143,0.16536067426204681,"{""type"":""Point"",""coordinates"":[-44.40043346755396,-22.278132502196083]}"
0_10386,0.7408525347709656,0.24344021081924438,"{""type"":""Point"",""coordinates"":[-63.45434833511846,0.3210303744381506]}"
0_10432,1.2599200010299683,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-56.23227911020204,-3.9949058778170192]}"
0_10466,0.970375657081604,0.12097320705652237,"{""type"":""Point"",""coordinates"":[-105.79193225135454,23.513842117268553]}"
0_10475,0.6947299838066101,0.40111589431762695,"{""type"":""Point"",""coordinates"":[-90.12545206899728,16.635487309498586]}"
0_10547,1.0921545028686523,0.10425429791212082,"{""type"":""Point"",""coordinates"":[-84.1351733842844,12.651827479613027]}"
0_10630,1.091677188873291,0.16209197044372559,"{""type"":""Point"",""coordinates"":[14.1698113618803,2.8978298583751525]}"
0_10666,0.7356568574905396,0.17399102449417114,"{""type"":""Point"",""coordinates"":[-95.1304083834432,34.6670175991881]}"
0_10671,1.231824517250061,0.165805846452713,"{""type"":""Point"",""coordinates"":[-62.99686220285029,-9.544863757785617]}"
0_10678,1.3852548599243164,0.17285585403442383,"{""type"":""Point"",""coordinates"":[-50.97697891274593,-6.476043707497358]}"
0_10692,0.9876450300216675,0.09027453511953354,"{""type"":""Point"",""coordinates"":[-95.76440338702201,16.879193843760653]}"
0_10694,1.3497378826141357,0.10674815624952316,"{""type"":""Point"",""coordinates"":[-63.418684165377876,-17.331602694155123]}"
0_10728,2.071179151535034,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-85.14142524797809,14.944463551074291]}"
0_10736,0.6639498472213745,0.15956100821495056,"{""type"":""Point"",""coordinates"":[17.746040144868008,-1.112689378954893]}"
0_10741,1.4375903606414795,0.11304328590631485,"{""type"":""Point"",""coordinates"":[-11.2145212804627,9.049709928050385]}"
0_10779,1.5071675777435303,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-47.18657931985497,-22.043310255120648]}"
0_10792,1.1075208187103271,0.17573468387126923,"{""type"":""Point"",""coordinates"":[-53.05038207717014,-9.774893080207812]}"
0_10826,0.992918074131012,0.1164139062166214,"{""type"":""Point"",""coordinates"":[-85.56186028240185,34.15312748752981]}"
0_10843,1.2919490337371826,0.09895280748605728,"{""type"":""Point"",""coordinates"":[11.850818675623803,3.7024938582328266]}"
0_10860,1.428948163986206,0.15025992691516876,"{""type"":""Point"",""coordinates"":[-49.47354356175165,-7.978620129958698]}"
0_10891,2.5211563110351562,0.15140379965305328,"{""type"":""Point"",""coordinates"":[-55.61952542471959,-22.779742043566934]}"
0_10892,2.0397167205810547,0.10527526587247849,"{""type"":""Point"",""coordinates"":[-64.56812772377296,-17.062232815071635]}"
0_10895,0.8387803435325623,0.11467305570840836,"{""type"":""Point"",""coordinates"":[18.988132558403247,-3.2615237241474397]}"
0_10918,0.8122935891151428,0.16853134334087372,"{""type"":""Point"",""coordinates"":[-77.78291377375702,8.88750568653982]}"
0_11099,1.1984031200408936,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-62.166152177084456,3.7484861361999204]}"
0_11129,1.6737042665481567,0.1739947497844696,"{""type"":""Point"",""coordinates"":[-51.53966550773324,-23.014716515207585]}"
0_11167,1.7050436735153198,0.17516636848449707,"{""type"":""Point"",""coordinates"":[-43.04095120635762,-20.585169538023575]}"
0_11208,1.2493780851364136,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-62.727477154039214,-9.277038014807216]}"
0_11223,1.7474734783172607,0.19268740713596344,"{""type"":""Point"",""coordinates"":[-63.553299843123696,2.3173971103903774]}"
0_11237,0.7793274521827698,0.12155560404062271,"{""type"":""Point"",""coordinates"":[-35.161538464725005,-7.003516811256919]}"
0_11246,1.2456119060516357,0.11938165128231049,"{""type"":""Point"",""coordinates"":[26.479627442465894,-0.8891315149937385]}"
0_11254,1.2474985122680664,0.16429686546325684,"{""type"":""Point"",""coordinates"":[-64.44076169166415,-7.462859539301704]}"
0_11290,0.7905796766281128,0.12288672477006912,"{""type"":""Point"",""coordinates"":[-46.70207661408833,-4.560954021932518]}"
0_11298,0.7398125529289246,0.12334372103214264,"{""type"":""Point"",""coordinates"":[-54.5977786090007,-24.813420673311256]}"
0_11304,1.4264034032821655,0.165805846452713,"{""type"":""Point"",""coordinates"":[15.763160384551307,2.672561175009213]}"
0_11313,1.2173858880996704,0.09557922184467316,"{""type"":""Point"",""coordinates"":[22.109557398730303,4.497623996066937]}"
0_11334,1.75830078125,0.2274814248085022,"{""type"":""Point"",""coordinates"":[-64.2307064898067,2.38936500739554]}"
0_11364,0.7305023074150085,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-90.50260701348363,19.34536758329527]}"
0_11376,0.9872222542762756,0.11129670590162277,"{""type"":""Point"",""coordinates"":[-56.352344566536864,-25.728341335461725]}"
0_11384,0.7759917378425598,0.17261116206645966,"{""type"":""Point"",""coordinates"":[-89.31851912678921,20.31543275232655]}"
0_11385,0.7626033425331116,0.1658705472946167,"{""type"":""Point"",""coordinates"":[-56.02381299769457,-1.2832108645059979]}"
0_11403,0.6876386404037476,0.12038354575634003,"{""type"":""Point"",""coordinates"":[19.658417273178447,-0.17406190933572152]}"
0_11408,1.218441367149353,0.13466915488243103,"{""type"":""Point"",""coordinates"":[-67.59912955370957,-10.552214100130877]}"
0_11418,1.0670374631881714,0.2520948052406311,"{""type"":""Point"",""coordinates"":[-75.15915135730154,0.9671886767202437]}"
0_11479,0.9872222542762756,0.17520441114902496,"{""type"":""Point"",""coordinates"":[-52.37264665689381,-3.8786501952168013]}"
0_11531,1.7779420614242554,0.23417603969573975,"{""type"":""Point"",""coordinates"":[-48.86424717340637,-25.86763974941749]}"
0_11547,1.2003753185272217,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-51.346976135147806,-21.484655426498545]}"
0_11586,2.1933789253234863,0.19775262475013733,"{""type"":""Point"",""coordinates"":[-54.03726768903866,-26.365123693604055]}"
0_11629,1.1075208187103271,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-51.28424324337486,-9.611568844433354]}"
0_11675,1.2280904054641724,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-58.0120835131193,-18.72669846104581]}"
0_11677,1.0447357892990112,0.1657777577638626,"{""type"":""Point"",""coordinates"":[9.996519906886649,-0.04208917614201295]}"
0_11678,0.7765949964523315,0.32402294874191284,"{""type"":""Point"",""coordinates"":[-88.47801707972278,17.147662908143424]}"
0_11693,0.7218198180198669,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-49.306183893667864,-7.763887534596605]}"
0_11717,0.6575958132743835,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-52.96142874624889,-12.388452973085245]}"
0_11744,1.451492190361023,0.2222190648317337,"{""type"":""Point"",""coordinates"":[13.795241391464401,0.19474731745563836]}"
0_11800,0.9302677512168884,0.1745651513338089,"{""type"":""Point"",""coordinates"":[-59.24238562538098,3.2705662767018104]}"
0_11830,1.3946789503097534,0.16525357961654663,"{""type"":""Point"",""coordinates"":[-55.329102009756824,-6.851697777811029]}"
0_11920,0.7357269525527954,0.14696159958839417,"{""type"":""Point"",""coordinates"":[-92.66069339183962,32.6818460529823]}"
0_11937,0.7266611456871033,0.11928607523441315,"{""type"":""Point"",""coordinates"":[-90.2018334026767,17.30848605928111]}"
0_11939,1.9655996561050415,0.09633857756853104,"{""type"":""Point"",""coordinates"":[-72.63563938477492,10.254201743682378]}"
0_11963,1.2122730016708374,0.17279398441314697,"{""type"":""Point"",""coordinates"":[-74.18255489931755,-8.445016643781052]}"
0_12034,0.9931613802909851,0.38266706466674805,"{""type"":""Point"",""coordinates"":[19.881556249897255,2.316110736637771]}"
0_12040,1.2153199911117554,0.162054643034935,"{""type"":""Point"",""coordinates"":[-74.25685060313263,-10.458060085527254]}"
0_12174,0.7991647124290466,0.09897246211767197,"{""type"":""Point"",""coordinates"":[-1.905844291459805,5.66963755256609]}"
0_12188,0.7691773772239685,0.16678498685359955,"{""type"":""Point"",""coordinates"":[-93.68879080520406,34.96406008185057]}"
0_12201,1.2363841533660889,0.31496086716651917,"{""type"":""Point"",""coordinates"":[-41.09465518814429,-20.740179448934374]}"
0_12322,1.432650089263916,0.16563992202281952,"{""type"":""Point"",""coordinates"":[-55.33769692278458,-4.37624003737377]}"
0_12336,1.6359789371490479,0.1642223596572876,"{""type"":""Point"",""coordinates"":[-53.050079755635885,-6.500153918529147]}"
0_12378,0.9302677512168884,0.165805846452713,"{""type"":""Point"",""coordinates"":[-61.93300436040526,1.7492147302991317]}"
0_12400,0.7297747731208801,0.17762479186058044,"{""type"":""Point"",""coordinates"":[-8.149560159420297,5.352878963849928]}"
0_12435,0.9957002997398376,0.11305314302444458,"{""type"":""Point"",""coordinates"":[-50.35586098981501,-4.580610640037669]}"
0_12438,0.6739522814750671,0.17516636848449707,"{""type"":""Point"",""coordinates"":[-66.24736022216912,4.595932764918254]}"
0_12508,1.1603786945343018,0.3579355776309967,"{""type"":""Point"",""coordinates"":[-89.55454043299946,15.980075821182266]}"
0_12522,1.769530177116394,0.1748378723859787,"{""type"":""Point"",""coordinates"":[-57.07276420246904,-14.151115568012976]}"
0_12525,1.0787874460220337,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-60.19556963982912,-16.371877308425027]}"
0_12569,1.711964726448059,0.1165420264005661,"{""type"":""Point"",""coordinates"":[-66.97692777719205,-15.684376113681289]}"
0_12606,0.703072726726532,0.16536067426204681,"{""type"":""Point"",""coordinates"":[-67.19053082497152,-12.660618924180822]}"
