system:index,ia,ir,.geo
0_1662,1.8519848585128784,0.1658705472946167,"{""type"":""Point"",""coordinates"":[-72.48800700987368,-11.656484856972696]}"
0_1721,1.6556531190872192,0.3497527241706848,"{""type"":""Point"",""coordinates"":[-97.0555386140583,20.13289068781206]}"
0_1739,0.7683822512626648,0.15544167160987854,"{""type"":""Point"",""coordinates"":[-7.7374280914672475,4.941029570356647]}"
0_1764,0.7401411533355713,0.09897246211767197,"{""type"":""Point"",""coordinates"":[-87.33812771123678,33.23688458079653]}"
0_1799,0.7502092719078064,0.1348298043012619,"{""type"":""Point"",""coordinates"":[10.4366120921913,2.944165702229527]}"
0_1956,1.0835936069488525,0.09895280748605728,"{""type"":""Point"",""coordinates"":[-75.172046269941,3.355170010895166]}"
0_1959,1.18221914768219,0.17393893003463745,"{""type"":""Point"",""coordinates"":[-59.58372146370953,-10.136651011306057]}"
0_2013,0.8201547265052795,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-96.35612193050842,31.463757282160394]}"
0_2031,0.935140073299408,0.1739947497844696,"{""type"":""Point"",""coordinates"":[-60.17335497253457,2.45298353607257]}"
0_2035,1.2473020553588867,0.13948188722133636,"{""type"":""Point"",""coordinates"":[27.782590614719233,0.9093049607446123]}"
0_2050,0.9859668612480164,0.23135246336460114,"{""type"":""Point"",""coordinates"":[-76.91374124128716,7.371686328178448]}"
0_2085,0.9123091101646423,0.11689165234565735,"{""type"":""Point"",""coordinates"":[12.981688338020264,-3.760772669728656]}"
0_2134,2.3960652351379395,0.11320493370294571,"{""type"":""Point"",""coordinates"":[-85.72496502038769,14.54761994709367]}"
0_2167,0.9264876246452332,0.16546019911766052,"{""type"":""Point"",""coordinates"":[-55.825782843510495,-3.139563308624419]}"
0_2208,1.4007627964019775,0.097043976187706,"{""type"":""Point"",""coordinates"":[-62.65361358429318,-17.01673661328209]}"
0_2210,2.0308282375335693,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-61.76758033717604,-15.969768966875815]}"
0_2247,0.9794989824295044,0.17397375404834747,"{""type"":""Point"",""coordinates"":[-63.75190449620168,-15.61441752390075]}"
0_2307,0.7705380320549011,0.17516636848449707,"{""type"":""Point"",""coordinates"":[-51.304032706763984,0.35669029600100655]}"
0_2322,1.4767590761184692,0.16429686546325684,"{""type"":""Point"",""coordinates"":[-70.85822309619618,-10.809999367917252]}"
0_2398,1.08629310131073,0.15118174254894257,"{""type"":""Point"",""coordinates"":[-49.52884241519525,-8.12739134036414]}"
0_2462,1.2050209045410156,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-64.0757494502283,-9.716698687848597]}"
0_2498,1.7506811618804932,0.12321408092975616,"{""type"":""Point"",""coordinates"":[-55.94038694068526,-22.627825585240725]}"
0_2500,1.2232393026351929,0.17563962936401367,"{""type"":""Point"",""coordinates"":[-49.60814116595845,-5.703710933380447]}"
0_2508,1.5341070890426636,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-60.634567203901355,-15.512193070285738]}"
0_2512,1.0407679080963135,0.17563962936401367,"{""type"":""Point"",""coordinates"":[-49.484742517809785,-6.8733189326627535]}"
0_2538,1.1664165258407593,0.1537066549062729,"{""type"":""Point"",""coordinates"":[-52.142239622589706,-12.510460466197264]}"
0_2627,1.3159879446029663,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-68.18699659932737,-11.60428224141662]}"
0_2656,0.7182496786117554,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-65.69621477668613,7.091168533110809]}"
0_2707,1.283198595046997,0.1642223596572876,"{""type"":""Point"",""coordinates"":[-61.15972247701096,-10.614109642793569]}"
0_2716,1.2783247232437134,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-54.02505323765474,2.813018878811849]}"
0_2719,2.0383121967315674,0.22252701222896576,"{""type"":""Point"",""coordinates"":[-75.9180297421939,-6.855137036158686]}"
0_2730,2.1944620609283447,0.17303594946861267,"{""type"":""Point"",""coordinates"":[-83.86530366760974,10.401011333436898]}"
0_2763,1.0371687412261963,0.1122603490948677,"{""type"":""Point"",""coordinates"":[-98.755928724249,16.893022617725006]}"
0_2785,0.6558916568756104,0.19536158442497253,"{""type"":""Point"",""coordinates"":[17.91817756375242,0.11728208554248688]}"
0_2804,1.7134194374084473,0.23417603969573975,"{""type"":""Point"",""coordinates"":[-50.424985657959965,-26.470936430980192]}"
0_2848,0.9561566114425659,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-58.80013351075712,-17.241177167091053]}"
0_2941,1.0387053489685059,0.09571950137615204,"{""type"":""Point"",""coordinates"":[-86.8545520103455,13.684832577896026]}"
0_2946,0.7316561341285706,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-60.936914038732375,0.8395926311384179]}"
0_2980,1.0903189182281494,0.10900542885065079,"{""type"":""Point"",""coordinates"":[-8.537122634675082,8.043141424932408]}"
0_3019,2.2778708934783936,0.1774187684059143,"{""type"":""Point"",""coordinates"":[-53.856338441998545,-26.120252422287347]}"
0_3042,0.9713654518127441,0.17573468387126923,"{""type"":""Point"",""coordinates"":[-50.08584335872168,-5.2800360667023005]}"
0_3064,0.7820786237716675,0.24344021081924438,"{""type"":""Point"",""coordinates"":[-66.1279238382764,2.2596524373870857]}"
0_3088,1.0917166471481323,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-54.06307772301954,2.598942410907934]}"
0_3207,0.7199256420135498,0.10786241292953491,"{""type"":""Point"",""coordinates"":[-81.18309325251779,8.357020228742467]}"
0_3235,1.7769261598587036,0.09482910484075546,"{""type"":""Point"",""coordinates"":[-85.62873705486464,12.57146662749358]}"
0_3377,1.2323403358459473,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-54.5465257303568,-10.50820659829147]}"
0_3398,1.6390634775161743,0.09636381268501282,"{""type"":""Point"",""coordinates"":[-92.5140904032908,17.56698256300876]}"
0_3407,1.8610800504684448,0.165805846452713,"{""type"":""Point"",""coordinates"":[-65.05225249739841,5.260786466613584]}"
0_3462,1.214296579360962,0.162054643034935,"{""type"":""Point"",""coordinates"":[-83.06271596144775,8.916087997087926]}"
0_3481,2.296689033508301,0.16165854036808014,"{""type"":""Point"",""coordinates"":[-74.47893074903683,-9.60584836426627]}"
0_3558,1.1463712453842163,0.20839032530784607,"{""type"":""Point"",""coordinates"":[-86.86865186907471,14.18184150711683]}"
0_3585,1.4273022413253784,0.12311907857656479,"{""type"":""Point"",""coordinates"":[-61.4774672529079,7.043964003161699]}"
0_3608,0.675876259803772,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-47.43570279707829,-9.265948568214082]}"
0_3622,1.4983413219451904,0.11355585604906082,"{""type"":""Point"",""coordinates"":[-64.34256834893027,-16.461363765679238]}"
0_3645,1.262374997138977,0.151117205619812,"{""type"":""Point"",""coordinates"":[-73.17860112714051,9.790359757435327]}"
0_3652,0.6505032181739807,0.12931829690933228,"{""type"":""Point"",""coordinates"":[-3.03813341058362,6.442844948306417]}"
0_3668,1.0808205604553223,0.20894205570220947,"{""type"":""Point"",""coordinates"":[26.810973710245083,0.7051072969555986]}"
0_3682,0.6572865843772888,0.2991216778755188,"{""type"":""Point"",""coordinates"":[-85.09519205146916,33.7304343056687]}"
0_3743,2.045485734939575,0.10385619848966599,"{""type"":""Point"",""coordinates"":[-70.65624875498659,9.7368877164025]}"
0_3783,2.016601800918579,0.17573468387126923,"{""type"":""Point"",""coordinates"":[-57.29469799911744,-14.388791492884607]}"
0_3791,1.2162424325942993,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-69.36103770549285,-10.365623222694014]}"
0_3871,0.7423819899559021,0.1448667347431183,"{""type"":""Point"",""coordinates"":[-81.96908131613024,33.73044879370322]}"
0_3873,1.8703683614730835,0.21748614311218262,"{""type"":""Point"",""coordinates"":[-75.95646564305498,-8.825057216946442]}"
0_3889,2.0008673667907715,0.13518016040325165,"{""type"":""Point"",""coordinates"":[-42.18575188948576,-20.68726100837161]}"
0_3922,0.6957957148551941,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-46.72689426409312,-3.9593190803333225]}"
0_3924,1.0425422191619873,0.21233686804771423,"{""type"":""Point"",""coordinates"":[-93.37944456357289,16.68863248081319]}"
0_3937,2.2679548263549805,0.1813056617975235,"{""type"":""Point"",""coordinates"":[-76.52441065977727,4.001594667563549]}"
0_3944,1.2069156169891357,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-69.7287155450621,-10.818058892845363]}"
0_3987,0.6957957148551941,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-52.66347610584722,2.771778810661451]}"
0_4046,1.2325286865234375,0.17452526092529297,"{""type"":""Point"",""coordinates"":[-52.710561851147865,-3.0239238078445116]}"
0_4056,0.7774126529693604,0.16678498685359955,"{""type"":""Point"",""coordinates"":[-61.311576769474534,-10.447371472094035]}"
0_4113,0.8597514629364014,0.1045299544930458,"{""type"":""Point"",""coordinates"":[-8.150128149243798,6.013508839450738]}"
0_4132,1.2608850002288818,0.41586363315582275,"{""type"":""Point"",""coordinates"":[11.780182521779103,4.042101934146785]}"
0_4136,1.2521289587020874,0.16470886766910553,"{""type"":""Point"",""coordinates"":[-55.08407388169677,-3.4645071943906554]}"
0_4140,0.8016814589500427,0.16536067426204681,"{""type"":""Point"",""coordinates"":[-51.79812843796407,0.7287805948314471]}"
0_4146,2.048128366470337,0.18717359006404877,"{""type"":""Point"",""coordinates"":[-75.50216586332746,1.336755422088179]}"
0_4155,1.223635196685791,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-50.55281348023329,-18.821234376697685]}"
0_4160,1.225760817527771,0.1014864444732666,"{""type"":""Point"",""coordinates"":[17.6187251141969,4.076227397284397]}"
0_4163,1.0495915412902832,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-45.974340185598045,-3.7859651998880106]}"
0_4277,1.0280570983886719,0.10673440247774124,"{""type"":""Point"",""coordinates"":[17.345295408934376,2.5145436523659606]}"
0_4279,1.080069661140442,0.15236184000968933,"{""type"":""Point"",""coordinates"":[23.4765064534592,5.376121886395863]}"
0_4293,0.7584361433982849,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-60.80838430858855,-17.582865728407523]}"
0_4305,0.7555654644966125,0.38266706466674805,"{""type"":""Point"",""coordinates"":[19.45843138315632,2.3489182012942367]}"
0_4376,1.1603786945343018,0.17563962936401367,"{""type"":""Point"",""coordinates"":[-56.54612087974751,-10.476152507454792]}"
0_4382,0.767824113368988,0.1045018881559372,"{""type"":""Point"",""coordinates"":[-79.82627070810162,22.333044341388266]}"
0_4406,1.376754879951477,0.17563962936401367,"{""type"":""Point"",""coordinates"":[-57.16194667692444,-11.048387439997366]}"
0_4459,1.4308639764785767,0.17563962936401367,"{""type"":""Point"",""coordinates"":[-54.84067538172123,-9.54429947090634]}"
0_4503,0.668178141117096,0.17573468387126923,"{""type"":""Point"",""coordinates"":[-59.65525007375471,4.19399095584633]}"
0_4535,2.2622785568237305,0.1745651513338089,"{""type"":""Point"",""coordinates"":[-44.756670386771944,-20.88040515715589]}"
0_4562,1.0431329011917114,0.11601380258798599,"{""type"":""Point"",""coordinates"":[14.95940923315133,-1.0610243289525962]}"
0_4563,0.7305023074150085,0.24899029731750488,"{""type"":""Point"",""coordinates"":[-61.4719197691256,0.14871360926291194]}"
0_4567,1.0087578296661377,0.10586641728878021,"{""type"":""Point"",""coordinates"":[-44.80030259278346,-4.551566473918913]}"
0_4574,0.7695624232292175,0.16588127613067627,"{""type"":""Point"",""coordinates"":[-51.19619287660373,2.4943774754384043]}"
0_4586,0.7787563800811768,0.0965174213051796,"{""type"":""Point"",""coordinates"":[-10.954586629412542,6.85201989586116]}"
0_4623,1.6033433675765991,0.10355082154273987,"{""type"":""Point"",""coordinates"":[-54.66582700290687,-26.96587475217042]}"
0_4647,0.7400265336036682,0.15137235820293427,"{""type"":""Point"",""coordinates"":[-53.60154268006002,-2.1222482913533725]}"
0_4652,0.6652213335037231,0.09925242513418198,"{""type"":""Point"",""coordinates"":[-10.891308279510197,7.480121736596807]}"
0_4655,0.7857323288917542,0.16165854036808014,"{""type"":""Point"",""coordinates"":[10.187337519497273,-0.14952600559362314]}"
0_4699,2.4244298934936523,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-61.70031778974278,-16.01355582426069]}"
0_4721,1.100097417831421,0.22252701222896576,"{""type"":""Point"",""coordinates"":[-60.20885882925886,-1.9504609672544784]}"
0_4722,0.6727533340454102,0.10712588578462601,"{""type"":""Point"",""coordinates"":[-77.27561605564114,18.259937764228237]}"
0_4735,1.4969768524169922,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-55.660895356681316,-12.0301762488694]}"
0_4736,1.034575343132019,0.2291582077741623,"{""type"":""Point"",""coordinates"":[-50.93720098104367,-20.148312853377703]}"
0_4756,1.033454418182373,0.09808934479951859,"{""type"":""Point"",""coordinates"":[-87.72966357151023,14.878748985108464]}"
0_4810,0.682102382183075,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-47.55693676451862,-9.294307146839328]}"
0_4824,1.0841972827911377,0.23237426578998566,"{""type"":""Point"",""coordinates"":[12.986497505179546,1.6654493425594383]}"
0_4902,0.7944181561470032,0.10121651738882065,"{""type"":""Point"",""coordinates"":[18.249396939081322,2.566778594216302]}"
0_4912,1.223635196685791,0.12321408092975616,"{""type"":""Point"",""coordinates"":[24.04834165452986,3.7066533647616686]}"
0_4993,1.1330794095993042,0.23721762001514435,"{""type"":""Point"",""coordinates"":[21.72083348964027,1.0045348413030377]}"
0_5001,1.3909140825271606,0.16525357961654663,"{""type"":""Point"",""coordinates"":[-63.277871938492055,6.14080141519268]}"
0_5027,1.1898672580718994,0.1658770740032196,"{""type"":""Point"",""coordinates"":[-55.713848296701784,-26.080384708142287]}"
0_5051,1.1210973262786865,0.25259169936180115,"{""type"":""Point"",""coordinates"":[12.623908268444096,-0.5698475066675627]}"
0_5094,0.7374873161315918,0.10314242541790009,"{""type"":""Point"",""coordinates"":[17.146543814197514,1.7652313165183746]}"
0_5097,0.6857762336730957,0.23356300592422485,"{""type"":""Point"",""coordinates"":[-88.32425811105244,13.299715029686116]}"
0_5136,0.837950587272644,0.14877790212631226,"{""type"":""Point"",""coordinates"":[12.286393416924433,-0.656793141140707]}"
0_5144,1.5238850116729736,0.1846800446510315,"{""type"":""Point"",""coordinates"":[-63.78397632108809,3.8640121044777263]}"
0_5159,1.4260900020599365,0.16591493785381317,"{""type"":""Point"",""coordinates"":[-55.442096448131245,-6.293366684080501]}"
0_5164,1.2704191207885742,0.12209056317806244,"{""type"":""Point"",""coordinates"":[-85.09967276792109,12.512020194060758]}"
0_5180,0.8745226860046387,0.17563962936401367,"{""type"":""Point"",""coordinates"":[-63.50440619492226,-16.3173805641573]}"
0_5185,1.2456883192062378,0.09183002263307571,"{""type"":""Point"",""coordinates"":[-70.45900219793988,10.291253709497107]}"
0_5198,1.5798383951187134,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-60.87705112131485,5.5454114781636745]}"
0_5266,0.7768916487693787,0.0903247818350792,"{""type"":""Point"",""coordinates"":[-9.549958813287933,6.934325258048278]}"
0_5292,1.0849642753601074,0.16018851101398468,"{""type"":""Point"",""coordinates"":[26.729106414801322,1.6959569851749428]}"
0_5296,2.0454483032226562,0.16429686546325684,"{""type"":""Point"",""coordinates"":[-74.48051522248394,-10.190139110513543]}"
0_5390,0.65382319688797,0.09066283702850342,"{""type"":""Point"",""coordinates"":[0.6690239863942391,7.677461839214407]}"
0_5412,1.118119716644287,0.09775492548942566,"{""type"":""Point"",""coordinates"":[9.618787982357833,5.411830667219595]}"
0_5434,0.7403450608253479,0.11355585604906082,"{""type"":""Point"",""coordinates"":[-85.61248990364541,34.813430156329844]}"
0_5469,1.3602598905563354,0.15764562785625458,"{""type"":""Point"",""coordinates"":[-50.78373693506922,-8.74771104963072]}"
0_5475,0.6927412152290344,0.165805846452713,"{""type"":""Point"",""coordinates"":[-52.1162572665136,2.3874785119323865]}"
0_5480,0.731521487236023,0.16470886766910553,"{""type"":""Point"",""coordinates"":[-92.47227062823218,32.17435348535829]}"
0_5488,1.1416699886322021,0.1537066549062729,"{""type"":""Point"",""coordinates"":[-51.547748895006066,-10.516250530692293]}"
0_5490,0.7291427850723267,0.16536067426204681,"{""type"":""Point"",""coordinates"":[-67.19655002114413,-12.335092670116916]}"
0_5503,0.7762784957885742,0.20621630549430847,"{""type"":""Point"",""coordinates"":[-76.15536732152404,-4.580341287294458]}"
0_5535,0.9779194593429565,0.10151121765375137,"{""type"":""Point"",""coordinates"":[-55.48787276839151,-27.580678133461134]}"
0_5580,0.8270250558853149,0.09878503531217575,"{""type"":""Point"",""coordinates"":[-50.42894142420556,-8.797173195066135]}"
0_5670,1.4264034032821655,0.10557509958744049,"{""type"":""Point"",""coordinates"":[10.918585146021012,3.9403773103080733]}"
0_5680,0.6510263681411743,0.3120562434196472,"{""type"":""Point"",""coordinates"":[-6.860714877881736,7.794278302345287]}"
0_5699,1.2073791027069092,0.23417603969573975,"{""type"":""Point"",""coordinates"":[-74.35210809407259,-6.639230844934204]}"
0_5757,0.9221105575561523,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-104.62334543619579,20.641874285998327]}"
0_5766,1.489989995956421,0.15236184000968933,"{""type"":""Point"",""coordinates"":[-43.72781360893958,-4.773436668608387]}"
0_5830,0.7727012038230896,0.3225598931312561,"{""type"":""Point"",""coordinates"":[-49.507935641181255,-28.86831273115446]}"
0_5855,2.714080810546875,0.10496696829795837,"{""type"":""Point"",""coordinates"":[-64.19422061845559,-23.207682109810673]}"
0_5867,0.7274293303489685,0.17399102449417114,"{""type"":""Point"",""coordinates"":[-59.75540656987079,2.1501721912348937]}"
0_5907,1.9334187507629395,0.1343933790922165,"{""type"":""Point"",""coordinates"":[-43.25361376142571,-19.909992489852765]}"
0_5954,1.2241511344909668,0.14312496781349182,"{""type"":""Point"",""coordinates"":[-57.56960599673008,-11.214718186404244]}"
0_5957,1.4576162099838257,0.16429686546325684,"{""type"":""Point"",""coordinates"":[-74.53905304364787,-10.566748303617885]}"
0_5963,1.4695976972579956,0.09951233118772507,"{""type"":""Point"",""coordinates"":[-66.96166774533751,-7.676413798194999]}"
0_6013,0.7125208973884583,0.10695954412221909,"{""type"":""Point"",""coordinates"":[-6.3003884128008565,7.539413829658322]}"
0_6025,1.254034161567688,0.16527636349201202,"{""type"":""Point"",""coordinates"":[-56.1108974454589,-4.137090122621819]}"
0_6059,1.2389663457870483,0.165805846452713,"{""type"":""Point"",""coordinates"":[15.528279143252128,2.9772693045598495]}"
0_6062,1.4772568941116333,0.13776135444641113,"{""type"":""Point"",""coordinates"":[-64.21189454971928,-21.868315632601995]}"
0_6080,1.2232393026351929,0.13541924953460693,"{""type"":""Point"",""coordinates"":[-41.47881237623491,-21.372084179407302]}"
0_6113,1.4520680904388428,0.10586641728878021,"{""type"":""Point"",""coordinates"":[-84.49195868276988,9.740187720703672]}"
0_6205,0.6544145345687866,0.16546019911766052,"{""type"":""Point"",""coordinates"":[-77.3958634248214,8.231424551480035]}"
0_6230,0.7430330514907837,0.1479228287935257,"{""type"":""Point"",""coordinates"":[-9.299259326643183,5.976301022089985]}"
0_6242,1.3643137216567993,0.11690158396959305,"{""type"":""Point"",""coordinates"":[-54.418018840511074,-26.086980289732818]}"
0_6267,1.0610613822937012,0.13606490194797516,"{""type"":""Point"",""coordinates"":[-89.2437586128043,16.845559962226034]}"
0_6273,1.273796796798706,0.3431675136089325,"{""type"":""Point"",""coordinates"":[-86.6825240910517,15.391266639531285]}"
0_6275,0.8117355704307556,0.1586868017911911,"{""type"":""Point"",""coordinates"":[-89.90784735666075,17.500039912825198]}"
0_6328,1.9827916622161865,0.25259169936180115,"{""type"":""Point"",""coordinates"":[11.916283015848952,1.7819341878605093]}"
0_6359,0.9672364592552185,0.17563962936401367,"{""type"":""Point"",""coordinates"":[-49.26465970825061,-6.168497223819605]}"
0_6373,0.6680899858474731,0.3678620457649231,"{""type"":""Point"",""coordinates"":[-7.082017758233731,5.640767591398119]}"
0_6380,1.6505073308944702,0.20126283168792725,"{""type"":""Point"",""coordinates"":[-74.82387323041105,2.385568109346057]}"
0_6405,1.0797781944274902,0.10566525161266327,"{""type"":""Point"",""coordinates"":[9.560199964022113,6.030209267906077]}"
0_6479,0.7787563800811768,0.09057416021823883,"{""type"":""Point"",""coordinates"":[-41.47371083692489,-3.110017003772747]}"
0_6503,1.1460531949996948,0.18500462174415588,"{""type"":""Point"",""coordinates"":[11.086347906414755,-1.3734794991485326]}"
0_6517,0.8650747537612915,0.17573468387126923,"{""type"":""Point"",""coordinates"":[-47.679299060544544,-3.369199884211868]}"
0_6520,0.6645058989524841,0.1732666790485382,"{""type"":""Point"",""coordinates"":[-63.75987611207445,-12.5181329921473]}"
0_6532,0.7420064806938171,0.3830532431602478,"{""type"":""Point"",""coordinates"":[-12.647253613272404,9.24426894743039]}"
0_6538,1.2603015899658203,0.10172039270401001,"{""type"":""Point"",""coordinates"":[-86.01125655383547,14.500700756366916]}"
0_6539,1.3816678524017334,0.17452526092529297,"{""type"":""Point"",""coordinates"":[-56.849853470192194,-12.347045191696562]}"
0_6579,1.6602482795715332,0.1640646755695343,"{""type"":""Point"",""coordinates"":[-76.76151740177362,3.5545339324268537]}"
0_6599,1.2262850999832153,0.23236405849456787,"{""type"":""Point"",""coordinates"":[15.28971191573958,1.4534375030681956]}"
