system:index,fa,va,.geo
0_1474,1.197238564491272,0.8123688101768494,"{""type"":""Point"",""coordinates"":[-42.487524023635245,-15.386601692746877]}"
0_1522,0.43827930092811584,0.6971992254257202,"{""type"":""Point"",""coordinates"":[22.78770828187182,4.74496476085702]}"
0_1533,2.1423323154449463,0.7844791412353516,"{""type"":""Point"",""coordinates"":[-43.24371973254598,-19.30009931652522]}"
0_1637,1.8584980964660645,0.8206766843795776,"{""type"":""Point"",""coordinates"":[-55.34112290985044,-26.369455659439964]}"
0_1654,1.2020162343978882,0.9460088014602661,"{""type"":""Point"",""coordinates"":[-103.20818585832946,18.38308076411996]}"
0_1690,1.9093568325042725,0.8739837408065796,"{""type"":""Point"",""coordinates"":[-43.47529049592408,-18.445638567142627]}"
0_1735,2.210358142852783,1.5188727378845215,"{""type"":""Point"",""coordinates"":[-72.57576059054969,5.319005063616833]}"
0_1739,1.2851166725158691,0.7539039850234985,"{""type"":""Point"",""coordinates"":[-7.7374280914672475,4.941029570356647]}"
0_1792,0.44627344608306885,0.8755432963371277,"{""type"":""Point"",""coordinates"":[-58.015116422596016,-3.0601863765293946]}"
0_1797,1.4736573696136475,0.4341262876987457,"{""type"":""Point"",""coordinates"":[-99.30138012765362,22.527365462761132]}"
0_1799,0.5991767644882202,0.6046966314315796,"{""type"":""Point"",""coordinates"":[10.4366120921913,2.944165702229527]}"
0_1956,1.8371082544326782,1.1553353071212769,"{""type"":""Point"",""coordinates"":[-75.172046269941,3.355170010895166]}"
0_1963,1.3271772861480713,0.5746121406555176,"{""type"":""Point"",""coordinates"":[-44.43256216212988,-22.59256257815732]}"
0_2005,0.6397017240524292,0.21465128660202026,"{""type"":""Point"",""coordinates"":[-75.08319848929096,-9.065693696166923]}"
0_2031,0.6555896997451782,0.5513087511062622,"{""type"":""Point"",""coordinates"":[-60.17335497253457,2.45298353607257]}"
0_2050,0.4741859436035156,0.9204186797142029,"{""type"":""Point"",""coordinates"":[-76.91374124128716,7.371686328178448]}"
0_2085,1.354796290397644,1.6606863737106323,"{""type"":""Point"",""coordinates"":[12.981688338020264,-3.760772669728656]}"
0_2134,1.4384571313858032,0.7850404381752014,"{""type"":""Point"",""coordinates"":[-85.72496502038769,14.54761994709367]}"
0_2167,0.2743999660015106,0.5695276260375977,"{""type"":""Point"",""coordinates"":[-55.825782843510495,-3.139563308624419]}"
0_2194,1.3496360778808594,0.4537842571735382,"{""type"":""Point"",""coordinates"":[-63.019789018059534,-17.165806844863138]}"
0_2247,0.1752932220697403,0.4368470311164856,"{""type"":""Point"",""coordinates"":[-63.75190449620168,-15.61441752390075]}"
0_2271,1.9185394048690796,1.255543828010559,"{""type"":""Point"",""coordinates"":[-70.48541849454313,19.45669791388108]}"
0_2300,1.1515569686889648,0.748458981513977,"{""type"":""Point"",""coordinates"":[-76.12777627519255,2.694118636001893]}"
0_2307,0.24605730175971985,0.39814314246177673,"{""type"":""Point"",""coordinates"":[-51.304032706763984,0.35669029600100655]}"
0_2376,0.3829936385154724,0.27974286675453186,"{""type"":""Point"",""coordinates"":[-60.08567844312024,-3.9907317384630363]}"
0_2391,1.1865166425704956,0.6730341911315918,"{""type"":""Point"",""coordinates"":[15.991403811497946,-1.2191664613047866]}"
0_2398,1.3496360778808594,0.4599214196205139,"{""type"":""Point"",""coordinates"":[-49.52884241519525,-8.12739134036414]}"
0_2467,1.3131123781204224,1.2121933698654175,"{""type"":""Point"",""coordinates"":[10.857830714718201,1.9481048431035526]}"
0_2468,1.7841334342956543,0.9665666222572327,"{""type"":""Point"",""coordinates"":[-98.63959166512251,20.984468947613728]}"
0_2489,1.205497145652771,0.4352269172668457,"{""type"":""Point"",""coordinates"":[-75.10066946579977,-11.189699398130422]}"
0_2491,3.0289204120635986,1.4718031883239746,"{""type"":""Point"",""coordinates"":[11.088106878459447,6.915479509529949]}"
0_2498,1.0846446752548218,0.5322510004043579,"{""type"":""Point"",""coordinates"":[-55.94038694068526,-22.627825585240725]}"
0_2508,0.5537218451499939,0.33696305751800537,"{""type"":""Point"",""coordinates"":[-60.634567203901355,-15.512193070285738]}"
0_2519,2.3666257858276367,0.8551101684570312,"{""type"":""Point"",""coordinates"":[-97.00376819984339,19.54060284623389]}"
0_2541,1.3412222862243652,0.6712297201156616,"{""type"":""Point"",""coordinates"":[-75.37969983134992,5.842329466306883]}"
0_2551,0.21703247725963593,0.48051321506500244,"{""type"":""Point"",""coordinates"":[11.461446410297642,1.0313948797421337]}"
0_2647,1.3885753154754639,1.0549083948135376,"{""type"":""Point"",""coordinates"":[-44.82933887030117,-2.6642774070684467]}"
0_2656,0.31382009387016296,0.8143226504325867,"{""type"":""Point"",""coordinates"":[-65.69621477668613,7.091168533110809]}"
0_2685,1.0618844032287598,0.34782174229621887,"{""type"":""Point"",""coordinates"":[-101.21302025926798,19.600099211738634]}"
0_2728,1.0401105880737305,1.351309061050415,"{""type"":""Point"",""coordinates"":[-94.39929516611872,16.658100875887794]}"
0_2730,0.5310976505279541,0.41707736253738403,"{""type"":""Point"",""coordinates"":[-83.86530366760974,10.401011333436898]}"
0_2763,2.1732563972473145,1.5084784030914307,"{""type"":""Point"",""coordinates"":[-98.755928724249,16.893022617725006]}"
0_2804,0.5459839105606079,0.9076135158538818,"{""type"":""Point"",""coordinates"":[-50.424985657959965,-26.470936430980192]}"
0_2881,0.14164023101329803,0.6051637530326843,"{""type"":""Point"",""coordinates"":[-52.35787691023208,-2.072853982162959]}"
0_2922,2.6808829307556152,1.3294227123260498,"{""type"":""Point"",""coordinates"":[-41.63398206638998,-5.114230629195298]}"
0_2941,2.933373212814331,1.1398578882217407,"{""type"":""Point"",""coordinates"":[-86.8545520103455,13.684832577896026]}"
0_2958,2.189913272857666,1.0336453914642334,"{""type"":""Point"",""coordinates"":[-42.81661844877082,-7.9563335611990205]}"
0_2998,2.062903881072998,1.3191955089569092,"{""type"":""Point"",""coordinates"":[-92.2885212018713,16.188375261580514]}"
0_3019,0.6120330691337585,0.9503333568572998,"{""type"":""Point"",""coordinates"":[-53.856338441998545,-26.120252422287347]}"
0_3052,0.5275247097015381,1.0649558305740356,"{""type"":""Point"",""coordinates"":[28.360247673382705,-2.244720211925798]}"
0_3121,2.900606155395508,1.055823564529419,"{""type"":""Point"",""coordinates"":[-40.94775920936375,-17.477387436058677]}"
0_3129,2.9313888549804688,1.4681071043014526,"{""type"":""Point"",""coordinates"":[-78.81196732969245,-6.01259864496766]}"
0_3303,0.544224202632904,0.5650179386138916,"{""type"":""Point"",""coordinates"":[-74.9536577826372,-10.762714217490577]}"
0_3316,1.3814479112625122,0.831855297088623,"{""type"":""Point"",""coordinates"":[-67.4677995297167,-16.545600931082316]}"
0_3398,2.1843905448913574,0.48406627774238586,"{""type"":""Point"",""coordinates"":[-92.5140904032908,17.56698256300876]}"
0_3462,0.6224501729011536,0.39509159326553345,"{""type"":""Point"",""coordinates"":[-83.06271596144775,8.916087997087926]}"
0_3489,0.465713769197464,0.9890020489692688,"{""type"":""Point"",""coordinates"":[-50.09501465820328,0.17624457314534442]}"
0_3570,1.600085973739624,0.8628390431404114,"{""type"":""Point"",""coordinates"":[-43.016112174406196,-9.2625503118427]}"
0_3585,0.22146812081336975,0.41188713908195496,"{""type"":""Point"",""coordinates"":[-61.4774672529079,7.043964003161699]}"
0_3622,0.29321497678756714,0.4954994022846222,"{""type"":""Point"",""coordinates"":[-64.34256834893027,-16.461363765679238]}"
0_3633,2.533444881439209,1.2056337594985962,"{""type"":""Point"",""coordinates"":[-71.78891321906437,8.547417783641189]}"
0_3645,1.2414987087249756,1.325523853302002,"{""type"":""Point"",""coordinates"":[-73.17860112714051,9.790359757435327]}"
0_3697,0.30596935749053955,0.31506484746932983,"{""type"":""Point"",""coordinates"":[-58.173941802061876,-19.10127135241162]}"
0_3743,2.9426486492156982,1.1949535608291626,"{""type"":""Point"",""coordinates"":[-70.65624875498659,9.7368877164025]}"
0_3813,0.24602849781513214,1.0940781831741333,"{""type"":""Point"",""coordinates"":[-90.42989624488071,19.448203458717696]}"
0_3873,0.6196975708007812,0.9123172163963318,"{""type"":""Point"",""coordinates"":[-75.95646564305498,-8.825057216946442]}"
0_3889,2.033231258392334,1.1579089164733887,"{""type"":""Point"",""coordinates"":[-42.18575188948576,-20.68726100837161]}"
0_3918,1.4168412685394287,0.442668080329895,"{""type"":""Point"",""coordinates"":[-63.58219437746446,-17.732056561081]}"
0_3922,0.30439433455467224,1.1338595151901245,"{""type"":""Point"",""coordinates"":[-46.72689426409312,-3.9593190803333225]}"
0_3937,0.5387861132621765,0.5151791572570801,"{""type"":""Point"",""coordinates"":[-76.52441065977727,4.001594667563549]}"
0_4019,1.8031121492385864,1.3867602348327637,"{""type"":""Point"",""coordinates"":[-72.980675028626,9.562387799829347]}"
0_4046,0.20815791189670563,0.8828771114349365,"{""type"":""Point"",""coordinates"":[-52.710561851147865,-3.0239238078445116]}"
0_4113,0.5487898588180542,0.9699426293373108,"{""type"":""Point"",""coordinates"":[-8.150128149243798,6.013508839450738]}"
0_4136,0.1777472048997879,0.3750644624233246,"{""type"":""Point"",""coordinates"":[-55.08407388169677,-3.4645071943906554]}"
0_4140,0.18464753031730652,0.5469049215316772,"{""type"":""Point"",""coordinates"":[-51.79812843796407,0.7287805948314471]}"
0_4146,1.356049656867981,1.0402402877807617,"{""type"":""Point"",""coordinates"":[-75.50216586332746,1.336755422088179]}"
0_4152,2.031153678894043,1.5648785829544067,"{""type"":""Point"",""coordinates"":[-78.48908407035923,-5.8458491726769894]}"
0_4160,0.5465040802955627,0.5989747643470764,"{""type"":""Point"",""coordinates"":[17.6187251141969,4.076227397284397]}"
0_4163,1.5505925416946411,1.4580729007720947,"{""type"":""Point"",""coordinates"":[-45.974340185598045,-3.7859651998880106]}"
0_4259,0.22137229144573212,0.28224506974220276,"{""type"":""Point"",""coordinates"":[-61.449396756639196,8.924049260766285]}"
0_4279,0.21463969349861145,0.5620378255844116,"{""type"":""Point"",""coordinates"":[23.4765064534592,5.376121886395863]}"
0_4295,2.327626943588257,1.1270816326141357,"{""type"":""Point"",""coordinates"":[-101.78390747873715,18.034391457240464]}"
0_4305,0.5275883078575134,1.1202483177185059,"{""type"":""Point"",""coordinates"":[19.45843138315632,2.3489182012942367]}"
0_4347,0.45410609245300293,0.5256528854370117,"{""type"":""Point"",""coordinates"":[-73.86114339509619,-12.434274283050415]}"
0_4382,1.1574383974075317,0.9456067085266113,"{""type"":""Point"",""coordinates"":[-79.82627070810162,22.333044341388266]}"
0_4428,0.7915405631065369,0.9161081314086914,"{""type"":""Point"",""coordinates"":[-66.30315627817104,-14.5520121196354]}"
0_4454,0.14139795303344727,0.709847092628479,"{""type"":""Point"",""coordinates"":[-51.308668937161755,3.7998200431526206]}"
0_4503,0.6560095548629761,0.679120659828186,"{""type"":""Point"",""coordinates"":[-59.65525007375471,4.19399095584633]}"
0_4534,2.2488620281219482,0.7336305379867554,"{""type"":""Point"",""coordinates"":[-38.60670993510561,-12.604340701160778]}"
0_4562,2.1423323154449463,0.9452429413795471,"{""type"":""Point"",""coordinates"":[14.95940923315133,-1.0610243289525962]}"
0_4574,0.19594039022922516,0.32763931155204773,"{""type"":""Point"",""coordinates"":[-51.19619287660373,2.4943774754384043]}"
0_4586,0.5055583715438843,0.43881869316101074,"{""type"":""Point"",""coordinates"":[-10.954586629412542,6.85201989586116]}"
0_4623,0.5378803014755249,1.0202499628067017,"{""type"":""Point"",""coordinates"":[-54.66582700290687,-26.96587475217042]}"
0_4647,0.17447814345359802,0.6222435832023621,"{""type"":""Point"",""coordinates"":[-53.60154268006002,-2.1222482913533725]}"
0_4652,1.3438947200775146,0.6866418719291687,"{""type"":""Point"",""coordinates"":[-10.891308279510197,7.480121736596807]}"
0_4655,0.469637006521225,0.9017737507820129,"{""type"":""Point"",""coordinates"":[10.187337519497273,-0.14952600559362314]}"
0_4683,1.5020272731781006,0.516054093837738,"{""type"":""Point"",""coordinates"":[-75.17026579586513,-11.173343621826026]}"
0_4689,1.1412832736968994,0.578566312789917,"{""type"":""Point"",""coordinates"":[-43.06719860425969,-5.868616630505909]}"
0_4721,0.2738626301288605,0.9419255256652832,"{""type"":""Point"",""coordinates"":[-60.20885882925886,-1.9504609672544784]}"
0_4722,1.4850592613220215,1.1696629524230957,"{""type"":""Point"",""coordinates"":[-77.27561605564114,18.259937764228237]}"
0_4810,1.0719846487045288,0.6751927733421326,"{""type"":""Point"",""coordinates"":[-47.55693676451862,-9.294307146839328]}"
0_5001,0.18846005201339722,0.421030730009079,"{""type"":""Point"",""coordinates"":[-63.277871938492055,6.14080141519268]}"
0_5014,2.0410733222961426,1.32162606716156,"{""type"":""Point"",""coordinates"":[-72.18895041506097,18.821904259265178]}"
0_5027,2.3907549381256104,0.9051308035850525,"{""type"":""Point"",""coordinates"":[-55.713848296701784,-26.080384708142287]}"
0_5097,2.933373212814331,0.657220721244812,"{""type"":""Point"",""coordinates"":[-88.32425811105244,13.299715029686116]}"
0_5143,2.256122350692749,0.4323577582836151,"{""type"":""Point"",""coordinates"":[-107.23371381462027,24.33527271802657]}"
0_5148,2.995793104171753,0.9832412004470825,"{""type"":""Point"",""coordinates"":[-73.7055107995954,18.347190757937906]}"
0_5185,1.9040470123291016,0.8507331013679504,"{""type"":""Point"",""coordinates"":[-70.45900219793988,10.291253709497107]}"
0_5276,0.6366521716117859,0.5121550559997559,"{""type"":""Point"",""coordinates"":[-62.64777553093245,-11.181920807970114]}"
0_5295,1.043963074684143,0.6688029766082764,"{""type"":""Point"",""coordinates"":[-84.08077286759917,22.089769565379044]}"
0_5362,2.504889488220215,1.5324918031692505,"{""type"":""Point"",""coordinates"":[-78.84403579221217,-5.817669684869397]}"
0_5412,0.5902047157287598,0.3075828552246094,"{""type"":""Point"",""coordinates"":[9.618787982357833,5.411830667219595]}"
0_5490,0.22007247805595398,0.390503853559494,"{""type"":""Point"",""coordinates"":[-67.19655002114413,-12.335092670116916]}"
0_5504,2.369340419769287,0.4713025987148285,"{""type"":""Point"",""coordinates"":[-40.83507889463441,-19.414065559633695]}"
0_5535,2.369137763977051,0.22789976000785828,"{""type"":""Point"",""coordinates"":[-55.48787276839151,-27.580678133461134]}"
0_5572,1.2764090299606323,1.3224282264709473,"{""type"":""Point"",""coordinates"":[-75.45918107794418,2.4111961173309253]}"
0_5605,0.599351167678833,0.5923495888710022,"{""type"":""Point"",""coordinates"":[-59.676836777552566,-3.7436591429969597]}"
0_5664,1.6247975826263428,0.7964234352111816,"{""type"":""Point"",""coordinates"":[-72.17930191696051,6.5775696012598655]}"
0_5678,1.7841334342956543,0.7899733781814575,"{""type"":""Point"",""coordinates"":[-79.58368001064048,-3.2628413649066323]}"
0_5766,0.5547078847885132,0.7062078714370728,"{""type"":""Point"",""coordinates"":[-43.72781360893958,-4.773436668608387]}"
0_5825,0.6036010384559631,0.5253112316131592,"{""type"":""Point"",""coordinates"":[-54.89153452330826,-26.46974372843309]}"
0_5855,0.5006266236305237,0.9564754366874695,"{""type"":""Point"",""coordinates"":[-64.19422061845559,-23.207682109810673]}"
0_5860,1.448724389076233,1.1882439851760864,"{""type"":""Point"",""coordinates"":[-86.51622655103655,15.488075351681266]}"
0_5867,0.22556822001934052,0.5751060843467712,"{""type"":""Point"",""coordinates"":[-59.75540656987079,2.1501721912348937]}"
0_5894,1.6229099035263062,1.1115142107009888,"{""type"":""Point"",""coordinates"":[-42.70217298176768,-11.626439205799908]}"
0_5907,1.5281702280044556,0.9191938638687134,"{""type"":""Point"",""coordinates"":[-43.25361376142571,-19.909992489852765]}"
0_5945,2.0004634857177734,1.4778660535812378,"{""type"":""Point"",""coordinates"":[-45.12699719146973,-3.2453152449928724]}"
0_5984,0.6315469741821289,0.8199329376220703,"{""type"":""Point"",""coordinates"":[-88.48276409000138,18.913543473469105]}"
0_6000,1.59464693069458,0.5407646298408508,"{""type"":""Point"",""coordinates"":[-92.13879364032402,15.227463991879404]}"
0_6060,0.538826584815979,0.8949691653251648,"{""type"":""Point"",""coordinates"":[-75.52428183644183,1.0432180718544835]}"
0_6062,1.215997338294983,0.5239425301551819,"{""type"":""Point"",""coordinates"":[-64.21189454971928,-21.868315632601995]}"
0_6080,1.075918436050415,0.463510125875473,"{""type"":""Point"",""coordinates"":[-41.47881237623491,-21.372084179407302]}"
0_6113,0.5751080513000488,0.3848765790462494,"{""type"":""Point"",""coordinates"":[-84.49195868276988,9.740187720703672]}"
0_6204,1.6229099035263062,0.8865165114402771,"{""type"":""Point"",""coordinates"":[-71.76677440407852,18.31578304737367]}"
0_6205,0.3781220316886902,0.6113283634185791,"{""type"":""Point"",""coordinates"":[-77.3958634248214,8.231424551480035]}"
0_6216,0.6261656880378723,0.9702503085136414,"{""type"":""Point"",""coordinates"":[12.253572532252514,-2.58636835490566]}"
0_6230,1.313923954963684,1.1934363842010498,"{""type"":""Point"",""coordinates"":[-9.299259326643183,5.976301022089985]}"
0_6233,1.923723578453064,0.7760428786277771,"{""type"":""Point"",""coordinates"":[7.229752341498092,5.875099032361134]}"
0_6242,0.5967324376106262,0.47292956709861755,"{""type"":""Point"",""coordinates"":[-54.418018840511074,-26.086980289732818]}"
0_6269,1.8400357961654663,0.8331831693649292,"{""type"":""Point"",""coordinates"":[-91.54541021984126,15.179207191797241]}"
0_6273,1.9045532941818237,1.5990387201309204,"{""type"":""Point"",""coordinates"":[-86.6825240910517,15.391266639531285]}"
0_6275,0.1499629020690918,0.43744221329689026,"{""type"":""Point"",""coordinates"":[-89.90784735666075,17.500039912825198]}"
0_6277,0.6172738075256348,0.5711097121238708,"{""type"":""Point"",""coordinates"":[10.959839880202843,1.3253944773861863]}"
0_6326,2.062903881072998,1.3260711431503296,"{""type"":""Point"",""coordinates"":[-45.06309300100283,-3.321391897325328]}"
0_6328,0.28841304779052734,0.5113238096237183,"{""type"":""Point"",""coordinates"":[11.916283015848952,1.7819341878605093]}"
0_6373,1.1865166425704956,1.0352410078048706,"{""type"":""Point"",""coordinates"":[-7.082017758233731,5.640767591398119]}"
0_6377,0.4733428657054901,0.5576274991035461,"{""type"":""Point"",""coordinates"":[-66.30558846835534,-16.731263087673085]}"
0_6380,0.32287973165512085,0.8984624743461609,"{""type"":""Point"",""coordinates"":[-74.82387323041105,2.385568109346057]}"
0_6405,2.0187606811523438,0.8510813117027283,"{""type"":""Point"",""coordinates"":[9.560199964022113,6.030209267906077]}"
0_6419,2.1149985790252686,1.0655843019485474,"{""type"":""Point"",""coordinates"":[-80.32382145344185,-0.7670873234968992]}"
0_6454,2.6808829307556152,0.8646974563598633,"{""type"":""Point"",""coordinates"":[-38.87151095360594,-12.390017980760943]}"
0_6479,2.9387717247009277,1.1288096904754639,"{""type"":""Point"",""coordinates"":[-41.47371083692489,-3.110017003772747]}"
0_6496,2.033231258392334,0.8543335795402527,"{""type"":""Point"",""coordinates"":[-42.94457122922926,-9.51113006388304]}"
0_6520,0.2983018755912781,0.432759165763855,"{""type"":""Point"",""coordinates"":[-63.75987611207445,-12.5181329921473]}"
0_6545,0.6261656880378723,0.5524634718894958,"{""type"":""Point"",""coordinates"":[-88.46596318100335,19.27810541010987]}"
0_6579,0.38082677125930786,0.48354923725128174,"{""type"":""Point"",""coordinates"":[-76.76151740177362,3.5545339324268537]}"
0_6627,1.2874997854232788,0.5870841145515442,"{""type"":""Point"",""coordinates"":[-55.903804990397454,-24.64027582698311]}"
0_6653,0.4602292478084564,0.6639634370803833,"{""type"":""Point"",""coordinates"":[-50.56538621065845,-25.901769419446097]}"
0_6668,0.8482038378715515,0.17663852870464325,"{""type"":""Point"",""coordinates"":[-49.90945909537703,-28.21564151387437]}"
0_6678,2.0130879878997803,1.3572450876235962,"{""type"":""Point"",""coordinates"":[-73.5796267830371,5.9348662117090125]}"
0_6719,1.3565973043441772,0.7240340113639832,"{""type"":""Point"",""coordinates"":[-75.08765543441295,5.658423459156617]}"
0_6739,1.3175380229949951,0.44787365198135376,"{""type"":""Point"",""coordinates"":[18.39440705343261,3.8365109497624634]}"
0_6751,0.573090136051178,0.4403817057609558,"{""type"":""Point"",""coordinates"":[-7.232537909920509,5.257727793745578]}"
0_6757,1.6239938735961914,0.5707113146781921,"{""type"":""Point"",""coordinates"":[-98.43356178035701,20.35603535942918]}"
0_6758,1.6224807500839233,0.7908552289009094,"{""type"":""Point"",""coordinates"":[-77.30749563062636,21.484968236758387]}"
0_6769,2.6808829307556152,1.154660701751709,"{""type"":""Point"",""coordinates"":[-86.99270091424918,12.911185998215979]}"
0_6841,0.5422331094741821,1.1334350109100342,"{""type"":""Point"",""coordinates"":[-43.94312768325678,-5.428712071260146]}"
0_6895,1.8864095211029053,1.2990585565567017,"{""type"":""Point"",""coordinates"":[-92.16823436962106,17.091200040506465]}"
0_6951,1.1052461862564087,1.2926338911056519,"{""type"":""Point"",""coordinates"":[-79.31112147056699,-4.931026699524799]}"
0_6964,0.5276538729667664,0.6007483601570129,"{""type"":""Point"",""coordinates"":[-84.54360658533545,14.614662402908195]}"
0_6965,2.6326048374176025,1.0741897821426392,"{""type"":""Point"",""coordinates"":[-92.77474630187368,15.524930368927532]}"
0_6977,1.7841334342956543,0.7821042537689209,"{""type"":""Point"",""coordinates"":[-42.49185101259724,-2.962561656154931]}"
0_7028,0.16681863367557526,0.3788585960865021,"{""type"":""Point"",""coordinates"":[-51.56129244151882,-2.5334582488956445]}"
0_7166,0.7367411255836487,1.0057858228683472,"{""type"":""Point"",""coordinates"":[9.283405824167968,4.038624602212007]}"
0_7189,0.7075798511505127,0.7073164582252502,"{""type"":""Point"",""coordinates"":[-64.6296261516456,-17.805716654271503]}"
0_7233,0.5424103140830994,0.7792434692382812,"{""type"":""Point"",""coordinates"":[10.454722419721215,1.9111776819865423]}"
0_7294,0.3781220316886902,0.7134707570075989,"{""type"":""Point"",""coordinates"":[9.850869992265862,0.6563062645986328]}"
0_7297,0.6157227754592896,0.6022647023200989,"{""type"":""Point"",""coordinates"":[-84.96869855859188,14.478554114847931]}"
0_7355,1.4632353782653809,0.9448965787887573,"{""type"":""Point"",""coordinates"":[-66.25918567174783,18.338406164866456]}"
