system:index,ir,vr,.geo
0_2050,0.23135246336460114,0.11524008959531784,"{""type"":""Point"",""coordinates"":[-76.91374124128716,7.371686328178448]}"
0_2085,0.11689165234565735,0.11773578077554703,"{""type"":""Point"",""coordinates"":[12.981688338020264,-3.760772669728656]}"
0_2134,0.11320493370294571,0.13593754172325134,"{""type"":""Point"",""coordinates"":[-85.72496502038769,14.54761994709367]}"
0_2208,0.097043976187706,0.19956636428833008,"{""type"":""Point"",""coordinates"":[-62.65361358429318,-17.01673661328209]}"
0_2210,0.13776135444641113,0.12087592482566833,"{""type"":""Point"",""coordinates"":[-61.76758033717604,-15.969768966875815]}"
0_2247,0.17397375404834747,0.15084365010261536,"{""type"":""Point"",""coordinates"":[-63.75190449620168,-15.61441752390075]}"
0_2307,0.17516636848449707,0.15702345967292786,"{""type"":""Point"",""coordinates"":[-51.304032706763984,0.35669029600100655]}"
0_2376,0.16301079094409943,0.5436973571777344,"{""type"":""Point"",""coordinates"":[-60.08567844312024,-3.9907317384630363]}"
0_2397,0.24344021081924438,0.5612072348594666,"{""type"":""Point"",""coordinates"":[-78.18461300915935,-4.413365808700447]}"
0_2398,0.15118174254894257,0.10211632400751114,"{""type"":""Point"",""coordinates"":[-49.52884241519525,-8.12739134036414]}"
0_2462,0.16527636349201202,0.528883695602417,"{""type"":""Point"",""coordinates"":[-64.0757494502283,-9.716698687848597]}"
0_2498,0.12321408092975616,0.08344164490699768,"{""type"":""Point"",""coordinates"":[-55.94038694068526,-22.627825585240725]}"
0_2500,0.17563962936401367,0.09025779366493225,"{""type"":""Point"",""coordinates"":[-49.60814116595845,-5.703710933380447]}"
0_2508,0.15236184000968933,0.08707310259342194,"{""type"":""Point"",""coordinates"":[-60.634567203901355,-15.512193070285738]}"
0_2512,0.17563962936401367,0.14493350684642792,"{""type"":""Point"",""coordinates"":[-49.484742517809785,-6.8733189326627535]}"
0_2541,0.46019449830055237,0.9107158184051514,"{""type"":""Point"",""coordinates"":[-75.37969983134992,5.842329466306883]}"
0_2551,0.17303931713104248,0.08486047387123108,"{""type"":""Point"",""coordinates"":[11.461446410297642,1.0313948797421337]}"
0_2656,0.15764562785625458,0.10236057639122009,"{""type"":""Point"",""coordinates"":[-65.69621477668613,7.091168533110809]}"
0_2730,0.17303594946861267,0.18980629742145538,"{""type"":""Point"",""coordinates"":[-83.86530366760974,10.401011333436898]}"
0_2763,0.1122603490948677,0.5912915468215942,"{""type"":""Point"",""coordinates"":[-98.755928724249,16.893022617725006]}"
0_2785,0.19536158442497253,0.1413705199956894,"{""type"":""Point"",""coordinates"":[17.91817756375242,0.11728208554248688]}"
0_2804,0.23417603969573975,0.11027555167675018,"{""type"":""Point"",""coordinates"":[-50.424985657959965,-26.470936430980192]}"
0_2881,0.16470886766910553,0.09795235842466354,"{""type"":""Point"",""coordinates"":[-52.35787691023208,-2.072853982162959]}"
0_2941,0.09571950137615204,0.5007036924362183,"{""type"":""Point"",""coordinates"":[-86.8545520103455,13.684832577896026]}"
0_2980,0.10900542885065079,0.12260366976261139,"{""type"":""Point"",""coordinates"":[-8.537122634675082,8.043141424932408]}"
0_3017,0.1989002376794815,0.13863925635814667,"{""type"":""Point"",""coordinates"":[-77.44078251391706,-0.008746116698565905]}"
0_3019,0.1774187684059143,0.1056424155831337,"{""type"":""Point"",""coordinates"":[-53.856338441998545,-26.120252422287347]}"
0_3042,0.17573468387126923,0.11127276718616486,"{""type"":""Point"",""coordinates"":[-50.08584335872168,-5.2800360667023005]}"
0_3064,0.24344021081924438,0.12995627522468567,"{""type"":""Point"",""coordinates"":[-66.1279238382764,2.2596524373870857]}"
0_3207,0.10786241292953491,0.11968913674354553,"{""type"":""Point"",""coordinates"":[-81.18309325251779,8.357020228742467]}"
0_3235,0.09482910484075546,0.11408478766679764,"{""type"":""Point"",""coordinates"":[-85.62873705486464,12.57146662749358]}"
0_3263,0.14209294319152832,0.11778406798839569,"{""type"":""Point"",""coordinates"":[-47.284949290858414,-1.2332823573580383]}"
0_3295,0.16416187584400177,0.14677774906158447,"{""type"":""Point"",""coordinates"":[-45.80500521880425,-2.1513772805196374]}"
0_3377,0.15764562785625458,0.11639013141393661,"{""type"":""Point"",""coordinates"":[-54.5465257303568,-10.50820659829147]}"
0_3398,0.09636381268501282,0.19170168042182922,"{""type"":""Point"",""coordinates"":[-92.5140904032908,17.56698256300876]}"
0_3407,0.165805846452713,0.20223964750766754,"{""type"":""Point"",""coordinates"":[-65.05225249739841,5.260786466613584]}"
0_3462,0.162054643034935,0.17274080216884613,"{""type"":""Point"",""coordinates"":[-83.06271596144775,8.916087997087926]}"
0_3481,0.16165854036808014,0.5625131726264954,"{""type"":""Point"",""coordinates"":[-74.47893074903683,-9.60584836426627]}"
0_3489,0.17393893003463745,0.1253966987133026,"{""type"":""Point"",""coordinates"":[-50.09501465820328,0.17624457314534442]}"
0_3558,0.20839032530784607,0.3544795513153076,"{""type"":""Point"",""coordinates"":[-86.86865186907471,14.18184150711683]}"
0_3585,0.12311907857656479,0.10588626563549042,"{""type"":""Point"",""coordinates"":[-61.4774672529079,7.043964003161699]}"
0_3608,0.15236184000968933,0.13604456186294556,"{""type"":""Point"",""coordinates"":[-47.43570279707829,-9.265948568214082]}"
0_3622,0.11355585604906082,0.1654951125383377,"{""type"":""Point"",""coordinates"":[-64.34256834893027,-16.461363765679238]}"
0_3645,0.151117205619812,0.5774981379508972,"{""type"":""Point"",""coordinates"":[-73.17860112714051,9.790359757435327]}"
0_3652,0.12931829690933228,0.3837888240814209,"{""type"":""Point"",""coordinates"":[-3.03813341058362,6.442844948306417]}"
0_3668,0.20894205570220947,0.568630576133728,"{""type"":""Point"",""coordinates"":[26.810973710245083,0.7051072969555986]}"
0_3682,0.2991216778755188,0.25383472442626953,"{""type"":""Point"",""coordinates"":[-85.09519205146916,33.7304343056687]}"
0_3743,0.10385619848966599,0.2314205765724182,"{""type"":""Point"",""coordinates"":[-70.65624875498659,9.7368877164025]}"
0_3783,0.17573468387126923,0.10874282568693161,"{""type"":""Point"",""coordinates"":[-57.29469799911744,-14.388791492884607]}"
0_3871,0.1448667347431183,0.10779602825641632,"{""type"":""Point"",""coordinates"":[-81.96908131613024,33.73044879370322]}"
0_3873,0.21748614311218262,0.36771032214164734,"{""type"":""Point"",""coordinates"":[-75.95646564305498,-8.825057216946442]}"
0_3889,0.13518016040325165,0.3161422610282898,"{""type"":""Point"",""coordinates"":[-42.18575188948576,-20.68726100837161]}"
0_3922,0.15764562785625458,0.09146331995725632,"{""type"":""Point"",""coordinates"":[-46.72689426409312,-3.9593190803333225]}"
0_3924,0.21233686804771423,0.25780588388442993,"{""type"":""Point"",""coordinates"":[-93.37944456357289,16.68863248081319]}"
0_4017,0.11774694919586182,0.0902937650680542,"{""type"":""Point"",""coordinates"":[-4.604738588697627,5.372591397091229]}"
0_4019,0.11135909706354141,0.2018776834011078,"{""type"":""Point"",""coordinates"":[-72.980675028626,9.562387799829347]}"
0_4046,0.17452526092529297,0.0843774676322937,"{""type"":""Point"",""coordinates"":[-52.710561851147865,-3.0239238078445116]}"
0_4113,0.1045299544930458,0.147335022687912,"{""type"":""Point"",""coordinates"":[-8.150128149243798,6.013508839450738]}"
0_4132,0.41586363315582275,0.36137881875038147,"{""type"":""Point"",""coordinates"":[11.780182521779103,4.042101934146785]}"
0_4140,0.16536067426204681,0.9570844769477844,"{""type"":""Point"",""coordinates"":[-51.79812843796407,0.7287805948314471]}"
0_4146,0.18717359006404877,0.2025366574525833,"{""type"":""Point"",""coordinates"":[-75.50216586332746,1.336755422088179]}"
0_4152,0.11947288364171982,0.34421074390411377,"{""type"":""Point"",""coordinates"":[-78.48908407035923,-5.8458491726769894]}"
0_4155,0.15236184000968933,0.12460509687662125,"{""type"":""Point"",""coordinates"":[-50.55281348023329,-18.821234376697685]}"
0_4160,0.1014864444732666,0.11826831102371216,"{""type"":""Point"",""coordinates"":[17.6187251141969,4.076227397284397]}"
0_4163,0.15764562785625458,0.1123332530260086,"{""type"":""Point"",""coordinates"":[-45.974340185598045,-3.7859651998880106]}"
0_4277,0.10673440247774124,0.11270861327648163,"{""type"":""Point"",""coordinates"":[17.345295408934376,2.5145436523659606]}"
0_4305,0.38266706466674805,0.3395247459411621,"{""type"":""Point"",""coordinates"":[19.45843138315632,2.3489182012942367]}"
0_4347,0.11302673816680908,0.2048734724521637,"{""type"":""Point"",""coordinates"":[-73.86114339509619,-12.434274283050415]}"
0_4376,0.17563962936401367,0.0916440486907959,"{""type"":""Point"",""coordinates"":[-56.54612087974751,-10.476152507454792]}"
0_4382,0.1045018881559372,0.10754844546318054,"{""type"":""Point"",""coordinates"":[-79.82627070810162,22.333044341388266]}"
0_4406,0.17563962936401367,0.09941268712282181,"{""type"":""Point"",""coordinates"":[-57.16194667692444,-11.048387439997366]}"
0_4459,0.17563962936401367,0.11823656409978867,"{""type"":""Point"",""coordinates"":[-54.84067538172123,-9.54429947090634]}"
0_4503,0.17573468387126923,0.3362998962402344,"{""type"":""Point"",""coordinates"":[-59.65525007375471,4.19399095584633]}"
0_4535,0.1745651513338089,0.1679760068655014,"{""type"":""Point"",""coordinates"":[-44.756670386771944,-20.88040515715589]}"
0_4562,0.11601380258798599,0.12574145197868347,"{""type"":""Point"",""coordinates"":[14.95940923315133,-1.0610243289525962]}"
0_4563,0.24899029731750488,0.9431270360946655,"{""type"":""Point"",""coordinates"":[-61.4719197691256,0.14871360926291194]}"
0_4567,0.10586641728878021,0.09554675966501236,"{""type"":""Point"",""coordinates"":[-44.80030259278346,-4.551566473918913]}"
0_4586,0.0965174213051796,0.10236640274524689,"{""type"":""Point"",""coordinates"":[-10.954586629412542,6.85201989586116]}"
0_4623,0.10355082154273987,0.09979265928268433,"{""type"":""Point"",""coordinates"":[-54.66582700290687,-26.96587475217042]}"
0_4647,0.15137235820293427,0.1933145374059677,"{""type"":""Point"",""coordinates"":[-53.60154268006002,-2.1222482913533725]}"
0_4652,0.09925242513418198,0.1128576248884201,"{""type"":""Point"",""coordinates"":[-10.891308279510197,7.480121736596807]}"
0_4655,0.16165854036808014,0.10243535041809082,"{""type"":""Point"",""coordinates"":[10.187337519497273,-0.14952600559362314]}"
0_4699,0.13776135444641113,0.12087592482566833,"{""type"":""Point"",""coordinates"":[-61.70031778974278,-16.01355582426069]}"
0_4702,0.1658770740032196,0.10296285897493362,"{""type"":""Point"",""coordinates"":[-51.03854502118254,-2.3193909227926732]}"
0_4721,0.22252701222896576,0.07557034492492676,"{""type"":""Point"",""coordinates"":[-60.20885882925886,-1.9504609672544784]}"
0_4722,0.10712588578462601,0.21387983858585358,"{""type"":""Point"",""coordinates"":[-77.27561605564114,18.259937764228237]}"
0_4735,0.15764562785625458,0.14340084791183472,"{""type"":""Point"",""coordinates"":[-55.660895356681316,-12.0301762488694]}"
0_4736,0.2291582077741623,0.2647418677806854,"{""type"":""Point"",""coordinates"":[-50.93720098104367,-20.148312853377703]}"
0_4756,0.09808934479951859,0.4942835867404938,"{""type"":""Point"",""coordinates"":[-87.72966357151023,14.878748985108464]}"
0_4810,0.15236184000968933,0.14092205464839935,"{""type"":""Point"",""coordinates"":[-47.55693676451862,-9.294307146839328]}"
0_4824,0.23237426578998566,0.11352153867483139,"{""type"":""Point"",""coordinates"":[12.986497505179546,1.6654493425594383]}"
0_4993,0.23721762001514435,1.2199400663375854,"{""type"":""Point"",""coordinates"":[21.72083348964027,1.0045348413030377]}"
0_5001,0.16525357961654663,0.08381058275699615,"{""type"":""Point"",""coordinates"":[-63.277871938492055,6.14080141519268]}"
0_5027,0.1658770740032196,0.09751970320940018,"{""type"":""Point"",""coordinates"":[-55.713848296701784,-26.080384708142287]}"
0_5051,0.25259169936180115,0.11796499043703079,"{""type"":""Point"",""coordinates"":[12.623908268444096,-0.5698475066675627]}"
0_5094,0.10314242541790009,0.1246660053730011,"{""type"":""Point"",""coordinates"":[17.146543814197514,1.7652313165183746]}"
0_5097,0.23356300592422485,0.28003770112991333,"{""type"":""Point"",""coordinates"":[-88.32425811105244,13.299715029686116]}"
0_5136,0.14877790212631226,0.10420814156532288,"{""type"":""Point"",""coordinates"":[12.286393416924433,-0.656793141140707]}"
0_5164,0.12209056317806244,0.11798521131277084,"{""type"":""Point"",""coordinates"":[-85.09967276792109,12.512020194060758]}"
0_5185,0.09183002263307571,0.09854404628276825,"{""type"":""Point"",""coordinates"":[-70.45900219793988,10.291253709497107]}"
0_5221,0.16525357961654663,0.14123739302158356,"{""type"":""Point"",""coordinates"":[-92.7069745468701,30.97277223583049]}"
0_5225,0.16603714227676392,0.13581247627735138,"{""type"":""Point"",""coordinates"":[-93.06674758007705,30.518906710323083]}"
0_5266,0.0903247818350792,0.12325656414031982,"{""type"":""Point"",""coordinates"":[-9.549958813287933,6.934325258048278]}"
0_5292,0.16018851101398468,0.0924057587981224,"{""type"":""Point"",""coordinates"":[26.729106414801322,1.6959569851749428]}"
0_5296,0.16429686546325684,1.11171293258667,"{""type"":""Point"",""coordinates"":[-74.48051522248394,-10.190139110513543]}"
0_5390,0.09066283702850342,0.13342660665512085,"{""type"":""Point"",""coordinates"":[0.6690239863942391,7.677461839214407]}"
0_5412,0.09775492548942566,0.1052585169672966,"{""type"":""Point"",""coordinates"":[9.618787982357833,5.411830667219595]}"
0_5434,0.11355585604906082,0.10896959155797958,"{""type"":""Point"",""coordinates"":[-85.61248990364541,34.813430156329844]}"
0_5469,0.15764562785625458,0.1185692697763443,"{""type"":""Point"",""coordinates"":[-50.78373693506922,-8.74771104963072]}"
0_5480,0.16470886766910553,0.14814262092113495,"{""type"":""Point"",""coordinates"":[-92.47227062823218,32.17435348535829]}"
0_5488,0.1537066549062729,0.10899506509304047,"{""type"":""Point"",""coordinates"":[-51.547748895006066,-10.516250530692293]}"
0_5490,0.16536067426204681,0.1286049783229828,"{""type"":""Point"",""coordinates"":[-67.19655002114413,-12.335092670116916]}"
0_5504,0.17573468387126923,0.35207873582839966,"{""type"":""Point"",""coordinates"":[-40.83507889463441,-19.414065559633695]}"
0_5535,0.10151121765375137,0.0923701599240303,"{""type"":""Point"",""coordinates"":[-55.48787276839151,-27.580678133461134]}"
0_5580,0.09878503531217575,0.17864985764026642,"{""type"":""Point"",""coordinates"":[-50.42894142420556,-8.797173195066135]}"
0_5605,0.17071035504341125,0.3608722686767578,"{""type"":""Point"",""coordinates"":[-59.676836777552566,-3.7436591429969597]}"
0_5670,0.10557509958744049,0.07519573718309402,"{""type"":""Point"",""coordinates"":[10.918585146021012,3.9403773103080733]}"
0_5680,0.3120562434196472,0.3473637104034424,"{""type"":""Point"",""coordinates"":[-6.860714877881736,7.794278302345287]}"
0_5699,0.23417603969573975,0.9250462651252747,"{""type"":""Point"",""coordinates"":[-74.35210809407259,-6.639230844934204]}"
0_5757,0.13776135444641113,0.3629915118217468,"{""type"":""Point"",""coordinates"":[-104.62334543619579,20.641874285998327]}"
0_5766,0.15236184000968933,0.12279071658849716,"{""type"":""Point"",""coordinates"":[-43.72781360893958,-4.773436668608387]}"
0_5825,0.09771675616502762,0.09297993779182434,"{""type"":""Point"",""coordinates"":[-54.89153452330826,-26.46974372843309]}"
0_5855,0.10496696829795837,0.11215772479772568,"{""type"":""Point"",""coordinates"":[-64.19422061845559,-23.207682109810673]}"
0_5867,0.17399102449417114,0.13867191970348358,"{""type"":""Point"",""coordinates"":[-59.75540656987079,2.1501721912348937]}"
0_5907,0.1343933790922165,0.19561675190925598,"{""type"":""Point"",""coordinates"":[-43.25361376142571,-19.909992489852765]}"
0_5945,0.21550793945789337,0.26113244891166687,"{""type"":""Point"",""coordinates"":[-45.12699719146973,-3.2453152449928724]}"
0_5954,0.14312496781349182,0.13881367444992065,"{""type"":""Point"",""coordinates"":[-57.56960599673008,-11.214718186404244]}"
0_5963,0.09951233118772507,0.09562989324331284,"{""type"":""Point"",""coordinates"":[-66.96166774533751,-7.676413798194999]}"
0_6013,0.10695954412221909,0.2060779482126236,"{""type"":""Point"",""coordinates"":[-6.3003884128008565,7.539413829658322]}"
0_6025,0.16527636349201202,0.11048340052366257,"{""type"":""Point"",""coordinates"":[-56.1108974454589,-4.137090122621819]}"
0_6059,0.165805846452713,0.5530775785446167,"{""type"":""Point"",""coordinates"":[15.528279143252128,2.9772693045598495]}"
0_6062,0.13776135444641113,0.21247880160808563,"{""type"":""Point"",""coordinates"":[-64.21189454971928,-21.868315632601995]}"
0_6080,0.13541924953460693,0.277185320854187,"{""type"":""Point"",""coordinates"":[-41.47881237623491,-21.372084179407302]}"
0_6113,0.10586641728878021,0.3535398244857788,"{""type"":""Point"",""coordinates"":[-84.49195868276988,9.740187720703672]}"
0_6141,0.16536067426204681,0.12104001641273499,"{""type"":""Point"",""coordinates"":[-61.03872205426095,8.634654923251828]}"
0_6205,0.16546019911766052,0.3315437138080597,"{""type"":""Point"",""coordinates"":[-77.3958634248214,8.231424551480035]}"
0_6230,0.1479228287935257,0.09465151280164719,"{""type"":""Point"",""coordinates"":[-9.299259326643183,5.976301022089985]}"
0_6267,0.13606490194797516,0.13333231210708618,"{""type"":""Point"",""coordinates"":[-89.2437586128043,16.845559962226034]}"
0_6273,0.3431675136089325,0.4013310968875885,"{""type"":""Point"",""coordinates"":[-86.6825240910517,15.391266639531285]}"
0_6328,0.25259169936180115,0.12263018637895584,"{""type"":""Point"",""coordinates"":[11.916283015848952,1.7819341878605093]}"
0_6359,0.17563962936401367,0.11858383566141129,"{""type"":""Point"",""coordinates"":[-49.26465970825061,-6.168497223819605]}"
0_6373,0.3678620457649231,0.28841909766197205,"{""type"":""Point"",""coordinates"":[-7.082017758233731,5.640767591398119]}"
0_6380,0.20126283168792725,0.24134141206741333,"{""type"":""Point"",""coordinates"":[-74.82387323041105,2.385568109346057]}"
0_6405,0.10566525161266327,0.31986358761787415,"{""type"":""Point"",""coordinates"":[9.560199964022113,6.030209267906077]}"
0_6503,0.18500462174415588,0.56800377368927,"{""type"":""Point"",""coordinates"":[11.086347906414755,-1.3734794991485326]}"
0_6517,0.17573468387126923,0.07925323396921158,"{""type"":""Point"",""coordinates"":[-47.679299060544544,-3.369199884211868]}"
0_6520,0.1732666790485382,0.13536174595355988,"{""type"":""Point"",""coordinates"":[-63.75987611207445,-12.5181329921473]}"
0_6532,0.3830532431602478,0.3154183626174927,"{""type"":""Point"",""coordinates"":[-12.647253613272404,9.24426894743039]}"
0_6538,0.10172039270401001,0.43093785643577576,"{""type"":""Point"",""coordinates"":[-86.01125655383547,14.500700756366916]}"
0_6539,0.17452526092529297,0.1225421279668808,"{""type"":""Point"",""coordinates"":[-56.849853470192194,-12.347045191696562]}"
0_6579,0.1640646755695343,0.4266330599784851,"{""type"":""Point"",""coordinates"":[-76.76151740177362,3.5545339324268537]}"
0_6611,0.14453835785388947,0.10752212256193161,"{""type"":""Point"",""coordinates"":[12.309338613503323,4.533202468043622]}"
0_6627,0.1047392189502716,0.11021042615175247,"{""type"":""Point"",""coordinates"":[-55.903804990397454,-24.64027582698311]}"
0_6653,0.24336035549640656,0.10577455163002014,"{""type"":""Point"",""coordinates"":[-50.56538621065845,-25.901769419446097]}"
0_6660,0.1164139062166214,0.1271744966506958,"{""type"":""Point"",""coordinates"":[18.38998185259439,-3.2390755701214116]}"
0_6668,0.19899006187915802,0.10150256007909775,"{""type"":""Point"",""coordinates"":[-49.90945909537703,-28.21564151387437]}"
0_6691,0.17563962936401367,0.1314714550971985,"{""type"":""Point"",""coordinates"":[-48.83294371706731,-6.668747017093801]}"
0_6739,0.10898852348327637,0.09770805388689041,"{""type"":""Point"",""coordinates"":[18.39440705343261,3.8365109497624634]}"
0_6744,0.17187097668647766,0.09507904946804047,"{""type"":""Point"",""coordinates"":[27.30969129731444,-1.3312450199574857]}"
0_6751,0.10698255151510239,0.12388850003480911,"{""type"":""Point"",""coordinates"":[-7.232537909920509,5.257727793745578]}"
0_6757,0.20938780903816223,1.4778000116348267,"{""type"":""Point"",""coordinates"":[-98.43356178035701,20.35603535942918]}"
0_6776,0.15236184000968933,0.1484457105398178,"{""type"":""Point"",""coordinates"":[-95.99650774259266,30.850696973715017]}"
0_6786,0.1370004117488861,0.0903301015496254,"{""type"":""Point"",""coordinates"":[-86.81486061405505,34.003022684853626]}"
0_6802,0.17573468387126923,0.08414144814014435,"{""type"":""Point"",""coordinates"":[-47.88962830228315,-3.3638704862846533]}"
0_6841,0.13776135444641113,0.09946305304765701,"{""type"":""Point"",""coordinates"":[-43.94312768325678,-5.428712071260146]}"
