x,y,Flora_Abundance_Norm
101.87868016499999,-1.900013775000005,0.043364234268665314
-66.455255955,9.922364344999995,0.8665187358856201
125.82757144499999,8.368206734999994,0.05924864858388901
-103.034357715,19.741406354999995,0.3427831828594208
21.95621740499999,3.9662574349999957,0.11137479543685913
-77.423596635,2.690590494999995,0.19538873434066772
101.25884764499997,-1.684408095000009,0.054130278527736664
19.153496445000002,4.738844454999995,0.25025466084480286
-55.280304435000005,-24.520643035000013,0.44058361649513245
-57.103869675,5.771955004999995,0.0451664924621582
7.394644725000006,5.5833000349999935,0.6225850582122803
-80.531742315,-3.633842785000006,0.3674026429653168
-79.121398755,0.37282943499999277,0.17010624706745148
95.87798272499998,18.834065784999996,0.43495604395866394
-61.514561955,6.535558454999997,0.06159007176756859
146.210179965,-6.023472405000007,0.1992097795009613
98.91426376499999,21.376416094999996,0.09893631190061569
-70.767134355,7.730373264999997,0.9399477243423462
139.221343725,-3.337384975000006,0.06027117744088173
-44.105352915,-22.292717675000013,0.6891469955444336
-4.067765355000006,5.5204150449999965,0.7311127781867981
94.56645304499997,21.942381004999998,0.3422204256057739
-53.600468475,-29.982653595000016,0.37301522493362427
-51.300799995000006,-0.8399525150000073,0.04712510481476784
106.29835552499998,23.092277964999997,0.37138229608535767
12.479068004999988,-0.6423139750000075,0.14631770551204681
32.960490405,-19.65154809500001,0.6159952878952026
-90.970081275,14.126675104999997,0.48340150713920593
-48.722656035,-8.440052735000009,0.3422204256057739
118.21890268499999,-8.709559835000007,0.4277161955833435
99.23765464499999,16.103060505,0.5257271528244019
98.89629760499997,15.483194174999998,0.09420566260814667
128.540461605,-3.202631425000007,0.2071150839328766
48.348506445,-17.234967765000007,0.5156421065330505
-63.984908955,7.209326204999996,0.17099113762378693
106.83734032499999,22.149003115,0.2682115435600281
-70.039504875,19.633603514999997,0.6942035555839539
13.323477524999987,3.5350460749999932,0.06186400726437569
115.42516480499998,-1.136410325000007,0.0670844092965126
-103.088256195,18.852032924999996,0.5156635642051697
-72.36612259500001,5.709070014999995,0.7183266878128052
105.84920152499998,16.821746104999995,0.17272739112377167
-47.554855634999996,-24.520643035000013,0.14031656086444855
139.05964828499998,-7.272188635000006,0.22114197909832
