x,y,Flora_Richness_Norm
102.381732645,19.256293574999997,0.12270309776067734
111.44566036499998,-7.667465715000006,0.13801389932632446
125.342485125,-9.230606895000008,0.1340298354625702
-77.468512035,7.299161904999995,0.4122418761253357
-75.72579451499999,7.290178334999997,0.1329837143421173
10.987876725000007,-1.5496545450000028,0.40212029218673706
93.52441576499999,23.038376545,0.20026826858520508
-51.210969195000004,-25.64358928500001,0.9593203663825989
101.249864565,18.142330894999997,0.08533947169780731
12.488051084999995,3.7326846149999966,0.21094141900539398
-60.849814035,-18.01653835500001,0.13787055015563965
98.69866984499998,13.731398024999997,0.3213160037994385
-90.781436595,29.578415505,0.27797451615333557
123.51891988499997,-10.290668155000006,0.21239306032657623
-3.9689514750000114,6.778114844999994,0.19071394205093384
100.91749060499998,-1.1543774650000032,0.31750723719596863
110.42158924499998,23.011425834999997,0.1561259925365448
104.47479028499998,24.098437804999996,0.058868177235126495
-59.349639675,-17.630244845000007,0.3126795291900635
116.13482812499998,-3.5979085050000066,0.9310325384140015
110.70006472499998,23.514505755,0.131368026137352
122.07264400499997,11.323801264999997,0.2996671199798584
93.57831424499997,25.329186895,0.16750234365463257
121.605523845,-1.7203423750000084,0.3802304267883301
151.276637085,-9.97624320500001,0.44028374552726746
34.62236020499998,7.577652574999995,0.18714852631092072
92.760853965,22.562247335,0.20249488949775696
-75.986303835,2.0886913049999976,0.11437847465276718
-107.55284695499999,25.760398255,0.23061393201351166
94.18916368499998,24.673386285,0.12204735726118088
106.09174468499998,17.288891744999997,0.2243122011423111
-76.273762395,5.3048093649999934,0.20181311666965485
20.04282136499998,3.0858675749999946,0.2923085689544678
-79.723265115,-3.768596335000005,0.13906840980052948
118.03025800499998,26.443149575,0.6951586008071899
-54.364030275000005,-23.62228603500001,0.15632013976573944
-63.993892035,6.7870984149999956,0.16342933475971222
50.163088604999984,-15.105861675000007,0.13603228330612183
116.26957432499998,-0.04939835500000811,0.9490960836410522
-45.165356355,-20.89128075500001,0.11380413174629211
-38.508894075,-7.865104255000006,0.054702047258615494
-53.60945155500001,-9.751653955000009,0.859272301197052
-49.333505474999995,-20.972132885000008,0.19547925889492035
118.51534432499997,30.072511855,0.13428914546966553
-75.204775875,7.712406124999994,0.48177480697631836
149.75849656499997,-34.24086577500002,0.05963849648833275
103.720211565,16.722926834999996,0.2467050552368164
115.06584160499997,23.307883644999997,0.6727089881896973
-44.087386755,-20.262430855000012,0.22739991545677185
45.069682244999996,-18.93286249500001,0.18727096915245056
-49.261640834999994,-27.35046758500001,0.44874128699302673
-50.716899795,-19.75036736500001,0.37639471888542175
103.51360072499998,21.385399664999998,0.3267642557621002
-67.883565675,-16.24677506500001,0.20498372614383698
136.050316485,-4.406429805000009,0.3650113046169281
-68.96153527499999,8.844335944999997,0.10774161666631699
