"id","CEC_mean","CEC_stdDev","DriestQuartes_mean","DriestQuartes_stdDev","Longitude","NPP0010_mean","NPP0010_stdDev","NPP03_mean","NPP03_stdDev","OppCost_mean","OppCost_stdDev","PrecSeanslty_mean","PrecSeanslty_stdDev","Site","WDeficit03_mean","WDeficit03_stdDev","WDeficit8910_mean","WDeficit8910_stdDev","WDeficit99_mean","WDeficit99_stdDev","YrlPrec_mean","YrlPrec_stdDev","Buffer_Size","name","treecover2000_mean","treecover2000_stdDev"
"2_2_2_2_253",12.2999765907398,4.73967544023485,107.189880154458,24.3875177793761,-42.25,12364.9950740859,1357.58170825263,2217.60372779795,5857.59285108666,3336.23422883898,1547.64762355514,56.3910594065457,11.9820570832638,269,253.688021884137,83.8815732964421,145.067873126258,50.3142161744576,153.077321098361,56.2317532748677,1314.25763534083,203.549136710117,100,"",26.2521744228582,30.9008607194221
"2_2_2_2_254",12.2999765907398,4.73967544023485,107.189880154458,24.3875177793761,-42.25,12364.9950740859,1357.58170825263,2217.60372779795,5857.59285108666,3336.23422883898,1547.64762355514,56.3910594065457,11.9820570832638,271,253.688021884137,83.8815732964421,145.067873126258,50.3142161744576,153.077321098361,56.2317532748677,1314.25763534083,203.549136710117,100,"",26.2521744228582,30.9008607194221
"2_2_2_2_242",9.09657632102578,1.18185347329202,56.3785055735453,9.89701819879341,-44.98,12246.6733280379,821.311939963978,7736.98226309768,9142.29993558894,3653.87470173279,680.354564734737,77.673352959105,3.40690137244202,258,308.15439464385,16.9282424379675,181.056780724903,9.5783150180493,236.071539870715,15.7308580964513,1497.02803801543,83.919787601273,100,"",19.0278414341213,14.1194242282596
"2_2_2_2_243",9.09925295689039,1.17996692660165,56.1935122407948,9.80046084148951,-44.96,12254.5962407115,812.205911796709,7705.57640852909,9139.47771584192,3649.32339386097,679.531473804588,77.7384220867927,3.38592555258106,259,308.007279772064,17.0469385266573,180.954908042071,9.78242047976699,235.586568974848,16.0808062697814,1497.46695027406,84.3814512371532,100,"",19.1125407434082,14.1313649232593
"2_2_2_2_245",11.1817964967246,1.62407417868838,37.5674820742334,7.28313457290534,-43.27,11313.2542133555,1034.65410204665,6496.9574617978,8864.74830851073,2894.41294009655,1100.7466186988,83.2024999246333,3.22023384117293,261,261.774030056735,52.5563835146552,173.462413755125,41.5603552259358,190.768620366163,46.0564993322652,1389.54849907951,147.695863252706,100,"",43.2529450988428,26.758710937933
"2_2_2_2_244",11.1727659982715,1.63094155584802,37.4182678653425,7.27988321705062,-43.28,11312.9499917099,1035.22408806228,6445.10487928205,8839.27233767494,2891.92754259473,1103.26118429129,83.2653182569201,3.1987222399475,260,262.182570621422,53.2338485301811,173.96422022129,42.1918059459349,191.425649070079,46.8005608169776,1391.17241386711,146.6368472238,100,"",43.212560484722,26.7804002868777
"2_2_2_2_240",9.89856188128589,1.68812153187061,35.6139152631639,9.10636832087323,-44.19,11888.0679206498,964.533249704568,8033.74550860304,9610.73242351176,3432.22085784415,1071.81025587731,85.2880177836805,2.68000867211885,256,316.420609330356,48.4379233050068,201.337375886832,44.8853662945344,231.542851988888,51.7783800027956,1406.52061728441,88.5051480309909,100,"",30.4039982504114,23.0798408260046
"2_2_2_2_32",10.1500908056336,1.63701250400035,54.6575795587765,10.8574071914439,-42,11348.1165359625,1253.35785932436,15788.163426216,8341.70962631961,3234.02529335182,966.980277140077,75.7560553083116,3.68352249535682,31,340.266780909383,65.9885538104246,207.689497306879,41.8099213238472,223.137559493218,44.5290681529594,1214.66458397224,97.4562996218559,100,"",30.5768816713522,22.7995077392883
"2_2_2_2_35",12.531350890805,6.06782781841897,156.06013609492,42.4331839763538,-39.751,12166.4790820012,1215.85118852882,15887.6637866369,7764.97430462247,3646.60773945627,1176.1048098905,45.977023243897,8.76786335778795,34,308.665873044968,56.5312905459548,192.054375526173,25.9930313736334,165.751714268687,34.0709002864278,1185.68179240626,100.824990609246,100,"",17.6834365109619,27.1673904842304
"2_2_2_2_233",13.258175899463,3.01714458844703,124.735482512978,34.7921897892865,-37.566,11496.4120619425,1123.3173842165,14753.4421080701,7671.63693467873,3653.49445367935,1301.9893434292,49.3072769332127,7.9313879713997,246,460.842972213002,150.541012416735,449.679096726569,122.188556644153,338.257958796939,130.223604297263,1032.53346435064,300.899103736225,100,"",16.5337326292695,21.1096230479781
