"id","CEC_mean","CEC_stdDev","DriestQuartes_mean","DriestQuartes_stdDev","Longitude","NPP0010_mean","NPP0010_stdDev","NPP03_mean","NPP03_stdDev","OppCost_mean","OppCost_stdDev","PrecSeanslty_mean","PrecSeanslty_stdDev","Site","WDeficit03_mean","WDeficit03_stdDev","WDeficit8910_mean","WDeficit8910_stdDev","WDeficit99_mean","WDeficit99_stdDev","YrlPrec_mean","YrlPrec_stdDev","Buffer_Size","name","treecover2000_mean","treecover2000_stdDev"
"2_2_1_253",13.0272437152742,4.46380772635864,111.094606859041,6.45275646148598,-42.25,12135.8556291636,1671.70027967725,777.115708498941,3443.5171485408,2622.23725158908,1299.9764009615,50.4430460326725,7.56348682203416,269,260.426853835415,53.2817180481138,142.806158824003,27.3253633096921,142.453900649516,27.4491755503204,100.183089594123,13.1209059695549,25,"",49.3491254626037,33.2930875328636
"2_2_1_254",13.0272437152742,4.46380772635864,111.094606859041,6.45275646148598,-42.25,12135.8556291636,1671.70027967725,777.115708498941,3443.5171485408,2622.23725158908,1299.9764009615,50.4430460326725,7.56348682203416,271,260.426853835415,53.2817180481138,142.806158824003,27.3253633096921,142.453900649516,27.4491755503204,100.183089594123,13.1209059695549,25,"",49.3491254626037,33.2930875328636
"2_2_1_242",8.74807207847354,1.12906944920717,53.3903313124842,1.67893767674088,-44.98,12268.5468948753,566.134500355334,5263.9480461931,7933.38624989358,4065.04425448572,533.202044411255,78.6453353007895,1.57305764106824,258,315.034789401841,2.39946583051551,177.838403560504,4.95552155422298,232.750627099661,10.3244773972832,125.395775951086,7.18544838412089,25,"",18.170421174746,11.1440743561573
"2_2_1_243",8.75617050697172,1.13506482874542,53.4113568588872,1.65400703749724,-44.96,12269.2771203586,560.876200135902,5305.88093480646,7975.608784075,4045.48486362493,540.553252216346,78.8449086846282,1.53045846515502,259,315.078180342803,2.44814095924569,177.808491350647,5.10535799967607,231.889716483046,10.6877763241515,126.28271607042,7.31634743115352,25,"",18.3468366064046,11.2773495577857
"2_2_1_245",10.8129528896622,1.36257548763113,35.8401756221997,2.97567077877198,-43.27,11139.5074956475,927.684355956302,2569.01422382769,6007.3314664804,3234.17704862975,791.749320023608,84.140205056088,1.32087604399194,261,232.41529567431,16.0048010276405,151.909322416038,11.14901328668,163.247773925935,13.4709667667505,122.026137500619,4.38283770755373,25,"",46.0198417110901,25.6419566396647
"2_2_1_244",10.807910942039,1.38944585643686,35.7528299726897,2.97585505117558,-43.28,11118.0681402216,931.766383788042,2690.97273762228,6180.25480086878,3165.05021511785,770.454123083868,84.1842891952445,1.36071175797384,260,233.092872600807,15.6912317867308,151.96094224267,11.2867518428529,163.455685974695,13.5014675221267,122.450913285937,4.4414017353735,25,"",45.0463081980082,25.3402263201322
"2_2_1_240",9.93913435280291,1.34643194002557,34.2853550918181,2.44491102852079,-44.19,11904.237432274,1000.71461264133,7124.79635895994,8534.51442017056,3955.45318916173,1713.3805297858,86.888357319193,0.854816039213014,256,321.240539363877,13.7639592624331,197.897193362158,12.8586831511493,227.085501056075,14.5928713701184,115.666923876989,3.98751539219227,25,"",31.4978427401603,21.5480613072634
"2_2_1_32",9.07233744576006,1.11301150640056,48.1922603495136,3.49195766746361,-42,9895.03956449313,927.469388028785,17981.9501203234,3331.96403725703,4624.30291227914,1053.69696004957,76.8141256253037,1.02807095644569,31,396.356792750415,19.8211409485578,242.522667156944,15.5742883876982,262.385369208145,18.4675102662048,95.4779770850647,2.50814725603059,25,"",16.3822886440923,17.8265913025322
"2_2_1_35",18.1808787998154,6.79275012479929,177.443518228747,11.5795027209281,-39.751,11879.7912736847,1368.87048761398,10615.2382051009,9532.37469712539,2927.01123085315,814.270260898067,40.5364938468298,1.86593033482304,34,305.755440214204,30.1075461869712,187.906861017211,13.0794409981726,157.14673568057,15.5144775229662,104.453634161834,2.50843049085534,25,"",25.9927632346681,33.8072447859564
"2_2_1_233",11.6509004347727,1.65775758272053,145.532759072962,12.6449418585785,-37.566,11588.176451571,712.843761435088,12814.5050584741,7358.38430441503,3747.22255114324,768.737173227443,53.4715095541618,3.81767822368937,246,370.503803609088,54.5857922809217,383.803468273736,46.0164400808679,269.499044271533,31.3017634261722,104.150405832599,11.6629244287427,25,"",21.0225099391218,15.4529435276709
"2_2_1_46",17.1939184421208,4.43207867936573,316.740029735557,44.2082856331724,-39.067,10665.3332911642,1007.82575167665,4936.65191476318,7364.78935377934,2988.85772463355,2486.43177449929,13.5791230193475,3.67832544112692,45,95.2466713261189,5.02955247493922,81.5697821875938,5.15068601296222,17.8067922610923,4.51315390018883,124.977958748184,11.7312172552122,25,"",59.6435093171341,40.1055334836788
"2_2_1_44",11.9049838465948,1.1497085083975,35.287041773231,4.96846717086559,-41.5,12109.8038362018,1191.27032585841,5811.40817233669,8629.79831192176,1707.3341503875,626.210285637519,80.4925714190194,2.65896916708435,43,608.251037783683,16.0354267614421,471.14993979715,11.6727294554034,355.375773810519,13.5001430078102,73.8437324704512,2.77198403113377,25,"",46.2492686759273,24.1925642126363
"2_2_1_180",35.9180862627834,4.10668111418208,7.34673111555887,2.73835435100067,-16.56,8019.64681777413,2960.80087079877,8874.49412149456,6506.1374358131,8708.69923766528,7601.66739872176,83.78397411579,3.31005463029748,179,978.486773661197,91.46900037478,981.421205279152,93.9547861645638,952.955870718047,97.0169885746896,38.5811954036676,6.53337181998775,25,"",8.17849459079518,17.6423537273743
