"id","BAI1317_mean","BAI1317_stdDev","CEC_mean","CEC_stdDev","Cropland_mean","Cropland_stdDev","DriestQuartes_mean","DriestQuartes_stdDev","ForestUntl10_mean","ForestUntl10_stdDev","HFPrint_mean","HFPrint_stdDev","IDH03_mean","IDH03_stdDev","IDH9015_mean","IDH9015_stdDev","Longitude","NBR1317_mean","NBR1317_stdDev","NPP0010_mean","NPP0010_stdDev","NPP03_mean","NPP03_stdDev","OppCost_mean","OppCost_stdDev","PastAgric_mean","PastAgric_stdDev","PrecSeanslty_mean","PrecSeanslty_stdDev","RuralPop_mean","RuralPop_stdDev","RuralPvty_mean","RuralPvty_stdDev","Site","T1RoadDensity_mean","T1RoadDensity_stdDev","T2RoadDensity_mean","T2RoadDensity_stdDev","T3RoadDensity_mean","T3RoadDensity_stdDev","T4RoadDensity_mean","T4RoadDensity_stdDev","T5RoadDensity_mean","T5RoadDensity_stdDev","TotalRoadDensity_mean","TotalRoadDensity_stdDev","WDeficit03_mean","WDeficit03_stdDev","WDeficit8910_mean","WDeficit8910_stdDev","WDeficit99_mean","WDeficit99_stdDev","YrlPrec_mean","YrlPrec_stdDev","cdd_mean","cdd_stdDev","Buffer_Size","elevation_mean","elevation_stdDev","f2003_mean","f2003_stdDev","fty_mean","fty_stdDev","name","sa_mean","sa_stdDev","slope_mean","slope_stdDev","PercUrbArea","treecover2000_mean","treecover2000_stdDev","urb_mean","urb_stdDev","wfire_mean","wfire_stdDev"
"000099fb9c8d3a2a8b22",57.6201718685086,61.1578608988663,18.1774130179031,1.21425840314391,0.283404264479388,0.449914511699799,210.373554273866,8.91032252518438,68.2119823087121,27.7233936901961,32.7946534072008,14.3708015412492,0.889717217277137,0.0301414177920323,0.889793936891176,0.0301440191871792,-82.36,0.973005228401509,0.00295948057061204,8726.65952840882,626.149057226877,13094.2300559294,6801.34044805327,2578.04843885184,1680.54423908134,0.0646252853383482,0.0767540901754351,17.6694967048292,1.38939184852938,1243.26778640671,799.406091554189,NA,NA,237,8.968231838392,26.7747184878368,58.1195464218646,76.6891273176127,241.549729892087,107.704445189056,3.68266179986955,15.8289908259616,80.8461530182089,221.605117698615,393.199616490826,314.050265637497,10.4925477025853,5.06767094951838,93.7182092645616,5.63484778299035,263.56441512638,11.0209641835525,1036.38232659611,16.6400554311128,0,0,50,248.546074748971,31.6890473213172,68.0312777595959,28.0533179214528,0.935555188557555,0.247079745990037,"",0,0,0.966312671077974,0.564398540081977,0.0830292144968252,68.879167315565,27.4841915482373,0.0486456596562947,0.21566232953871,0,0
"000032c87f61ad30a488",51.1494471790528,32.312091102786,14.2392591141552,3.06385591291668,0.13744848387171,0.345160982692608,318.677041620366,41.5230076223999,66.419053380023,26.9271970498493,39.9807236256018,18.9156360775695,0.873219271102053,0.0245085207097667,0.873294557789263,0.0245106282915817,-82.28,0.972066963938479,0.00332405224631432,8687.72545580666,1021.87808330682,12509.4496006648,8383.43172900013,608.387287674696,294.892631538912,0.0315569445975137,0.0448383083299011,9.48639781687802,1.22093602888782,2402.30676532731,1766.33465497569,NA,NA,236,47.8671633940161,74.7572312571426,99.4103225303692,95.9332711314067,204.965592982294,216.84461494058,6.71692279355115,21.6119156684128,1039.12775291386,1716.86233230568,1398.10339780634,1974.50850186444,9.16399626936638,5.36971488945163,111.646032643858,32.4538966823649,156.19447456289,55.4382594381483,1404.2731952281,152.02051774567,0,0,50,518.187143416295,267.770275119935,66.2378588418234,27.2505982046582,0.744119058709346,0.436584994063441,"",0,0,2.49470073569087,2.82341742320064,0.497394276830739,66.6269568380719,26.7132014514523,0.253291630433434,0.434839051408887,0,0
"00000e9f621c9a9cea68",60.6292826333878,42.5362324109097,15.3307572452403,2.65979199141103,0.0748199654023637,0.267530209934679,325.549428863801,25.5269388285096,78.9759732964176,25.4752812833169,28.3716693910439,12.6144947468195,0.856339447629277,0.0507603293284417,0.856413315744694,0.0507647017694784,-84.36,0.971500390414247,0.00406219777232419,8026.46835230744,1044.5874459388,18063.6105955191,4206.64574643577,2354.4814803298,3553.50526392065,0.0240092259524961,0.0512051966939646,13.7806770888315,0.921226109047756,1449.52022774585,1324.71823047666,NA,NA,249,1.04322429781975,16.9970686554216,55.0011540838824,72.3922457518234,107.501744276764,111.397761994233,5.72864740444864,19.2315699463612,82.2889801872196,411.985094577674,251.562250687492,499.437903334298,11.8376299023692,5.02777809880884,83.4265313694689,14.9071000982263,87.0746022259215,17.5467143495259,1548.80852675402,101.50077083803,0,0,50,539.691997865993,221.2460270388,78.840087407548,25.8053104171389,0.826198237276376,0.380352458510892,"",0,0,2.83977622513923,2.59890138952608,0.0474539879309602,79.1994108963906,25.2689809501115,0.09105391281353,0.291383791728712,0,0
"00001d978dd87b211802",131.94872350868,264.460513955432,12.5321502638101,9.88147442067886,0.451200742953435,0.497463122144995,300.571867651404,7.82598857281765,44.3083773787209,28.3731853812558,33.64947131633,19.894471419739,0.863834693839028,0.00833440223902624,0.86390914352926,0.00833512121340233,-86.758,0.971185843768888,0.00566643737794007,10285.3017906488,1594.45766807003,9864.39561186051,8296.67991401982,2951.88125527409,2264.87657175265,0.0155944345199855,0.0166809152563186,22.2647807042813,2.28725727040551,916.702297026273,952.020438990823,NA,NA,213,28.3800727460856,66.8710195640673,305.282011149335,780.505644064347,401.021187082618,732.13758590883,69.4746779314714,313.357202590225,3177.30831478804,6638.46718422276,3981.41109995102,7911.61024420906,24.8382572709148,8.83515184752946,115.73242229678,10.8575690544388,115.23749213648,17.8333998479874,1559.39327400456,27.5240413673851,0,0,50,32.2774162188537,27.4063402732288,43.4018813465105,29.3151847293458,0.733488890197178,0.439899072755964,"",0,0,0.289663014322249,0.27033597138009,0.475152925625617,33.985416932064,31.8746138808685,0.0719416492719274,0.25651054197497,0.0703066117884745,0.253798402319895
"000064353e479f7808ee",61.1357614897039,55.1762571603474,20.5329989493555,2.06962792906313,0.0397123405077582,0.195868919798414,263.601360654773,11.8529680158152,76.7806659337777,22.7735867143547,38.3572504646041,16.2274323182322,0.924608496238881,0.00121245700046222,0.924688252642014,0.00121258225861374,-72.167,0.975719023862833,0.00311251846741915,10148.8256545906,699.860709445433,14287.6516362715,6144.78248740481,1327.24081480656,2199.52179635463,0.00894722314006935,0.00602519601480247,7.22058046328549,0.828287899442077,2525.95025656004,1615.03636191077,NA,NA,245,49.413131574561,78.493573856093,88.4680532436872,87.3011695240816,320.944453526624,280.873404415768,6.47050191328304,18.3071004398236,727.053029660764,1330.75406887989,1192.40392682912,1648.89898874648,19.3410322841462,2.39164005877965,77.2931820808995,9.75744097616779,138.06863324235,21.5424769647737,1149.86298917926,36.4584597144627,0,0,50,231.943746822792,97.7636260574879,76.7651583813186,22.8220462724664,0.564330363726929,0.496047409999079,"",0,0,1.793981011575,1.35996783217918,1.14833215894459,76.8111667617875,22.673270008102,0.425798496950679,0.49472530011105,0,0
"0000db7c5f78c6c9eb48",229.453337399903,407.021903358713,26.2024576816262,4.35960480578349,0.310354500616523,0.462722497694141,270.645811847303,61.6705357168448,44.5367798826738,29.8671649718464,67.3992674032536,11.562252454967,0.767351090908051,2.53071215516158e-07,0.766403377056122,0,-65.817,0.974784736062638,0.00736523080783776,10065.1386002397,1594.29655827185,10162.0723203457,8829.36973897189,5495.33070706875,1197.43955199153,0.210088157125766,0.0633355034140683,32.1657113543899,5.76299757520881,3015.97424582138,3028.64828083466,NA,NA,158,201.281931228338,323.760795661789,259.856753407479,305.054487520501,297.696257121886,199.326772503184,462.437844162769,286.917234114153,3909.21728129104,4871.5453411554,5130.48940233759,5436.66617674506,108.918113050622,73.5218665338458,159.678409524044,89.5138521831099,116.674923028105,69.6121418655987,1945.49425471154,333.802452683297,0,0,50,76.5942989103753,156.224659105344,44.0060182901767,30.5701668063171,0,0,"",0.596674004965475,0.490559611072624,1.16319547535334,2.24645043005802,1.39772534872385,19.6744643045432,30.7077335286124,0.129316503737037,0.335279238103261,0,0
"0000f192d3e5daf112f6",229.453337399903,407.021903358713,26.2024576816262,4.35960480578349,0.310354500616523,0.462722497694141,270.645811847303,61.6705357168448,44.5367798826738,29.8671649718464,67.3992674032536,11.562252454967,0.767351090908051,2.53071215516158e-07,0.766403377056122,0,-65.817,0.974784736062638,0.00736523080783776,10065.1386002397,1594.29655827185,10162.0723203457,8829.36973897189,5495.33070706875,1197.43955199153,0.210088157125766,0.0633355034140683,32.1657113543899,5.76299757520881,3015.97424582138,3028.64828083466,NA,NA,234,201.281931228338,323.760795661789,259.856753407479,305.054487520501,297.696257121886,199.326772503184,462.437844162769,286.917234114153,3909.21728129104,4871.5453411554,5130.48940233759,5436.66617674506,108.918113050622,73.5218665338458,159.678409524044,89.5138521831099,116.674923028105,69.6121418655987,1945.49425471154,333.802452683297,0,0,50,76.5942989103753,156.224659105344,44.0060182901767,30.5701668063171,0,0,"",0.596674004965475,0.490559611072624,1.16319547535334,2.24645043005802,1.39772534872385,19.6744643045432,30.7077335286124,0.129316503737037,0.335279238103261,0,0
"0000b678f09998cf1c62",155.858387083566,219.33120273179,26.6392435546668,4.58162974123799,0.329119114871626,0.469766146865911,244.255227351114,85.7150464810487,44.5969357087832,29.3454447738446,64.7117073690136,10.4886971853595,0.767351090908051,2.90704578349546e-07,0.766403377056122,0,-66.083,0.976116109462865,0.00779961100572643,10142.9550048556,1511.79266522074,10557.2713849802,8733.3429971658,4363.45706157975,1836.67996793446,0.189785832072992,0.0657748475150586,36.5300573701076,10.5561274687065,4565.49732914589,3842.02048124187,NA,NA,157,180.2124471557,279.895444706045,253.415137944839,290.975935521901,285.485675551217,173.207931364894,436.547743030068,211.222491165508,3057.37548583096,4343.07109305931,4213.05367827839,4811.07861913943,150.485308219511,161.418642083522,199.095812608583,175.782804209491,150.438603546784,146.764113075499,1822.72916791484,430.333635766762,0,0,50,130.194176023186,206.009618165994,44.1592135429201,29.9549856918753,0,0,"",0.788611653192083,0.411485090968819,1.68080902091421,2.61664708534915,1.41031769580407,25.3244424417311,32.4178575882955,0.115397591140309,0.321767574086624,0,0
"0000e25f86767af92604",158.767790928546,194.607259473253,26.6448844160328,4.60039886808067,0.326711346508745,0.468942347877778,241.343500092834,86.8882604951925,44.9765799240782,29.3254444152515,64.3727572028355,10.3537288953135,0.767351090908051,2.83779408255052e-07,0.766403377056122,0,-66.1,0.975965943313185,0.00782942230281932,10138.4057191107,1507.45165126256,10537.5567123904,8733.19564535833,4303.09680010207,1827.40696755237,0.189199424939438,0.0659588518962456,37.0387445871226,10.7162223519875,4653.32246527462,3868.28678110408,NA,NA,156,172.635998217771,263.485227666746,250.781400347889,290.836973967313,287.610676701048,173.553120489223,435.38872725556,211.387535852719,2977.07263910016,4313.17833912797,4123.51811735859,4767.32145760851,154.115147606598,166.268355182674,202.453545355874,180.893268542428,153.693433565537,151.310095030333,1812.83511632535,437.062565217781,0,0,50,130.295322690799,208.132947729751,44.5754296782219,29.894144237305,0,0,"",0.799223665403809,0.403824899645389,1.66018071133382,2.61176755671266,1.31450985790219,24.5933404782234,32.2107024111274,0.106495798292656,0.311861428960456,0,0
"00004abebce850192554",315.264484577851,393.758514280352,26.1020805396062,5.68651532306929,0.283855942562308,0.451971553268531,274.086169143854,82.0123998968774,43.6213741267589,29.8964059170262,69.0439306737585,14.1196646766231,0.767351090908051,0,0.766403377056122,0,-65.5,0.971729280656235,0.0066912221386541,10269.4474766362,1752.26719790101,11590.4105769025,8752.37642649294,5773.67271305426,1187.48987051928,0.233679925267154,0.0425753824991165,33.8222562940775,4.68155974498929,3429.64987661574,3245.19296938123,NA,NA,264,154.569297049946,284.402000603465,165.783682784768,216.936692868414,215.813063050164,239.298436200615,378.169772689526,343.817796162089,1920.24695172588,2718.01828963416,2834.73299037266,3231.47979500379,172.862326485939,150.274327649098,227.411738000501,163.408778476107,171.843764880928,126.261031015589,2038.60603482597,470.984125635765,0,0,50,26.1668010692841,94.7344643908938,43.0161693622752,30.6658666982556,0,0,"",0.561322640619761,0.49614133190842,0.535014128892873,1.66226703681202,0,9.22453297885849,23.2907498042098,0,0,0,0
