"id","CEC_mean","CEC_stdDev","DriestQuartes_mean","DriestQuartes_stdDev","Longitude","NPP0010_mean","NPP0010_stdDev","NPP03_mean","NPP03_stdDev","OppCost_mean","OppCost_stdDev","PrecSeanslty_mean","PrecSeanslty_stdDev","Site","WDeficit03_mean","WDeficit03_stdDev","WDeficit8910_mean","WDeficit8910_stdDev","WDeficit99_mean","WDeficit99_stdDev","YrlPrec_mean","YrlPrec_stdDev","Buffer_Size","name","treecover2000_mean","treecover2000_stdDev"
"2_2_2_1_253",12.9354866910594,4.95588067417669,112.710977789821,12.6353748497832,-42.25,12312.0815077501,1638.93031572865,899.562608443201,3788.2690986533,3140.78176339739,1573.4462980449,50.8576664971681,10.9510932271078,269,248.663354331038,68.8567671877145,137.432109641521,36.2126930853241,140.999766881225,41.0011716893174,1233.27185827924,203.80873151741,50,"",41.478095826824,33.4774364076662
"2_2_2_1_254",12.9354866910594,4.95588067417669,112.710977789821,12.6353748497832,-42.25,12312.0815077501,1638.93031572865,899.562608443201,3788.2690986533,3140.78176339739,1573.4462980449,50.8576664971681,10.9510932271078,271,248.663354331038,68.8567671877145,137.432109641521,36.2126930853241,140.999766881225,41.0011716893174,1233.27185827924,203.80873151741,50,"",41.478095826824,33.4774364076662
"2_2_2_1_242",8.90635938447188,1.05177187101661,54.7453589689653,3.70725723421269,-44.98,12272.8861073146,728.677185363944,5981.84334594029,8430.70963723424,3859.94914432461,598.057556356506,78.233714119284,2.28886792975031,258,315.849372256018,4.11191534131037,181.026513810787,7.3282198214176,235.473671159511,15.2208426835294,1518.05261722921,105.861545937074,50,"",19.427891087667,13.1533185283342
"2_2_2_1_243",8.90442718617454,1.05374784843471,54.608939336145,3.52306019864249,-44.96,12276.2586009268,754.293309166593,6061.52152546037,8448.17600451001,3842.06198259154,607.256902963931,78.3532307498146,2.24608290216043,259,315.919417087982,3.95963446963892,181.096076625246,7.34883012321527,234.987207397578,15.2267152905923,1522.70433707346,105.662126866272,50,"",19.4837761715591,13.0790465358082
"2_2_2_1_245",11.2147266942729,1.49311396455149,37.0264020628502,4.30121412350704,-43.27,11146.4872351251,979.060805443625,3901.75831872228,7173.2689174457,3041.08768732067,1033.6334025698,83.5107888407258,2.11953053173153,261,233.913613684588,30.8697650819399,153.578135283674,22.9585158984924,166.596936226216,25.4076511925612,1458.4645770552,85.8909911888483,50,"",47.3164045318608,25.677585980676
"2_2_2_1_244",11.1969968427527,1.5028998960144,36.8747707136482,4.31001242980975,-43.28,11154.5658923942,989.47965998434,3932.32894763123,7213.49118990304,3027.032797446,1051.03549730244,83.5949082997673,2.1184474125797,260,235.111756460524,31.9879476926757,154.48583796948,24.0685246480038,167.625096698507,26.5708269858435,1461.87330148227,85.0524532371724,50,"",47.127842343379,25.7522487324747
"2_2_2_1_240",9.96773762342174,1.33928837350983,34.2251431366753,4.26476531533288,-44.19,11973.0442445794,939.243004264003,6079.99969565384,8465.52493073474,3681.51334711978,1183.26685601133,86.8140354453082,1.14258595189959,256,320.730214764469,25.0093325810724,199.094660525024,23.8649741339523,228.516266047032,25.9348140687964,1408.81772469248,50.8286374279519,50,"",30.7402403106305,20.8043793963784
"2_2_2_1_32",9.33857315645995,1.2830241290462,50.0478832673809,4.70829349270116,-42,10558.2869818853,1144.64756367414,18277.1313483953,5221.87865005589,3886.21917190518,928.95203279285,76.4513866409011,1.46404440496988,31,376.653573668014,39.9872321241093,229.842638363061,27.2111009499381,248.678940030183,31.4416446820903,1168.75620516418,54.8023414388192,50,"",21.4851735378164,18.7175757880658
"2_2_2_1_35",14.8963845646362,6.88361889233915,169.685734085475,22.0649359219227,-39.751,12058.6445818139,1385.78010588526,13198.2182304333,9478.98367086376,3115.67386270882,961.89319413153,42.5301617083207,4.13434495081738,34,295.438569401575,35.1744686530918,183.985238539911,14.1651930708094,153.971620488067,19.601306201911,1229.1421288024,50.2120124520572,50,"",24.3001169804017,32.866379104282
"2_2_2_1_233",12.7768605134494,3.4361820489248,142.433906985712,20.0894146003196,-37.566,11744.0455419876,939.296401531903,13019.2385802178,7790.03597230939,3570.61121720039,1045.11620719074,52.5514586092573,5.66171265442829,246,380.332217853016,87.3354054539176,389.009451903941,77.509143781513,277.838605221022,57.6154704105467,1219.76122860151,226.933752098055,50,"",22.6586566221043,19.1993470050853
"2_2_2_1_46",16.2286934489049,4.52691514955041,290.96456347146,51.3701766137799,-39.067,10720.285975769,1103.64360053978,6164.95629391606,8277.61265542377,2450.52704311083,1669.94436042127,16.4714472332387,4.42646987167782,45,110.406829660881,29.1071231030126,91.5583317062638,17.376980113117,25.1891760075046,15.4697256815904,1423.83865415207,184.948549782966,50,"",49.2248938273795,42.0813626076607
"2_2_2_1_44",11.7697595772548,1.21757790059117,38.0794045390856,14.0945281868786,-41.5,12258.5637484758,1107.59106912557,7182.0888487575,9334.6191345248,1883.73630665789,574.797313584434,79.8419986820094,5.89659010551762,43,626.806821624567,23.5888431471169,478.472053924608,20.7735174676872,368.191624283279,22.129506333324,862.161081086501,38.2463362295228,50,"",44.7441978540239,24.543120891525
"2_2_2_1_180",34.9147215315337,4.60899283130501,7.07372337025291,3.33323862760359,-16.56,8128.00480433877,3051.96509481921,9328.3434959285,6711.12039741663,8509.73336132673,6773.5447357495,83.5939683267098,3.51184760202349,179,994.374167787461,103.405327778095,1001.82701524793,107.647361380494,972.437742911435,111.613963058694,437.084751081098,93.7491114942525,50,"",2.85586296632761,10.9760475190608
"2_2_2_1_208",15.5087211395192,2.25674081921882,65.2220930073246,8.76032863964425,-4.274,5991.13445440524,1266.95409008256,11287.3774790053,2550.69584369153,1809.91930202867,921.247225118008,29.5531570153468,1.4574483394589,218,584.493116887321,42.6946914031802,582.528670386567,52.7844523906776,580.992561951931,56.5209181997774,445.401003483256,50.9696646746155,50,"",8.91266935941088,16.3339440269238
"2_2_2_1_231",15.5087211395192,2.25674081921882,65.2220930073246,8.76032863964425,-4.274,5991.13445440524,1266.95409008256,11287.3774790053,2550.69584369153,1809.91930202867,921.247225118008,29.5531570153468,1.4574483394589,241,584.493116887321,42.6946914031802,582.528670386567,52.7844523906776,580.992561951931,56.5209181997774,445.401003483256,50.9696646746155,50,"",8.91266935941088,16.3339440269238
"2_2_2_1_223",9.27633083489521,4.92453075214807,0.00743975791182212,0.0850735433311292,-15.66,1704.17281038338,409.156034978546,4761.10429648697,951.315713142777,3748.42678961254,651.825572905314,138.418061621275,2.04773591900236,233,1041.36714167401,25.1346990889179,1085.26537529517,28.5989357100906,995.025429750967,23.5132636812636,676.29119272534,65.5013207404936,50,"",3.71389891658711,4.18975765906087
"2_2_2_1_123",11.1136240786065,2.40838200127303,95.1553273184501,14.0102726309076,-11.348,10035.8049567764,1018.09995120782,19724.1214775714,2118.58669971635,2707.76241956365,1045.35562419092,73.0707267845267,4.56785603585598,122,81.2003212201143,12.4807348368532,107.887040988238,11.2918856205401,118.431377592939,15.7406437791135,2934.73333554152,269.754075186217,50,"",60.9049240367913,9.16361049326771
"2_2_2_1_125",18.4076859539613,3.61992742033847,122.225666614421,17.013717178932,-9.333,12108.4243548906,1028.59310525644,10916.4619526755,9513.90351377932,2280.48999413237,1542.93915294201,62.8256653261734,2.09876347894571,124,178.74650294472,48.9595021880985,168.47278639873,36.0523724793074,165.741188064814,36.4456002106364,2446.61820637296,213.616746492017,50,"",59.9480041825102,14.9964225196616
"2_2_2_1_211",7.80861253661436,1.07632425559374,143.072924229801,33.6070786125233,-7.333,10428.5854014423,1590.26486750972,18840.9186606539,4143.82031419531,3060.0412295564,1719.00391995804,52.2310479536909,4.20824687692285,221,183.763688824046,16.2151141563209,123.093274884553,21.8729250418358,64.887151376365,19.0655561232062,1793.99081373213,160.562126016962,50,"",68.6333431177452,11.3009310276695
"2_2_2_1_199",8.37637652014622,1.77873863016634,184.544667641287,10.7972382611057,-2.6,8043.02105004474,1820.4168893336,15143.0584080742,3823.03912760143,4374.74847461883,902.879437792627,61.5407903067085,9.15864687804302,199,136.955479071612,15.0884378124779,123.327881342671,14.0382724923325,99.1181807658611,18.0468530488586,1875.86651925866,130.226531958326,50,"",54.481636768714,15.2690436534587
"2_2_2_1_113",8.35145573755286,1.45839946686986,136.887540652572,22.7170612961928,-1.369,7289.10266842624,2196.92606234976,13559.7252907044,4705.7110458379,4423.20017069536,672.872248150267,57.688742598822,9.95497473162427,112,215.529241225395,56.3884557398843,211.936686557383,58.6276931317397,103.144002308851,47.7214908845019,1429.9123172854,133.698943193794,50,"",44.8775422736569,22.4480428176297
"2_2_2_1_120",13.8364376745022,6.38183582496312,47.1343094322198,5.59381921435074,2.125,5344.10197356936,482.673583942827,10298.3600186834,1442.75105948805,3680.18434987064,660.496212096828,62.4777776198467,2.94044155171521,119,376.199298413673,18.4762514508138,414.21872082154,16.2713632160842,333.928590805869,22.6308937650357,1063.38476825727,39.6338533403908,50,"",18.1218116450466,4.66148341627105
"2_2_2_1_114",14.9715932869163,8.38152490242429,121.329049850461,13.5229301665394,9.185,7467.24227840649,1229.25520512914,12597.4543805293,2439.35279962872,2907.1535981691,1617.79878570584,64.4148669659316,2.5256098723461,113,72.3570954599199,16.707027241696,118.631982223964,12.1401684820013,70.2585205251058,16.2675798948956,2772.49777279339,80.0723957885383,50,"",76.0163423526093,7.53889652253208
"2_2_2_1_115",14.8692947653708,8.27246405884186,121.165165329921,13.4844566010156,9.183,7466.74711071747,1220.19951989226,12600.2522157124,2421.35817047634,2934.16096287582,1611.04646279093,64.4347419633268,2.51448202491265,114,72.6240703764918,16.7615014036553,118.797450043631,12.0794453507662,70.4829279824919,16.3126040825039,2771.53705202896,80.4385730527017,50,"",75.9550704890995,7.53593329893093
"2_2_2_1_108",16.1097775654753,4.73952301514504,166.743672469323,40.7607778135947,6.848,4534.6463139273,1509.47787589607,8479.58638909388,2878.28768342905,4928.67735159376,1684.76040529159,59.3169090058348,2.32405231802692,107,34.2936145783433,8.62536446685758,88.8841833469373,12.7540372828018,55.5585009786532,15.4058493420041,2850.3900795908,374.539401502689,50,"",30.4923645685537,16.0416257289873
"2_2_2_1_103",9.77116230569723,1.01741443731885,129.38986928784,17.800335053278,11.375,10638.4314160575,971.893643993506,17815.0516482582,2085.53917844985,2011.77560575822,1219.94028525839,58.4637868927447,1.61656345449942,102,61.6050323849305,8.69461126928684,89.7701949582829,8.18284398271182,38.2200905403484,6.57901627872767,1780.76329516275,89.8330305211676,50,"",80.7603305749325,10.2765352282252
"2_2_2_1_109",12.3128353747885,0.998415183554116,44.9224003434175,8.79349326451586,11.8,11085.9714568069,1768.66019259036,18182.2899634123,4493.04771841204,2841.34990020378,1281.95735173097,69.1643489008173,1.44382980812546,108,168.925936505216,20.6735326434921,174.668604372141,18.6271641149601,119.514217921723,18.2689704380856,1536.18173938568,21.914275286457,50,"",57.0744542561684,17.6047670693454
"2_2_2_1_201",23.1207884835736,1.75174236980046,139.22335668723,16.6280426123816,11.488,8772.9646464278,1130.33917844995,12314.5591954422,3169.95574060832,4381.78268572757,1806.70853948449,24.9949386429232,2.91489369939145,208,364.504719785215,57.2177059121267,229.969157261753,58.8064282602533,219.132826746638,55.4959578130443,817.77888137275,52.4717781481387,50,"",39.0412312130234,31.1142708229095
"2_2_2_1_148",30.2413037941587,4.07222528114839,25.2300367743352,14.0176683503423,39.35,5442.96600379185,1151.41373172624,11063.6609348234,2289.7464179416,2940.7529870385,1153.11664915438,124.181291694837,14.2898771944992,147,963.834945241994,67.1099416955951,889.53369301636,71.6599587935508,1005.91850155233,64.8531701034186,622.535142287025,41.4390824047952,50,"",0.506969999751153,1.08729282789054
"2_2_2_1_146",29.6642890511202,4.10368812642753,0.299210170516577,0.455717190721723,30.45,1921.46696402021,320.228160466934,7573.07988373928,931.521383905402,2244.58598682415,421.848294438336,107.026545687921,2.62590364467191,145,1136.49917526735,49.4540674210028,1153.53392759128,52.9517747780032,1026.3940871737,44.2539675293923,700.004170092125,41.8523226168093,50,"",3.86814258014934,1.94515438412298
"2_2_2_1_217",17.5125709732722,6.31995383027348,176.004919864528,45.9031138425283,30.316,11148.2731224203,1474.21519733431,16393.7345351178,9287.11435236513,4354.17322716127,1933.89209557348,39.3010759220407,3.44953994139892,227,219.750439423425,108.556624198193,265.382376412489,129.978905009826,347.093134840648,145.098618005675,1161.97593397366,235.277649122357,50,"",44.2036076692261,21.7357738647932
"2_2_2_1_92",17.5125709732722,6.31995383027348,176.004919864528,45.9031138425283,30.316,11148.2731224203,1474.21519733431,16393.7345351178,9287.11435236513,4354.17322716127,1933.89209557348,39.3010759220407,3.44953994139892,91,219.750439423425,108.556624198193,265.382376412489,129.978905009826,347.093134840648,145.098618005675,1161.97593397366,235.277649122357,50,"",44.2036076692261,21.7357738647932
"2_2_2_1_94",14.6132165340824,2.44719082889389,161.73658075585,21.3940364682824,30.535,11405.0915716583,826.738552019192,16504.7061409223,9464.75373758702,4514.9611280698,1402.64981459736,41.2136018758695,1.94466407268902,93,222.178672999114,76.0120947959405,259.219451146236,83.7450775197833,325.084622725996,88.3576472947046,1180.70843533778,162.978587143538,50,"",49.1992920363198,16.2701035942513
