x,y,Flora_Richness_Norm,Invert_Richness_Norm,Vert_Richness_Norm,Flora_Abundance_Norm,Invert_Abundance_Norm,Vert_Abundance_Norm
122.21637328499997,-2.969058605000008,0.2995479106903076,0.13153457641601562,0.0631757453083992,0.047288957983255386,0.2611069083213806,0.42269378900527954
98.86934836499998,20.487042664999997,0.0904427170753479,0.1550491750240326,0.09625689685344696,0.12167973071336746,0.3442145884037018,0.340221643447876
101.851730925,18.196232314999996,0.35538703203201294,0.12606242299079895,0.22085008025169373,0.37138229608535767,0.3655853867530823,0.3368360698223114
15.075178125000008,-0.5075604250000083,0.35912978649139404,0.17687082290649414,0.046677228063344955,0.19514422118663788,0.3446827232837677,0.31118321418762207
143.71288372499998,-3.750629195000009,0.3484330177307129,0.2190968096256256,0.044362880289554596,0.47196704149246216,0.3295491635799408,0.39781713485717773
99.01307764499998,15.887454824999995,0.31981056928634644,0.19035956263542175,0.07361965626478195,0.1820468157529831,0.41238656640052795,0.46852046251296997
-8.182015995,5.1431051049999965,0.26474305987358093,0.22126223146915436,0.03322455286979675,0.2502306401729584,0.24337796866893768,0.32409390807151794
102.54342808499999,18.887967205,0.23616987466812134,0.4661628305912018,0.48013490438461304,0.09718728065490723,0.4162117838859558,0.22793906927108765
122.03671168499997,18.034528054999996,0.12193705886602402,0.1412108838558197,0.18957458436489105,0.1837788224220276,0.3306848108768463,0.4430760443210602
-51.37266463500001,-24.385889485000007,0.2673829197883606,0.29263895750045776,0.03351002559065819,0.4493521451950073,0.5897490382194519,0.34212636947631836
10.323128804999982,-0.9926732050000027,0.2841777801513672,0.14805270731449127,0.03999880328774452,0.1963122934103012,0.24901263415813446,0.24047212302684784
8.625326685000005,5.268875084999994,0.2543690502643585,0.2875405251979828,0.18386045098304749,0.3044738173484802,0.22154214978218079,0.2803545892238617
116.27855740499999,4.361534514999995,0.29152733087539673,0.2285141795873642,0.31728971004486084,0.05685289949178696,0.650711178779602,0.16725142300128937
151.63596028499995,-5.3317375150000075,0.13905069231987,0.3064742088317871,0.07603631913661957,0.07720582187175751,0.38621702790260315,0.25905683636665344
-61.182187995,-11.629220085000007,0.8930456638336182,0.1401805728673935,0.07589438557624817,0.18179933726787567,0.5449751615524292,0.19226567447185516
23.420459445000006,4.882581574999996,0.11971351504325867,0.18973536789417267,0.044928938150405884,0.08173000067472458,0.35717537999153137,0.273726224899292
-40.772630234999994,-15.97726796500001,0.19447961449623108,0.1734888255596161,0.09808560460805893,0.6733656525611877,0.7829164862632751,0.4875560402870178
-70.246115715,8.934171644999996,0.11146514862775803,0.1666983962059021,0.2537325322628021,0.9574161171913147,0.5453583598136902,0.5256393551826477
