system:index,AnualTemp_05Km,AnualTemp_100Km,AnualTemp_10Km,AnualTemp_25Km,AnualTemp_50Km,AnualTemp_75Km,BAI1317_05Km,BAI1317_100Km,BAI1317_10Km,BAI1317_25Km,BAI1317_50Km,BAI1317_75Km,CEC_05Km,CEC_100Km,CEC_10Km,CEC_25Km,CEC_50Km,CEC_75Km,Cropland_05Km,Cropland_100Km,Cropland_10Km,Cropland_25Km,Cropland_50Km,Cropland_75Km,DriestQuartes_05Km,DriestQuartes_100Km,DriestQuartes_10Km,DriestQuartes_25Km,DriestQuartes_50Km,DriestQuartes_75Km,ForestUntl10_05Km,ForestUntl10_100Km,ForestUntl10_10Km,ForestUntl10_25Km,ForestUntl10_50Km,ForestUntl10_75Km,GrossDef_05Km,GrossDef_100Km,GrossDef_10Km,GrossDef_25Km,GrossDef_50Km,GrossDef_75Km,HFPrint_05Km,HFPrint_100Km,HFPrint_10Km,HFPrint_25Km,HFPrint_50Km,HFPrint_75Km,IDH03_05Km,IDH03_100Km,IDH03_10Km,IDH03_25Km,IDH03_50Km,IDH03_75Km,IDH9010_05Km,IDH9010_100Km,IDH9010_10Km,IDH9010_25Km,IDH9010_50Km,IDH9010_75Km,NBR1317_05Km,NBR1317_100Km,NBR1317_10Km,NBR1317_25Km,NBR1317_50Km,NBR1317_75Km,NPP0010_05Km,NPP0010_100Km,NPP0010_10Km,NPP0010_25Km,NPP0010_50Km,NPP0010_75Km,NPP03_05Km,NPP03_100Km,NPP03_10Km,NPP03_25Km,NPP03_50Km,NPP03_75Km,OpCostIISMean_05Km,OpCostIISMean_100Km,OpCostIISMean_10Km,OpCostIISMean_25Km,OpCostIISMean_50Km,OpCostIISMean_75Km,OpCostIIS_05Km_SUM,OpCostIIS_100Km_SUM,OpCostIIS_10Km_SUM,OpCostIIS_25Km_SUM,OpCostIIS_50Km_SUM,OpCostIIS_75Km_SUM,PastAgric_05Km,PastAgric_100Km,PastAgric_10Km,PastAgric_25Km,PastAgric_50Km,PastAgric_75Km,PercUrbArea09_05Km,PercUrbArea09_100Km,PercUrbArea09_10Km,PercUrbArea09_25Km,PercUrbArea09_50Km,PercUrbArea09_75Km,PrecSeanslty_05Km,PrecSeanslty_100Km,PrecSeanslty_10Km,PrecSeanslty_25Km,PrecSeanslty_50Km,PrecSeanslty_75Km,RR_var,RuralPop_05Km,RuralPop_100Km,RuralPop_10Km,RuralPop_25Km,RuralPop_50Km,RuralPop_75Km,RuralPvty_05Km,RuralPvty_100Km,RuralPvty_10Km,RuralPvty_25Km,RuralPvty_50Km,RuralPvty_75Km,Site,SustainablePA_05Km,SustainablePA_100Km,SustainablePA_10Km,SustainablePA_25Km,SustainablePA_50Km,SustainablePA_75Km,T1RoadDensity_05Km,T1RoadDensity_100Km,T1RoadDensity_10Km,T1RoadDensity_25Km,T1RoadDensity_50Km,T1RoadDensity_75Km,T2RoadDensity_05Km,T2RoadDensity_100Km,T2RoadDensity_10Km,T2RoadDensity_25Km,T2RoadDensity_50Km,T2RoadDensity_75Km,T3RoadDensity_05Km,T3RoadDensity_100Km,T3RoadDensity_10Km,T3RoadDensity_25Km,T3RoadDensity_50Km,T3RoadDensity_75Km,T4RoadDensity_05Km,T4RoadDensity_100Km,T4RoadDensity_10Km,T4RoadDensity_25Km,T4RoadDensity_50Km,T4RoadDensity_75Km,T5RoadDensity_05Km,T5RoadDensity_100Km,T5RoadDensity_10Km,T5RoadDensity_25Km,T5RoadDensity_50Km,T5RoadDensity_75Km,TotalRoadDensity_05Km,TotalRoadDensity_100Km,TotalRoadDensity_10Km,TotalRoadDensity_25Km,TotalRoadDensity_50Km,TotalRoadDensity_75Km,WDeficit03_05Km,WDeficit03_100Km,WDeficit03_10Km,WDeficit03_25Km,WDeficit03_50Km,WDeficit03_75Km,WDeficit8910_05Km,WDeficit8910_100Km,WDeficit8910_10Km,WDeficit8910_25Km,WDeficit8910_50Km,WDeficit8910_75Km,WDeficit99_05Km,WDeficit99_100Km,WDeficit99_10Km,WDeficit99_25Km,WDeficit99_50Km,WDeficit99_75Km,YrlPrec_05Km,YrlPrec_100Km,YrlPrec_10Km,YrlPrec_25Km,YrlPrec_50Km,YrlPrec_75Km,bldfie_05Km,bldfie_100Km,bldfie_10Km,bldfie_25Km,bldfie_50Km,bldfie_75Km,cdd_05Km,cdd_100Km,cdd_10Km,cdd_25Km,cdd_50Km,cdd_75Km,cropIIS_05Km,cropIIS_100Km,cropIIS_10Km,cropIIS_25Km,cropIIS_50Km,cropIIS_75Km,croppastureIIS_05Km,croppastureIIS_100Km,croppastureIIS_10Km,croppastureIIS_25Km,croppastureIIS_50Km,croppastureIIS_75Km,deltaGHSL9015_05Km,deltaGHSL9015_100Km,deltaGHSL9015_10Km,deltaGHSL9015_25Km,deltaGHSL9015_50Km,deltaGHSL9015_75Km,deltaGPWCount0010_05Km,deltaGPWCount0010_100Km,deltaGPWCount0010_10Km,deltaGPWCount0010_25Km,deltaGPWCount0010_50Km,deltaGPWCount0010_75Km,deltaGPWDensity0010_05Km,deltaGPWDensity0010_100Km,deltaGPWDensity0010_10Km,deltaGPWDensity0010_25Km,deltaGPWDensity0010_50Km,deltaGPWDensity0010_75Km,elevation_05Km,elevation_100Km,elevation_10Km,elevation_25Km,elevation_50Km,elevation_75Km,f2003_05Km,f2003_100Km,f2003_10Km,f2003_25Km,f2003_50Km,f2003_75Km,fty_05Km,fty_100Km,fty_10Km,fty_25Km,fty_50Km,fty_75Km,govrnce_05Km,govrnce_100Km,govrnce_10Km,govrnce_25Km,govrnce_50Km,govrnce_75Km,latitude_209564535,longitude_209564535,pastoIIS_05Km,pastoIIS_100Km,pastoIIS_10Km,pastoIIS_25Km,pastoIIS_50Km,pastoIIS_75Km,phihox_05Km,phihox_100Km,phihox_10Km,phihox_25Km,phihox_50Km,phihox_75Km,phikcl_05Km,phikcl_100Km,phikcl_10Km,phikcl_25Km,phikcl_50Km,phikcl_75Km,sa_05Km,sa_100Km,sa_10Km,sa_25Km,sa_50Km,sa_75Km,slope_05Km,slope_100Km,slope_10Km,slope_25Km,slope_50Km,slope_75Km,sndppt_05Km,sndppt_100Km,sndppt_10Km,sndppt_25Km,sndppt_50Km,sndppt_75Km,strictlyPA_05Km,strictlyPA_100Km,strictlyPA_10Km,strictlyPA_25Km,strictlyPA_50Km,strictlyPA_75Km,treecover2000_05Km,treecover2000_100Km,treecover2000_10Km,treecover2000_25Km,treecover2000_50Km,treecover2000_75Km,urb_05Km,urb_100Km,urb_10Km,urb_25Km,urb_50Km,urb_75Km,wfire_05Km,wfire_100Km,wfire_10Km,wfire_25Km,wfire_50Km,wfire_75Km,.geo
1_1_4_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,192.83934,204.32864,193.68607,199.76141,206.82692,207.67293,15.93832841260031,55.80031590852915,16.02998477977001,14.894480553633858,15.853382769738332,18.060985489996146,13.870275,13.230792,14.2159815,13.799307,13.081197,13.312847,0.0,0.2547751078250154,0.15384615384615385,0.2990466633216257,0.2785938480853735,0.2622564160161734,234.94846,188.30782,227.59726,226.06302,221.80899,211.34839,76.2845160538914,43.72606978065815,65.92017975317005,59.73610289526628,50.406295286994926,48.454893503384426,0.09703502229940417,0.04654873622056122,0.0756142668293436,0.07877093078959654,0.08113335577119087,0.06600646780750762,22.47422680412371,26.62420382165605,25.312328767123287,22.80437636761488,25.072109589041094,26.132363779295435,0.466,0.466,0.466,0.466,0.466,0.466,0.46104187,0.46104187,0.46104187,0.46104187,0.46104187,0.46104187,0.9793584953943096,0.977284487219507,0.9801673539866592,0.9797666692475586,0.9790587877761296,0.9789778666635165,11630.379212614149,11844.78634798909,11354.246986796632,11430.620784964703,11638.550140809246,11794.905700618558,0.0,1250.531643749966,109.08301516957069,321.5901474982025,575.0844934198328,576.626245400024,467.53064,1488.7213,459.23404,844.8287,1161.6857,1339.7916,37869.98114013672,4.774775985290527E7,149251.06192016602,1697260.7547607422,9317881.02835083,2.4171181619628906E7,0.0,0.11113783,0.0,0.0,0.065123715,0.06552582,0.0,508.01156766031147,0.0,0.0,0.0,0.0,63.793816,70.98461,64.435616,64.870026,65.84537,67.40185,3.09532551415444,452.0,2615.202739726027,1160.0,1583.3333333333333,1795.3917525773195,2219.06103286385,9.18524544,20.877169077602947,7.938091746153846,25.197764061030927,13.912872301561643,15.772016539975812,33.0,0.5308641975308642,0.1339734479531353,0.37538461538461537,0.26480836236933797,0.19885301084652787,0.15035221189067344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.895890410958904,24.0,30.857142857142858,14.793814432989691,11.169014084507042,0.0,4.846575342465753,0.0,0.0,0.24742268041237114,2.779342723004695,115.0,122.68219178082192,69.2,96.76190476190476,128.97938144329896,123.60093896713614,0.0,5.49041095890411,0.0,0.0,0.0,0.0,115.0,141.92054794520547,93.2,127.57142857142857,144.02061855670104,137.5399061032864,74.3,156.17265506807897,74.7948717948718,81.64003436426113,105.3652968036529,127.32382413087927,123.40151515151516,184.53615962957878,124.10810023310023,131.38167760074978,147.7261519302615,160.81584402305288,114.96666666666665,190.8294881492686,116.62820512820514,127.52835051546391,147.96757990867582,163.91308793456042,2192.0515463917527,2016.3428095707943,2145.641095890411,2147.418818380744,2160.256219178082,2132.597002248314,1169.756,1210.5444,1167.463,1191.9282,1207.0392,1207.4984,0.0,0.025179856115107913,0.0,0.09523809523809523,0.07246376811594203,0.03977272727272727,0.47131616483821875,0.45108634588893304,0.46788804398099254,0.5139161601921227,0.5259717914299813,0.5115279114212719,0.01646115531711281,0.03996591291425744,0.006153939603172385,0.012000148768996964,0.015107166769670095,0.02545797293054846,0.09710251,0.6329832,0.6772176,0.21289533,0.39628386,0.39028352,2.0769181,3.0997725,2.526851,2.3796697,1.616112,0.68390244,2.5515733,3.7827387,3.104344,2.9233537,1.9838438,0.81637424,1011.6666666666666,732.564181710473,977.603076923077,886.8461921353908,761.5163944645307,735.4899395820631,74.33088306754676,41.662941480148746,63.18032661491178,56.992514478279446,47.31297350066407,45.848321344100405,0.0,0.02158273381294964,0.0,0.0,0.028985507246376812,0.017045454545454544,-0.574,-0.574,-0.574,-0.574,-0.574,-0.574,,,0.0,6.381128729587268E-4,0.0,0.0,0.0,1.2572165466249557E-4,50.68385,51.81342,50.75822,50.99628,51.36853,51.66258,42.348797,44.54582,42.521004,43.021442,43.887306,44.341656,1.0,0.8812949640287769,1.0,0.8571428571428571,0.855072463768116,0.9204545454545454,2.1461213,2.143998,2.279824,2.4405136,2.326005,2.3745668,42.434708,48.07306,43.036987,43.691795,45.259663,47.016262,0.0,0.0,0.0,0.0,0.0,0.0,79.01097029105861,56.30708541014692,77.0997022366854,74.45043711288069,66.55279550148964,62.38221011123405,0.0,0.01079136690647482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[48.45992506160806,-18.876128842412754]}"
1_1_7_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,248.06172,239.12479,244.20853,238.04099,235.016,238.07866,9.516422449313097,331.8724576621906,17.14593060719692,82.78507029613911,163.5755853240171,245.7872699018581,21.567204,16.886864,22.093317,20.399557,17.331713,16.694893,0.43209876543209874,0.5982319194959089,0.45741324921135645,0.6801302931596092,0.6368802665098962,0.5978866037950233,51.246574,74.64634,56.684826,67.87901,74.75062,71.27576,37.263179329862524,25.424246964176724,45.195998016650364,38.438755631032954,28.063078322251833,25.479875903063064,0.005992536515506608,0.0016184782952692728,0.004752597598965744,0.002613637681352073,0.001904678878961399,0.0021016589013040936,22.257731958762886,23.477262574823552,22.632022471910112,21.128579449747335,22.18989306657468,23.06523577923451,0.5725367,0.5725367,0.5725367,0.5725367,0.5725367,0.5725367,0.54872465,0.54872465,0.54872465,0.54872465,0.54872465,0.54872465,0.9824031502073434,0.9730071514010576,0.9824506234271878,0.9794663335848556,0.9763221644669028,0.9740891783693912,11692.829812194439,11087.584266450567,11364.586967717387,11532.35961684024,11551.078006142981,11205.663434524142,8589.337597027508,14606.825507548645,6361.469661120317,10034.026809070763,13337.694901368133,14145.656398232237,2538.247,608.38184,1370.8241,954.67255,859.1109,835.67065,205598.01025390625,1.951263102709961E7,445517.81982421875,1917937.1353149414,6890928.732910156,1.5076334778259277E7,0.345,0.22445,0.29,0.29894444,0.29735294,0.25214654,0.0,70.64307743367881,0.0,175.2174072825117,71.71649009926297,74.3339143172293,76.904106,75.01767,76.101166,74.574165,74.280655,75.236374,0.630971528053246,1607.0,966.2931506849316,1226.0,1047.3333333333333,1144.7835051546392,1241.7323943661972,6.169571400000001,15.414295178194731,5.740517923076923,6.124181551948053,7.530967106995889,12.404724645975605,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.997260273972604,0.0,7.095238095238095,18.90721649484536,29.36150234741784,0.0,29.054794520547944,24.2,23.047619047619047,53.45360824742268,39.352112676056336,132.0,25.512328767123286,43.2,22.80952380952381,22.54639175257732,21.370892018779344,0.0,23.24109589041096,0.0,0.5238095238095238,30.7319587628866,18.953051643192488,132.0,100.8082191780822,67.4,53.42857142857143,125.63917525773196,109.04225352112677,494.9583333333333,387.04182213930335,480.97222222222223,434.58606557377055,394.36595911949655,386.58412509897056,586.1458333333333,471.99340654681095,564.5618686868687,507.2112518628911,469.02923098913675,472.5970812639456,430.8333333333333,294.3449937810946,410.0648148148149,349.11885245901647,303.7786949685534,296.58194774346816,1442.1917808219177,1729.333305291495,1517.3579766536966,1666.401913875598,1753.559598256585,1692.7770923298376,1283.1465,1311.6017,1283.7639,1286.7588,1300.6902,1310.8109,0.0,0.0,0.0,0.0,0.0,0.0,0.49707180802671,0.28471496129138263,0.41671086469074314,0.2953395181705292,0.2583281957822475,0.25463744197718174,0.0,0.35808282292358024,0.03321616502706479,0.10722268521859779,0.3008953858066241,0.35597741586343273,0.018892182,0.44756204,0.050574373,0.03573545,0.3661356,0.52404344,4.530006,8.511914,4.835413,5.0479307,5.1900735,5.9484205,6.17972,10.334265,6.17972,6.17972,6.269125,7.2155585,301.87654320987656,110.06625510554049,298.18461538461537,299.5559980089597,265.344720109712,172.1324760268278,37.21055974690782,25.33742155824721,45.03224817062437,38.27816346713443,27.990431388507286,25.40337522096113,0.0,0.008064516129032258,0.0,0.0,0.02040816326530612,0.010101010101010102,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,,,0.0,0.0,0.0,0.0,0.0,0.0,55.478573,56.711613,55.4113,55.369896,55.738422,56.616005,47.358334,48.86412,47.07904,47.07931,47.484406,48.740665,0.0,0.45161290322580644,0.0,0.4117647058823529,0.42857142857142855,0.43434343434343436,2.917307,0.97633016,3.6692107,3.1313653,2.196803,1.5135007,47.61905,52.0578,47.395924,47.759464,51.515095,52.398857,0.0,0.0,0.0,0.0,0.0,0.0,52.8840654707485,27.35436638022823,56.37535290344397,44.45275061186943,31.1667455421804,27.269928525792757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[120.04228644297942,-9.959228502114314]}"
1_1_12_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,262.26462,261.02588,261.01962,257.5174,258.83533,260.44113,16.04941102195303,479.7228905380894,19.783462523021882,17.736515083732282,108.86035033024582,710.6186096134995,16.72251,19.310625,20.077854,19.763506,18.986685,18.959286,0.43209876543209874,0.3345739910313901,0.29245283018867924,0.539568345323741,0.39132359451084553,0.32787375663749907,405.5567,391.8305,404.9368,402.4873,400.9236,394.84625,57.90756576291327,53.93165048777539,50.29509976548861,48.496311017751864,54.82754232948707,54.22436510849266,0.3812848883318805,0.06593514861276367,0.3124369402857154,0.12947568128400846,0.09173267697910095,0.08357338183398887,32.833333333333336,19.980093249543888,31.645569620253166,28.36393289841566,21.85830120962382,20.265456989247312,0.628238,0.628238,0.628238,0.628238,0.628238,0.628238,0.6021094,0.6021094,0.6021094,0.6021094,0.6021094,0.6021094,0.9847784848485448,0.9806436418062989,0.9844601048817517,0.9843852985789119,0.9829800221748508,0.9815333438744325,10704.21277256649,9717.802865464942,10583.654048593538,10380.284908525437,9990.834244521495,9748.06471267469,8791.878960206803,7206.43531697369,11136.790352759414,11989.791508845932,9114.76224152265,7636.147540058067,5538.819,2744.9744,4818.3315,3417.5784,2894.2488,2787.914,448644.31005859375,8.803955891949463E7,1565957.7327270508,6865915.142486572,2.3214769456054688E7,5.029675898046875E7,0.0,0.0060520447,0.0036,0.0051904763,0.0064827586,0.0063575758,0.0,3906.063979853071,0.0,1372.4527285242814,4865.592105999843,3451.4693192177842,22.731958,25.715567,22.961538,23.770601,24.415497,25.149328,1.19855520599739,3341.0,796.9698630136986,2306.0,2019.4285714285713,1242.4123711340205,928.2112676056338,1.03506498,5.899976390570336,1.594355746153846,6.357245920319149,5.380786683281736,5.1731506501415065,82.0,0.0,0.03345740631080281,0.0,0.0,0.08246019866648524,0.05510659049742232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.572602739726028,0.0,10.380952380952381,31.010309278350515,18.68075117370892,0.0,13.315068493150685,0.0,22.952380952380953,21.721649484536083,17.910798122065728,220.0,207.35068493150686,418.8,427.04761904761904,357.2371134020619,251.73239436619718,0.0,29.827397260273973,0.0,18.476190476190474,37.402061855670105,32.32394366197183,220.0,263.0602739726027,418.8,478.8095238095238,447.340206185567,320.63380281690144,6.866666666666667,6.855088828666064,6.814102564102563,6.447594501718215,6.509447674418599,6.709817012858556,104.5810606060606,109.95241028167872,103.89219114219114,101.29529834426742,104.16112799506686,108.01833243413355,74.85,80.55502860584184,74.45512820512822,72.64175257731958,75.5547480620155,78.89391691394653,2301.422680412371,2365.5199427516854,2303.554945054945,2318.4427616926505,2336.369859670531,2345.2488611544463,1180.7379,1063.9963,1047.8596,1021.194,1070.5217,1078.6987,1.0,0.7709251101321586,1.0,0.8095238095238095,0.78125,0.8201438848920863,0.5449158482823301,0.5204651819827241,0.573469049332806,0.5574715310426209,0.5689673994286777,0.5836755770477604,0.001617079772287911,0.07800680491633366,0.018258238653241467,0.04304693000292938,0.05643826960365246,0.07322165716119261,0.26127434,2.5903864,0.21255407,0.9257341,3.5523205,2.2535586,10.22745,17.47532,10.168626,21.897015,24.339468,15.977463,11.886536,21.200287,11.886536,26.559807,30.112257,19.713207,17.123456790123456,63.14816200542512,26.18769230769231,89.25286212045793,103.3433487096372,72.67124882212738,52.2453250664261,50.34914117539612,43.004559808305906,42.74348738155448,50.65198257466996,49.97055905515354,0.0,0.06607929515418502,0.0,0.0,0.0625,0.03597122302158273,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,,,0.0,0.0,0.0,0.0,0.0,0.0,43.868557,46.070133,44.339954,45.04442,45.451397,45.737053,38.167526,40.82635,39.156166,39.749447,40.01673,40.380875,0.0,0.1277533039647577,0.0,0.19047619047619047,0.125,0.12949640287769784,0.31805307,0.7754943,0.5348123,1.173943,1.273421,0.89582413,39.79639,38.887444,38.82169,39.46541,39.973026,39.547432,0.0,0.02580153963285678,0.0,0.0,0.0,0.008290372021736101,85.65931114193435,71.95733939274861,83.07997379287319,79.34174627458711,76.94841712122617,75.03986081236442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[116.7085326528634,-1.042328161815874]}"
1_1_13_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0_0,247.34537,244.3394,247.79567,247.70383,246.51701,244.1945,13.50451741285917,10.84323517948129,12.471787242767649,12.289195390482062,11.291767548686911,11.171263988074221,14.678694,16.087019,15.341553,15.537089,15.583159,15.846381,0.0,0.013491838852721955,0.06153846153846154,0.019066733567486203,0.011299435028248588,0.01290719114935464,649.82477,608.5824,638.4301,637.3663,629.83826,615.091,92.5771955461908,91.32020801356789,93.3728604234915,93.68071032724512,93.49221102802674,92.89051426218822,0.012200297648946276,0.024750164295508845,0.009331650650846724,0.012336192316817918,0.013025701735793736,0.015950189600540777,7.793814432989691,7.304606362864111,6.432876712328767,4.550109409190372,4.986082191780822,6.113183655578824,0.67754745,0.66823596,0.67754745,0.67754745,0.67754745,0.675061,0.649368,0.64044374,0.649368,0.649368,0.649368,0.64698493,0.9846485428783044,0.9820144690953807,0.9840315895505388,0.9833116775958287,0.9819286110348026,0.9818938486119799,12441.123513063629,11768.362631435159,12280.008410843942,12135.56976600955,12009.06854529712,11867.236695595195,918.2243634304599,5966.525165821371,4108.821654832391,5937.140875921773,5976.473494995625,6274.641458261502,653.915,597.7317,1264.7192,363.64987,297.73276,427.4457,52967.11389160156,1.9171048880706787E7,411033.7619628906,730572.5674438477,2388114.533630371,7711548.044158936,0.0,2.6575342E-4,0.0,3.809524E-4,1.5463919E-4,9.8591554E-5,0.0,0.0,0.0,0.0,0.0,0.0,20.969072,22.620476,21.449314,21.48359,21.771069,22.382019,0.120525048864763,227.0,371.1041095890411,260.6,291.57142857142856,310.50515463917526,346.32394366197184,1.166270482,1.6047762897747406,1.491480439230769,1.915027989690722,1.2378443987123304,1.460722140639324,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,214.6,112.8,139.76190476190476,235.09278350515464,204.89201877934272,0.0,0.0,0.0,0.0,0.0,0.0,45.0,214.6,112.8,139.76190476190476,235.09278350515464,204.89201877934272,0.0,0.0,0.0,0.0,0.0,0.0,9.747727272727271,13.854162788292506,9.450466200466202,9.524328334895346,10.456299294312995,11.720322952078073,0.0,0.0,0.0,0.0,0.0,0.0,3722.2061855670104,3564.0372674211494,3691.531506849315,3685.7037199124725,3656.2771506849317,3600.109092680076,1141.0275,1142.8103,1137.5236,1150.6716,1162.1931,1150.8167,0.0,0.18032786885245902,0.0,0.0,0.028985507246376812,0.07344632768361582,0.0,0.0892104565231855,0.011614910133282438,0.008620459302122815,0.013596494669776646,0.04104563849008252,0.0,0.004999969850083923,0.0,0.0,0.0,5.479116504109881E-4,0.0,0.0856119,-0.025654396,-0.025981493,0.15394612,0.10183614,0.8092714,0.63674784,0.8092712,0.808281,0.7884179,0.7120171,0.9404058,0.7411952,0.9404058,0.9404057,0.91734827,0.82839304,343.320987654321,420.69104854550557,341.1569230769231,353.0283723245396,373.4720109712006,424.3830164625021,91.94363923113207,90.33427428566384,92.89024631956528,93.13471652252687,92.94258736563974,92.23640023279913,0.0,0.06885245901639345,0.0,0.0,0.057971014492753624,0.0903954802259887,-0.395,-0.395,-0.395,-0.395,-0.395,-0.395,,,0.0,0.0,0.0,0.0,0.0,0.0,45.908073,46.44719,45.864613,45.732895,45.864227,46.185837,39.849655,40.78491,39.745205,40.03461,40.38717,40.602425,1.0,0.3475409836065574,1.0,0.8571428571428571,0.6666666666666666,0.480225988700565,4.650041,4.0176454,3.7478092,3.8494,3.882807,4.261849,41.3823,40.06811,41.163242,40.88337,40.1699,39.983776,0.0,0.031864808405824216,0.0,0.0,0.0,0.011861870184579569,96.13176926623365,94.54848626390451,95.6412571146336,95.3336455512714,95.2751040892143,95.07830701901223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.96151952980782,-0.12663450772740248]}"
